miliseconds,RasGTP_Golgi_GM,CAPRI_cyt,serca,PIP_PM,PI_PM,Shc_PM,CaCAPRI_PM_PM,RactCa,Shc_star_PM,EGFR_PM,PLC_act_PM,RasGTP_pal_cyt,PLC_PM,PIP2_PM,Activated_EGFR_PM,Ca,Ract,Rinh,RinhCa,IP3,RasGDP_Golgi_GM,Ca_RasGRP_GM_GM,DAG_GM_GM,RasGRP_DAG_GM,CaCAPRI_cyt,DAG_PM,RasGTP_depal_cyt,RasGDP_depal_cyt,RasGDP_pal_cyt,Ca_PLCe_cyt,Ras_CaPLCe_GM,Ca_ER,Sos_cyt,Grb2_cyt,PLCe_cyt,buffer_cyt,ca_buffer_cyt,SosGrb2_cyt,SGS_PM,RasGTP_PM,RasGDP_PM,RasGRP_cyt,CaRasGRP1_cyt
0,-1.6467014986862057e-11,30.09994411773636,45.0,2886.444182691036,142821.04945730805,186.00058268071967,-3.508142614690351e-06,2.272469765631881,1.0677748180961634e-05,20.9964757682686,-0.00016327313390131386,-2.8194441904271605e-08,99.99911852468125,1070.8843211389815,-0.001203703722559162,0.008163774104732095,9.064636990475705,7.7709927566948975,3.5663564218482073,-0.7234503231282178,49.99617780502724,5.305135676054661e-08,-1.5744899450545356e-11,-1.3179901931303153e-13,5.1259791175595055e-05,2000.010866926397,-1.721798444660986e-10,-0.0016457514471355037,-0.06576328946753003,-0.0005839533252906868,-1.170400156092847e-13,120400.58019946222,81.27078184741083,502.6714167854329,12.04046536660395,120.41018252495115,0.0026772569273953504,99.32890364373905,-0.0004347845878104824,4.544226654435747e-06,400.1579513453524,30.100061285163996,-1.0082474883908863e-06
100,1.532982165821036e-10,30.10005746018734,45.0,2916.2096291660023,142776.29485071974,185.99999159029582,2.641224181252561e-05,0.005121561377675615,9.555045003050422e-06,20.9870981927106,4.9348533836816165e-05,-4.130626729855945e-08,99.99926239051295,1073.7054357897377,0.010430993201964252,0.09792993567183866,11.324125326432732,7.894484071182852,3.454668735821765,-0.6048213950653493,49.875360057799206,2.6657169439219864e-07,1.6250613710956082e-11,8.79689425986746e-15,8.867512366694116e-05,2001.882892119319,-5.153100821265622e-10,0.0018366782370544885,0.1268244399261168,0.0011173351273093435,1.581021482075249e-13,120397.83533424254,81.26658531979275,502.668602869856,12.03886303962668,120.34590033646724,0.05216827481710467,99.33146525365414,0.0002980028440716802,1.7256189017191935e-06,399.4271467658976,30.099876331134904,-9.660914091543837e-06
200,2.8926454748960667e-10,30.09988348064548,45.0,3081.1827480720317,142698.1912431949,185.99930168289578,8.337336432345465e-06,-0.0051372532749150625,2.8347286637878328e-05,20.976279436605935,-0.0007584867122302055,3.73936710156759e-09,99.99922741360389,1076.9273257096058,0.02340492907235492,0.11121907268397796,11.297715506725076,7.931446551214849,3.349522178757924,-0.07985622822290156,49.774298343040414,-4.224241580277648e-08,1.5211811036433354e-11,2.3681262907106554e-13,5.1174968851782515e-05,1998.79704822561,1.5681346161606031e-10,0.010014311877614234,0.3646274525539591,0.0015758605239986766,-1.664087667132324e-13,120392.18369887558,81.26574026326873,502.6663416302464,12.039225743297752,120.30704370509756,0.06913165040569255,99.33525889005507,-0.0005044531771053245,8.891748914842712e-06,399.0055716432564,30.09989555284587,7.154716286567574e-05
300,1.6638599906798983e-10,30.099837999428342,45.0,3208.7408319454366,142436.39537125378,185.99973664783545,1.3392610824866974e-05,-0.0020358854243387337,5.880838318935774e-05,20.96221455528332,0.0014572279154380083,-1.6928458383581803e-08,99.99878267124727,1079.7957577133168,0.04573398997782556,0.10938403519717853,11.31749945889417,7.985447197817036,3.270292362968113,-0.602918491652985,49.6936095537788,2.3845693771831654e-07,3.4912608659691265e-11,1.1574204619309797e-13,0.00012730120026001356,1997.8878116164276,9.029417300224951e-11,0.012951398628796849,0.6634317672513063,0.0015569233040082769,1.1026889245910332e-13,120390.03349314562,81.2631342348286,502.66276907874857,12.039087628503243,120.31177956198889,0.09285842917958706,99.33690891539523,-0.00013028899935437093,5.130569212301855e-06,398.6058796795469,30.099796457856595,0.0001398764169523058
400,1.3688161224815046e-10,30.099847014743904,45.0,3318.3695992940584,142351.16406035319,186.0003471108683,1.2715305585723233e-05,0.0028040963513994224,7.070709090915405e-05,20.935777878742293,0.0003992547731574811,-2.1722814277568107e-08,99.99879467465817,1083.1518641273167,0.06539492404499797,0.1387247996397541,11.296031866669935,8.094410389762292,3.230182147218271,-0.06004313816954873,49.53282316936664,4.769422110249791e-07,1.129491220470667e-11,-4.6646039518398217e-14,0.00020602308449319275,1998.4879493652295,4.4614151683752186e-10,0.016596233602278604,0.8890164888089706,0.0019876470374538637,-1.2294618118273686e-13,120390.00833513665,81.2575688684001,502.65778407670535,12.037352615577758,120.29101782297421,0.13171396070900665,99.34229453151463,-0.0002824187007654876,-1.8496572378717392e-06,398.4788824970757,30.09975540601066,0.00010409710242333594
500,-6.328914746473218e-11,30.0997181740304,45.0,3488.551339027049,142263.64965890505,185.9988662602044,2.514330319785685e-05,0.007002362063250529,0.0001354837453465268,20.93633596393782,0.0002079724494639441,-3.959887467798618e-08,99.9990178412273,1084.6127697878665,0.06717780602898767,0.1516130428594074,11.303158904072546,8.156909231880295,3.126601774482675,-0.04726403509503864,49.38699455247365,8.041902663479488e-07,-3.4975149338554087e-11,3.621172328709501e-13,0.00023859073657807182,2000.1691964152828,4.4029915569744915e-10,0.022312988490106957,1.253998699645873,0.002472793625424177,6.109757980708511e-14,120387.44974923675,81.25473067715483,502.65653953619716,12.037193812475149,120.25942022868897,0.1321596219773228,99.34414092240792,-2.729710971645648e-05,-1.2975880642811387e-06,398.00714419534665,30.09965515725814,0.0003123755744366534
600,1.237008627645305e-10,30.099773679187212,45.0,3638.3772451280997,142140.3604816957,185.99991702140352,2.023521043004701e-05,0.026234668050156937,0.00014602756785255072,20.907560438799678,0.0009214331679714721,2.4837307674262404e-08,99.997699059045,1089.781476912365,0.08647980067539172,0.1711079006559521,11.292390596958011,8.215542944808034,3.0527741410891442,-0.6529402139613439,49.213131382190674,4.7267769927785204e-07,1.26704665101271e-11,4.937035341726557e-13,0.00024054345535066876,1998.4855985822655,-1.1828590439191205e-11,0.026859952612791317,1.541430955186913,0.00351482659210176,1.9198044856904147e-13,120383.79722755856,81.2536098073948,502.6534070247448,12.035839646899172,120.23819697436682,0.171589846358996,99.34639946056058,0.00044525957478413743,-4.210281294712514e-07,397.7186773842703,30.09961179792737,0.0004169311239590663
700,-7.35613657750524e-11,30.099684236922396,45.0,3763.1157530786004,141983.15088347436,185.9993106472033,-6.90230138447789e-06,0.015550227758130772,0.00017813600463262237,20.90818860037749,0.0014832753651955824,5.234312401165737e-08,99.99810352671989,1091.157277777356,0.10742738030084371,0.19571071385298583,11.301102567413961,8.297098359339753,3.0168298134633247,0.1792895123408947,49.16669902843013,9.865878682114762e-07,3.68859393023984e-11,1.4787372692486285e-13,0.0004415996894395299,2000.4387654846723,-3.117199324958337e-10,0.03145254499826615,1.7076517863053788,0.004092097705063003,-1.7667832763633975e-13,120378.15000907172,81.24927211898711,502.64937115757505,12.035872688909595,120.22547548436651,0.1822099844713938,99.34990001544712,0.0009871595407432768,8.464788805241773e-06,397.2522336101115,30.099680832712846,0.0004267885718201853
800,2.995802915361041e-10,30.099463122316184,45.0,3821.5428520680234,141832.91601940995,185.9982859526971,2.311017127891498e-05,0.009224665743302704,0.00022659255465721535,20.89765017226803,0.003271083121407648,6.080664597210516e-09,99.99652848211771,1094.7393814031248,0.1089861023864875,0.21190767150170808,11.29145993599618,8.378367307785089,2.9215233252889496,0.45028295622052567,49.05665938678503,1.415760653454921e-06,3.3859747386094166e-11,3.000015632037685e-13,0.000534720779449129,2000.2016297372936,-9.194451160790912e-12,0.04164719417536585,2.0016865832984596,0.004430459204873189,-6.249046128073322e-14,120375.45637264922,81.24768853457189,502.6499231005999,12.034486809232774,120.19261207870441,0.18784462053537562,99.35035644268366,0.0016076721515787618,6.461160261379591e-06,397.11664941701395,30.099525702304064,0.0005253369641188548
900,-8.383028174623635e-11,30.099436334452886,45.0,4047.5657831425588,141686.95550751252,185.99768451751643,6.320113470519441e-05,0.01740296243428119,0.00022628331095149218,20.87749087938724,0.0039252880809377035,5.263719132047418e-08,99.99759514831237,1098.6019075805796,0.13284777818173754,0.22797195511269466,11.283139692486126,8.439017347749957,2.854726536175172,-0.23984438581304024,48.827697448202514,1.6444774331840686e-06,3.1900563380058656e-11,-6.127573951465414e-13,0.0005348773591983239,2001.8779185745475,-3.7602274656896877e-10,0.040643082390816834,1.9847739409498903,0.005708389185253077,-1.445369976387707e-13,120375.62595199632,81.24470081267619,502.64655273283836,12.033528473054261,120.19681859394322,0.2164923463514474,99.35409852700064,0.0012740812128498704,9.77794557913459e-06,396.5618829381362,30.099452490536468,0.0005647332508614245
