milliseconds,RasGTP_Golgi_GM,CAPRI_cyt,serca,PIP_PM,PI_PM,Shc_PM,CaCAPRI_PM_PM,RactCa,Shc_star_PM,EGFR_PM,PLC_act_PM,RasGTP_pal_cyt,PLC_PM,PIP2_PM,Activated_EGFR_PM,Ca,Ract,Rinh,RinhCa,IP3,RasGDP_Golgi_GM,Ca_RasGRP_GM_GM,DAG_GM_GM,RasGRP_DAG_GM,CaCAPRI_cyt,DAG_PM,RasGTP_depal_cyt,RasGDP_depal_cyt,RasGDP_pal_cyt,Ca_PLCe_cyt,Ras_CaPLCe_GM,Ca_ER,Sos_cyt,Grb2_cyt,PLCe_cyt,buffer_cyt,ca_buffer_cyt,SosGrb2_cyt,SGS_PM,RasGTP_PM,RasGDP_PM,RasGRP_cyt,CaRasGRP1_cyt
0,1.3590585222052932e-12,30.10004186213349,45.0,2924.569680620592,142835.79936912336,185.99977174420283,1.7213089441735254e-05,2.257182645928614,7.521947649771779e-06,21.00427084362545,-0.0010639788660309752,-4.7043811718674815e-08,99.99959175355973,1071.3628432994137,0.009052855734389343,0.0015374613706080217,9.068876403519981,7.815851009579528,3.568932649580017,-0.7049091766375809,49.99504184820422,-4.700442371566932e-08,3.4609501410341596e-12,5.611723793278844e-13,6.596842137475496e-05,2002.6394194139832,-2.6118511943766285e-10,-0.00198911105824674,0.07107176105280247,0.0007147486274820339,4.090965116513149e-14,120398.36532458577,81.27172187041023,502.6718368902762,12.039614490050374,120.40170342428958,0.009293376740398398,99.33079491346366,0.0001772941446279965,4.496959210809043e-06,399.97129508630155,30.100068992256535,-3.9563718603838456e-05
100,5.3360239259607837e-11,30.099992524189727,45.0,2965.38339725388,142853.91107701932,186.00042846154844,-1.3101591281598021e-05,0.009390935912489408,2.6988206299817595e-05,20.977033089469135,0.000496927951487517,-4.398766248300215e-08,99.99935761331292,1074.025592719223,0.012073183856845424,0.09753737225466266,11.322145952478962,7.86892639395268,3.4760871469061487,-0.6909884227324546,49.915393859567835,1.0497580948100602e-07,-1.5017963401406234e-11,1.1887589759703133e-13,3.0216546299356375e-06,1997.738086990034,-4.659300333068192e-10,0.004106623966234642,0.3571383860761575,0.00024195740378262398,9.147355229414994e-14,120396.23925423624,81.2685578952572,502.6678174050901,12.038981961834745,120.33941641596833,0.06699952499311074,99.33240188755362,-0.00012090825697021991,-3.2696594806462355e-06,399.504820383697,30.10005519255532,4.404557452381323e-05
200,-1.4659971915225168e-10,30.09983723268646,45.0,3072.0356087184477,142669.14664445707,185.9999768671377,3.0525422353448774e-05,0.001047499113349462,5.2776006468475445e-05,20.976431902253594,-0.0006715846915575854,-3.110925438930172e-08,99.99900498763455,1076.4660014341716,0.03471488015356744,0.09723755074733831,11.320219789226485,7.972680264810207,3.3945791710543762,-0.4198488863952518,49.81631196043126,3.315162490675369e-07,-1.8921865264516336e-12,-6.753534943124003e-14,0.00010503792431533754,2001.491762441398,6.15341879819866e-10,0.013119725085991824,0.37019239298064865,0.0008847102677750221,-4.982544984435598e-14,120394.78955470152,81.2633312860852,502.66401543657093,12.038851548222565,120.32360923460497,0.0744726143284582,99.33605584309294,-0.00042905973718337985,6.021140932296008e-06,399.30973203719753,30.099921515563043,3.8978041111528595e-05
300,1.2360910118829825e-10,30.09992778882229,45.0,3255.3769839518973,142517.51966607347,186.00041335487225,2.9603306524033577e-05,0.006243017371127659,4.219920126339659e-05,20.952133779158885,0.00011538244344024885,3.496762931992211e-08,99.99987292222754,1079.1056219759284,0.042500348981036565,0.11367836924887373,11.322308214403792,8.041016670270004,3.28171023828856,0.9506565094870011,49.710969872654104,4.504253170521295e-07,-1.2934465540032813e-11,-5.0281432063191e-13,5.446694944661744e-05,2000.0823032644282,2.509804304481248e-11,0.012452113037840381,0.8403193657055678,0.002093377193483083,-8.169127582922608e-14,120389.52958754881,81.26252176701955,502.6617472620282,12.038329843681023,120.29408847792355,0.10258101726190476,99.33860591890016,0.0006804543914826189,-7.487465933776083e-06,398.9529370730451,30.099950706611814,0.00011846770402896318
400,-2.4369685434309973e-10,30.099708825096563,45.0,3271.8651906158943,142328.15920149037,186.00009011727437,-8.716261264385471e-06,0.01345490614748747,8.820386016497002e-05,20.948555955190624,0.00018341730128244946,4.907863993556316e-08,100.00046921749933,1082.5737180047977,0.053857751564328815,0.1339652468051404,11.311073756576091,8.07171907024147,3.2549238588048395,0.9846317939736158,49.47811429149985,7.513047609178485e-08,-9.608665769854676e-12,2.1807911275414916e-13,0.00020001201046678617,2002.20836406582,-6.13512577115708e-10,0.02109261931560177,0.9708271148595392,0.002167782219195527,7.567391114930459e-14,120388.20112268465,81.25910883731551,502.65835995500294,12.03726582354928,120.28441726681322,0.1254625911260999,99.3394421861074,-0.0001143034698663276,-2.624198514467736e-06,398.56642369804484,30.099709184622167,0.00011435160555464892
500,3.197824275722498e-10,30.099801430162742,45.0,3530.110218630158,142183.8643641608,185.99909151308603,-1.1664449311669356e-05,0.001156739379616526,0.00014402333684153336,20.93200898955826,0.0004550840168775136,-3.5065256915762556e-08,99.99837121913455,1085.4457555254069,0.07654977785877518,0.14627414660059138,11.320354753136785,8.174518365958969,3.181890607704152,1.0730513566764721,49.435411130976206,5.582150690285372e-07,3.547999522546757e-11,6.539484482686302e-13,0.0003256220103843499,2002.653033367018,-1.410792854648975e-10,0.024652448947254647,1.2605291196801733,0.0031744972096955544,-1.3259121955790197e-14,120383.9001292088,81.2547398163142,502.6552411515789,12.037169132442532,120.25185475697809,0.13528102891833488,99.34467024829264,0.0007342099243352177,3.286825587425493e-06,397.8381195306291,30.09977363337091,0.0003137968228168472
600,2.894759772253528e-10,30.09971224930684,45.0,3550.9888346760736,142150.68305648892,185.99985165205382,-4.099870132702713e-06,0.017761532880947083,0.0001352357151331797,20.906310940169725,0.0015593455294855905,2.2180261970152195e-08,99.9985040162986,1088.2359469673095,0.08040070320982512,0.18051697706908332,11.301661376649957,8.214467665155132,3.0835743897643364,0.965015096507993,49.34010869566968,4.063182302770161e-07,3.1201808383312636e-11,-2.5353324114600684e-13,0.00031986650478213377,1999.6917574792988,5.659043248467018e-10,0.028823768145629303,1.3125409225926177,0.0034850193385345387,6.864781773281815e-14,120384.45225107842,81.25390787266555,502.6518709768038,12.035962075001827,120.24633413447967,0.16148398426833976,99.34558383754735,-0.00010623738660809029,7.08807525164631e-06,397.56948156468746,30.099593924292897,0.0004152550612383287
700,1.3211957914890706e-10,30.0995861427762,45.0,3762.105922937936,141959.75397512963,185.9986629271682,4.719438220031424e-05,0.026325850395946825,0.00019761141171993602,20.91209698013141,0.0023579613869977793,2.1459124356420625e-08,99.9975487339877,1093.2606827098882,0.10671941246917566,0.19505275648122183,11.30434753085287,8.279987534487294,3.0061659886851007,0.1653153814117965,49.12336605008565,1.0446183311099976e-06,-1.1195088891636105e-11,3.125965778916101e-13,0.00046485753197707735,2003.093257865153,2.453756659484404e-10,0.03358859650137668,1.7739766738020766,0.004406547566351955,-1.132283715144149e-13,120378.19751085229,81.25082011103682,502.6506296313472,12.035929061769005,120.22234312221163,0.183007546521441,99.34884241221015,0.0015217012092160328,1.0570617517623899e-05,397.497967526266,30.099567518195908,0.00038774867407427566
800,1.2104580357973685e-10,30.099481183233962,45.0,3807.1585407589105,141759.9901841213,185.99858064930905,5.777435823562737e-06,0.007725620595704554,0.0002255982880966253,20.885111271707235,0.0026329954933407736,6.213331553323019e-08,99.99752277564063,1094.5862772963358,0.10473926255484027,0.20697175037019264,11.291579846608808,8.356042595532143,2.9678139834424617,-0.41018578391667315,49.01058923472857,1.1859809893927293e-06,1.5800934220479961e-12,-3.3722409381375227e-13,0.0005321675414320572,2003.5471674895155,-1.9922000170727347e-10,0.04124755795597006,1.989153610944573,0.004626323316514445,6.244336828229424e-14,120378.20181340649,81.2498546634762,502.6499908214542,12.034425028054034,120.20162628521616,0.18885424869425002,99.35053547673151,0.0016375653212614095,1.268600828298945e-06,397.01164745256995,30.099607201462444,0.000477282082150377
900,4.5996915949479995e-11,30.09935237902707,45.0,4045.2170747499645,141617.65368265336,185.99818273303072,2.110929148697815e-05,0.03207168185156304,0.00024070043671878575,20.88410777135748,0.0028789964275050825,1.602467729683948e-08,99.99611862453534,1098.6082592546054,0.12358291170327057,0.24346601037742174,11.28427818854934,8.47033155565266,2.883515947375546,0.8854747931365072,48.93314968687194,1.313753543698128e-06,-3.7592027674670754e-11,-3.0997396295659366e-13,0.0005512545541806679,2001.1701780977362,-5.937364859340517e-10,0.046838219411864855,2.1062454660448973,0.005842641670191029,5.270744875902454e-14,120374.81563319136,81.24565072416843,502.64526441755794,12.03435252820576,120.19751902201882,0.21486493339948337,99.35387794668132,0.001797941842932384,3.980034601196752e-06,396.73877538720956,30.099424446363965,0.0004949843338508943
