miliseconds,MC,EF,CD,CE,RB,RE,RP
0,0.012842832363184382,0.003359660558038659,0.0024988447463467683,-0.0009872422992791548,0.0011685045140984488,0.5520475005281472,-0.002398873181932043
100,0.10934639245729819,0.014172119735029519,0.04122204885959824,0.00048300627644469674,0.03148699657272025,0.5374441083217232,-0.0025379485220037934
200,0.1954049943233105,0.033595417655788315,0.07527858127031893,0.003162440001114222,0.06463053960810487,0.5156394977908203,0.01078842186354503
300,0.26564724613731816,0.04304083525421881,0.10777100616952387,0.012627837445926321,0.09022189547055974,0.5075230048816372,0.004422793165177585
400,0.32421732208716353,0.05720836107938886,0.1372814285574744,0.019011220355105312,0.10590099891416405,0.5038630020166474,0.006133604510862994
500,0.4095402332001728,0.058266969732767314,0.1594358983818095,0.024369420994168035,0.11822540340396225,0.5033921221683245,-0.001627723835477715
600,0.49417479470479414,0.06463062696045031,0.18065571831817806,0.030574379506901297,0.12796098122985347,0.5065474566807442,0.018255046394320983
700,0.5323499181109556,0.06527928147827017,0.20054988915033725,0.03521276310845005,0.13632170060917026,0.5089923180894398,0.007385596631808165
800,0.5909520610676695,0.06434696584200626,0.21312302314144288,0.039354486776492247,0.1454640721560705,0.5129529359589049,0.019638440058240572
900,0.6619092205311357,0.06792859434422151,0.22475953719896574,0.04472610665021546,0.15440041446113048,0.5191698507839039,0.029216287688454128
1000,0.709880477766416,0.0700375906541972,0.2397139986674899,0.04740909077179806,0.1560540166296533,0.5257008629265981,0.025303937573074937
1100,0.7483579259959853,0.07024272022256528,0.24470337440110904,0.05284256903950246,0.1595360942757061,0.5303028609748993,0.03400087908339535
1200,0.8086731144397408,0.07826889905132073,0.255601623008528,0.05341806157821626,0.16557079271892927,0.5341253596737973,0.03229902563467391
1300,0.8469914834694693,0.06774092124308842,0.2650354378432666,0.058458958814799754,0.16562407128604334,0.5400689025489833,0.04714160867025536
1400,0.8572930680294217,0.07462290300509342,0.2697099874235399,0.06002046485476426,0.16768816253240118,0.5469016604625724,0.05085302102118823
1500,0.9085850833372697,0.08392506988160359,0.27294407890565453,0.061738904577979946,0.16562589226253116,0.5542002192254948,0.07015913937735603
1600,0.948058938540488,0.08237565405489686,0.28171680115059367,0.06714612273589085,0.16413231582287263,0.5596235222399805,0.07128485892627844
1700,0.9840289912944257,0.08561651073697546,0.2863368749874419,0.06731347252104604,0.15884786098995818,0.5641394277718786,0.0787951373975976
1800,0.9955938773607432,0.08777683159315741,0.28510712852098297,0.06940984325860275,0.15669034165051127,0.567680539603591,0.09624403418297353
1900,1.032894529237857,0.09720036774502305,0.29426297957974223,0.07156860009557911,0.15108760889070072,0.5742946553259074,0.12279167572736545
2000,1.0363858264865742,0.10125210968634553,0.2936623456618863,0.07633813865920083,0.14645721833951306,0.5791414611880354,0.12074664451141816
2100,1.0810899377320844,0.1082543180792341,0.2940734240510373,0.07640190002470883,0.14476803182181408,0.5847715305566099,0.13775324039803957
2200,1.078483071871763,0.10555815043723879,0.2967007334691966,0.08144809295557041,0.13594619086359647,0.5894625651584248,0.15125432349259604
2300,1.0966332737846654,0.11181415089026132,0.3029384141467652,0.08350109812249883,0.13075156087412737,0.5924361540101863,0.17257357281172994
2400,1.129438387011294,0.1272629042840205,0.2998585769964046,0.08894574057903133,0.1281220322669531,0.5973731962690891,0.199147215475564
2500,1.1509809306309933,0.13543578940472006,0.3035281165762776,0.08951763902456662,0.1206573501148561,0.6027754166200856,0.2051501054757114
2600,1.1533458602347848,0.1347687833331493,0.30678924923199696,0.09440468613265912,0.11393277135635366,0.6055340499932201,0.2334893023101073
2700,1.2004552320613397,0.14262472998491213,0.3048155489930437,0.0943835830412441,0.10730266585859433,0.608297870216752,0.23056952325069807
2800,1.1811914517661526,0.15629777815614285,0.30608138162564286,0.10061557294496802,0.10264324664556979,0.6135503592469028,0.2659680751815756
2900,1.200201551521002,0.17447603853183294,0.30871745375042847,0.10195453981154506,0.09722919643485907,0.6140415950797992,0.28242751368747415
