miliseconds,MC,EF,CD,CE,RB,RE,RP
0,0.003661469518987279,-0.0061344014867774875,0.0012402576805899896,-0.0002478376996948532,0.001087526914101195,0.5510321461636867,0.001788286651242866
100,0.10650352126532556,0.011854418096244258,0.03866134953388245,0.0030363637220423355,0.029700447995812874,0.5364876446985071,-0.004883698720395822
200,0.1894533242076648,0.035991234756393986,0.07990956908148932,0.005205974685537088,0.06286233991264832,0.5139467046559957,0.004787064096228935
300,0.2493783203672844,0.04745222858493994,0.10853909942536347,0.012805503327464584,0.08771898705116699,0.5078710684034853,-0.002898173489911638
400,0.35461805487406395,0.04704240114706225,0.1392003146363448,0.01796995060095139,0.10564669439414495,0.5044830027795079,0.0067429020932008935
500,0.3943238002062648,0.055333768923530896,0.16075483285930897,0.021873132148098336,0.11624539385207422,0.5035787317587007,-0.0015356317457688269
600,0.4598786039725231,0.06533982132788732,0.1810258082050779,0.029593137796927238,0.12693484808991598,0.5076120365250663,0.006167179344917659
700,0.5391409470256984,0.05885275465743535,0.19745798076976132,0.03552675385381584,0.13707675007591208,0.511212915986448,0.015585141849853691
800,0.6059638159896059,0.06109490509705119,0.21137140457056802,0.03801992097984202,0.14696203322767198,0.5147816292789281,0.01643207036090299
900,0.6460901484265543,0.06728520882857687,0.22597267141549848,0.04341560711527592,0.15233575141208874,0.5216832192174083,0.02142412158173555
1000,0.703710245730192,0.06681630476966594,0.2420428272970611,0.04919064697810575,0.15603769512936533,0.5259967128619942,0.02759162508705665
1100,0.7464882359925012,0.07510389218981804,0.24779981725466152,0.05032169912658901,0.16239848864258433,0.530283566667929,0.029902749088517852
1200,0.7982887316810878,0.07279240947974261,0.25759640983892307,0.05582285487759288,0.16537860124423193,0.5374020111588705,0.03190495063191226
1300,0.8262624586870908,0.07448129440516461,0.26238821427366504,0.056094212130876044,0.166186074290816,0.5431488519326659,0.04901631133761757
1400,0.8836369395563254,0.07547991403044686,0.26885896128784986,0.061891874583698596,0.16454829409576055,0.5464000735357665,0.04809020800453373
1500,0.8992756706435793,0.07638780730550511,0.278870869490892,0.06564338954229222,0.16602831067875645,0.5523607178344694,0.06201103422895615
1600,0.9483544111546853,0.08371858128213566,0.27754986090058,0.06633972336584731,0.1623247367807313,0.559773173214827,0.0664832029204099
1700,0.9550951958228753,0.0865532012546503,0.2857799969944811,0.06802928548186898,0.1584776588093164,0.5662750510379142,0.08924219371692983
1800,1.0070662263045445,0.0859211460110562,0.289729263722324,0.07031847490424939,0.15547731176906723,0.571187927494071,0.10906465082013128
1900,1.0099740127303192,0.08761106115839441,0.29240889592960234,0.0734524226181435,0.15475144760431037,0.5731958353101583,0.11435049280786261
2000,1.0378036711297594,0.10473052268017019,0.2910270064966082,0.07468188921612684,0.14989586921280215,0.5798871102530653,0.13544053596095376
2100,1.0560004600759805,0.09962533791648613,0.29799609073237865,0.07668346948078238,0.14357496530847602,0.5849414928894451,0.1406050412063777
2200,1.1085131125662255,0.11058727617494425,0.2944716062681999,0.08342400811025283,0.1350415641222214,0.5891130514859368,0.15167017659087417
2300,1.1033089222758452,0.11962194559832916,0.3034410408266561,0.0834501319987581,0.13358667086513087,0.5955280265671923,0.16536718646897405
2400,1.1297270781001219,0.12107060471564653,0.2985111945457443,0.08619049232959934,0.12435483424279639,0.5971471329914391,0.19292236275997124
2500,1.164166870861754,0.12930796941638326,0.30237212582088246,0.0885562508748704,0.11864135017389663,0.6018781032002111,0.2126732898644693
2600,1.1586059172324696,0.14583381372128879,0.3038778684833381,0.09323751406387917,0.11371688502591303,0.604436492338509,0.2235017123863107
2700,1.1805291995769516,0.14808525087071753,0.3015648090639048,0.09361383306591607,0.11112263230030056,0.6105269442226433,0.23646951422367332
2800,1.1879486836601885,0.1610960087424211,0.30237447202149265,0.09690257685517603,0.10197376827442273,0.6113009813772698,0.24687332016204477
2900,1.1951176348574102,0.16652880284109847,0.30780985937135585,0.10121378892799211,0.09797508037215419,0.6165731084152795,0.26311751286293783
3000,1.2062940614554876,0.18204461687453538,0.3065330560099572,0.10449929894015177,0.09285278440559191,0.6158787364100932,0.29671015711774484
3100,1.2357051803750734,0.19246297447009791,0.3100105297975748,0.11064863279224431,0.08893853447259012,0.6174688324026743,0.30491194999822313
3200,1.24148959195472,0.20746738254215952,0.3096261470029251,0.11195318713790199,0.08232754500496477,0.6194658759040311,0.31226099563888565
