milliseconds,MC,EF,CD,CE,RB,RE,RP
0,-0.010052747508544875,0.0033300415372738215,0.003214285102392755,-0.0021753267328465747,0.0006074577952007231,0.5499294164243544,0.005764505149769107
100,0.09462883898539079,0.01555483741072189,0.044455032441567344,0.002055320603334138,0.030652244608587627,0.5354228120085569,-0.00650162670257339
200,0.19314354373086615,0.0318663092080123,0.07774721302747183,0.006454487864764274,0.06505309863697693,0.514390247063053,-0.002623091561886675
300,0.2536740297966194,0.05242052158759672,0.10928927126142118,0.009389295493745448,0.08873945589139497,0.5062709784338044,0.011014291749492207
400,0.322414120533074,0.05805082977816051,0.14016839668956338,0.020134476075273945,0.10431581322532203,0.5044671123193192,0.005790863574867089
500,0.41612996876758973,0.06244825403201102,0.16142044017329238,0.02601336630157796,0.11876235651918227,0.5024909634692751,0.003559336045208651
600,0.4731036417067996,0.06548797793720662,0.1824698648694255,0.03174196937573177,0.13056655704646086,0.5050982941448211,0.007524015869939492
700,0.525612164692519,0.06089046023925475,0.20204543125519886,0.03755908681016745,0.1384960171574553,0.5107516832902279,0.017448520977167037
800,0.603271223005575,0.06030768787752039,0.21037329692225676,0.04035025699759939,0.1476138681791668,0.5135175297027648,0.008552615171282016
900,0.6633636612278391,0.06491914685500547,0.22453457697337167,0.043563043058621534,0.1535676328584271,0.5216578551381932,0.018653708295264082
1000,0.7073035565614594,0.0751748787971082,0.24191873257182614,0.04690978938357617,0.15894253491543414,0.5234855831787646,0.02739781686952997
1100,0.7537884845933649,0.0650116804203961,0.2519831142152103,0.051145170383125126,0.1601669088249001,0.5304195202886199,0.022474370476622735
1200,0.8103934042390546,0.06911939523902941,0.2557834850292362,0.0567275441962273,0.16238824383473802,0.5380831617264527,0.035393790670921535
1300,0.8505417993616017,0.07241673521243153,0.26218907282557224,0.05968137296641167,0.1644292045620856,0.5421853534917718,0.03620509709856941
1400,0.8806292366281926,0.07040174218200743,0.27303891216330767,0.06103657701630311,0.1649861523768645,0.5494997434651028,0.06286500432991947
1500,0.9088149206029612,0.08382834510427838,0.2793435182493821,0.06130379636371275,0.163510579315184,0.5526147254320397,0.05995168067459697
1600,0.9284557062648722,0.07701373889845885,0.2834375341749737,0.06634855345139073,0.1644136656408628,0.5579748162836733,0.06939412499218935
1700,0.9597890579524537,0.08564062053504372,0.2848846046927543,0.06704124927496805,0.16163420351619895,0.5651233683229313,0.09033909355331482
1800,0.9810987310272044,0.09333571582681115,0.2897973968796881,0.07258848760032875,0.15542368437067983,0.5702941864122727,0.10564558186565035
1900,1.0285512752422807,0.0991495909212572,0.2946227605213177,0.07348441174027955,0.15500427322264448,0.574878035794492,0.11640194761187224
2000,1.0619404879388683,0.09257945052012585,0.2968043630321563,0.07783620905970663,0.15006713346094114,0.5800621070963474,0.12203287062152487
2100,1.0687788778846208,0.10629272906438889,0.2952760105527506,0.0802073598308567,0.1437045202305605,0.5832796821151429,0.1458224890646435
2200,1.086639048556769,0.105105525333227,0.3002508104992843,0.07924509153649106,0.1391826137485421,0.5874642462486732,0.16608049654257076
2300,1.126568028429179,0.11121058964464636,0.2965275155950588,0.08275571730619939,0.1326374316465316,0.5946535720781744,0.1661469731570371
2400,1.1442192499702133,0.1219728441290858,0.29896423191208116,0.08758197319190925,0.1276363740152782,0.5957075610690166,0.1958060695361984
2500,1.1360785383549101,0.13705783616362313,0.3014204336002327,0.09170215734709315,0.12060769006361427,0.6012613978113127,0.2003521497876119
2600,1.172543436421874,0.13679123740865834,0.30072740857999003,0.09044116368580211,0.11577476028874309,0.6060747023422219,0.21702822517654768
2700,1.16581774243192,0.15312513700847358,0.30709800549380095,0.0965194434011488,0.1092791266004591,0.6089671574427208,0.2325600555510105
2800,1.193630409109352,0.15895316927834133,0.3055944564962792,0.09899719200063968,0.10201491497725057,0.6137077850277733,0.26606333948091393
2900,1.2205685541623714,0.16738495962868258,0.3050854129853051,0.10114993613924582,0.09762236507916022,0.6164126786060172,0.2741027382689217
3000,1.2073879800532117,0.1818181200534978,0.310201756267422,0.1032809702602377,0.09329962587700702,0.6168470819573727,0.29786136730053187
3100,1.2288946384856176,0.1914586984480374,0.31098317880591575,0.10774491139715159,0.08687297478572022,0.6180758505995837,0.29859768604863063
3200,1.234041787017718,0.2037776136039017,0.30488081070994705,0.11217040094774615,0.08408832812818473,0.6200924403792887,0.3275974424428593
3300,1.268749654258519,0.2205861803774166,0.31170970977472295,0.11615242923288996,0.07816853468256925,0.6202458921667521,0.33668481704825953
3400,1.2700807500728262,0.222612388504581,0.31098546814191635,0.11982560325911813,0.07722495778648135,0.6246540357369528,0.355753633972266
3500,1.2920040820132788,0.24544575436794644,0.3095434673387395,0.12181827066641425,0.07049687650914466,0.6223012635632511,0.37829365401913784
3600,1.2805109393035454,0.25667112970263417,0.3108571812373662,0.12335403700116195,0.06878323235718287,0.6233959849410883,0.39747547526175225
3700,1.273642615049451,0.2723320624418656,0.3065100277676968,0.1268749042873921,0.0637228582590244,0.6223626732803016,0.4031248566364217
3800,1.298710307382608,0.2885368300544925,0.30857029617700626,0.1325945761295247,0.06334556711292756,0.6244521991401335,0.42527645634649325
3900,1.2935235808881462,0.2981782948388275,0.3123101703232312,0.13687904235587003,0.06131084266989642,0.622429156829522,0.4364702158545401
4000,1.3033830309869006,0.3189650062054114,0.3092793634781659,0.13733159263084246,0.0574032139474782,0.6224543133947259,0.4525154568764198
4100,1.3065304242901838,0.32735968007574157,0.30934488951769024,0.14180483501371116,0.05292791501450141,0.6220673231510405,0.4695694480162296
4200,1.3135478807509111,0.3538377954003397,0.30898952320950696,0.14543440674517713,0.05222077147830782,0.6165393377900903,0.4854295583440291
4300,1.3228318712648615,0.37012522970665174,0.3072993162896628,0.14732658063555973,0.048628334288043765,0.6173733957411864,0.5132143888275481
4400,1.3399892719997155,0.3811084495930165,0.3087807477165986,0.15148702779015905,0.04881350487708897,0.6164466666910373,0.5222332396029445
4500,1.3367880113150143,0.3970574607837574,0.3130419136100496,0.1499969771472037,0.04595558840577323,0.6145682840764465,0.543259116200396
4600,1.3287869352341821,0.4213401469084994,0.31107505037027505,0.15427183116881263,0.042695885441662994,0.6105392357867387,0.5463747872229433
4700,1.3354972091897017,0.4355423055173463,0.31015161398048824,0.15817312282795312,0.04320867311307677,0.6087923825646202,0.5773175068464118
4800,1.3637634387908713,0.44720891762859244,0.3087263788822104,0.1613563108533895,0.04121507522434118,0.6091517350897431,0.5894344379499739
4900,1.3535929646320572,0.4708893835939835,0.31171315419704526,0.16234853028569338,0.041521321974919215,0.6059513636494216,0.6108642190024733
5000,1.3364651887404055,0.47780873130208157,0.31030277640473647,0.16377353717811183,0.04095972537297151,0.6052484009521918,0.6218588009623975
