milliseconds,PKN1,ZAK,MAP2K3,MAPK14,MAP2K4,TP53,ATM,MAPK13,PRKACA,SRC,BAD,PTEN,SHC1,PIK3R1,PARP1,AURKB,BRCA1,YWHAZ,TGFBR1,CSF1R
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,0.0499875020830727,0.0002458437564521534,0.0004916875129043069,0.33105933440264596,4.864133337864752e-06,0.2623678365608622,0.75934823612069,0.8693584734666693,0.8283012164560035,0.9296828217767193,1.4949433244351906,0.9539047623871987,1.193314845444638,0.6468838226761467,1.0494876270622422,0.8856343405869838,0.29691513505515943,0.9928332508060869,0.9945192689518578,0.16739758199568122
200,0.09995001666250061,0.0009671585269842086,0.0019343170539684177,0.5603614147032462,3.7861473253420755e-05,0.48977245057330776,0.5831316735049831,0.7557873634328067,0.7033751394084543,0.8583259864915436,1.9878853572617234,0.9147703326095797,1.3835654466686291,0.5531769450700205,1.098950516495875,0.8246636448700438,0.18902359115380396,0.9857614878256932,0.9795145202242039,0.12868222998787865
300,0.14988755622891237,0.002140511649217099,0.0042810232984341985,0.7268393723017282,0.00012434812858063034,0.7010306761212157,0.45432729070627303,0.657064278155774,0.6128207417447927,0.7916266850477561,2.4788345515842347,0.8818101428116693,1.5698801219858234,0.552653918362005,1.1483886806666226,0.7977331110537756,0.16624948846469859,0.9788256076181526,0.9633020490093988,0.13733892640709527
400,0.199800133266693,0.0037436134048423044,0.0074872268096846115,0.8548481265806765,0.0002868728640290472,0.9008412498270015,0.3604566079136163,0.5712616233055103,0.5472308131166241,0.7300328058525328,2.967799309298965,0.8544610543686276,1.7524061688654735,0.5871104371045184,1.1978021319340255,0.7925015716459267,0.15835744671903432,0.9720641637197214,0.9488420351180364,0.1511044736689985
500,0.24968776025398723,0.005755261279784126,0.01151052255956826,0.9594918299055946,0.0005454054910001754,1.0918757555754384,0.2923558193648699,0.4967075876435054,0.49971280061980555,0.6735117790957954,3.4547879776593646,0.8322536256437144,1.9316415838723477,0.6349024397522991,1.2471908826514468,0.8010999692079226,0.15495920656649798,0.9655134834210154,0.9371721279681441,0.16604686074179806
600,0.29955044966270206,0.008155286940734547,0.0163105738814691,1.0501095601836359,0.0009175487947854691,1.2762677859396938,0.24328446258829653,0.4319522664642406,0.46531943889156885,0.6218866090611695,3.939808846169549,0.8147875323208237,2.108190915827562,0.6874063646049996,1.2965549451660745,0.8185107951689798,0.1539986724013777,0.9592077788348631,0.9285982494701324,0.18128571745107883
700,0.3493882139585101,0.0109245057962183,0.021849011592436608,1.1324788927171465,0.0014187351172878812,1.4557702694046413,0.2082777953233842,0.3757382466316533,0.4405395720806904,0.5749074869997833,4.42287014378321,0.8017197856531413,2.282670932552756,0.7408549367653334,1.3458943318189243,0.8415346162307982,0.15471915897578464,0.9531792525324836,0.9231286853294882,0.1965115403409146
800,0.39920106560085256,0.01404466902234418,0.028089338044688366,1.2101839125868552,0.0020624086001245507,1.6317880504665996,0.18367516472398435,0.32697507665138614,0.4228924417712421,0.5322882788111147,4.903980036388444,0.7927548447971912,2.4556717963060035,0.7933822744027784,1.3952090549448433,0.8681316057953253,0.15666606445854153,0.9474581979999805,0.92063991591744,0.21160246735849275
900,0.44898901704294264,0.01749841792141788,0.03499683584283577,1.2854589173731177,0.0028601941295206493,1.8054178234542613,0.1667749685134953,0.2847170948023134,0.4106231871122723,0.49372878367914796,5.383146624558114,0.7876358828305347,2.6277396666768302,0.8439097936309845,1.4444991268725123,0.897000991199341,0.15951764779041816,0.9420730951923219,0.9209438494259028,0.22650832693979459
1000,0.49875208073176847,0.02126924050600525,0.04253848101201051,1.3597045727981658,0.003822053852195335,1.9774965869581211,0.1555819445252687,0.24814418484226738,0.4024829083376719,0.4589285367771213,5.860377941548592,0.7861373546328886,2.799368190633598,0.8917212584433887,1.4937645599244498,0.9273131532981026,0.16303821069189572,0.9370507014106487,0.9238170991933486,0.241208156687986
1100,0.5484902691080963,0.02534143021457895,0.05068286042915791,1.4338019297214286,0.004956432033118262,2.148650176268874,0.148622042586472,0.21654509114176715,0.3975740068136526,0.4275952184556935,6.335681951531815,0.7880588941073957,2.970993997459972,0.9362988806673569,1.5430053664170145,0.958539432154178,0.1670539993807806,0.9324161377003041,0.9290155136333941,0.255693723467297
1200,0.5982035946064734,0.029700046625535284,0.059400093251070596,1.508306141247751,0.006270389217898376,2.319336914266967,0.14480560153841263,0.18930291924187892,0.39524221513547136,0.3994496539083419,6.809066548041469,0.7932204027520278,3.1429942573451886,0.9772603152969435,1.5922215586604076,0.9903426407583581,0.17143665390982324,0.9281929710496352,0.9362831258984595,0.2699630858330002
1300,0.6478920696552313,0.0343308781057554,0.06866175621151083,1.583563419115036,0.007769726252452805,2.489884647424882,0.143327034492462,0.1658825749135555,0.3950028243103269,0.374228511552107,7.28053955262236,0.8014581752243596,3.315685686053845,1.0143364038052327,1.641413148958678,1.0225079627005063,0.1760912904651551,0.9244032925238126,0.9453586565536859,0.2840182878082901
1400,0.6975557066764891,0.03922040623129469,0.0784408124625894,1.659784355724644,0.009459099213658704,2.660521081314694,0.14359006325964632,0.14581982072055175,0.39648958821894476,0.35168559758373613,7.750108713661776,0.8126218458222156,3.4893246214195504,1.0473616322585118,1.6905801496097235,1.05489809007803,0.18094769090301613,0.9210677916750661,0.9559810882651536,0.29786442011981507
1500,0.7471945180861564,0.04435577197729649,0.08871154395459299,1.737087911070459,0.011342125445902936,2.8313977721333234,0.1451531975523265,0.1287118183104731,0.39942047543563197,0.3315921671047628,8.217781705398684,0.8265720325641788,3.6641081223580425,1.0762688474004725,1.739722572905294,1.0874253641508704,0.18595389552402186,0.9182058272355536,0.9678945945031516,0.31150930352570083
1600,0.7968085162939362,0.04972474362498376,0.09944948724996754,1.8155285947899997,0.013421481165820646,3.0026085746143676,0.14769002822975036,0.11420897805585765,0.4035746862989796,0.3137366395803309,8.683566127102043,0.8431785335163532,3.840175997589587,1.1010815737347437,1.7888404311309962,1.1200343534815709,0.19107149509356033,0.9158354942025594,0.9808529626805075,0.3249631171063578
1700,0.8463977137033286,0.055315686116010204,0.11063137223202042,1.8951160790275328,0.01569899215765501,3.174204285218905,0.15095844457097515,0.10200778898801602,0.4087756312241224,0.2979240406974818,9.147469502387233,0.8623188781769153,4.017613566771028,1.1219035197797889,1.8379337365662947,1.1526895318681987,0.1962720115870992,0.9139736878828599,0.994623413762693,0.33823791352560795
1800,0.895962122711633,0.06111753194618137,0.12223506389236277,1.975826752974375,0.018175717209719392,3.3462036561476043,0.15477866101159848,0.09184464698890002,0.4148798355045427,0.2839751724464246,9.609499278677152,0.8838772246758604,4.196455130878102,1.1389064145577148,1.887002501484516,1.1853681831137302,0.20153431865351068,0.9126361647030111,1.0089896604125734,0.35134709035085165
1900,0.9455017557099519,0.06711975351563516,0.13423950703127038,2.057611724807826,0.02085202486686601,3.518601649699971,0.15901713143699403,0.08349052687762053,0.4217692392823169,0.27172567192889624,10.069662826796561,0.9077435056660219,4.376687986239479,1.1523156943260027,1.9360467381528517,1.2180559190717475,0.20684273699614972,0.9118375999598907,1.0237541771974799,0.3643047204760175
2000,0.9950166250831937,0.07331233677726415,0.14662467355452838,2.140403133821504,0.02372766438466581,3.6913758120231472,0.16357426128548694,0.07674632850653779,0.4293453871804546,0.26102503937527716,10.52796744068175,0.9338127416703748,4.558256789871409,1.162395534545667,1.985066458832361,1.2507435219470024,0.21218559208884935,0.9115916428440106,1.0387396700498324,0.37712484940485286
