milliseconds,Ca_cyt,Ca_er,IP3_cyt,Na_cyt,ATP_cyt,ADP_cyt,n,V
2300,0.08501024014308507,22.79999202626788,0.3299994814183726,9858.055593357923,934.4585140300886,3065.3677935635305,0.0012336460842614948,-60.68110867603848
2400,0.08501023547596116,22.799991065546426,0.3299994633497543,9858.058692399902,934.7015181693196,3065.3613537906904,0.0012340922638649295,-60.670065141639654
2500,0.08501114675357596,22.799991066407124,0.32999941691769114,9858.057905756057,934.8456444209793,3065.246440177911,0.0012345774424370448,-60.66117878509265
2600,0.08501157957475027,22.799990616478574,0.3299993853837714,9858.058524278656,934.6877819218323,3065.071581170982,0.0012349386593128637,-60.65329565857114
2700,0.08501280189532812,22.799990721178634,0.32999937464220885,9858.06021230647,934.8225286235579,3065.1296768287175,0.001234734128244904,-60.64622844535062
2800,0.0850137369632592,22.79999019982247,0.3299993525916374,9858.062210216845,935.0971560460066,3064.826710410285,0.0012358099110023448,-60.633206720203
2900,0.08501330427757656,22.799989066635508,0.32999930719112225,9858.068065712618,935.2260034798113,3064.806140935488,0.001236093151952066,-60.61985494042088
3000,0.08501476440008802,22.79998911590729,0.3299992642024084,9858.070287336472,935.218091023677,3064.8630328101863,0.0012365430768221638,-60.60463860504898
3100,0.08501430107845453,22.799988491257853,0.32999928930856787,9858.073950985705,935.3159586630844,3064.501452335955,0.0012369629857577728,-60.59664525201523
3200,0.08501538414544256,22.79998891516478,0.3299992241199977,9858.072153045592,935.3844569684667,3064.5351638585093,0.001237432866430327,-60.583141220591905
3300,0.08501631046782104,22.799988323223925,0.3299992068236876,9858.077793728751,935.6861103988405,3064.336657934805,0.001237248945779256,-60.58597196852656
3400,0.08501614242855175,22.799988091405382,0.3299992165830148,9858.07489610348,935.7687976010498,3064.401758484657,0.0012382877005968455,-60.58179739759875
3500,0.08501749295701207,22.79998782203,0.32999919043744164,9858.080622454647,935.8966290207486,3064.1782512054,0.0012385278385777104,-60.561727351458586
3600,0.08501844124684209,22.79998750221305,0.32999917643362836,9858.084243329724,935.8325111739517,3063.9970920872724,0.0012387758240197174,-60.57362201855409
3700,0.0850186627854165,22.799986970876535,0.32999912537890747,9858.082558735723,935.9882742733326,3063.927338495729,0.0012394582239896096,-60.54190107733138
3800,0.08501883544937595,22.799986520865176,0.329999115445578,9858.084845074296,936.0199854604274,3063.798274950805,0.0012393993550516404,-60.53618148718289
3900,0.08502057271679345,22.799986147574327,0.32999907276582885,9858.089547709573,936.275671613152,3063.894766111272,0.0012404215504936283,-60.54690957975327
4000,0.0850218560974671,22.799985723106406,0.3299990486325065,9858.093281374222,936.3902077757893,3063.75256555561,0.001240937081450637,-60.52201408288919
4100,0.08502181001756505,22.799984818773012,0.3299990097920038,9858.091773786202,936.4922719315774,3063.5662707626334,0.0012410379220612695,-60.511582729081006
4200,0.08502188492207516,22.799985225126544,0.32999898458398036,9858.097133478452,936.3780115921678,3063.522132884843,0.001241372982144223,-60.502112876459954
4300,0.08502424691734024,22.799984590627624,0.3299989839683556,9858.096806545307,936.5304226278275,3063.430597607468,0.0012421052541050981,-60.50645779393456
4400,0.08502494328737309,22.799983756724508,0.32999898752168544,9858.098999816459,936.6564091666996,3063.369473860596,0.001242363835259611,-60.50502898375086
4500,0.08502562505190124,22.79998399099775,0.32999895364962084,9858.099329400542,936.6814504431859,3063.281082231751,0.0012435545125094585,-60.48567345973807
4600,0.08502652463478486,22.79998304092487,0.3299988897102589,9858.101244509504,937.026488831626,3063.0620817009017,0.0012440158642418983,-60.484502609877445
4700,0.08502593413782712,22.79998358478769,0.3299989112830547,9858.104317262885,936.9008755728428,3063.0044189014366,0.001244062942925178,-60.47951263319791
4800,0.08502736682986209,22.799982560725173,0.32999883937485297,9858.104107967038,937.1465039497044,3062.926485726514,0.0012450464800669119,-60.47981257711417
4900,0.08502889533813081,22.79998272429632,0.3299988766605466,9858.105695970922,937.2497355653172,3062.8371477545384,0.0012452775786512464,-60.4664658859125
5000,0.08502851112508944,22.79998256885713,0.3299988230402854,9858.11010139538,937.2944366033357,3062.7154091152047,0.0012459575941059647,-60.45470886522175
