milliseconds,Ca_cyt,Ca_er,IP3_cyt,Na_cyt,ATP_cyt,ADP_cyt,n,V
0,0.08500014183731026,22.799999629249644,0.33000002448456234,9857.99886515051,932.1179944879864,3068.0230480802998,0.001229790814047514,-60.90938024298716
100,0.085000319036656,22.80000006843524,0.32999999618604187,9857.99933439763,932.2536128245605,3067.691223661223,0.0012301163826246542,-60.89218097661118
200,0.0850000554195069,22.79999925475304,0.32999996330353204,9858.00747488346,932.3464035220956,3067.8223614561693,0.001230041815157036,-60.89080998331927
300,0.08500145528971395,22.799998891323053,0.32999993891936413,9858.00480177723,932.5367597600117,3067.604663910664,0.0012303250917336604,-60.87748221813348
400,0.08500091567375816,22.799998473078812,0.32999993581604053,9858.008783085883,932.5754860099905,3067.3791038214163,0.0012303013551507244,-60.86595622934188
500,0.08500128631670305,22.79999830073073,0.3299999136340534,9858.011442690451,932.7201415638749,3067.3613128857783,0.0012298069306090707,-60.85550454657003
600,0.08500166239366377,22.79999763425523,0.32999986401353765,9858.017312094129,932.7286319514583,3067.143258890955,0.0012303682268032553,-60.84570246523995
700,0.08500248654831691,22.799997859911382,0.32999982393710053,9858.014731846604,932.8548167127526,3067.152783085619,0.0012301760435202444,-60.83462390134686
800,0.08500195129929002,22.799997397020793,0.32999982381832665,9858.021486019716,932.8253622374709,3067.060895429873,0.001230303871701182,-60.805449326847864
900,0.08500310480974185,22.79999708907461,0.3299997569467633,9858.018448077919,933.0632889765811,3067.0453502227865,0.0012308113059331224,-60.81755935248789
1000,0.0850034937429526,22.799996318807487,0.3299997456370134,9858.021335257466,933.1103348249139,3066.7697975785895,0.0012306023158883495,-60.79905091463543
1100,0.08500452646410271,22.799995643655006,0.32999971792759425,9858.02559590991,933.2747597878598,3066.7487194284313,0.0012311842004666886,-60.78506854361592
1200,0.08500422573090874,22.799996005253885,0.32999971393646,9858.025559144842,933.2057937075874,3066.7380723887222,0.0012305823854267565,-60.76570999490118
1300,0.08500439532986578,22.79999545817817,0.3299996622744206,9858.030520383381,933.5818508580792,3066.507791382931,0.0012313246537629479,-60.762513927153606
1400,0.08500549770921233,22.799995144048275,0.3299996488239343,9858.031455330927,933.7113406722152,3066.334063020182,0.0012309853778734703,-60.75137978588819
1500,0.08500637469075062,22.79999497890839,0.32999961766670965,9858.037000863249,933.794750295819,3066.226414255562,0.00123199882816221,-60.73358581438306
1600,0.08500677282784462,22.799994678985428,0.32999964153235883,9858.03460491192,933.7827351895473,3066.2482956375707,0.0012320784388662276,-60.742228495766966
1700,0.08500715825962332,22.79999394025588,0.3299995763951711,9858.039034101528,934.0341767578453,3066.096947261057,0.0012322406896826447,-60.728023677345966
1800,0.08500752440671919,22.799993440584682,0.32999959536026746,9858.043576681452,934.0365361286874,3065.8885134758475,0.0012325762271131056,-60.70825965156292
1900,0.08500739335448168,22.799993051430747,0.3299995831274326,9858.043152728316,934.052332386463,3066.0497618641252,0.0012321566548609858,-60.71403123874613
2000,0.08500790808913716,22.799992736351047,0.32999955572691503,9858.047512554567,934.2081956120679,3065.920272333749,0.0012331977269978492,-60.69123362396925
2100,0.08500943962949759,22.79999284476226,0.32999947410862884,9858.049525385239,934.1932772342939,3065.669095009626,0.00123293658722411,-60.68476930201515
2200,0.08500903219786332,22.79999234272103,0.3299994675795746,9858.054009723257,934.3591588610085,3065.7203155613765,0.0012335336899676238,-60.674480302230194
