milliseconds,Ca_cyt,Ca_er,IP3_cyt,Na_cyt,ATP_cyt,ADP_cyt,n,V
0,0.08500072377537156,22.799999505268733,0.3299999979969211,9857.998647577664,932.1173980198611,3067.798392488051,0.0012297074097854716,-60.89163531628077
100,0.08500028033473772,22.800000016996137,0.32999997274691883,9858.004854961478,932.2307438151531,3067.6917838487625,0.0012295299120549034,-60.87644276286455
200,0.08500087449164076,22.79999972748737,0.3299999437174644,9858.0077987163,932.274815116374,3067.820691724352,0.0012296656783621345,-60.874568879408315
300,0.08500021709062507,22.79999890601893,0.32999990543042895,9858.008611169895,932.3300888060654,3067.678338596087,0.0012299481436570156,-60.87557309873535
400,0.08500181031492526,22.79999835195793,0.3299999015011202,9858.012279276938,932.6726966790917,3067.5143210045353,0.0012304315455342494,-60.85111376273183
500,0.08500156345826396,22.799998555453687,0.3299999057547135,9858.013898049841,932.7407797851466,3067.2202620862845,0.00122995373878525,-60.85279567685079
600,0.08500139824250218,22.79999777985209,0.32999986886524857,9858.014065726578,932.8260502272454,3067.2770943952355,0.0012306134722790052,-60.83139435643196
700,0.08500162200468364,22.79999725989165,0.32999984797368453,9858.017533855167,932.755157556175,3067.227403495979,0.0012305395356471188,-60.83685946096821
800,0.0850033409029402,22.79999755327979,0.32999978848229006,9858.018805101045,932.8955545554131,3066.9561948109545,0.0012306888977587273,-60.805398172047035
900,0.08500334911553035,22.799996926605125,0.3299997511758444,9858.021093261015,932.9855935931689,3067.0870594013077,0.0012307225640537545,-60.810563640009676
1000,0.0850030775736581,22.799995878636057,0.3299997474936816,9858.023268712346,933.0941358176082,3066.7681909850203,0.0012307789228039204,-60.79671159001144
1100,0.0850042496589611,22.799996198018977,0.329999751360666,9858.02376072271,933.3474851511048,3066.5953036149076,0.0012304516381872713,-60.784634528570834
1200,0.08500364534243599,22.799995217655546,0.32999972298270336,9858.03142544413,933.3866297571649,3066.518225728797,0.0012311861556241197,-60.76546577250325
1300,0.08500524241073318,22.799994818181027,0.32999968820105674,9858.03033867542,933.5534145866587,3066.4532496110687,0.0012314112646439196,-60.7780057314749
1400,0.08500538888766535,22.799994467226806,0.329999689864207,9858.033206060732,933.4817884514321,3066.440550626932,0.0012314786841528258,-60.74253086440024
1500,0.08500626967149959,22.79999469792348,0.3299996681640669,9858.036640748634,933.6016605969372,3066.3870871089507,0.0012321201704486402,-60.753277642187356
