milliseconds,STU,STUS,STUST,STUSU,SU,ST,SUST,SUSTU
0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.6775050717884256,1.884932599280157,2.371077298293215,0.019777797338168257,4.607571671742949e-05,0.2581000053397649,2.323873222023523e-07,1.2540357120693717e-07
200,0.5413787570290146,1.643516219434581,2.7141625712034645,0.03672202324993918,0.00017860577570540798,0.7366510908149785,5.680743335814587e-06,8.938783276010533e-07
300,0.5224929623223432,1.6095359502310327,2.7353392464479813,0.052505165918136795,0.0003663733238648864,1.2020097676314978,2.96554939331269e-05,3.641772835542615e-06
400,0.5124619406459466,1.5932637387443729,2.730711926152115,0.06791472042343724,0.0005869920470234648,1.6326101913548208,8.751854950051532e-05,1.087033987253636e-05
500,0.503754537118592,1.5789659561567044,2.7233652277480482,0.08302196592894932,0.000821840596130435,2.0297665621976884,0.00019204801879437342,2.6052439555929277e-05
600,0.49573884604223983,1.5653975935947626,2.7151350177520706,0.09784106225106157,0.0010570207009158285,2.396300667023238,0.00035144060464281467,5.3212652024460063e-05
700,0.4882991335764681,1.5524067503320074,2.706261213463777,0.11238117257929223,0.0012837649676583603,2.7348516135480168,0.0005691113687101479,9.64470257770348e-05
800,0.4813674401213663,1.5399302460052018,2.6968508514267397,0.12665044416785728,0.0014977647821874246,3.0477868711207714,0.000844592071945943,0.00015952621756955404
900,0.4748880373576984,1.5279189442244112,2.686987204912324,0.14065639233347488,0.00169797764073577,3.3372300170054974,0.001174846897360374,0.000245642062952976
1000,0.4688130587874958,1.5163305015134658,2.6767409854273603,0.15440600890733133,0.0018853901473086616,3.605091634923395,0.0015555295948010488,0.00035729941254270404
1100,0.46310129181254134,1.5051284626848773,2.666172161321591,0.16790583036920473,0.0020620071869620784,3.853095704185906,0.001981941419758237,0.0004963184135277771
1200,0.457716926403724,1.4942809490119864,2.6553322742025243,0.18116199557494336,0.002230151261944194,4.082801934704154,0.0024496376013747254,0.0006639062394775369
1300,0.45262870709513797,1.4837600077013304,2.644265737566085,0.1941802916187806,0.002392049726281152,4.2956249164250275,0.002954731663774526,0.0008607612683788564
1400,0.4478092229210252,1.473540969514819,2.6330110214388385,0.2069661925558218,0.0025496322020704936,4.4928506473188135,0.003493993181654679,0.0010871832375302715
1500,0.4432343420161618,1.4636020163424526,2.621601510222762,0.21952489167517672,0.002704472074188127,4.675650791683549,0.004064814994932142,0.001343174271005904
1600,0.4388827292709495,1.4539237314864413,2.610066316224004,0.23186132922311456,0.0028578074250104977,4.84509496339127,0.004665118918274619,0.0016285226055993208
1700,0.4347354494294226,1.444488773965334,2.5984309001788057,0.24398021640187534,0.003010589028827369,5.002161494951257,0.0052932513542450375,0.0019428677897671675
1800,0.4307756382320004,1.4352816047142085,2.5867175859904155,0.2558860562481169,0.0031635353015090706,5.147746844736224,0.0059478858455380415,0.0022857505539096664
1900,0.42698823106931866,1.426288243112382,2.5749459985646976,0.2675831621059302,0.0033171877506994176,5.2826739223260155,0.00662793610748258,0.002656650207722574
2000,0.4233597191365339,1.4174960709656361,2.563133438602574,0.2790756734402838,0.0034719564102356918,5.407699187361725,0.0073324904080431215,0.0030550088835380076
2100,0.41987797009134115,1.4088936687118976,2.5512951693285215,0.2903675696950476,0.003628155507226286,5.523518879764913,0.008060762742736096,0.003480247332943688
2200,0.41653204903095226,1.4004706699031964,2.539444689486499,0.30146268301645185,0.003786026363848497,5.630774706051907,0.008812059203283382,0.0039317776244859074
2300,0.4133120796487155,1.3922176358379774,2.5275939520616872,0.3123647095771609,0.003945756287698382,5.730058911635703,0.009585751619016772,0.004409012046696268
2400,0.4102091121733944,1.3841259477914112,2.5157535649031564,0.3230772194581953,0.004107491153097414,5.821918681279623,0.010381260855411948,0.004911368145275545
2500,0.4072150308257605,1.3761877212934168,2.5039329352012625,0.3336036652509906,0.004271345985632586,5.906859984296107,0.011198044119207294,0.0054382712879137915
2600,0.4043224514746024,1.3683957222297152,2.492140423214307,0.34394739035506844,0.004437412558848198,5.985351263066793,0.0120355853228362,0.005989157102549004
2700,0.4015246424828946,1.360743297785973,2.4803834630097787,0.35411163607607876,0.004605767561388553,6.057826581355525,0.012893385984691022,0.006563472473126519
2800,0.39881547123449257,1.3532243243354392,2.468668643132427,0.3640995480763485,0.004776465644009119,6.124688508318086,0.01377097162817693,0.007160676252015328
2900,0.39618931565788207,1.3458331377491595,2.457001839252668,0.37391418301879514,0.004949553195107525,6.186311040208966,0.01466787728640102,0.007780240005868838
3000,0.3936410038625415,1.338564496422198,2.445388298676268,0.38355851218883164,0.005125079232382828,6.243041129575873,0.015583638285082187,0.008421645775729882
3100,0.3911658302297558,1.3314135477983973,2.4338326358157594,0.39303542716688616,0.0053030627845821144,6.295201287144337,0.016517821862024714,0.009084387378600954
3200,0.388759462333547,1.324375787723679,2.422338949093993,0.4023477443596189,0.00548352104119308,6.3430915218431965,0.01746999922244533,0.009767970013786523
3300,0.3864179162211228,1.3174470360102015,2.4109108558635626,0.4114982088522576,0.005666465380101968,6.386991039789379,0.018439749400678523,0.010471910377883052
3400,0.3841374946936723,1.3106233798013514,2.3995515969092938,0.4204894982430302,0.0058519018748856245,6.42715984911193,0.019426658944077024,0.011195736349774742
3500,0.38191480859183063,1.3039011702884717,2.3882640066680865,0.4293242258861791,0.006039838218421907,6.463840231247873,0.020430315719820513,0.01193898586162644
3600,0.3797467137995122,1.2972769873675438,2.37705059928184,0.43800494429963116,0.006230279414921666,6.497258166262209,0.021450313310319193,0.012701206710798349
3700,0.3776302946452739,1.2907476357146928,2.365913581518716,0.4465341473933027,0.006423219481793659,6.527624267121213,0.022486260060196894,0.013481955399949945
3800,0.37556288211134914,1.2843101263639398,2.3548548419714916,0.45491427350410024,0.006618661352216513,6.555135134140481,0.023537758947547855,0.014280797241057904
3900,0.373541978963699,1.2779616464642165,2.343876047914294,0.4631477078085049,0.00681659078435493,6.579974289903531,0.024604433730279884,0.015097306293901838
4000,0.371565256255958,1.2716995448897968,2.3329786553541783,0.4712367845826308,0.0070169857999253845,6.602313139327571,0.025685919386134196,0.01593106536888733
4100,0.36963058847821484,1.2655213310903417,2.322163867833092,0.47918378930461925,0.007219855837320286,6.622311912852447,0.02678182329640202,0.01678166531294431
4200,0.3677359500636329,1.2594246462991743,2.3114327629554694,0.4869909604183519,0.0074251566508873055,6.640120252774104,0.027891810198959043,0.01764870548311349
4300,0.3658794703365033,1.2534072640604617,2.300786229829076,0.4946604914061828,0.007632863700994433,6.655878167356892,0.02901552905480302,0.01853179297116019
4400,0.36405943997828183,1.2474670876049418,2.290224960328856,0.5021945323136345,0.007842993952211727,6.669716654351411,0.030152591584903774,0.019430541913528304
4500,0.3622742211725598,1.241602127143165,2.2797495563515158,0.5095951913503437,0.008055509607719408,6.681758202232754,0.03130266909248508,0.020344572794291894
4600,0.3605223064659284,1.2358104962111096,2.269360469345232,0.5168645365269561,0.008270409974305212,6.692117537249563,0.03246540048587622,0.02127351205976889
4700,0.3588022813221728,1.2300903992062069,2.259058046042591,0.5240045969702405,0.008487681417383864,6.700902080369211,0.03364044222488443,0.022216992273710382
4800,0.35711280344342544,1.2244401236424083,2.2488425539608383,0.531017363906868,0.008707236040446858,6.708212304300981,0.03482752823662347,0.02317465439157463
4900,0.35545264480450384,1.2188580492113958,2.2387141252365597,0.5379047922485063,0.008929078901302167,6.714142454416971,0.03602630309743815,0.024146146480554874
5000,0.3538206472081376,1.2133426321913237,2.228672813571202,0.5446688016126688,0.00915319277000808,6.718780833944129,0.037236437761182725,0.025131123298750252
