milliseconds,H,D,M,C,N,R
0,96.31282329487615,0.08090236137532665,959.8175188182145,-6.707501022788314,100.92693529317403,1.7152898598986293
100,-110.47666288679414,0.27834394212873065,1426.6636737307958,-1.4524310569725145,101.94162689611994,-0.7552760331017097
200,98.07219669610198,0.48227038028116187,3107.0468834782546,10.225905801890919,100.27331354125766,-0.46108050347849805
300,-119.97791738240734,0.6951932854310637,643.7419593068983,-7.752173388654484,97.20953342735048,1.2407661310209674
400,106.17065374813654,0.9187407777251969,3312.3603732068705,4.222086628815777,98.0632172944913,-0.7199675324302355
500,-53.646432814809586,0.9893146435080711,711.6662465884085,1.3186316981836819,96.38625788169175,-0.29152567943063123
600,109.46256830218312,1.2751548154895045,-558.6100057973096,-7.170328029859714,96.3908372621345,2.1027459466121226
700,-44.102003130076895,1.2514165925590301,1023.5859498336813,0.49733107371253427,98.89269661060452,0.6206380654510408
800,35.51195596126523,1.4644896656569273,3222.7657348720804,-6.660508294300847,96.2427304041276,0.8816340544616984
900,-32.911340755102614,1.5879437376403085,-1386.6134690096972,-0.3512279622962824,98.97762495535444,2.2598042240052854
1000,125.74839952713076,1.6653791254619863,-1940.831894128446,16.018568082084144,98.11954192270314,1.969031603873864
1100,-82.6161483540732,1.7273930491127463,-664.3832035624897,-6.688386658930092,94.94713585168347,1.23538108967505
1200,100.48448259950847,1.6986173975345198,3339.4037635662053,-1.845530077373466,95.25472495705888,-0.03580020612034995
1300,105.30449919785315,1.7301993073316644,3566.4384046267664,0.12260401141801847,98.24012813159139,3.1078171178885836
1400,99.10772443349953,1.72745981921574,2212.551434333581,-2.8123059236905608,95.73014397399363,2.4811482260177926
1500,126.91045631558853,1.772824760194796,213.45980901833434,-2.2394026693385367,96.16095141864255,4.559887406365133
1600,36.80332390886301,1.819519509455845,-1223.6921281385753,14.759528541052223,93.06755779831686,4.646711939313203
1700,30.488827942815156,1.896984514566642,4370.400090655274,5.76793413898692,93.82401392197032,2.8395346844135507
1800,61.478764755984386,1.8846027054307923,-634.3105185089657,9.478635137958662,92.97152636000541,2.578994667488019
1900,42.10801153198578,2.037615466571631,2224.933998833957,4.382131087171352,92.71272875237402,1.8921141019170338
2000,65.85089208288339,1.999968301132255,1762.592500285572,14.610954947044629,92.99700210401289,2.8104245390112927
2100,122.11966763361045,2.15725370550459,4785.241124893277,9.661928000183735,94.96866528030239,5.179748101208822
2200,-22.69259431810204,2.1507547982840745,4015.9350017655806,14.26624025259619,92.63072828341376,6.599509380524399
2300,118.34476680760156,2.222556813904572,3509.0449364803426,23.844469837335325,90.63653362549111,6.538271525785101
2400,140.55412141763063,2.22175509645467,2728.594291501833,19.45369442210145,91.3254953952681,7.0247661118007505
2500,165.10248311050913,2.216881304577374,5455.846351339491,26.106549019745813,93.01845932258813,4.5723124283731895
2600,127.9903533321548,2.3583630313358817,354.11700184073425,4.828078831299679,88.82198226653864,8.402573723053784
2700,24.279134305834162,2.3626247063218027,2071.9125058527834,22.777986488935856,90.40212763537258,8.917592138983878
2800,236.5292108696608,2.417802340347591,1318.5575503014065,21.265731988440418,90.74766726497394,7.704060296409319
2900,295.803233820445,2.589416372638827,3721.447698945253,31.16989479930869,87.35657506077158,6.4190160592606516
3000,287.7951503037039,2.7595109287365256,4258.755885365817,22.583324260273187,87.60776183993278,10.269259056786613
3100,353.5606198631242,2.731298857815435,8706.915380799965,25.300003136361262,88.71492632783395,10.130874561012329
3200,226.55176049079125,3.002107308872418,6512.305287144882,32.579591137702394,87.25724093414235,8.985512839204485
3300,333.1225824198409,2.978138101260282,7712.923828372205,44.66536338992154,86.31984326300156,13.78767441105742
3400,360.9408840956888,3.231428440741306,7286.481687731546,37.3759039700126,81.93230353903893,14.734043312482083
3500,347.34598137362923,3.387998579846458,12039.389155890829,51.692386419794246,80.55028408664927,13.508762279944838
3600,499.1987238802458,3.4058556230056727,12883.768809416302,57.23535819918947,78.49897052351594,16.726571758286482
3700,675.0183801890227,3.6458942185634395,14218.58653826915,85.1055475137122,77.17346913260258,19.731885517583883
3800,745.3952978352027,3.7759527357050926,20295.266158841016,105.34287864306276,77.39873864855942,19.39953387241168
3900,942.5720115371709,3.7700663619291537,24119.35312116119,113.91322117492659,74.02310939659127,25.462552634107467
4000,1318.0437869595748,3.8090916273571254,30758.35873692197,148.16400995591698,70.00761680304512,26.542470549858326
4100,1487.7717642183222,3.6675246581882592,36777.0540563836,178.7440911230064,63.12152329056851,33.782950880204595
4200,2082.581800143441,3.4284157735493532,50556.10665083851,236.5246997131822,59.187452144113976,36.67619012010715
4300,2399.7104327015636,3.245457395495427,59796.44509777505,268.270866255258,54.7979272385513,43.612017901213115
4400,2805.7478405186152,2.963515634724101,68564.90741448301,324.464962261717,49.5889156730931,48.363167292090765
4500,3057.5469979518975,2.5137477858602892,74550.86120781825,361.5200523129834,41.22757465346116,53.52554311499652
4600,3390.5640296177394,2.249782268615337,86007.33165809212,390.5819245483947,37.437436411413664,59.501500933695226
4700,3735.74528824514,1.8541538756574845,90857.30192570886,412.47205230623473,33.33831610449741,67.11499025882067
4800,3875.9402118291414,1.6538539573981839,96521.60037679036,416.15135662145616,28.63973943699158,68.11469882572726
4900,3865.1104705669813,1.4017088512079647,102285.54613633001,411.8154500407666,26.27396452193508,73.75152046900082
5000,4046.615712387131,1.2044218124955028,98138.10296145841,399.6685820076013,22.18921162042089,75.6283995439678
