milliseconds,PA_D_Cytosol,PABCa_D_Cytosol,h_D_ERM,PABMg_D_Cytosol,CG_D_Cytosol,D28kB_D_Cytosol,PA_Cytosol,CG_Cytosol,PABCa_Cytosol,D28k_high_Cytosol,D28k_high_D_Cytosol,D28kB_high_D_Cytosol,CGB_D_Cytosol,Ca_D_Cytosol,CGB_Cytosol,D28k_Cytosol,D28kB_high_Cytosol,PABMg_Cytosol,IP3_Cytosol,D28k_D_Cytosol,IP3_D_Cytosol,Ca_Cytosol,h_ERM,D28kB_Cytosol
0,1928.1764645857,9828.500262101366,0.7999200209390245,36403.36592875003,84565.90835507223,2510.251113330203,1928.1406105582555,84567.59557014052,9828.490922951294,43953.31140362702,43952.00981545153,4206.7562303328,11752.518193428625,27.08467430469724,11753.977322767569,45649.60643604575,4207.474164812862,36403.64962241207,96.32,45649.729675512404,96.32,27.08637314764287,0.7997890146000549,2510.402615834716
100,1928.1496132080827,9827.920036131194,0.8009127566767228,36404.23861429218,84561.9661382526,2510.2312788537333,1928.1239896947034,84562.9016366074,9826.52234631151,43953.16638075881,43952.10018781741,4207.294201855918,11758.130296678677,27.247648348135414,11755.983461107035,45649.74902462103,4206.852604372119,36404.78139064244,96.32,45649.11687465684,96.32,27.24830525272337,0.8009269473198785,2511.1098639431643
200,1928.1129106627702,9826.931883345194,0.8018736350694204,36402.614588136596,84559.745805752,2510.982753802634,1928.1447740273586,84561.51045345452,9828.935040490223,43952.550610030485,43952.71602402085,4207.8756371435875,11758.797936893188,27.256335442820422,11758.874021810192,45648.57781659964,4208.5938570605485,36404.82291900566,96.32000000000002,45648.222171371024,96.32000000000002,27.257619778993785,0.801556384606997,2511.228330823565
300,1928.081887852823,9828.527216934306,0.8026657266225136,36403.59920234986,84557.25286017254,2511.6338353155156,1928.167105662171,84557.00649730518,9827.912977724334,43952.146803047974,43950.8304238059,4207.965923571582,11760.637426186298,27.26780032520427,11761.628919316381,45647.819697669154,4209.037372020417,36403.37989081272,96.32000000000004,45648.13332577234,96.32000000000004,27.271972807815132,0.8029170397119824,2511.8144983491798
400,1928.1106127127732,9828.697158490775,0.8031968859163808,36402.6478092727,84553.11157345782,2512.707133714494,1928.0413143967205,84556.30472869739,9830.574818281653,43950.30214624514,43950.381226349986,4209.813984354454,11766.842364974777,27.277760882469323,11766.96336939382,45647.91321638844,4209.616979988155,36401.8157851263,96.32000000000006,45647.881712922775,96.32000000000006,27.27668916419954,0.803776803102586,2512.2494150907
500,1928.093130373856,9830.501841224894,0.8041424818242985,36402.477108651445,84554.08499200117,2512.7733711718265,1928.0506768955943,84553.91789210336,9831.444521725083,43950.11695520213,43949.9829614943,4209.765045325242,11766.013207945056,27.28133969008399,11766.641888852613,45646.69179776176,4210.007020585538,36401.0621358624,96.32000000000006,45646.60810902771,96.32000000000006,27.28363679112536,0.8047051381691749,2512.8244248070423
600,1927.9944950831964,9831.51348075465,0.8049341029630767,36400.99361661953,84551.811411366,2513.5451450496594,1928.0085892490977,84549.85643772503,9829.902793879737,43949.453311539524,43949.47765556432,4211.107768007784,11769.207273216587,27.278285495646735,11768.49459814388,45646.700185206355,4210.7040789010225,36400.67092952656,96.32000000000006,45646.03819503893,96.32000000000008,27.282341297542082,0.8047721510776239,2513.93162254118
700,1927.9956819559377,9831.737370564404,0.8055366870277462,36401.175552477835,84547.82374488832,2514.327355745931,1927.9956043649718,84547.23401968274,9831.959623086364,43948.5881003296,43949.00525770292,4210.6769518658275,11772.570472599207,27.28267658939863,11772.877993604758,45645.645399939865,4211.391503015838,36398.982731935845,96.32000000000008,45645.77255198349,96.3200000000001,27.286684378887706,0.8057380297080963,2514.5062301490857
800,1927.9591820747828,9833.76353149989,0.806373839472055,36399.66204863428,84544.93735121706,2514.492983431928,1927.9082175510327,84545.33679028256,9833.199550254176,43947.52253937772,43947.37578474769,4212.062637434885,11774.866998500827,27.29075979902736,11774.100715831835,45645.22018508947,4211.7590746425785,36399.436200531905,96.3200000000001,45645.33656885888,96.3200000000001,27.292022097592646,0.8062047516529104,2514.804720768277
900,1927.8613132957696,9833.922114427753,0.8066737049502861,36398.4971674093,84546.18744518855,2515.2265500275794,1927.783627395335,84544.73193159718,9834.471898841566,43947.97973775937,43947.9149111797,4213.011661100829,11773.665505014102,27.3036740339434,11775.571621303949,45645.03517632426,4212.004924546671,36397.757059554424,96.32000000000012,45645.186553698826,96.3200000000001,27.30478966544134,0.8067179624049126,2515.1961003832353
