milliseconds,PA_D_Cytosol,PABCa_D_Cytosol,h_D_ERM,PABMg_D_Cytosol,CG_D_Cytosol,D28kB_D_Cytosol,PA_Cytosol,CG_Cytosol,PABCa_Cytosol,D28k_high_Cytosol,D28k_high_D_Cytosol,D28kB_high_D_Cytosol,CGB_D_Cytosol,Ca_D_Cytosol,CGB_Cytosol,D28k_Cytosol,D28kB_high_Cytosol,PABMg_Cytosol,IP3_Cytosol,D28k_D_Cytosol,IP3_D_Cytosol,Ca_Cytosol,h_ERM,D28kB_Cytosol
0,1928.1517547528588,9826.889605670489,0.7999073061127733,36403.50684491903,84564.65334966483,2509.742525789313,1928.2081985077996,84567.32654163596,9828.454970090042,43952.88259268177,43952.750521572445,4206.800364774255,11754.569274022317,27.089470123785738,11753.737277529573,45650.13926310352,4207.7415294995835,36404.330916178704,96.32,45650.289751777265,96.32,27.090883790664225,0.8001834940634691,2510.154140789903
100,1928.194639469242,9828.452997384671,0.8010945879823299,36403.87731558042,84563.40267455381,2510.3130367978747,1928.2318617980889,84562.81708942205,9828.316086037798,43952.18651826199,43951.9661162628,4208.114736765711,11758.29953405602,27.25134769413004,11758.593829417145,45649.42636540467,4207.3605917665345,36404.18550652674,96.32,45649.01120662862,96.32,27.251293287553132,0.8010873345301571,2511.0173624703166
200,1928.13922833433,9827.206287666037,0.8019423163442148,36403.33686912574,84559.40235082875,2510.935793370993,1928.2087029426866,84559.42750958614,9827.50947452435,43952.582173093644,43951.733801002876,4207.508125526785,11758.221551036228,27.260721566850673,11761.272034348302,45648.30043309308,4207.478134388199,36402.62697687803,96.32000000000002,45648.77574428706,96.32000000000002,27.26259992064491,0.801820484482024,2511.346147344007
300,1928.1402991926188,9829.689708553213,0.8027908350109147,36403.69652602912,84557.60976766127,2512.3150059007,1928.1850096617839,84558.14295333766,9829.156164303848,43951.77287838023,43951.71258562233,4208.943404455497,11761.24138063047,27.269963367884436,11760.773050815795,45648.08337610349,4208.033853856086,36402.45536075555,96.32000000000004,45648.479363641214,96.32000000000004,27.263158281172284,0.802811132313401,2512.2837875869304
400,1928.129463131595,9829.921838412281,0.8036405685859928,36401.62158868636,84554.54325825965,2512.9232339781784,1928.0603243265487,84555.2769206113,9829.012874024627,43950.60935514897,43950.46970130744,4209.364757117697,11765.707132079953,27.271360910576405,11764.564532859937,45647.704779337226,4208.890526256189,36403.33494805067,96.32000000000006,45647.446222987666,96.32000000000006,27.277518223748288,0.8038468712318404,2512.4086006653865
500,1928.0062955037097,9830.467588557105,0.8045897492925093,36402.148175200826,84550.90751336781,2512.900841634991,1928.001907994603,84553.78828858031,9830.382867336119,43950.3937654211,43950.212968268126,4209.751230732451,11766.565323657975,27.2828749844441,11766.050177975821,45646.851142338324,4210.402558845606,36402.07956254957,96.32000000000006,45647.403793653626,96.32000000000006,27.279936909885627,0.8045200014498374,2512.9900670547136
600,1927.9533042711178,9830.971128324949,0.805130818013085,36399.944275438495,84550.15699563974,2513.0982238725333,1927.9813719911483,84549.63299334225,9831.652181807198,43949.49673662147,43948.91669705529,4210.722329651014,11769.588833141861,27.28476720146632,11768.195232582688,45646.601617131324,4210.178393372152,36401.03653981633,96.32000000000006,45646.499145511785,96.32000000000008,27.28086506914217,0.8052583834625573,2513.657426208237
700,1927.9815723278662,9831.775154493336,0.8053513358449171,36398.989503900564,84549.89686933928,2514.403254760777,1927.9814217718483,84547.15999242254,9831.33554470048,43948.249037425056,43949.15761777862,4211.94875919392,11772.575527684123,27.29071385157216,11770.884784909465,45646.173656569685,4211.210460063996,36400.39801525913,96.32000000000008,45646.44835015557,96.3200000000001,27.290353519409692,0.8054262952140944,2513.777785632441
800,1927.9554071117122,9833.91911763505,0.8060178122880023,36398.924681107266,84545.75954256557,2514.2182456021064,1927.924031463482,84545.6386629585,9831.869312742316,43947.27457138747,43948.54726412054,4212.368830017099,11773.524231471372,27.297854760470038,11775.207799441883,45645.632810811716,4211.8993424508,36399.31318160511,96.3200000000001,45645.6597592582,96.3200000000001,27.294905039731617,0.8059309750939977,2514.9507727939485
900,1927.8070634526412,9833.208985867626,0.8067219415007431,36397.670201266235,84544.41482533993,2514.7468543716404,1927.8978836166712,84545.16682307643,9833.100158506739,43947.49351984485,43946.85890054428,4212.0079787141,11773.333406993685,27.297999969254867,11773.69049002479,45645.48584404846,4213.089166144624,36398.562518346946,96.32000000000012,45645.18598429016,96.3200000000001,27.301879090242313,0.807183179975486,2514.791135162392
