miliseconds,Hi,He,Li,Le
0,0.5019804118154976,1.002489342322524,0.002762255051623857,-0.019810449401482893
100,1.0814908403295758,0.3885573228720409,0.028920408468869452,0.07332796309660826
200,1.076380008901697,0.3923682863733112,0.05927875554229633,0.18015002237759917
300,1.0784018039175425,0.39011173782699893,0.09791904244440075,0.27393489730783954
400,1.0768291048065592,0.3896790656614347,0.12080712376512305,0.3388734737145379
500,1.0817726394161873,0.3914542593402002,0.14949168684732683,0.4008366431594415
600,1.0777073792474872,0.3934493691125607,0.1755000554052409,0.4908604456207071
700,1.0802634912223898,0.39579470009235895,0.202711467835723,0.5188770081493
800,1.0753916064614468,0.39338512811489657,0.22443317624700324,0.5894322441666645
900,1.0755130816911906,0.39039124756749355,0.2409564843734547,0.6617489191627419
1000,1.0812195833863052,0.39238800234792964,0.2619501034383094,0.6968805959345048
1100,1.0809606670108125,0.3948220035692399,0.28159736983014655,0.7730857500073284
1200,1.078586298032709,0.3928808436177946,0.2931944963285088,0.7936484272309547
1300,1.0768711806409748,0.3943777001525878,0.30949192738534204,0.8544531620415642
1400,1.075841564986766,0.39143537929567435,0.3193605693352321,0.9146443719252322
1500,1.082398801071554,0.3901540006688402,0.34018760649274526,0.9194118645821949
1600,1.0774214667563125,0.39292008570059517,0.3472681923485316,0.9619323166536053
1700,1.0772915340624984,0.3886236086449355,0.37008415221241986,0.9948840389329978
1800,1.076632881233925,0.3906579335504422,0.375933048013445,1.0428250445837937
1900,1.0815699248515143,0.39137403512886937,0.3854071596736786,1.0896330459564554
2000,1.0763090607982908,0.3896712023972846,0.4049555741891379,1.091733859775879
2100,1.0779397225933656,0.39071493481605685,0.40456742344211094,1.119642028831277
2200,1.0794333875545585,0.3934140239730468,0.4279638608926347,1.140765634657284
2300,1.079837734019673,0.3895122936144955,0.4336154151391615,1.1994389570496993
2400,1.078960229875945,0.39543075819437296,0.4337192618879427,1.2266081876687374
2500,1.078874316285474,0.3930825680178638,0.44669150077738673,1.2146164984360428
2600,1.0750790497098208,0.39047767397908867,0.45475604265040526,1.262544668110594
2700,1.0799122825420875,0.3878437255122138,0.45534330264254186,1.2789155739739997
2800,1.0800174128007916,0.3942490318739454,0.4649384950443953,1.3050584436641797
2900,1.0758981161391412,0.39240601636546624,0.468554246494559,1.3117131586830018
3000,1.0751158539796282,0.3888714313140857,0.4794568794750078,1.337730356482739
3100,1.07563892907334,0.39519495158480905,0.48367030079601436,1.3279654808368262
3200,1.0757395831470475,0.3892694690907339,0.49260852141706113,1.3422460003439234
3300,1.0788730092361885,0.3941785395054187,0.49328524427066606,1.3683521761644342
3400,1.0754539303600372,0.38897180800738657,0.4988706301223954,1.3658347270993287
3500,1.077972735975601,0.39256969222461263,0.5020833714521831,1.3815866893860045
3600,1.0752473766734385,0.38917665066717405,0.5066153449158769,1.405803778404553
3700,1.076634795881532,0.39420682327684825,0.5216673902908541,1.4055160183647637
3800,1.0783324461822186,0.39206438667486687,0.515455207407673,1.418288427293595
3900,1.0784020633407754,0.3907086772736257,0.5279601470617694,1.4568089396207657
4000,1.0754629256950388,0.39092310677068914,0.5199704929111744,1.4485435341154433
4100,1.0791398824774963,0.38742836121747193,0.5296457595534972,1.4423755470471755
4200,1.0755949070365327,0.3880277788794604,0.5399165593428658,1.4860541636231621
4300,1.0800915034966336,0.39160114487801173,0.528226969500137,1.4907377594816964
4400,1.0782517221731076,0.3941643016573553,0.5442638487245789,1.4805665428510686
4500,1.077058161915712,0.3927310041703655,0.534652870841985,1.4979990186059555
4600,1.0805328664374785,0.39571920038605407,0.5382594173148403,1.506807152479684
4700,1.075951094151745,0.38775380942750903,0.5526259501412222,1.5110530916627012
4800,1.0751106751761266,0.3907881263418649,0.5443694036004668,1.5094475964646452
4900,1.0766277821180694,0.39029617705145636,0.5535123940127454,1.5066103801338486
5000,1.0785198388243005,0.3879880859802554,0.5555042881687673,1.5186783767859184
