milliseconds,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm,KK_PP_norm,KKK_P_norm,rel_K_PP_max
0,2.9998016509364036e-05,0.0003000008595533579,0.003004377557695822,-7.729353061586147e-07,1.1980802047978258,0.0016092538912148065,1.1001241950735378e-05,1.200369585165224,0.00011391545650809621,-3.4605799807594724e-05,0.11983584265300894,0.00030061384525825605,-1.5335342694276553e-10,-8.329672049475045e-10,4.6918903395597506e-07,1.274596958528859e-07,0.00010718546840388885,1.5166132326905181e-05,-2.219986560649124e-08,-1.0914290370961946e-06,-1.439489291686274e-06,0.00014791674317250506,-3.7082909961894903e-06,-7.01102112509643e-05,0.0006385125473480268,3.84574538655531e-05
100,2.972762752819609e-05,0.0002999990297242059,0.002995075497761219,1.92179697927164e-06,1.2017696005711416,0.0008079134405661331,-1.6940746852983606e-05,1.1998547815856817,3.0942989828669286e-06,3.729310119199413e-05,0.1201354122479386,0.0002992329710087188,2.7833012153892285e-07,8.667475083944676e-10,9.708924706698488e-07,-1.7274912338182165e-07,-5.996682947524746e-05,-2.304270645339778e-06,-2.698122378207933e-08,1.4516556605279684e-06,9.681878623211578e-06,5.265736331527301e-05,-1.7858468783029045e-05,-0.00018235120306805695,0.0018367613862882426,1.731719924168026e-05
200,2.971473488401346e-05,0.00029999886004675435,0.002994516644215403,2.4491998840955807e-06,1.2013684654768753,-0.0010608767160608336,1.544912225908168e-06,1.200198932530946,0.00019999032970482406,1.0630188416623842e-05,0.11990337217908396,0.00029883912163233714,2.8236719053314205e-07,2.7533178451771064e-09,5.184411513754062e-06,-1.4452877187069103e-07,0.0001077113375907512,-1.2740048081294546e-05,-2.1885738471965783e-08,-2.913534823189203e-07,-1.1424416908698119e-05,-0.00010771607506939604,1.2458581444860548e-05,3.660575325985608e-05,0.0017724435888713426,-2.829826806825252e-05
300,2.9711839161564707e-05,0.0002999969754713633,0.0029827416862496913,3.2964044411216566e-06,1.199944517560765,-0.00022723432003532884,3.641153174557121e-05,1.1991885966393774,0.00020125848245969457,3.6176392802587786e-05,0.12012645885845841,0.00029831305047334103,2.9305829692852193e-07,2.602194320460852e-09,1.1412090296060656e-05,1.4634610464850858e-07,-0.00012387361549010345,8.953550797751693e-06,1.7727935983456627e-08,3.806673022547898e-07,-2.3672415524941056e-06,1.7440171756121483e-06,3.7688607498214205e-05,2.883550494349511e-05,0.003137772899186878,-9.692909173918823e-06
400,2.9708247405338235e-05,0.00029999573143330255,0.002986396288570235,4.522739792747834e-06,1.2001787541766125,-0.0005872658560000325,-2.6777262345483968e-05,1.1991109098063046,-0.0003441639581413176,-1.7528260812250342e-05,0.12004462044249967,0.000298324050061971,2.919135806166768e-07,2.689946179631598e-09,1.4997162690219265e-05,-2.0670111095670503e-08,2.9398601711064772e-05,-2.5462122830876608e-06,1.4594508939119287e-08,-6.405713574573995e-07,9.009596633410577e-06,7.456761117060536e-05,2.124402994349743e-05,0.00015986869623460897,0.004133884578076199,4.872894881840676e-05
500,2.9705659928476663e-05,0.00029999581869635296,0.002978568791062438,4.286840934888847e-06,1.1987138316038362,0.0013746296810837,-1.1443488503778594e-05,1.1991202680664719,-0.0004814423333029924,-3.227776490385534e-05,0.11985168732024998,0.00029877567809892926,2.9309354509150643e-07,5.126699336108328e-09,1.8930861549823447e-05,-2.3849917739437107e-08,-7.482088226976632e-05,-1.2110601263638068e-05,2.3122727222498135e-08,3.2734355407853597e-06,-2.365138433960359e-06,-8.244564380385716e-05,2.5808092996348896e-06,-0.00011306430606992476,0.008759403610292598,2.29831549520009e-05
600,2.9702783569647922e-05,0.00029999562500960543,0.0029764417319400067,4.371072552281338e-06,1.1969643982412868,0.0029603519179961166,-1.919431621395952e-05,1.1994256059532598,0.00021149500714804363,-3.583810839233923e-05,0.1201347994196089,0.0002976157511857494,2.9490451491029243e-07,4.61365527481283e-09,1.707484349093392e-05,9.45518937862717e-08,-5.500053409840371e-05,-3.2410858580404055e-06,2.5853003130299767e-08,3.7074203538225854e-06,8.766795041888287e-06,0.00010667768232193476,-9.276311209679963e-06,-4.86110435886723e-05,0.008891430805630315,-3.3388776584054203e-05
700,2.9706337250917236e-05,0.0002999948246689532,0.0029677771533812985,5.571301514522257e-06,1.1957497430424378,0.0043466834354933025,6.51517462657426e-07,1.2008335321349757,-0.00015496673587385695,-1.5101632135894172e-05,0.11992235949383827,0.00029582380835962475,2.9754003003436863e-07,6.457723363881754e-09,2.1902018102613655e-05,-1.12837071436434e-08,-1.5091635896781695e-05,-3.314940219920225e-06,-5.723573299355942e-10,4.4400738868849525e-06,-7.805634956433554e-06,0.0001278308069672578,1.4883926050869936e-06,-0.00011411411842279949,0.009099416284017654,1.7088150591232782e-05
800,2.9706263259524508e-05,0.0002999942601432209,0.002969212537793604,6.648076082710441e-06,1.195088007625571,0.006166499942926947,-2.9774526985169237e-05,1.1993145468084487,0.0004035518026430015,1.390026131634356e-05,0.1200469971923878,0.0002936813345379902,2.9066002070645915e-07,6.03759618636549e-09,2.5647964461732283e-05,-8.176933930726484e-08,6.117866383895985e-05,9.055538277815606e-06,1.6468444048919427e-08,6.954493118004016e-06,-1.386282247012604e-05,6.137418833451259e-05,1.7545609020539246e-05,4.9948139078692495e-06,0.011790174559825084,-4.561340907139936e-05
900,2.9704338063730305e-05,0.0002999918402936941,0.0029605043400667617,6.402377661093922e-06,1.1951812771324961,0.006070392883200896,-1.6401449907955564e-05,1.2006155935952147,-6.623665577025542e-05,-1.3030509331321962e-05,0.11987605325463513,0.0002923006216107108,2.917736570857412e-07,6.847550743284052e-09,2.6294911401546385e-05,2.188790550561753e-07,7.069555759216406e-05,5.200402783652015e-07,3.5887872338612626e-08,6.669438085812321e-06,7.623253362208475e-06,6.208898088516848e-05,3.711119542065192e-05,6.752954485743568e-05,0.01286389853482434,2.0376548300020298e-05
1000,2.9703655906004667e-05,0.0002999919156186216,0.0029632295496811486,8.41476234519783e-06,1.1937236440608845,0.007562641892287307,7.969630704274087e-06,1.1995348827327694,0.0005950121768376381,-1.0010590356021297e-05,0.11983561262920456,0.0002921849467565638,2.897965708975546e-07,7.985525778598783e-09,2.8947710336864794e-05,2.0672286961567862e-07,-9.166723446012817e-05,2.8675343210176987e-06,-4.446018222012864e-09,8.20350368811994e-06,4.937120257582244e-06,0.00017858971665307808,1.83712193491822e-05,0.0001536718217290651,0.01479800257851038,3.338780006195402e-05
1100,2.9710207906197014e-05,0.0002999918632665135,0.0029546643373276026,8.25489894897335e-06,1.189058348566181,0.00776456265184405,5.660330211617641e-05,1.1998340694140743,-0.0003352657676570921,-2.2301596255380402e-05,0.12008507954126806,0.0002904052988932839,2.9494262804056845e-07,8.49968517470571e-09,3.171459947540392e-05,8.531067011455727e-08,0.0001710391478320749,-2.4306671251607473e-06,-7.425938938240777e-10,7.902681137786273e-06,1.189893677249823e-05,3.88261287129107e-05,2.801417761785095e-05,3.3724741586033044e-05,0.013767031983975402,-5.284996097913271e-05
1200,2.9709445090886724e-05,0.00029999078567939733,0.0029521712985246884,8.787465376153559e-06,1.1916082555264709,0.011141115366060349,2.2896947758967196e-05,1.1990412133123987,0.0002679943374845017,3.523733818589615e-05,0.12009692627434435,0.00029138967570702454,2.9124419248603753e-07,1.0280115893478373e-08,3.675201631751588e-05,2.1450638634257257e-07,0.00012213754439690958,-9.560907217565103e-06,1.3033608879674226e-08,9.492299852116078e-06,9.20991189848924e-06,0.00022222000254210777,2.306079160438464e-05,6.959375119896653e-05,0.014692027040492243,-4.8580083420208654e-05
1300,2.970553703457396e-05,0.00029998899149888565,0.002945674980466177,9.904727978441995e-06,1.1906144019392042,0.010338408973886408,1.7698337670993654e-05,1.2002273520448965,0.0001855296275525295,2.284694104727239e-05,0.11979199755949813,0.00028833676649793217,2.905839565072052e-07,1.0114217470260214e-08,4.4770096701878615e-05,1.84830334520295e-07,9.802883838209568e-06,1.06257020341859e-05,2.9575223256002487e-08,1.108464708008535e-05,-6.96271912377638e-06,-5.523542713536616e-05,4.701036528755505e-05,-1.0327311544204413e-06,0.017268651636925415,3.7382364970511755e-05
1400,2.970872926018296e-05,0.0002999892129616527,0.002944808320055142,1.185764324962698e-05,1.186035552815728,0.012440100308210394,5.1397626647063554e-05,1.1998191754336587,-1.0125771089604428e-07,-2.4546041003047798e-05,0.12002842344980116,0.00028929015431295856,2.9207068350905154e-07,1.0512406253122143e-08,4.630865411804036e-05,2.508278600795578e-07,0.0001776497932374909,1.6316885794626544e-06,-5.326807593857493e-10,1.1687787901146782e-05,-1.2557868152759048e-05,6.26359005242966e-05,-3.832248059091969e-05,5.670803589929156e-05,0.017120870511063792,3.210437904574281e-05
