milliseconds,x1,x,c0,z0,z1,z2,w0,w1,u,i,ix,ixp,y,c,totalCyclin
0,0.7962614652369359,0.3473235614754656,200.0,0.4000820635946184,-0.4607851186283933,-0.7124446642087826,0.008027968892091574,-0.09864050399601351,0.001181416128899792,0.0,0.0,0.0,-0.8107282425331804,1.0011447838626306,-0.027204552933417253
100,11.106736021496252,-0.11184772358958689,200.0,9.459043890251678,0.20976047221730423,-0.48465029932987413,0.9208714028313975,-0.07207892539375108,-0.002004923864418915,0.0,0.0,0.0,14.318195346535209,0.9485326765005709,24.93846043969661
200,19.88382700865711,0.20102253134923606,200.0,18.503783425831166,0.1359548189880696,0.2181537943924639,1.7673293941131438,0.03465034761761512,-0.0002217912692520397,0.0,0.0,0.0,24.51570996979677,0.9004155471383745,46.217279510031524
300,27.41397136657502,0.42437456547823943,200.0,25.678037705488688,-0.059976295119403944,0.552294541595567,2.61387971421786,0.16831012876921317,0.0011128728199201522,0.0,0.0,0.0,33.74070957975392,0.8661409771950147,61.28808381217193
400,31.7827211123465,0.001086522686470387,200.0,32.90507408645664,1.0200272576920464,0.9396248746718676,3.167160419452267,0.1817944297647507,-0.0005853538126049536,0.0,0.0,0.0,40.30596778046961,0.8378876709625156,73.10635307935172
500,35.4414200943303,0.009867540838207844,200.0,39.032405065001534,0.5933114800488734,-0.854625398517199,3.826911057093175,0.049915339650654963,-0.0015686344741613154,0.0,0.0,0.0,43.97437948913086,0.8185721264891146,81.51196961580213
600,38.83487015163328,0.5330019251536516,200.0,44.01834377000964,1.317373243981374,-0.1170260168114185,4.401539220084131,0.13045264363111095,-0.0005578465804401291,0.0,0.0,0.0,48.662144718724086,0.8052679779707281,85.7536010874319
700,40.22560337787769,0.6723732396856368,200.0,48.24291436795657,1.643532460157387,-0.31645051713750993,4.806488250951733,0.08882682589847647,-3.4228604496362266e-05,0.0,0.0,0.0,51.964355460592685,0.7971946482912357,91.75603259935426
800,41.966793808271774,0.5547815377937861,200.0,52.43995731000642,2.456241475481749,-0.2846275884881886,5.287026881983127,0.3175332141232703,-0.001860916513066444,0.0,0.0,0.0,53.862052722572024,0.7880882611673803,94.34037035770108
900,42.85756938121218,0.8746432311922487,200.0,57.18113819345348,2.9809895755385565,-0.8727020840054791,5.618898704649389,0.14953240558977388,-0.0003531343306533572,0.0,0.0,0.0,54.49350999730159,0.7863681231581953,96.53304244003445
1000,43.488522845446965,0.08763742503232047,200.0,59.46826723083492,2.9681528038206726,0.8846759671040637,6.001802549891261,0.20263353936950368,0.0005605675232623966,0.0,0.0,0.0,56.28658670930555,0.7800721177953294,99.76845752641198
1100,43.37427156358178,0.2469886211205613,200.0,62.151379852235614,3.716779833964762,-0.8211412010916328,6.250524794070853,0.2612008842505749,-0.0006902094142144568,0.0,0.0,0.0,56.248369765600394,0.7805157904010857,100.80027999480856
1200,43.16549471348496,0.5287840592985801,200.0,65.74260985495414,4.034761342120253,-0.3354124796013416,6.553789939777618,0.3295810670651505,7.501659397049748e-05,0.0,0.0,0.0,56.63436336282594,0.7762037923559058,101.528654086238
