milliseconds,x1,x,c0,z0,z1,z2,w0,w1,u,i,ix,ixp,y,c,totalCyclin
0,-0.07417609201686787,-0.30719741532379674,200.0,0.7632557621508235,-0.15822991687515564,1.1226723024467262,-0.02779622143246246,-0.05301782503284615,0.0013346368567261895,0.0,0.0,0.0,-0.07002923922190282,0.9971232437743378,1.4034906239449942
100,11.285241061656023,-0.4045517134809935,200.0,8.949602189621881,-0.22082661573709808,-1.0621007076756406,0.9474038964203748,0.11041901792366977,0.0016321089933281038,0.0,0.0,0.0,15.126239538014508,0.9478377299983808,26.819100593042602
200,19.293791110329288,-0.2715163608846312,200.0,17.31133565672987,0.5061733996422996,-0.8833008660313475,1.8573413510985743,-0.02982268999788873,0.00016963490751106152,0.0,0.0,0.0,25.951127953973042,0.8980833222071577,45.21791909811647
300,26.187346718835258,0.494155911903302,200.0,25.167270857576238,0.38824350151752507,-0.4656797965870666,2.584491569364811,0.0841139782150492,-0.0010851219042176865,0.0,0.0,0.0,34.275253531955464,0.864275704381642,59.874754473694395
400,31.57095673135043,0.5263160657276567,200.0,33.03751462928619,0.6847282785881796,-0.15397959785565868,3.219205894819781,-0.06485075728354309,0.0017763696213710155,0.0,0.0,0.0,39.850684356982605,0.8377868605041758,72.26010491239154
500,35.63016445778852,0.47990066895922806,200.0,38.863898048587835,0.7657531189032606,0.2154184784397535,3.8982339201993685,0.04051920668294578,-0.0002606755976175411,0.0,0.0,0.0,44.47518585985075,0.8216603425291148,81.74867074427912
600,38.29997506368109,0.34206265120216284,200.0,42.98091957130244,1.197626053710799,-0.09647008511382582,4.39742339358561,0.1454290627794335,-0.0003060052002359394,0.0,0.0,0.0,48.69951707837713,0.8083496005260812,87.66685830248153
700,40.774791896338115,0.6115844219652538,200.0,49.33639323606354,2.190362881851934,-0.20712819630969215,4.823397800157227,0.2827937653515822,0.0011806825352579306,0.0,0.0,0.0,51.838873227091014,0.7961174156349394,90.46862180014149
800,42.06695936709162,0.8662252828868924,200.0,53.437452730360036,2.304191264896871,-0.9834008740679125,5.309092120550171,0.10531344237422124,8.275198770989187e-05,0.0,0.0,0.0,53.64503858572515,0.7914248386012873,96.23151286079334
900,42.54272694168622,0.5426437495740809,200.0,56.08623287203419,2.3899595145709105,-0.8149289508363291,5.700266773078962,0.15093971610934082,0.0010573871835638606,0.0,0.0,0.0,54.85540845371277,0.7832644254128996,97.5740659143118
1000,42.95438407159738,0.5845762737468619,200.0,59.74115688091312,3.4716938940737343,-0.8254205654332873,6.051246429451761,0.3245217335473461,-0.0016030121168769665,0.0,0.0,0.0,56.498008608776935,0.7792973299265373,98.34518996896314
1100,43.30169818589594,0.7048930811928402,200.0,62.27104027202299,3.0305491292283757,-0.7090282763935474,6.325628733763533,0.3462836103009822,0.00038382893513575113,0.0,0.0,0.0,56.14052921616306,0.7793141928465475,100.64725296518026
1200,44.213894741133885,0.915272664626439,200.0,64.50578675272405,4.078211593559345,0.6968559308289006,6.606632055908187,0.46920126169852033,0.0007481796423078393,0.0,0.0,0.0,57.33058356891561,0.7767197501761115,100.85225526411523
1300,44.19955217229861,0.7687514214710325,200.0,66.51010083761531,5.304990720218328,1.0399600368221376,6.71678085236956,0.6073469352617508,4.7715635374661995e-05,0.0,0.0,0.0,57.143659135330935,0.776899852786948,102.14204567773618
1400,42.8742212103802,1.813935671420396,200.0,67.44247173812349,6.949023926115703,-0.3280241115590864,6.820222552551489,0.8813687072509057,0.001769267864343255,0.0,0.0,0.0,56.28059751060685,0.7751515524206124,101.5570262347109
1500,42.14145852869456,2.846040221328485,200.0,65.4378717116587,11.218092239905594,0.9171093531744571,6.614625212882791,1.3202955835408385,0.0038374877233028014,0.0,0.0,0.0,55.96012889748359,0.7726639795349978,100.30949581976563
1600,38.285521986149604,7.59826847356157,200.0,55.9769912759189,18.612548108262796,5.868632652082138,5.728555467241076,2.251142844036885,0.0019597590532761796,0.0,0.0,0.0,52.2777939972058,0.7729977928459816,99.24954021664405
1700,21.197690480843104,25.810053299321297,200.0,27.139583052215993,27.794314674878358,28.712753528188596,3.2891109191843153,4.919873123038973,0.009749881569434512,0.0,0.0,0.0,40.4794823835485,0.7655650634538965,88.2965225652122
1800,8.05296913249659,37.057325283167934,200.0,9.676369945553299,19.17978693822014,55.9741071001836,1.92534844996361,6.379671043700039,0.011377780946081786,0.0,0.0,0.0,23.204325676522497,0.7748027292094837,66.81624905260026
1900,6.10553638239598,30.052540408102526,200.0,8.51433162167933,19.89014075499848,57.32144692615774,2.1623005951614456,6.4187251966281424,0.01492923799297101,0.0,0.0,0.0,15.98815889499591,0.8206418576814841,51.65031985452747
2000,6.379091230514435,25.291389875894044,200.0,11.096726853707139,21.346558591990288,52.62954564483432,2.5079607201907983,6.081701266413483,0.021022513643532505,0.0,0.0,0.0,14.951533699757423,0.8457651761039061,45.95901583777398
2100,5.541883506389696,22.63337648320688,200.0,13.21125238817668,23.366726757683015,49.599198247202,2.8086707036547427,6.0664960991818555,0.025050794106660758,0.0,0.0,0.0,15.421508974141464,0.8599911206891512,43.232344435876975
