miliseconds,x1,x,c0,z0,z1,z2,w0,w1,u,i,ix,ixp,y,c,totalCyclin
0,-0.17793084005192963,0.17368541164260984,200.0,0.491095265928875,-0.30507349010552426,-0.7109789917115213,-0.0545532379435628,-0.07485104431171169,-0.0008915204326787016,0.0,0.0,0.0,0.5410896446814815,1.0007556403743436,-1.103008277891742
100,10.412717673595136,-0.07111990844793081,200.0,9.747012158349515,-0.5266185886904221,-0.5347314483497726,0.9119469131850738,0.02115374596461181,-3.081621821687337e-05,0.0,0.0,0.0,14.615859605491435,0.9454776927870395,25.859568975863432
200,19.880362398359242,0.3309681394092213,200.0,18.028721646802683,0.6968370187229054,-0.0981749686613108,1.7379375344695092,-0.0831882396768184,0.001679045218244135,0.0,0.0,0.0,26.11234578882883,0.898108907061784,45.132600130553016
300,27.257304964243524,0.6534688762022898,200.0,26.352133050019095,0.9117295567862639,0.9682794083518915,2.6167020407691917,0.11944691903105834,-0.0004227036415475539,0.0,0.0,0.0,34.03920846740526,0.8630754650225863,61.077260377596154
400,32.455718597662745,0.4830747759941762,200.0,31.468919746634988,0.8202642493350134,0.05106516975895198,3.2945305773821945,0.08796591260356226,-0.0013316941524535437,0.0,0.0,0.0,39.10874314806535,0.8409344336415653,71.33877409857723
500,35.72681546117679,0.3887312316646503,200.0,38.07090560536704,1.1361384270031776,-0.34060122413235655,3.9035964067618836,0.22327849818588621,0.0009108654201206996,0.0,0.0,0.0,44.843326311250195,0.8231574985782778,81.63310733515166
600,38.07279156137258,-0.06933014533826443,200.0,43.30226944068831,1.4553018482450002,-0.3548343514024383,4.421223127407954,0.07185235607855944,0.002015832656927688,0.0,0.0,0.0,48.58710713608288,0.8068859416143007,85.72245473899481
700,39.51095451775516,-0.05789419384036282,200.0,48.54643791865917,2.0243133624563017,0.797172562092892,4.917412614783583,0.2527646041348851,0.0013140160655932026,0.0,0.0,0.0,50.665972226639305,0.7961348898698076,90.85956974933045
800,41.378938851576216,-0.05761255374699947,200.0,53.039355989239155,1.7869899832274343,0.6712334758014394,5.307528968035349,0.09730930803967935,-0.0013890834550066918,0.0,0.0,0.0,52.5291094821978,0.7912550713489716,96.17425097052784
900,42.231510257376804,0.3777611333395856,200.0,57.24693369192128,2.508679502741324,0.3229625474714504,5.626787388866139,0.22225119020813552,8.471853835372469e-05,0.0,0.0,0.0,54.00287541228008,0.7862943195936387,97.53368874597462
1000,43.713966859197214,0.14294551549285178,200.0,60.79726863155006,3.4150893383620513,-0.04686471283172702,6.024673916700249,0.20882327621853733,-0.0005115895412815513,0.0,0.0,0.0,56.416983501386184,0.7797025652407967,99.35745788200222
1100,43.959089751913304,0.48452636855781206,200.0,62.827061318524514,2.9838338645052103,0.2515583571252908,6.335132644853829,0.41797997602329745,0.0010284814085008962,0.0,0.0,0.0,55.62399358494187,0.7797152433303784,99.42009217172372
1200,43.72156134576436,0.6182734849846722,200.0,64.96803744344291,4.78568056934819,0.7603575701102377,6.547984895318308,0.3468038294004006,0.0025064477300219,0.0,0.0,0.0,57.46746688100259,0.7791832506939178,100.24482892221666
