miliseconds,x,y,y0
0,0.0006480997858518249,0.0019518270316302732,-0.011899465748453375
100,0.032211657457656716,0.0012241573580153752,0.01124832312204444
200,0.04874521418733782,-0.0025355181504287134,0.016942832686699688
300,0.08332547618476094,0.001078831306832144,0.022142225000459682
400,0.10977372797680543,-3.277310151607527e-05,0.017370454857564048
500,0.13845924897499226,0.0010562613579541795,0.022531889613969257
600,0.19167049186495275,-0.0002051585169643835,0.030256239463548575
700,0.21629961396338557,-0.0006196792025566965,0.022459489628574872
800,0.24105278698948213,0.00047127124357464244,0.02354062565842903
900,0.2788805055160842,0.0032512834210571004,0.041838498000711405
1000,0.2977138056029655,-0.0007919434417032448,0.0727810929939231
1100,0.32796166097861323,0.003641972107196252,0.08398089792732372
1200,0.35148757108121215,0.005175915846372905,0.07668026364141257
1300,0.38243162798977853,0.006041032863226039,0.10169213202853021
1400,0.41855341552846925,0.003373725425841753,0.11326048075504705
1500,0.4339888214851975,0.005895831713981204,0.11598893823592939
1600,0.47932529285055586,0.008289968499529057,0.14079493249738495
1700,0.5067143860868513,0.01091553263923441,0.1548161903285972
1800,0.5406409097001937,0.010594792532490894,0.18865426828145992
1900,0.5730173305340197,0.01256783921431676,0.21465535332280786
2000,0.602511224350743,0.011938809921865957,0.2290218804115515
2100,0.6019125199021392,0.015856390534710538,0.24406636569448018
2200,0.648324570257286,0.016355292502706426,0.2679175576081263
2300,0.6597839483994848,0.02045355597734281,0.28074959641695835
2400,0.7044122547388024,0.02477127821459497,0.31657165736446563
2500,0.715409251296186,0.025870339358337564,0.33942085286001283
2600,0.7388027881784409,0.031833346600672954,0.3754667677998
2700,0.7508706827124256,0.031679747311530455,0.3957110676485151
2800,0.789129496071041,0.03560676189956287,0.42784060837270727
2900,0.8007216223604614,0.04171738286107689,0.4555621375945482
3000,0.8311130161601586,0.04537968933371252,0.4677720763464147
3100,0.8422397888643087,0.05211435443190788,0.5132357657902155
3200,0.8513023971529826,0.052707839944935865,0.5322788169861599
3300,0.8612169794511615,0.05927580124234973,0.5708805554604081
3400,0.8740849666560132,0.0672904996704649,0.584393067357141
3500,0.9031211269048628,0.07106354988996849,0.6177017566999456
3600,0.9051988476058455,0.07430264911046537,0.6332993623587742
3700,0.9034879264786336,0.07914457612244984,0.6693062645202772
3800,0.9108479054635472,0.08926717450920321,0.6937923045347721
3900,0.918592752686743,0.09542124174337628,0.7364350980484144
4000,0.9244590705872876,0.1030802714075661,0.7743969093074949
4100,0.9324540641784335,0.10668567726758053,0.7953861441052426
4200,0.9028514766890712,0.11669638138235926,0.8120377880445429
4300,0.9082671803877,0.12361048908649144,0.8656012452796104
4400,0.9103042612735549,0.12987733259161707,0.8905800572051459
4500,0.8863958339407971,0.1365486311815145,0.9138234369105059
4600,0.8920803439392653,0.1425506936589561,0.9167582099088133
4700,0.8655404410240647,0.1519126533505884,0.9733448808202898
4800,0.8637002779062244,0.15956034164156283,0.9969566673910021
4900,0.8535088323864443,0.16723646569599074,0.9942316872944366
5000,0.8283991654878485,0.17922909119346256,1.0277157508717407
