milliseconds,Carrier_Cytosol,Carrier_RanGTP_Cytosol,RanGAP_Cytosol,RanBP1_Cytosol,RanBP1_Carrier_RanGTP_Cytosol,NTF2_Nucleus,RanGDP_Nucleus,RCC1_Nucleus,RanGTP_Nucleus,NTF2_RanGDP_Nucleus,Carrier_Nucleus,RanGDP_Cytosol,Carrier_RanGTP_Nucleus,NTF2_RanGDP_Cytosol,FRanGTP_Cytosol,FCarrier_RanGTP_Cytosol,FRanGDP_Cytosol,FNTF2_RanGDP_Cytosol,FRanBP1_Carrier_RanGTP_Cytosol,FCarrier_RanGTP_Nucleus,FRanGDP_Nucleus,FNTF2_RanGDP_Nucleus,FRanGTP_Nucleus,NTF2_Cytosol,Pipet_Cytosol,RanGTP_Cytosol
0,11.898629189761753,0.0018302602060461092,0.5,2.9158177977961817,0.08434913240208952,0.561684911797981,0.04678883874616243,0.4,0.011811604536506986,0.9417202788845942,10.821945210626424,1.7470040259836626,11.553403612929374,1.4742612194008107,0.0,-3.5662678128074966e-06,0.9952613018676788,-0.004456960712459238,8.019917766746285e-05,-0.01627256626687066,-9.745570348026019e-05,-0.0013756103306881732,-1.9954892090720795e-05,0.023878904547295226,0.0,0.0
100,11.895110770499285,0.0018316635108458672,0.5,2.915730860031808,0.08412303903356501,0.5611896013496046,0.047246149970719215,0.4,0.01180548781141146,0.9259388600472772,10.824636617966885,1.870616495772378,11.567654764572675,1.3591741604376597,0.0,1.1664349764710671e-07,0.8606486252116129,0.12140019632692403,6.3530258337438745e-06,0.014777720638782126,0.00043220844030541816,0.011149883374697996,3.3353473581710696e-05,0.015238979496872826,0.0,0.0
200,11.893486900464202,0.001828756235140647,0.5,2.9157879868581658,0.08435246667718858,0.5639518356017966,0.04579900120616165,0.4,0.011787333484692441,0.8959221627342319,10.817675222171708,1.9546551762601325,11.582278247122748,1.2843809331712637,0.0,7.476898972394271e-08,0.7772770926676631,0.19674929722330115,0.00012016316243684025,0.03644334701701395,0.0019119697497139568,0.03703778670868406,7.64867249688398e-05,0.015409656205722155,0.0,0.0
300,11.890801208744499,0.0018278961760439991,0.5,2.9157579788419867,0.08420385567400318,0.5676133048656534,0.04387544268317428,0.4,0.011761906183747919,0.8659043204602038,10.811249996184447,2.0162302287209695,11.554017750846972,1.2445064008668427,0.0,3.2861864374319667e-06,0.7179295265837097,0.2447655974549933,6.48614717849357e-05,0.025327989235972275,0.003358232231842886,0.06278564988637632,0.00012008234208768954,0.015471159942869501,0.0,0.0
400,11.891594125358123,0.0018263839023287792,0.5,2.915730640617002,0.08422343443931156,0.5746679028310727,0.04260430966674196,0.4,0.011752008615885729,0.8452271284217572,10.802287459411792,2.065302545570163,11.573104279548657,1.2198835650630182,0.0,8.87824355056111e-06,0.6672983514800869,0.2672498785839886,0.0001942012471159999,0.01609844602345916,0.004545845672712117,0.08574403948560681,0.00023116659433916012,0.015312043081459677,0.0,0.0
500,11.89042077462835,0.0018285501042099377,0.5,2.915604957232999,0.08419928095766434,0.5799601384757651,0.04060654442563834,0.4,0.011740257678837086,0.81237551553783,10.788207933134382,2.0840358576464553,11.542536283775894,1.199428553653667,0.0,4.178066443585755e-06,0.6557078295829698,0.28035159761391454,0.00014253736033441105,0.0368417197670137,0.0056228092971044455,0.10661065237599826,0.00028489124280757543,0.015498871855619415,0.0,0.0
600,11.894142499304662,0.0018248305079939344,0.5,2.9156149033534438,0.08402606475306382,0.586934365250358,0.03920938548201604,0.4,0.011718166076247797,0.7931839633191466,10.77811046338207,2.1128547306958163,11.541816166915932,1.1944894819722056,0.0,8.263391018927957e-06,0.6122278380418131,0.29574896517946697,0.00014289414446758917,0.08268415002149405,0.006353659800273882,0.11797707787560521,0.0003160426367607726,0.01551126496665695,0.0,0.0
700,11.893055935562094,0.0018228917837922812,0.5,2.915545622800247,0.08414709841229687,0.5923440970335307,0.03763100225320561,0.4,0.011711618966979719,0.7764898678332682,10.767779566150406,2.141231731481607,11.546101873485378,1.1806903407506202,0.0,1.8725363647631834e-05,0.6151427427197276,0.2957066520162312,0.00022954499206792595,0.09693762470890314,0.006937604194422309,0.1286843150617799,0.0003482246559515265,0.015547343603310095,0.0,0.0
800,11.891485298451524,0.0018224267192308626,0.5,2.9154658080419367,0.08403104071312228,0.5984902198557681,0.037045030301992785,0.4,0.011704615759983664,0.7621771616552347,10.761475636609731,2.136942205590322,11.526048949999803,1.1798621300355034,0.0,2.2997636247516532e-05,0.5953971179183754,0.30106501631088756,0.0004947758296681092,0.12961184162289105,0.007282946387276656,0.14284929758359508,0.0004072546200832581,0.01549825469098911,0.0,0.0
900,11.884475235945438,0.0018187514223378446,0.5,2.915365977061767,0.0838430751757864,0.6016101296235883,0.0360933492386872,0.4,0.011695768046792615,0.7528624575274808,10.74736527716635,2.1505139187928255,11.519017829656018,1.1852634489557619,0.0,1.9957823807859954e-05,0.5803190726216412,0.3018793269528642,0.0005757917179806168,0.1422849863752035,0.007519389722707015,0.14366278572012683,0.00040311863140950324,0.015496560181009042,0.0,0.0
