milliseconds,Carrier_Cytosol,Carrier_RanGTP_Cytosol,RanGAP_Cytosol,RanBP1_Cytosol,RanBP1_Carrier_RanGTP_Cytosol,NTF2_Nucleus,RanGDP_Nucleus,RCC1_Nucleus,RanGTP_Nucleus,NTF2_RanGDP_Nucleus,Carrier_Nucleus,RanGDP_Cytosol,Carrier_RanGTP_Nucleus,NTF2_RanGDP_Cytosol,FRanGTP_Cytosol,FCarrier_RanGTP_Cytosol,FRanGDP_Cytosol,FNTF2_RanGDP_Cytosol,FRanBP1_Carrier_RanGTP_Cytosol,FCarrier_RanGTP_Nucleus,FRanGDP_Nucleus,FNTF2_RanGDP_Nucleus,FRanGTP_Nucleus,NTF2_Cytosol,Pipet_Cytosol,RanGTP_Cytosol
0,11.894240047790133,0.0018308743164247927,0.5,2.915814499395205,0.08413466574853204,0.5611098482570595,0.04693243726555617,0.4,0.011795715719025615,0.9375877828634384,10.818168720782186,1.7574754640471772,11.559679561786771,1.4811807323170503,0.0,3.6448670829681822e-06,0.9987914596515931,-0.003026516818569672,-1.5796552875872094e-05,0.004095541683983765,0.00010018967106584428,0.00081850369733223,2.0883181430782785e-05,0.023815490726952694,0.0,0.0
100,11.891824115996114,0.0018315610426920912,0.5,2.9158162062460105,0.08425501041995252,0.5603992750486609,0.047250403654622276,0.4,0.011805258814823395,0.924962861546117,10.816405643250352,1.8751013940348917,11.564696037278043,1.3598359700262697,0.0,-9.618083058371714e-07,0.8696839555418548,0.12127942140002788,-1.688752730291393e-05,-0.02936330426205594,0.0005013230189797104,0.009595213890669807,3.5868831719417326e-05,0.01536803981685369,0.0,0.0
200,11.898200796726568,0.0018296853744657461,0.5,2.915735243443216,0.08412086133424496,0.5630093680982972,0.04602538218854087,0.4,0.011786898007077369,0.899983301558263,10.818831500623729,1.9605231062932833,11.557974713843246,1.2842723449666769,0.0,-7.365185589303768e-07,0.7732172175021637,0.19593949595012586,0.00013875441232767867,0.006916999379596132,0.0017743769967038766,0.03576969105025897,5.64112665041628e-05,0.015231193398230413,0.0,0.0
300,11.894590565678667,0.0018294788237859056,0.5,2.915771469960935,0.08418122864991227,0.5669966422997117,0.04424759638348744,0.4,0.011771252372010222,0.8701969643815856,10.814105350346077,2.0261254159851054,11.561261970036787,1.2419980528940302,0.0,6.394878526005192e-06,0.7377297925847511,0.24622153913656855,0.00023717447190515416,0.016306192540278864,0.0031280872220060766,0.06353777468043723,0.00012022734898549449,0.015315367516607586,0.0,0.0
400,11.895067807844558,0.001830350616172621,0.5,2.9157075223866795,0.08423783823786807,0.5737146342396843,0.04201914326594718,0.4,0.01175375068127255,0.8390354749812362,10.802378227926464,2.0642567709573227,11.574529275793884,1.2151913685167435,0.0,3.167983606650587e-06,0.6695909948387833,0.2723581472326634,5.931200339155887e-05,0.01901212056224804,0.004543453172317875,0.08559469037309893,0.00022776043833299078,0.015334665762292548,0.0,0.0
500,11.892655019481339,0.0018263752917211567,0.5,2.915698591831644,0.08406710033719615,0.5805334997641757,0.040478789144471616,0.4,0.011732198624543498,0.8173815520838978,10.785417385967557,2.0937067567301364,11.537025028803521,1.2035236280098252,0.0,6.7167188033680995e-06,0.6617560753995071,0.28026056588756865,0.0003282873334974258,0.04296968300162969,0.00553139218757709,0.10305934821654274,0.0002851186926938353,0.015515911724820076,0.0,0.0
600,11.88801954204807,0.0018261105910985793,0.5,2.9155736562981756,0.08397679716618872,0.5868415529012063,0.03890610320726175,0.4,0.011734178334882613,0.7900602384899758,10.777790596094937,2.1073134459375953,11.538056424777485,1.1878008714350488,0.0,1.429415091926834e-05,0.6201269049464877,0.29442952282582985,0.00026009442903710743,0.04553119756450477,0.0061824204906142785,0.12121061110895566,0.0002850004220630794,0.015534182568655604,0.0,0.0
700,11.893921945969069,0.00182148717808642,0.5,2.915526890487276,0.08404740130688958,0.5929190192961206,0.03808540532469025,0.4,0.011713138793533986,0.7768902525600218,10.769801826065693,2.1282127696896316,11.518790049383254,1.1891834108088495,0.0,1.3968072310980936e-05,0.5924270128331749,0.2990184269967842,0.0004722351201564255,0.10934606172125827,0.006651267675392908,0.13156582839500872,0.00035678966171234853,0.015456356058370518,0.0,0.0
800,11.88778983197213,0.0018242941944097812,0.5,2.9155066359461776,0.0839237850563317,0.5971983619158665,0.03658159695834775,0.4,0.011696099152354915,0.7597040944103456,10.756017206626234,2.1446391694636042,11.529226090812871,1.1856258374741244,0.0,1.4852030197259765e-05,0.5838095630413127,0.30325209822173554,0.0003617304374541672,0.14876994794966708,0.007102782163349186,0.1412522717316463,0.00041129390675662505,0.015596110039126698,0.0,0.0
900,11.881807401388633,0.001819270865709094,0.5,2.915387576342306,0.08401061771509484,0.604080728476754,0.0360954925076066,0.4,0.01169645626553879,0.7522432760039602,10.752694285405886,2.158371920119805,11.516609597102574,1.178266836236144,0.0,2.3348242854471448e-05,0.5852270726310258,0.3014729738303248,0.0007459230830500415,0.1620358009278538,0.007402216325929225,0.14738976954192895,0.0004439884585734492,0.015679707368230864,0.0,0.0
1000,11.886932081817234,0.001816607563796845,0.5,2.915289871767424,0.08365844432028827,0.6061931875260682,0.03573149261627724,0.4,0.011691392331137772,0.7402042210148533,10.74186137260404,2.1713519467914937,11.496025107765348,1.188806414503508,0.0,2.5837965840935072e-05,0.566401724931243,0.2991664571499275,0.000877720849249323,0.20025960546377197,0.00748533286024877,0.1480277511251635,0.00048725119868863284,0.015538066204496846,0.0,0.0
1100,11.880537332129283,0.0018171073743776553,0.5,2.915295670573356,0.08371121216155035,0.6112372179276384,0.03472011441827818,0.4,0.011674104016307188,0.7393844438397119,10.738674833690043,2.167674671995359,11.491057160847618,1.1839558047782788,0.0,3.355133797023837e-05,0.5446348595011413,0.29919491557578454,0.0010274240267219505,0.21186392752936314,0.007661724902431649,0.15411920423859912,0.0005128673915816226,0.01572469188349916,0.0,0.0
1200,11.876035474036158,0.0018155924418898342,0.5,2.915173599149047,0.08360025143604725,0.6135540901729928,0.034390097025975654,0.4,0.01167321935573637,0.7310140096173299,10.720751749127645,2.177689405035856,11.466558315903894,1.1925537990185842,0.0,4.070222437241122e-05,0.5393704053316538,0.2970249345201751,0.0014011210555692879,0.25006235706630753,0.00784040929488482,0.15046171609230163,0.0005025125889913683,0.015712904497918907,0.0,0.0
1300,11.877054378927788,0.001809081772832449,0.5,2.915126477602132,0.08339495213863297,0.616078286638349,0.03473205577789795,0.4,0.011661532020307973,0.7298043287167322,10.715561624982543,2.182124117682757,11.465621326949107,1.1927064094256987,0.0,4.310945497617084e-05,0.5189008640008831,0.2897537317750358,0.0015180809163718952,0.28953502358535493,0.0077781981253255235,0.15428447906922924,0.000515293825248666,0.015774421437763576,0.0,0.0
