miliseconds,A_dopa,A_B,A_M,C_dopa,C_OMD,C1_M,C2_M,C1_B,C2_B
0,100.09677916942164,18.175265659005554,1.3699454125049089,0.21768191246920066,1.5566414545149014,-0.004808998830078845,5.897047499780293e-05,-0.0016680191672508583,0.0003590262255068267
100,88.64296723134171,16.677709782319376,1.0672381186586535,22.811906954234637,1.6126789784176836,0.5138346263428499,0.015923383100591736,0.11081634516116343,0.003861561362438404
200,78.15949023664079,14.959468593553286,0.8360461881978034,41.98892526336342,1.8150077808125886,0.40891870241907347,0.030754853432263342,0.1420418247405852,0.010138639852623206
300,68.31691376593602,13.70693664773751,0.6592029415512703,58.45334117242138,8.227518237482538,0.325370855811614,0.04092703654256613,0.14231093946996612,0.018326926507714388
400,59.80793040551789,12.609839527972198,0.49561941172827023,69.95106113555899,12.717151105272693,0.26218243488807674,0.04968426463711123,0.13455274251223706,0.025023906041746192
500,52.89441041638567,11.392801270136852,0.3924948439429972,80.18865232942089,15.492445966060961,0.20309502696742285,0.05555066304775205,0.12548913850706786,0.030082239190338787
600,45.81307861366233,10.106631828294509,0.3193059972794491,88.80068505889103,21.168085162927568,0.16978984002601955,0.059483862778736324,0.11549339974804386,0.03624561091845006
700,40.093262605224616,9.47859825020819,0.251181341031656,95.41127434451309,26.862097006627867,0.13356304877063915,0.06332164471754598,0.10823118819496567,0.03971993676885713
800,35.44116289394213,8.70096251707467,0.19740509704366133,100.43509879104711,32.644372110225426,0.10601438277241212,0.06402729100371153,0.09894798661557302,0.04283590997508922
900,31.853006530786022,7.947416512565511,0.13726442133693353,103.1909237602363,38.266632494745664,0.08805516225337896,0.06609480311902526,0.08885936150003525,0.045201830439279056
1000,27.5814146626146,6.8556874947804936,0.11616994231245557,102.1163812115239,43.828367921470196,0.067393747459627,0.06615202779787148,0.07973336903586348,0.04812733809889493
1100,23.21654218199943,6.447423073144755,0.07778034452895546,104.460136662731,50.88554093877564,0.058931312430138154,0.06606136195934378,0.07377401491553533,0.04965243819268571
1200,20.282337587913727,5.729186875620262,0.07458712057108881,104.3454610594067,58.612810627832836,0.04519914844643126,0.06639532959545898,0.06715253322075299,0.051122391936209925
1300,18.047081134585117,5.503537145505414,0.05565326559630834,101.60258113352285,65.96379345150532,0.04152851750607711,0.06541117012359121,0.06371620924576409,0.0517756609550477
1400,16.12093369358077,4.887593063923286,0.037346809074410486,100.38224245102866,71.0475749995463,0.03369463896613872,0.065051226337105,0.05728228543800677,0.052374572348472495
1500,14.740448768413792,4.516622180569431,0.04376376057984974,98.15667851361306,73.95810895852719,0.03329893975474151,0.06331620817166354,0.05133631710361644,0.05272814578895232
1600,13.037163940687236,4.122449701442002,0.027875130247275417,97.37829341885677,82.84429533402658,0.024061876233638254,0.06247471042701706,0.045057765639384406,0.05123076292935297
1700,12.24255984841453,3.503763614275404,0.02823637411318239,92.68205681219963,86.97863346460673,0.021845551308420287,0.06120879752709068,0.042437260953244973,0.05192559196782111
1800,10.34692909820587,3.1585082135010074,0.027517652589724672,89.95399322346225,91.71502635377759,0.024543343955619898,0.06015422445640821,0.03864436361002072,0.05097525075439682
1900,9.086233722635692,2.8867328790661237,0.004473639968628712,87.85797112380472,95.7795395349468,0.015133516091182297,0.05860007830790747,0.034590482423055416,0.04987073921328488
2000,7.144353388200476,2.666494328868717,0.019242158415460953,84.64012197127946,103.35902286004371,0.02077734982661891,0.056616039902752394,0.03310338298180158,0.04974484578635901
2100,7.884058288773666,2.38223933000119,0.00977449707020182,79.63590508052113,108.7628875150045,0.01806096275872,0.05560270012286556,0.030274469146671174,0.04776015669467765
2200,5.8971794857003585,2.153852586343384,0.00898423462752345,75.5297987173365,110.3267136702634,0.012152731903325723,0.05429674636032697,0.02704671498011242,0.046945244276282674
2300,6.156590322625242,2.0502051127838548,0.0018866861362991667,71.85619066487588,116.11078648793765,0.01209528667507717,0.05326331182281377,0.02568070142042725,0.04663277986731569
2400,5.2210403650655755,2.0302495483594045,-0.00848860909303924,69.78393399541673,120.64056692292557,0.013297546449224927,0.052731289875422735,0.02097705134615367,0.045194398695220295
2500,4.57325660141,1.9145218153266597,0.01596478719120745,64.70906125875231,124.58840178396606,0.007455117396074395,0.051448607796299305,0.022725584252701114,0.04290106057021672
2600,4.004287054808426,1.6699664775074967,-0.003596468076350457,63.39811475984717,123.03961755088653,0.013146085143374849,0.049083762910359506,0.02069470081469367,0.042179685883279985
2700,2.7355212692313886,1.564914479706422,-0.007342799387544589,58.841639779081696,126.28254197592219,0.015334174387815348,0.049028401441640584,0.016091667945571264,0.04143441436723699
2800,2.2744192223571957,1.1800003506273646,-0.007808538134559371,56.01165294533018,129.8901382112744,0.0068472864095227605,0.046960593495458273,0.01398058759101434,0.04028173587619197
2900,1.5582839718329873,1.0143088161408242,-0.002993498276190663,52.43880285754451,134.14472274012493,0.014247492221714952,0.04663837229620456,0.01592346939108002,0.03778948392221085
3000,1.2849860929530594,1.3045478875377223,0.0035807406175310287,47.32185103360312,134.1493743717686,0.010778482440359312,0.045302436561641485,0.014766067172220305,0.03761230431172577
3100,0.6588944163261601,1.1195504722222693,0.0018768188784404173,44.3405474100512,140.55413821396928,0.006578012322354305,0.04328879767249261,0.013158932430641306,0.03546213335928215
3200,1.0896161671829216,1.1321762150000045,-0.006831632477047883,43.78775771637753,140.4704780873823,0.008056430867838079,0.04310905735477114,0.010339846712108518,0.03444825526399942
3300,2.425927401462017,0.7588161435540451,0.004615113640609735,40.7325740975344,140.4915537478517,0.010391153107789888,0.041744003250036264,0.008968735556534367,0.032919374112689324
3400,2.049314518787458,0.7104859606600094,-0.006556859016973322,35.83574699273024,145.62730250711732,0.010487092511088897,0.0411180850984412,0.010629977110861343,0.03156550497796054
3500,1.8044779034186256,0.47629839608271685,-0.0016981547593451695,35.808552282999194,144.11050290474952,0.00813742509265096,0.03918855189819671,0.009606677076462272,0.031120682668324157
3600,2.1088296966883044,0.6052273256931002,-0.004186943034327956,30.962388509864585,144.70450432446148,0.009803726338414902,0.03850839389829938,0.009910589979267876,0.028637278917120028
3700,1.9408765425356826,0.5470315700232783,0.013107432941826879,30.685254676881254,146.11040618327505,0.00416659060430867,0.03737271137080303,0.006413520378864734,0.0281922712051739
3800,0.3559485726214119,0.6536174980795568,-0.01255853357122275,28.216149422605568,147.90427223559817,0.0029638888070717337,0.03681150199814646,0.00500205027576306,0.027081608650690807
3900,1.4272334684280212,0.6813225254435051,0.011394741358269053,24.70230402666142,146.75418703806994,0.010443575790784268,0.03595354298685512,0.006204671771784419,0.025823032310787083
4000,1.3107561166570632,0.5415450677845526,-0.009541226103268807,25.754499992354095,147.00011676086794,0.009158355974735488,0.03444256695459767,0.007439190058079423,0.024152570888189725
4100,0.35013323373719424,0.37796875743473624,-0.008861591550752905,22.790029690674523,148.1032616698947,0.008929344706526982,0.034209940248475575,0.003492805137294645,0.023494572949271757
4200,0.43011549813689764,0.4253400405885356,-0.006083987880483289,22.08565496819112,149.758450073681,0.001816969647084759,0.033422768241542083,0.004444174188474666,0.02229517693769974
4300,0.06618488853308585,0.14852063923395423,0.00820830374246971,18.5590439586851,150.02199829698395,0.01165096564758915,0.031590756909685394,0.005625020732093106,0.021246470466234395
4400,0.494600724933123,0.12902287607966478,0.00927533823933732,18.69556793914761,151.3950622115773,0.007748934193154972,0.03179378691900062,0.004168762624091289,0.020716748151599077
4500,-0.08698294465508649,0.47513788997355966,0.004394428683948956,15.622633854434689,150.94565722953632,0.00532594951117424,0.03018219825139174,0.0021143543281586493,0.019318201676407996
4600,1.2685214960395865,0.43661217767770755,-0.0020967068934942728,15.715607326234956,152.23013176982792,0.0040469858829688425,0.028965187458714008,0.004921432942525083,0.01882240444100527
4700,0.1905543661288228,0.357293898259318,0.012535144524917328,15.55019387284155,148.28360273226227,0.004964544829605554,0.029374385096985756,0.0023967202087891,0.018586184735690518
4800,-0.0861703437442567,0.0300652602462394,0.013936790763231727,13.896127084414228,149.24131625341585,0.001378875626555461,0.027641856864063497,0.0045557294176098865,0.01712243858756438
4900,0.07414212981027316,-0.0072640723784532235,-0.011081854028524737,13.367280136717135,147.38939114672516,0.004242747042875522,0.02771666866031092,0.0013979198757706637,0.016017393344135242
5000,-0.32902794305282634,0.058064270236193705,-0.006324009148089901,11.923766111930112,150.13456232588314,0.007912176753179855,0.026171102542173082,0.0024256728969421237,0.01586434611167945
