miliseconds,A_dopa,A_B,A_M,C_dopa,C_OMD,C1_M,C2_M,C1_B,C2_B
0,100.59667497808434,18.01186402067954,1.3619647653966371,1.5623442121463083,2.4080939341021277,-0.0008319996266492754,0.0006152102849059903,-0.001469616713129492,0.0002999645997803511
100,88.83421379518455,16.35562623908336,1.0709627448492396,22.50965670471157,2.932986314698535,0.5199873898444283,0.016109146478477537,0.11173476610880988,0.004097767493169892
200,77.65168496484152,14.943310649555391,0.8297614850299485,41.594471751491454,1.4135371116268458,0.41296957138384466,0.030977717488865467,0.14213597124458716,0.010957895365703959
300,67.48258696983441,13.52978527674985,0.6367625065284995,57.59654814130582,6.075668649097023,0.3220563854270048,0.04204393059704128,0.14250567257183466,0.017908238895400358
400,60.97553232819229,12.3871421252052,0.5089402938231287,70.88647321752516,12.677460780220612,0.25815300747254455,0.049326642859246414,0.13683993729022903,0.02500765343986528
500,52.080934501277625,11.29030215170474,0.4099403384756144,80.32817651800349,13.238991153674327,0.20532017134191435,0.05543584822664943,0.12605093050969401,0.03075552609539063
600,45.461517224473546,10.500114883473646,0.32314964030214377,88.78235574635454,19.499328956889716,0.16353780146591243,0.05982019285315076,0.11406759646189012,0.03564284713039191
700,41.30635163884887,9.333258412734581,0.22903904700992414,95.38583000360966,24.48477788029487,0.13178899214256487,0.06306037052761033,0.10687801689350895,0.03909747313040993
800,36.78036340332577,8.396367262119952,0.1755338638948896,98.29396851494074,32.716067992901344,0.11005614511810745,0.06450820690197197,0.09691511270404876,0.04364498537938536
900,31.64512481765037,7.861889892269102,0.14629751314241773,101.4001086905411,38.84977124249996,0.09212211723099505,0.0661123238788025,0.08744318696482607,0.045210968113084476
1000,28.02350319268883,7.267609534423187,0.10885228673368598,102.04117737447758,46.49711183232029,0.07232841665642167,0.06696310524526701,0.07962683880676315,0.048442341807385284
1100,25.46113900396587,6.297828259889185,0.09648467364319988,104.52003244075514,48.98759255442973,0.056393296661456586,0.06697863702065855,0.07355363098059672,0.049932748007892505
1200,21.902098241795052,6.0571349068984475,0.0747838202663262,104.65254155485017,58.04110454812678,0.046597911821548,0.06589688999701376,0.06810431882768307,0.05092540055999458
1300,18.823016878437343,5.488147877690164,0.04273215741088531,102.07226809501127,64.02769744820158,0.04569560359933232,0.06538744033985505,0.06037025303321842,0.051648010551455806
1400,16.15068651860519,4.8489936221779555,0.05189247786644505,100.90391812120141,69.77333209699546,0.04150498053836371,0.0646373116003131,0.05758812034384039,0.05259068343061674
1500,13.728542540949809,4.2166154451712625,0.040115696206179934,98.05700473762344,73.45423104633494,0.03453887219483894,0.06332448349051828,0.050061357676238843,0.052044940069434865
1600,14.023852243290701,3.8322411502435,0.021798590991904197,96.22374737951606,81.00838965425781,0.030197007536918688,0.0626425341137536,0.0456097965555821,0.052190939252022714
1700,11.551749417494857,3.867419482255661,0.017063225749925873,94.14775708336278,84.37211793670107,0.026941408618808255,0.06114533015212606,0.04129510157850047,0.05128394362187038
1800,10.181714612930065,3.280236981740063,0.02114737022170806,89.61629794539405,91.9590704755656,0.023438230744699536,0.06010359376517804,0.04027657260119607,0.050988392406138484
1900,8.851180493609423,2.926238081968446,0.003551661716544502,87.8114023780177,99.65559343958358,0.02223994421931749,0.05823393312357752,0.03749377682883737,0.050363614337505413
2000,7.324475100064999,2.6971503549302915,0.020380587095803503,83.98033591640457,103.14674954227351,0.02144329942920107,0.057432686862657574,0.03295284590627387,0.0490344018157756
2100,5.598128514996801,2.610613432450962,0.013191905297533094,79.30230723194853,108.38336826067571,0.012111655447540197,0.05539611993573398,0.027825680967347177,0.0484683522028968
2200,6.381853399266271,2.112506552424146,0.00817890123531291,77.57576062459087,111.57449639262093,0.017314599705166703,0.05461654197386607,0.02773686862028468,0.046990646892166525
2300,5.756734715014637,2.26958947722775,0.011758877777991925,71.77274220699917,116.87337675200308,0.011521385430410728,0.053852615055501374,0.02572930139094666,0.04618738833312005
2400,4.09851286225195,1.8425258170169456,-0.0075836886936841135,68.75048618874327,120.9714438613851,0.017074727661036158,0.051664180948467704,0.022780688404066392,0.044463714321449604
2500,2.986327084119421,1.6810232948713508,-0.00638860723863428,65.03285728197548,124.32809922104704,0.01249295572780393,0.05140565259217358,0.021468919541406086,0.044039050162045866
2600,3.73712408436143,1.503515237932294,0.003904606485697097,62.344756030578985,124.94814378954688,0.015451448331011171,0.0488673536290706,0.017516582742025798,0.042691496064396435
2700,2.249789652378351,1.2913276380460852,0.010444468412849186,56.946997353465996,130.16591292887458,0.015549057430579213,0.047662460014974165,0.017652041045108632,0.041319160681585754
2800,2.7693290226007594,1.5111215232975328,-0.002396289926291333,53.798444069644944,133.24086047198628,0.015760745975925805,0.04654867148289026,0.014767841407762406,0.03978924672433658
2900,2.190502434332512,1.3433451198799653,-0.005526452876872012,52.12821815321545,131.76221947886543,0.010695875484977156,0.04645961857909503,0.012740468712722535,0.03767382884107306
3000,2.94962992934788,0.9544200364923823,-0.009945490794922114,49.00621490765449,134.68319647658686,0.005674321294768484,0.04443225490413936,0.014944640332297497,0.03683814606154699
3100,1.565067261725966,0.7836694720654757,0.012913864140737447,47.23147908791084,136.40650556553038,0.012466135926464185,0.04361479075933736,0.012899273520976338,0.03505879377628525
