milliseconds,Ras2_GDP,Cdc25,Ras2_GDP_Cdc25,Ras2_Cdc25,Ras2_GTP_Cdc25,Ras2_GTP,Ira2,Ras2_GTP_Ira2,CYR1,Ras2_GTP_CYR1,cAMP,PKA,cAMP_PKA,IIcAMP_PKA,IIIcAMP_PKA,IVcAMP_PKA,C,R_2cAMP,R,R_C,Pde1,Pde1f,cAMP_Pde1f,AMP,PPA2,Pde2,cAMP_Pde2,Cdc25f,Ira2P,Ras2_GTP_Ira2P
0,20000.0,300.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,4000.0,6500.0,0.0,0.0,0.0,0.0
100,19698.41731396295,0.01522772499370876,269.2017516727615,6.68593234204627e-05,30.782953742836416,1.485530171691099,199.897847095652,0.10215290434772947,199.98976931398118,0.010230686018966265,0.01301807724297823,2499.9999933868703,6.613129320181721e-06,8.757250051839092e-15,7.746598738191887e-24,5.123129520414295e-33,5.012462012331537e-35,4.989101354162536e-35,2.3360658168999708e-37,2.2233275746438496e-74,1400.0,3.2792792193513263e-40,1.5580008766963902e-45,4.7546887028775535e-06,4000.0,6499.999835319994,0.0001646800054053434,3.026217265875607e-39,4.457105200236661e-38,3.3204540785450615e-40
200,19694.09181709499,0.015228255446500949,244.9323047603469,6.499244241010762e-05,55.05240199167922,5.124503157390646,199.2740021714392,0.7259978285605374,199.92708982547612,0.07291017452407532,0.1874625299384521,2499.999806425894,0.0001935740984454234,7.511264241016668e-12,1.9493884652128613e-19,3.7603469101324334e-27,7.533161237222053e-29,7.461602762973284e-29,7.155847424876873e-31,2.078269050936431e-61,1400.0,1.0071900733389915e-33,1.3450929262042929e-37,0.00027189641735988503,4000.0,6499.995381697105,0.004618302896424099,8.017687728259382e-33,1.2585874165015993e-31,6.465085788967168e-33
300,19687.64086421707,0.015229490134265862,225.80601512361355,6.35211888586482e-05,74.17869186497828,9.97790044340319,197.82319320401535,2.1768067959843664,199.78034196631134,0.21965803368881848,0.8553647142566722,2499.998654290677,0.0013457089596640658,3.6337289110251203e-10,6.566342327844893e-17,8.786828697214785e-24,2.688158542774773e-25,2.6493681717164106e-25,3.879037105836269e-27,6.357602452646257e-54,1400.0,5.4712009228317566e-30,4.967820362454026e-33,0.0027694178486783417,4000.0,6499.9692283439035,0.030771656098265585,3.81684898335098e-29,6.01158190386428e-28,9.237525311526276e-29
400,19679.5477067953,0.015231542384720298,210.73053119106493,6.23615356866756e-05,89.25417490492947,15.416453971211336,195.4149456406743,4.585054359325482,199.53398358344617,0.4660164165540096,2.4414937227165048,2499.994800813669,0.0051991809021335956,5.428704373364241e-09,3.7968066044603435e-15,1.974311597305377e-21,8.141473079731064e-23,7.984601635675336e-23,1.5687144405572763e-24,1.2627928153137122e-48,1400.0,2.212837999852606e-27,7.977380637776204e-30,0.013935749699838417,4000.0,6499.886007546674,0.1139924533251948,1.3794538634049437e-26,2.0467695695810372e-25,6.874965233165202e-26
500,19670.199407367516,0.015234424433779047,198.8459390607211,6.144733565491532e-05,101.1387650674243,21.038197250975553,192.03944468676053,7.960555313239214,199.18292550729257,0.8170744927075918,5.395226334883254,2499.9854289601763,0.01457099714503126,4.2678667593463375e-08,8.362970041318374e-14,1.2038561735900404e-19,6.293211418547784e-21,6.140271191110956e-21,1.5294022743682777e-22,9.754713717151798e-45,1400.0,2.1511517244368895e-25,2.0436130695703244e-27,0.04769246014497511,4000.0,6499.693547432808,0.3064525671912557,1.2099987050225572e-24,1.6562585069877636e-23,9.544082088105271e-24
600,19659.905118314015,0.015238083670844286,189.4751867745637,6.072650784047642e-05,110.50951441517246,26.603203267617896,187.76464898043054,12.235351019569256,198.72843451752158,1.2715654824785574,10.150112694946905,2499.9666455561796,0.033354219980265894,2.238399246162091e-07,1.0041692979389825e-12,3.2844593165977496e-18,2.0765859188431394e-19,2.0160111026857922e-19,6.057481615734712e-21,1.5166292804956347e-41,1400.0,8.448183749118713e-24,1.7802776821579226e-25,0.12799206933621157,4000.0,6499.3267690999155,0.673230900083784,4.369762360212111e-23,5.39704002890912e-22,4.755695462266592e-22
700,19648.91089811904,0.015242430254862884,182.08510815123708,6.015803946523991e-05,117.89958926038341,31.982886104673288,182.70328604697826,17.29671395302154,198.17525574647578,1.8247442535242837,17.102520896255914,2499.933561335938,0.066437775034481,8.890201884826428e-07,7.951172854657037e-12,5.152638823455151e-17,3.843468033050868e-18,3.712164639101386e-18,1.3130339394948e-19,7.06004813867484e-39,1400.0,1.8019882030688527e-22,7.367757497830154e-24,0.29061543937691986,4000.0,6498.712374274024,1.2876257259756574,8.686323175158848e-22,9.607407941185597e-21,1.1988513035992562e-20
800,19637.4117778217,0.015247357080656266,176.25577251851968,5.970962817939089e-05,123.7289204146863,37.12194944716807,176.98879664472759,23.01120335527225,197.5296832670615,2.470316732938585,26.60282614312257,2499.8804066349708,0.11959048131938098,2.883664996033264e-06,4.6480625126758355e-11,5.396689991482128e-16,4.657416334179589e-17,4.474583323570575e-17,1.8283301060901485e-18,1.3571994646038462e-36,1400.0,2.4448994067206733e-21,1.7566939049624303e-22,0.5841855002590532,4000.0,6497.7732580563015,2.2267419436971143,1.1149656123375961e-20,1.1028474031702697e-19,1.8419876475668264e-19
900,19625.561606938856,0.015252753290782938,171.65638202132203,5.935582800570919e-05,128.32830586947398,42.0109436344155,170.75895891481497,29.241041085184904,196.7983389051644,3.2016610948356554,38.95437608413022,2499.8006575244,0.19933445483870935,8.020547018887267e-06,2.1578080349514022e-10,4.1578524033761084e-15,4.0873627636379175e-16,3.905782970011733e-16,1.8157979362618313e-17,1.3441236921347902e-34,1400.0,2.338246935988606e-20,2.7393378039424277e-21,1.070492127991649,4000.0,6496.43215112079,3.5678488792076952,1.0258397722406631e-19,9.087687830402445e-19,1.9473297868427707e-18
