miliseconds,CDK1_active,APC_active,Plk1_active
0,-0.007216256499185986,0.0007355895525666334,-0.005777457703718441
100,0.015887119057197703,-0.001138459096862938,-0.001672219479315013
200,0.02148982802561619,-0.0011737335163623575,0.0006573842482210369
300,0.023406474949684685,0.0012470835862604759,0.002076830482897657
400,0.04722261643679815,-9.865914776264635e-06,-0.0010616811571852378
500,0.049727549903338324,8.582720164721781e-05,-0.004176310526841298
600,0.06361411768510147,-0.0007360169264795308,0.0031969263421498368
700,0.06613538256674573,0.0007174222136674298,-0.00394459381286548
800,0.08413119582878695,0.00040706813797425524,0.00369290778278191
900,0.0867399648194879,0.0011470451654129112,-0.0009791035433756362
1000,0.10396200925790065,-0.0001340385566920835,-0.006011652298757658
1100,0.1042869516379027,-0.0009290437729167472,-0.0022223538736255563
1200,0.12043666891646791,-0.00018739683195695054,0.003534032755332559
1300,0.12660907596579232,-0.00016474213668461065,0.005479087271019664
1400,0.14660650552008567,-0.00033461162118015745,0.004405920963974439
1500,0.15699830213923702,-0.0001427651437358747,0.00286912148079697
1600,0.15570943383721614,0.0006295231226804041,-0.0003454085586510909
1700,0.17556227686309026,-0.0008862198527623191,-0.00011808463106278316
1800,0.18057760504781642,-0.0002289141705638421,0.00634282435405871
1900,0.19470320186613324,-0.0004135303447410353,-0.005350935594752976
2000,0.20264326565118415,0.0011521944794072047,0.002433743032934815
2100,0.2170010637816491,0.000964624380715401,-0.004852858145165758
2200,0.22593640652587096,-0.0008439359058006023,-0.0007492517745131175
2300,0.23549497928769408,-0.0012118625068147466,-0.0024903732523610667
2400,0.2375082088481102,8.607141501498288e-05,0.005451951173676256
2500,0.24515704449310302,-0.0006930324231430998,0.006187933294674316
2600,0.26332948852395377,-1.978598050944285e-05,0.00958470110320923
2700,0.26882495254275923,-0.00013144476084126728,0.007501428118927696
2800,0.28202710430739314,-0.000596668277537883,0.0033943580673500653
2900,0.2902030229775748,-0.000783732083605644,0.01404680477201834
3000,0.29714921160915897,0.0006505586113326789,0.006246861185242585
3100,0.309037591554871,0.0010357599391918968,0.013410012211030971
3200,0.32230306736714603,-0.0007782903332973601,0.022347534416908607
3300,0.32941451051910564,0.00023574171105261287,0.023474349366164028
3400,0.33840571538574993,0.00043004155897245414,0.041280106762987545
3500,0.353239586340375,-0.00041705628215776266,0.048673443964628325
3600,0.3608033835230629,0.00016460694516903402,0.05848247400949176
3700,0.36903012900785126,-0.0011180353511932993,0.07569398243541828
3800,0.38248441400909994,-2.4995609821689365e-05,0.08691155405060767
3900,0.3913409811047279,0.00030155678023136473,0.11436154642686089
4000,0.3940480223153302,0.0009396610171047815,0.1302721009962837
4100,0.40942224430602925,0.0009064300823301524,0.16401788417786112
4200,0.4169497266191487,-0.0011004884808566901,0.18606982607488978
4300,0.4281831030927998,0.0009195477300649334,0.2167160248028022
4400,0.4392657452304878,0.0002789550203564266,0.2445326823856102
4500,0.4475749308989554,0.0029902194126006755,0.29104929507941685
4600,0.45598187166407156,0.008149661008434107,0.31603312754333707
4700,0.4721531467209418,0.021193376239591454,0.35805762968634997
4800,0.48714464265357316,0.044680531422910036,0.3957512496234912
4900,0.4952989896489208,0.09019595495813584,0.43408302279266087
5000,0.5016364598517417,0.15567555755968526,0.46444450484187755
