milliseconds,AprE,DegU,DegUP,Dim,mAprE,mDegU
0,-5.28320334301275e-05,9.998166341648988,0.0033731988130225143,1.6090600012413974e-05,-0.0005379457637847985,-4.034831528191727e-05
100,2.4713576926555085e-05,9.999276348526179,0.0052590345393674865,-5.425313971913733e-06,-8.439239390357726e-05,0.0002986978522683898
200,5.2991956098885957e-05,9.988329859556146,0.006077261674618384,-1.886384909352076e-05,0.0017065276444433878,0.000816692354821177
300,6.734933803630405e-05,9.990094010212141,0.009809938502669594,2.7908846216077127e-07,0.0009001813170488755,0.0017684138541157694
400,4.540857469030123e-05,9.984731171617462,0.016266703599106588,-2.2668723230258217e-05,0.00213788842010005,0.0020843602656474983
500,3.328706747542235e-05,9.983249984585248,0.020235080733586853,2.1801595776383553e-05,0.00239261087933241,0.002328019364257517
600,3.608367957561725e-05,9.971288234426197,0.021753908185979196,5.500664855658053e-06,0.0025806276668717334,0.0028619282716308334
700,4.9221367126158645e-05,9.97344125706739,0.024706671139106535,2.9035691032335333e-05,0.0030486845831619916,0.0028139106069865853
800,9.350280336146225e-05,9.968565455055124,0.026262694159276238,-1.3255832467817744e-05,0.0037868159192995274,0.003423985784118215
900,0.00012204068028016726,9.966651304553958,0.03761279228186494,9.424826477247315e-06,0.004846777131025116,0.003921274414708165
1000,4.446582353541318e-05,9.959132761787203,0.03706871373045843,2.8536775495677215e-05,0.004563959706706131,0.004070651362247687
1100,0.0001425699079887539,9.952429742262119,0.041419527522901345,1.130863423302044e-05,0.005844171237685162,0.0046786170358444675
1200,0.00015501484776928823,9.948731073621532,0.04074604086894732,1.4343627646548509e-05,0.006142311449379586,0.004945976042893802
1300,0.00014140662039133955,9.947914401673122,0.04425258836012391,3.974943415736194e-05,0.005842288455290216,0.005740350434276849
1400,0.0001872721838485809,9.93979977467482,0.04737622548716134,1.884604807531193e-05,0.006785005353635888,0.005667064862022673
1500,0.0001954946651763414,9.943618775660678,0.05222455134400674,5.822127322939465e-05,0.0077412013317271185,0.005632839056625299
1600,0.00019644459102517492,9.938057685359647,0.05457873837865418,3.684665353365068e-05,0.007810894382237408,0.006523038333023929
1700,0.00028489214171886735,9.933633379817815,0.05867846790264223,2.8219503070525032e-05,0.008479923530299688,0.00617165139964565
1800,0.00025771630447100587,9.934266906285563,0.06440560981069976,5.468691843569218e-05,0.00853734250862009,0.007470188463773979
1900,0.0003291761145750179,9.923043460354911,0.06424422392397514,8.187677586734529e-05,0.008868853479914307,0.007495348490746601
2000,0.00043178045103833395,9.927344351121405,0.06986188641816471,0.00010398213726915608,0.010512287203019659,0.008166646596945906
2100,0.0005114500070079564,9.921739382137975,0.0731614288932324,7.390061768766025e-05,0.009915026654660524,0.008552301962402163
2200,0.0004738481140741173,9.91235114993929,0.07032846267014974,8.099715669538776e-05,0.010390078498160671,0.008249853848821756
2300,0.0005756750545533604,9.910442274970487,0.07717291775455978,0.00012223529730753452,0.010649004275729377,0.009635043651545059
2400,0.000622062159904234,9.909101855276768,0.08291332433071297,0.00013176067911553635,0.012496791577288642,0.009357553232924854
2500,0.0006048094703388034,9.906151832948806,0.08037195577077871,0.00014438056787171493,0.012124542952518592,0.009436209724305053
2600,0.0006235497789682089,9.906081789785297,0.08640439250500867,0.00016400410298607365,0.012224105486001426,0.010732496354116836
2700,0.0006601559492142723,9.905093233624394,0.08798285961854017,0.00019285267608505245,0.013093999302793214,0.010444593350129289
2800,0.0008134863830648151,9.89418704392407,0.0942111859121469,0.00020569898683990911,0.013096548993360728,0.011386898486606088
2900,0.0008918124448676143,9.892651811072556,0.09061664324111358,0.0002195966820887058,0.013700770403679731,0.01171808361406831
