milliseconds,AprE,DegU,DegUP,Dim,mAprE,mDegU
0,-3.5128738452977315e-05,9.99703417036972,0.0013336666996665316,1.4080230061931298e-05,-0.0005836232677470436,0.0002705534925119256
100,-1.5043457995409147e-05,9.995209700552149,0.005075610232935272,-2.0737695224117084e-05,0.0006505884163802993,-0.00013352891671035552
200,-3.329438294949104e-05,9.986878164310811,0.004519185826884918,1.3123290102500503e-05,0.0011374096900658862,0.00104664460234466
300,4.118012915253409e-05,9.98523384771708,0.014993832340929778,-2.3526807150780473e-05,0.0015612272760390175,0.0006598646916956344
400,-6.4166147099364944e-06,9.985608439463089,0.01476619765018992,-1.0983951434000983e-05,0.0014875167362265788,0.0014031060068163828
500,-3.064673130240511e-05,9.975044322371787,0.016794101649243918,-1.3692992902906716e-06,0.0021062730923111367,0.0024748828577975026
600,-2.7953928348633903e-05,9.972385808140539,0.024979947068785726,-1.8514010972425956e-05,0.002954642488155283,0.0029565975831644196
700,7.538875404328009e-05,9.972919411770196,0.029176132444583194,-1.2518842381088747e-05,0.0030824754843470793,0.0024335565011336688
800,8.814804300947543e-05,9.968200018358525,0.02742710705860604,2.0856690617284373e-05,0.004112354812742897,0.0026173209721192196
900,0.00015474926040896932,9.96496161589405,0.03042064583557379,9.654615157769206e-06,0.005037972285023366,0.003148614127689811
1000,4.4290811419243514e-05,9.957667131696256,0.037501464741368847,2.2024761791770566e-05,0.0049037711456508745,0.0041550872155224385
1100,8.049708957392706e-05,9.958655274374214,0.04317016312207263,-1.3072490103528405e-06,0.005782167526373942,0.0048202581751352076
1200,0.0002000059336938378,9.94688904657581,0.046867979612258276,-5.794852289200565e-06,0.006148056339071347,0.004431513987235404
1300,0.00012492589516133334,9.943435256125344,0.04785452611126505,2.1901271228637703e-05,0.006470123591470966,0.005422722483456047
1400,0.00025327939553512784,9.946540211874956,0.05051902522330041,3.233460194695471e-05,0.0062461093139165764,0.006114763206999814
1500,0.000231137370953219,9.944909369286764,0.05301205989670498,5.280145790065496e-05,0.007071299646299252,0.006015111154875411
1600,0.0003057933503244302,9.933302501109184,0.05459140602256447,2.1845979097824106e-05,0.008041844209475126,0.006903879174868463
1700,0.00030239532019757023,9.930155412478257,0.05985385059789713,5.050361346887429e-05,0.008030143702721763,0.006653351975762782
1800,0.0003007794114511539,9.931901479944173,0.06043496019199242,7.9152005410024e-05,0.008721289835456532,0.007493844490626315
1900,0.00033640315650860527,9.924780931944179,0.062302430056655464,8.559281239929294e-05,0.008693187780889263,0.007691717242768321
2000,0.00044776326564031443,9.927114248386152,0.06670656153105207,6.373793070850632e-05,0.009478051005596606,0.008209758815884111
2100,0.0003735446164818226,9.920884007297504,0.07528473441166793,6.832498338971752e-05,0.010017046367651446,0.008639135588287428
2200,0.0004565593939902167,9.921616031445339,0.07093730068071777,9.781605192797582e-05,0.010760328774815657,0.008718231063727672
2300,0.0005399470376982506,9.911718185810317,0.07592587378904539,0.00012017292521385957,0.011203762966546082,0.009342950235993203
2400,0.0005613095674426281,9.908600404908334,0.07981992064363559,0.00014447595707924528,0.01214275536016474,0.009572617497419614
