milliseconds,Abeta,AbDim,AbP,Nep
0,-1.9315218557752593e-07,-9.48302862328644e-14,3.564520775757925e-18,1000.0000000124206
100,2.8504655342365286e-07,-1.6803130387952226e-14,-1.4330563359067233e-18,999.9999999678992
200,6.094019131876787e-06,1.5478671683826692e-13,-6.407543030473736e-19,999.9999999849712
300,5.05610692768354e-06,3.603323656632752e-13,-2.6785673527330513e-18,999.9999999301921
400,5.840580802084543e-06,-1.1409477857809114e-14,-3.662874093776786e-18,999.9999999329551
500,6.969307488717311e-06,1.6614828139294573e-13,-4.858515509309958e-18,999.9999998915404
600,1.1800201539716938e-05,-4.5010325609561796e-13,2.599779647288661e-18,999.9999999121704
700,1.4056369264204862e-05,-5.418542759433626e-13,7.567297775887387e-19,999.9999998509338
800,1.3963701314999177e-05,-1.623762285499873e-13,2.1374240100236092e-18,999.9999998343379
900,1.5788170081188457e-05,-5.363740061333933e-13,-1.6218598398635786e-18,999.9999998358937
1000,2.0570187714185356e-05,-3.6760569854403926e-13,6.6764258423973545e-18,999.9999998188873
1100,2.0151977989222416e-05,-6.534371792983131e-13,2.4301155096945744e-18,999.9999998125678
1200,2.2223308193051087e-05,-3.6927875005345327e-13,2.824658325425811e-18,999.9999997719531
1300,2.551278305434793e-05,-8.811062624895529e-13,-9.186586157126558e-19,999.9999997630771
1400,2.6370013639581042e-05,-1.4511251099276207e-12,8.0986580923021705e-19,999.9999997220326
1500,2.662473895342378e-05,-1.0863739588857206e-12,4.2995429142580995e-18,999.9999997540606
1600,2.9742188253548073e-05,-1.4945336435874014e-12,8.392945756487646e-18,999.9999996993813
1700,3.0377284058140986e-05,-1.1762828075659273e-12,1.385782298504148e-18,999.9999996742807
1800,3.4141886368434125e-05,-1.4662360443277262e-12,1.2227673712768375e-17,999.9999996543766
1900,3.434180752736889e-05,-2.1166535566168394e-12,5.113849213472247e-18,999.9999996832639
2000,3.9312787254962716e-05,-2.495007182868533e-12,1.2262710547045132e-17,999.9999996477687
2100,3.671179129473864e-05,-2.143457615927686e-12,1.5856333601987225e-17,999.9999996353264
2200,4.0697258512385035e-05,-2.6951474559628607e-12,2.2280401808512668e-17,999.9999995829246
2300,4.226596610592627e-05,-2.9936227588550156e-12,1.9617956175622767e-17,999.9999995849752
2400,4.7126203986272476e-05,-3.221354339146608e-12,2.8506252836796685e-17,999.9999995489272
2500,4.3906215620284956e-05,-3.2413823283777373e-12,2.2153353814454115e-17,999.9999995535374
2600,4.951584607459854e-05,-3.9356495093103506e-12,2.5023564016485796e-17,999.9999995326044
2700,5.026275229321551e-05,-4.049817383225665e-12,3.5344836215953493e-17,999.9999994998274
2800,5.211958508607947e-05,-4.3628145524604886e-12,4.062536539128309e-17,999.9999994728762
2900,5.429310889342132e-05,-4.368374151571822e-12,3.861015694653624e-17,999.9999994571327
3000,5.699749936048142e-05,-5.0646673852196745e-12,4.824731135750044e-17,999.9999994507683
3100,5.811062981386798e-05,-5.590313262122388e-12,4.5386424552598585e-17,999.9999994380119
3200,6.119892215519837e-05,-5.286501744445521e-12,4.855046502066704e-17,999.9999994490665
3300,5.8969438295985034e-05,-5.761221901312528e-12,6.04405782296556e-17,999.999999432345
3400,6.19174836150105e-05,-6.476716196170666e-12,5.99158908205145e-17,999.999999407972
3500,6.531564430454614e-05,-6.332372765112458e-12,6.85786818809215e-17,999.9999993656065
3600,6.483057617763711e-05,-6.7530336179303006e-12,7.588104324719834e-17,999.9999993267178
3700,6.634012900944736e-05,-7.440284039977151e-12,7.921347439093249e-17,999.9999993146486
3800,7.018783038661227e-05,-8.037953300929216e-12,8.370292649147167e-17,999.9999992952011
3900,7.520698378259346e-05,-8.460908756885996e-12,8.47471642861099e-17,999.9999992871973
4000,7.522105182034068e-05,-8.587350032354504e-12,9.494634078273085e-17,999.9999993045442
4100,7.59680626405843e-05,-9.239612163079747e-12,9.296679799140026e-17,999.9999992484325
4200,7.801673466870037e-05,-9.9346360036624e-12,1.0277112627618998e-16,999.9999992430942
4300,7.750634490734326e-05,-1.050474285123251e-11,1.0643361974409344e-16,999.9999992183836
4400,8.216578667877854e-05,-1.0602373067971235e-11,1.1151297738755827e-16,999.9999992066175
4500,8.384640356567628e-05,-1.0843641238393775e-11,1.206248100504397e-16,999.999999184162
4600,8.594076218697718e-05,-1.1813151852923589e-11,1.3365387011689134e-16,999.9999991767834
4700,9.001497447624081e-05,-1.2060239873414982e-11,1.4625581760204803e-16,999.9999991681976
4800,9.189222621883322e-05,-1.3000020463452072e-11,1.6939464830549175e-16,999.9999991432633
4900,9.369858994115212e-05,-1.3264981010486997e-11,1.8172203123089949e-16,999.9999991318041
5000,9.46061442285768e-05,-1.4085818208253357e-11,1.9138015525109875e-16,999.9999990930603
