milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totp53,totMdm2
0,4.9925592227522335,5.00264836425713,94.99901006056996,10.000039548260565,10.0,0.0,200.0,0.0,0.0,0.0,0.01137149552269801,0.00017330886890068166,2.4966104692948752e-05,0.0004530588893499543,5.574527565131798e-05,7.535510741877814e-05,99.99930074611572,99.9999098801874
100,5.0027339164219935,5.007390313592707,95.00094641103381,9.99997770792313,10.0,0.0,200.0,0.0,0.0,0.0,0.018238672351749412,0.01350413175169157,0.0004747907849897211,0.001228226308988618,3.5893688601158235e-05,6.312626829114708e-05,99.99603101614139,99.99997659032847
200,5.009683273207784,5.010585408277444,94.98681472561277,9.999845493662182,10.0,0.0,200.0,0.0,0.0,0.0,0.007854070738637529,0.004548683850570233,0.0002113730528072217,0.001329239025436615,0.00030958805810670604,0.00012463917439566266,99.99598142513102,100.0002725826199
300,5.01832959726859,5.010210227335468,94.98893484382194,9.999781755362015,10.0,0.0,200.0,0.0,0.0,0.0,0.0143143754420307,0.02629672852622101,0.0006268006485228656,0.0018428296855807866,0.0004246637485092624,0.00021591110639816486,99.995678955095,100.00046388588656
400,5.020619626839832,5.017069488192786,94.97265165120213,9.999734021759462,10.0,0.0,200.0,0.0,0.0,0.0,0.036994888575432,0.016996455117457288,0.0010872946233829808,0.0017174852991615548,0.0004255878323275871,0.00017945674539828876,99.99331677961187,100.00079198794407
500,5.029168814204887,5.018633331164758,94.9811531392253,9.999741581298505,10.0,0.0,200.0,0.0,0.0,0.0,0.050323985696547766,0.029739509242409486,0.0010168795546575077,0.002411413370119092,0.0006009417761633568,0.00020954935045937502,99.99015189259907,100.00150975039953
600,5.037623635470648,5.022588855333172,94.9757880038187,9.99965046145005,10.0,0.0,200.0,0.0,0.0,0.0,0.042988719728185,0.03718612984048036,0.001381690757769447,0.0026044758540673396,0.0006849746007929096,0.00024393705269497084,99.9867817886565,100.00165172756414
700,5.034231205439759,5.018012562542311,94.96230763570843,9.999630794060167,10.0,0.0,200.0,0.0,0.0,0.0,0.049970638268114355,0.0440590187409327,0.0015539889461224326,0.0038008891137533357,0.0008480135808927472,0.00039268926846279973,99.98644441420583,100.00200554027658
800,5.039386121331968,5.029106846367822,94.95238321088479,9.999573979557086,10.0,0.0,200.0,0.0,0.0,0.0,0.06623995253231016,0.03997850767604878,0.001411481593469141,0.003524689210028723,0.0008418056480290403,0.000357525958999619,99.98390121842563,100.0025419035821
900,5.05483941220023,5.027470904696378,94.95996571141147,9.999504656099342,10.0,0.0,200.0,0.0,0.0,0.0,0.07183510967625262,0.04972479692066906,0.002148987984900837,0.00453743482459514,0.000858327048358625,0.00040083205755213087,99.98199158659666,100.00236572059106
1000,5.059699771368833,5.029445556903385,94.94611070268421,9.999485824347879,10.0,0.0,200.0,0.0,0.0,0.0,0.07063841974163378,0.05653023282880146,0.002000901415901944,0.005623032455196074,0.0011386004412356843,0.00052249020320286,99.98155729038997,100.00300804316605
1100,5.064367573301862,5.0377376347771765,94.94921824971506,9.999481637274977,10.0,0.0,200.0,0.0,0.0,0.0,0.07882147729579159,0.0665462786868925,0.002430291344957825,0.005409125642495215,0.0010641736932505113,0.0006228061112730764,99.98035633852271,100.00275947930344
1200,5.066512646479117,5.041567094544549,94.93569845315308,9.999331242731012,10.0,0.0,200.0,0.0,0.0,0.0,0.09298833313699567,0.06578719977874645,0.0028008784420505187,0.005889807340646229,0.0012034926963502967,0.0005866497291226368,99.9759754227937,100.00351000872217
1300,5.075697767423717,5.042936198449807,94.92981985128742,9.999345034785584,10.0,0.0,200.0,0.0,0.0,0.0,0.09703932949827825,0.07103585563062162,0.002813647242882605,0.006538166746616937,0.0012744391525847257,0.0006885211358991278,99.97861486780288,100.00364170596728
1400,5.069330703154575,5.046218786683476,94.92520350942912,9.999353248632493,10.0,0.0,200.0,0.0,0.0,0.0,0.10548632758663495,0.08056672929580237,0.0029879256123308056,0.006224735061619019,0.001256662746984894,0.0006911142806516087,99.9764687228075,100.00388881203457
1500,5.075453481837624,5.04756491981917,94.9279350926176,9.999236599477667,10.0,0.0,200.0,0.0,0.0,0.0,0.11111999161058482,0.09017147009646491,0.0032334584689893437,0.006692813226513552,0.0014134532741953542,0.0007397052077045686,99.97137038948851,100.00374840749356
1600,5.081808156767366,5.05247705519712,94.91686878279008,9.999233778567898,10.0,0.0,200.0,0.0,0.0,0.0,0.12856328750230456,0.09492594877153361,0.003568834805302563,0.007754618788285132,0.0017377658052040899,0.0007514359059455285,99.96921271562483,100.00440803945223
1700,5.087593797800857,5.0497656103932815,94.91329587421936,9.999181010804328,10.0,0.0,200.0,0.0,0.0,0.0,0.1355385490673637,0.09975054837580877,0.0035701053232971534,0.008383083776239352,0.0016006017534556372,0.0008084135322361679,99.96636552637312,100.0045077204461
1800,5.1014219551623405,5.061494354677416,94.91454523875629,9.999065860820401,10.0,0.0,200.0,0.0,0.0,0.0,0.1441622078047988,0.10620645893457847,0.004033310618297962,0.00903615944090191,0.00183434941276082,0.0008649088601762509,99.96621148974727,100.00487290156688
1900,5.101214036421364,5.061225238774507,94.90633190517931,9.999053704856438,10.0,0.0,200.0,0.0,0.0,0.0,0.1574940809384847,0.11218431405537038,0.003974932351187907,0.009451241359415545,0.0019542038178158683,0.000899935752871407,99.9630850324732,100.00487894115024
2000,5.1080352140798775,5.066015085630876,94.90074914672266,9.998965703789448,10.0,0.0,200.0,0.0,0.0,0.0,0.16689671647484722,0.11517627416244255,0.004687389597640951,0.009734655011722056,0.0019883445935600015,0.0009735497901139665,99.96514766413952,100.00551446161407
2100,5.109722592524966,5.062174872204239,94.89465948323125,9.998997028164156,10.0,0.0,200.0,0.0,0.0,0.0,0.16526275207554839,0.12964714005557243,0.004320997515354388,0.010392380642147194,0.0022354242379983963,0.0011060942242283754,99.96284946532211,100.00595291539598
2200,5.120924219533766,5.069511675956147,94.89461349482768,9.998922423490566,10.0,0.0,200.0,0.0,0.0,0.0,0.18172443047355194,0.13205394228865278,0.0049098755032383635,0.010170527170470657,0.0023083984482137887,0.0011142512389735358,99.95783632480929,100.00607658191542
2300,5.1183126578202165,5.070499932581847,94.8908483196297,9.998856548376208,10.0,0.0,200.0,0.0,0.0,0.0,0.1805364395596654,0.13460361629416917,0.00479863193725831,0.012060623258285585,0.002444618212480567,0.001100497347105905,99.95659290306777,100.00657122688196
2400,5.121821178000695,5.072321867873133,94.88133426910935,9.998818036799387,10.0,0.0,200.0,0.0,0.0,0.0,0.18341014777690154,0.14302503480710257,0.005534235308734425,0.011212690372131155,0.002386504891329138,0.0011567609924554812,99.9555354505505,100.0070095125301
2500,5.133170475339933,5.07584825694552,94.87573651566754,9.99882738626273,10.0,0.0,200.0,0.0,0.0,0.0,0.19722301783641544,0.14555689345837275,0.0053190310659988835,0.011709574475197625,0.0025149352231443075,0.0011991672957750179,99.95556578123333,100.00692585961552
2600,5.1434190052278055,5.079778794588967,94.87297641822923,9.998673966265745,10.0,0.0,200.0,0.0,0.0,0.0,0.19433544791160715,0.1609187844484515,0.005852755501825356,0.012519125673342008,0.0025259630620446433,0.0012850425885395397,99.95345493391581,100.0074538124091
2700,5.149504561755665,5.082577187082239,94.87077442778248,9.998595108404423,10.0,0.0,200.0,0.0,0.0,0.0,0.22020739612631376,0.1574065357114558,0.006173339270507307,0.013356157282742752,0.002824097349484667,0.0013396022193435191,99.9478232012779,100.00772960235801
2800,5.149015632832053,5.089599717658626,94.85496903285998,9.998554947338825,10.0,0.0,200.0,0.0,0.0,0.0,0.21289431248028923,0.17115011956979662,0.006050718832769801,0.0133583087501961,0.0026773323013498285,0.0013441279118650779,99.95139353629344,100.00748421050339
2900,5.158157580213226,5.0943082788066665,94.8608102268668,9.998581250937901,10.0,0.0,200.0,0.0,0.0,0.0,0.22685722857777604,0.16707766622059997,0.006506455288195429,0.014846985563113915,0.0028993048835318108,0.001425251459139516,99.94753892899716,100.0080762640997
3000,5.1604994159370685,5.096170183981545,94.84406218075364,9.998522591086179,10.0,0.0,200.0,0.0,0.0,0.0,0.2319091783583681,0.18890494182843767,0.006580531132469489,0.015270231771910421,0.0031295332962138316,0.0015129368215339868,99.94686101414138,100.00848195077408
3100,5.158608107084003,5.098834769847496,94.84346837137574,9.998506115688683,10.0,0.0,200.0,0.0,0.0,0.0,0.24413598516043183,0.18624627412092137,0.006894253537510044,0.015279905985502454,0.0029700893961856207,0.0016125309416333369,99.94559160685009,100.00845568540718
3200,5.1614269315657655,5.097128572201989,94.84056548737317,9.998416761272404,10.0,0.0,200.0,0.0,0.0,0.0,0.24301442735144246,0.19383669773987824,0.0068523393689903025,0.01644662874014409,0.0033470329481668686,0.0016379058443673614,99.94148573782223,100.00857868400831
3300,5.178308642721788,5.10129832688701,94.83742427510381,9.998299790761648,10.0,0.0,200.0,0.0,0.0,0.0,0.24708371356260764,0.1970533363582448,0.006944227708511279,0.016668503841863233,0.003322141936378023,0.0015955761998997545,99.94084254463124,100.0094172924294
3400,5.177414992557978,5.103304252898221,94.83372323691658,9.998319571387961,10.0,0.0,200.0,0.0,0.0,0.0,0.261087003743263,0.21226822008335258,0.007299066833861842,0.01709942762811733,0.003374747186765185,0.0016991346797999693,99.93764806614143,100.00930591026521
3500,5.177313941798033,5.113224790087143,94.819269463983,9.998252515106959,10.0,0.0,200.0,0.0,0.0,0.0,0.2805452317251493,0.2083356276230869,0.0075664456370378675,0.016766673584932695,0.0033885950881754343,0.0017729266934716377,99.93785718719242,100.00967635125701
3600,5.185952927002534,5.114767414197527,94.82470090809358,9.998164504791017,10.0,0.0,200.0,0.0,0.0,0.0,0.28501879344352093,0.22166358384518192,0.008023324046529015,0.01740690184500382,0.0037460934688600196,0.001748485448622199,99.93614383567098,100.0099655419581
3700,5.187467289108696,5.112908718654743,94.80918836176579,9.998216631110285,10.0,0.0,200.0,0.0,0.0,0.0,0.2801247107558424,0.2253802622777093,0.008160589552372647,0.018073047565543544,0.0038357120622015332,0.0019355098103436678,99.93225465640438,100.00999546975602
3800,5.195987639564599,5.121531450588316,94.80984022040661,9.998082732510165,10.0,0.0,200.0,0.0,0.0,0.0,0.30713451773829864,0.2222034323266063,0.008116796482129771,0.019159956587377472,0.0037545905404320736,0.0019928719755229873,99.9303572284654,100.01014023961143
3900,5.206097634176577,5.1236366192955725,94.80763769682261,9.99801188984814,10.0,0.0,200.0,0.0,0.0,0.0,0.30790642891851117,0.22591677638901347,0.008614584974910125,0.0189559043051723,0.0037612964649105145,0.0019832596683856687,99.92674073943303,100.01103665868722
4000,5.211044101570616,5.123794475866763,94.79502483073817,9.998072159968457,10.0,0.0,200.0,0.0,0.0,0.0,0.30976385081094604,0.23929368316099645,0.008954800464724681,0.019386290404004254,0.0040360349432512575,0.002059340456328497,99.92840421049495,100.01100852806013
4100,5.207602502566547,5.131381118577624,94.79630371181588,9.99791714348357,10.0,0.0,200.0,0.0,0.0,0.0,0.3270904842397086,0.24457403726296006,0.009184627087297064,0.02044661054307068,0.004063478997272152,0.002088800599686685,99.92667654814623,100.01148768848637
4200,5.212837535865749,5.128014829518905,94.79358997572633,9.997989252531827,10.0,0.0,200.0,0.0,0.0,0.0,0.3307826335756583,0.2527209607050484,0.009612753957720524,0.021170730668537217,0.004183569579986703,0.0020678658248401752,99.92358053040982,100.01137984118303
4300,5.226192506911798,5.131177970945298,94.78937666760466,9.997918321502375,10.0,0.0,200.0,0.0,0.0,0.0,0.33822523554432005,0.25952397239300273,0.009292519738280988,0.020569007596198032,0.004220944953729379,0.002203974494097301,99.91964937787124,100.01210115737491
