milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totp53,totMdm2
0,5.005313035764456,4.999736630718951,95.00326976878452,10.000021314269445,10.0,0.0,200.0,0.0,0.0,0.0,0.010390940395541188,-0.007765858823662882,6.524583587520781e-05,-0.00032172016647747384,-7.682033497899581e-05,-6.544122907032995e-05,100.00192388790381,99.99971143653504
100,5.003160951887954,4.999345142972568,95.00008993639088,10.000012812505378,10.0,0.0,200.0,0.0,0.0,0.0,0.016490903769759375,0.010564206480676845,0.0002669409880594201,0.00047791033301126576,0.00017186197002166194,2.798073675272213e-05,99.9971491501627,100.00035462813338
200,5.015482684251703,5.008188672505388,94.99303565178931,9.999920882792894,10.0,0.0,200.0,0.0,0.0,0.0,0.016977827596995,0.010373419434602757,0.00032345440418105227,0.0014201657309011865,0.0002928665891005028,8.6512804271947e-05,99.99382441134469,100.00063730020037
300,5.022258066792593,5.0120775095513945,94.97815701481012,9.999915339217072,10.0,0.0,200.0,0.0,0.0,0.0,0.01669856910420478,0.013578890720097079,0.0008019487088218941,0.0007560361101907129,0.00034715947661280184,9.786483709276823e-05,99.99345336652898,100.00095600204767
400,5.023426990446202,5.016094844826344,94.98064033162917,9.999845500245254,10.0,0.0,200.0,0.0,0.0,0.0,0.026102894370770225,0.019625684227390448,0.0009375388788227837,0.0023065320218867637,0.0004011710400298022,0.0002475963424589087,99.99367787915197,100.00079416625668
500,5.033175587588946,5.011481967537248,94.97890625924676,9.999761489781388,10.0,0.0,200.0,0.0,0.0,0.0,0.0458762041407663,0.02810078836377791,0.0008788201938097473,0.0025657995447716676,0.0005969931681865041,0.00026785832344643884,99.9911104743259,100.00157300456875
600,5.035090069094574,5.0172132618234055,94.9734040430643,9.999704734446718,10.0,0.0,200.0,0.0,0.0,0.0,0.05468205280986967,0.029162836138583184,0.0015975009259082053,0.002657591176452232,0.0005437289862093715,0.00023670528892674684,99.98648928206744,100.00201739757378
700,5.040815660681021,5.018288695327588,94.9628882801219,9.999631296971495,10.0,0.0,200.0,0.0,0.0,0.0,0.056927098419206595,0.04648984068595234,0.001328775790984076,0.0031474985294476917,0.0006838685257401039,0.00038202592378222994,99.98790774413447,100.00234154010136
800,5.047999775024354,5.030050461191227,94.95479560336763,9.99960565654993,10.0,0.0,200.0,0.0,0.0,0.0,0.07267017781643448,0.0457463136508733,0.0016366069532784025,0.004627231401469057,0.0008898392559127162,0.0003375275155161494,99.98673536506038,100.00243221665349
900,5.048155348203532,5.027457113794101,94.94872888775451,9.999623474767352,10.0,0.0,200.0,0.0,0.0,0.0,0.08027703192345256,0.047363944084444096,0.0018886494999880792,0.004549901636994782,0.0008251991637690139,0.0004836207867855887,99.98513493352054,100.00254279973743
1000,5.0575677148158755,5.034952316681367,94.9482120436351,9.999534474912762,10.0,0.0,200.0,0.0,0.0,0.0,0.08719683843780307,0.059901004583242705,0.002462449993915261,0.004906889328024844,0.0010080550387561056,0.0005726920309255385,99.98266539481064,100.00247944074341
1100,5.0545615248374105,5.0338054331036535,94.94811993472884,9.99942816826954,10.0,0.0,200.0,0.0,0.0,0.0,0.09432816784867307,0.057930360364460955,0.0025258382139272725,0.004874681990997599,0.0009826743735363319,0.00048809075192444203,99.97757267050736,100.00265641669644
1200,5.065904285917363,5.038414595032649,94.93609132488992,9.999393607267463,10.0,0.0,200.0,0.0,0.0,0.0,0.09190454937440061,0.07692815923149611,0.0026846139375734574,0.0056258887419375,0.0012696053708397693,0.0005278775432637213,99.97719311518765,100.00324783179957
1300,5.062823888230225,5.037701675919031,94.93701376412668,9.999357300805592,10.0,0.0,200.0,0.0,0.0,0.0,0.11169186232466048,0.08482877688446978,0.002604970360927381,0.00607774296018153,0.0013588610566282289,0.0006704204475389439,99.97443109263371,100.00400568140944
1400,5.0696536504801815,5.045117237036323,94.92415342640017,9.999259127560475,10.0,0.0,200.0,0.0,0.0,0.0,0.10440207765187103,0.09173999774762363,0.0032732525468485716,0.0072386660727621534,0.0015004256719558864,0.0007489212132125567,99.97331892469357,100.0037369149651
1500,5.073961563845796,5.04967129610659,94.92728621740068,9.999299659503919,10.0,0.0,200.0,0.0,0.0,0.0,0.1248086921321299,0.09531977119413243,0.0035765275028688094,0.0072613079513497445,0.0014361349745046369,0.000766307937305806,99.97100647712101,100.0044887412532
1600,5.086788789771356,5.0508181318749745,94.91529299132456,9.999263375280101,10.0,0.0,200.0,0.0,0.0,0.0,0.12659504113464845,0.0979432391135543,0.003675443342278269,0.00779072950318503,0.0017204958725689076,0.0008476755280044824,99.97027895638234,100.00446130452154
1700,5.094458584707454,5.05855326875047,94.90795204190012,9.9991208896966,10.0,0.0,200.0,0.0,0.0,0.0,0.12524369426781576,0.0981559715974595,0.003526116633764527,0.008875937245484147,0.0016332146984831069,0.0008152824594228133,99.9663109527011,100.00487770617958
1800,5.098248714493415,5.0589825231996155,94.90411016143366,9.999152809303359,10.0,0.0,200.0,0.0,0.0,0.0,0.13145391773966641,0.11163956652965622,0.003985591961591849,0.008970236134876,0.0017354872617671938,0.0009743454307277644,99.96745531362228,100.00503596823967
1900,5.094084581108279,5.05600162653661,94.9086659229515,9.999117518668614,10.0,0.0,200.0,0.0,0.0,0.0,0.1549168960276731,0.112266756700539,0.003991654374280158,0.009503833883708715,0.0017882764119522005,0.0010135852096882809,99.96431488123538,100.00557506050178
2000,5.107986398817427,5.062309774258966,94.90392889894498,9.99901154520982,10.0,0.0,200.0,0.0,0.0,0.0,0.16563983687561476,0.12295577878447912,0.004193110211264067,0.010220592162873335,0.002074261227615276,0.0009371778651984586,99.96433734184903,100.00574213729733
2100,5.107791725997381,5.069183349673881,94.89990572366354,9.998986726787681,10.0,0.0,200.0,0.0,0.0,0.0,0.16121441004852247,0.11736682385588593,0.004902246307931499,0.010858743400287687,0.0020431308672033983,0.0010243842328832493,99.96066819348675,100.0057912655355
2200,5.115537359967664,5.072771518752307,94.88731009929596,9.998931212856995,10.0,0.0,200.0,0.0,0.0,0.0,0.17152061169167568,0.1344267265032534,0.004706679138347207,0.011007341939480412,0.0020795056674895412,0.0010703871185307973,99.9608017988464,100.00641981076605
2300,5.123509600342479,5.076171607190397,94.88354629548212,9.99882075336734,10.0,0.0,200.0,0.0,0.0,0.0,0.18242248700603464,0.12943757680199172,0.00515245388201256,0.011888813284316214,0.002193261994413233,0.0012268946062955746,99.96049967160714,100.00673933523426
2400,5.128235782506161,5.071767206988609,94.87381277447159,9.998744096460658,10.0,0.0,200.0,0.0,0.0,0.0,0.17831345545605978,0.14337069384032733,0.005440066856046498,0.011414311175444338,0.0022990167544686547,0.0012383879846111217,99.95642812999142,100.00682640682274
2500,5.139330533957341,5.082992155398281,94.86874166871291,9.99869611018171,10.0,0.0,200.0,0.0,0.0,0.0,0.20479778523308698,0.15637200143350516,0.005729340431422305,0.011754294852504107,0.00237313962439997,0.0012883945614648041,99.95308872370032,100.00684937418606
2600,5.136430176442087,5.080465467477224,94.8709886112518,9.998772041989103,10.0,0.0,200.0,0.0,0.0,0.0,0.196295090925865,0.14746715203329458,0.0055105585329822925,0.012527937934846953,0.0024519783835296014,0.0013681328923797293,99.95004836833003,100.00727905454205
2700,5.139764409339966,5.082764977408776,94.86095719122903,9.998636432172416,10.0,0.0,200.0,0.0,0.0,0.0,0.2206957885088107,0.1618998348181087,0.005981144651518596,0.012980680969198907,0.0028467588465024545,0.0013181646979450936,99.94870445243458,100.00755932486531
2800,5.146398514995747,5.092636715849083,94.85428976908744,9.998634408923621,10.0,0.0,200.0,0.0,0.0,0.0,0.21565307670361722,0.16701095600034263,0.005991608527977202,0.014000854260683936,0.002924530071114283,0.0013991336728442767,99.94924538389506,100.00758381912796
2900,5.145704480340252,5.090741563911126,94.8610929686155,9.998546796871004,10.0,0.0,200.0,0.0,0.0,0.0,0.22419140850984634,0.16647909465996522,0.00647204493159181,0.014392552209956087,0.0030047401493056487,0.0014209505163948507,99.94930056010024,100.00787258386727
3000,5.1534287890876875,5.095324923292659,94.85782677786526,9.99848228789921,10.0,0.0,200.0,0.0,0.0,0.0,0.23044279442934718,0.17110313424297072,0.006870478271332805,0.015077661593613064,0.0030848453848117243,0.001486652502986491,99.94707333402759,100.0086545522665
3100,5.166577761897323,5.098039912686193,94.85179769730938,9.998473229297074,10.0,0.0,200.0,0.0,0.0,0.0,0.23377202219564902,0.19450304299908408,0.007140985501750813,0.01578083772070272,0.0031575544377747053,0.001602027119303338,99.9432841502614,100.00873663487367
3200,5.166969258916971,5.103237312115343,94.83753802852893,9.998408227088063,10.0,0.0,200.0,0.0,0.0,0.0,0.2620816069912875,0.18982933763521598,0.0071459057675796024,0.015339812703191286,0.003247769563944905,0.0015891384176244991,99.93982749640577,100.00907530530812
3300,5.166066952087556,5.101871652438698,94.83743944164553,9.99835932812084,10.0,0.0,200.0,0.0,0.0,0.0,0.254744506318031,0.20449984426181905,0.007255896549896778,0.01642207967715863,0.0033970839558129344,0.0016141988424723435,99.93861077291108,100.0094266215118
