milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totp53,totMdm2
0,4.995167899740425,4.998005132923951,95.00025165467545,10.000039170231345,10.0,0.0,200.0,0.0,0.0,0.0,-0.0006051134476379351,-0.006337878296322565,-0.00029566579742088456,0.0006615165441350289,-7.114046812243624e-05,-4.1888573894518885e-05,99.9987175676218,100.00013233335974
100,5.00697860269159,5.003245834662318,94.99079457301985,9.999956820391377,10.0,0.0,200.0,0.0,0.0,0.0,0.0004853128545782891,0.004211520590094639,0.00015876546027613088,0.000987406607591659,-3.5827510424523876e-05,5.7130327568859655e-05,99.99792860372827,100.00043103040494
200,5.014460225405993,5.006198588848395,94.98260338508557,9.999884268143083,10.0,0.0,200.0,0.0,0.0,0.0,0.023380528836749674,0.00653701396030479,0.0004079578326428259,0.001290612616488921,0.00013700069987233828,0.00010653910271102545,99.9958752549169,100.0007650209483
300,5.008862248791529,5.007158191341478,94.98076067729417,9.999861850484622,10.0,0.0,200.0,0.0,0.0,0.0,0.025556040493594653,0.01870051362747428,0.0005961049384337797,0.002185756445054331,0.00034464718316331005,0.00016862199347677403,99.9951697344042,100.00080865170607
400,5.025428026409188,5.015638121844743,94.98616696177767,9.9998580883036,10.0,0.0,200.0,0.0,0.0,0.0,0.02869887079573736,0.029130093987772276,0.0005781448841081173,0.0018875708720861104,0.0003884985270542679,0.00023839920161586168,99.99137324714063,100.00142680417002
500,5.0320533281605,5.0199525374361285,94.98102545298146,9.99972947934221,10.0,0.0,200.0,0.0,0.0,0.0,0.036216209419141325,0.026103490906225338,0.00111918102025787,0.002127893980793736,0.00040808976855142453,0.00027915235439595,99.98861959864688,100.00124445328038
600,5.032817224704751,5.0190229139954,94.97254393784667,9.999634814979842,10.0,0.0,200.0,0.0,0.0,0.0,0.042771017510026044,0.033849655408401194,0.0012032529275976503,0.0025213698335434078,0.0006145488639484886,0.00029251152938409956,99.9881993455124,100.00169114166394
700,5.031947325101668,5.0219093155300065,94.97071560088034,9.999723371579115,10.0,0.0,200.0,0.0,0.0,0.0,0.054443746811294866,0.03503436593093417,0.001611338033323312,0.003697758270527155,0.0007367997987132128,0.0003500566632202846,99.98900940744893,100.00155470649813
800,5.035949594645591,5.028726943892946,94.95855962733732,9.999570832003673,10.0,0.0,200.0,0.0,0.0,0.0,0.05211905143113715,0.04889308825042899,0.0019213114439456732,0.0044537837962178115,0.0008316963080560045,0.0004585110991882115,99.98396937999131,100.00189548666881
900,5.043985120487801,5.033052008109733,94.95505155249319,9.999612746717846,10.0,0.0,200.0,0.0,0.0,0.0,0.08195332673156236,0.06095338428073139,0.0016347819683952614,0.005170594057345615,0.0008943355777727908,0.0004124599735806999,99.98132578099403,100.00260387396916
1000,5.0541650993154885,5.028291924912794,94.95246974242094,9.999559523701894,10.0,0.0,200.0,0.0,0.0,0.0,0.07196448410111562,0.0688348726737779,0.00233540810008878,0.004611320277785422,0.000861213212528835,0.0005316980710503264,99.98269501658804,100.00251542276453
1100,5.062056711358134,5.036969780378869,94.9396242592563,9.999442744128123,10.0,0.0,200.0,0.0,0.0,0.0,0.09075694403865207,0.0644915732279026,0.0026458102220273975,0.004808806821941394,0.0012272251601407444,0.0005933106536748682,99.97853668627113,100.00311746079835
1200,5.056967518393226,5.042405864567504,94.94377446185489,9.999383374990455,10.0,0.0,200.0,0.0,0.0,0.0,0.08829625235742501,0.0796635488237112,0.002447789459469581,0.006381727564180984,0.0011783749425311905,0.0005993022450809483,99.97988354174339,100.00364550639625
1300,5.0671610675365955,5.039473304019679,94.93963124040752,9.99931264946895,10.0,0.0,200.0,0.0,0.0,0.0,0.10652964118806896,0.0741263765877383,0.0029224968603369797,0.006806185414253256,0.0013124415473186022,0.0007023959941483171,99.97574046266263,100.00338807148542
1400,5.071642171921789,5.046858176228015,94.92436031792904,9.999260722817274,10.0,0.0,200.0,0.0,0.0,0.0,0.11543469618522743,0.07998258242241328,0.0031830835196946902,0.0068922324036587,0.0013735038566430652,0.0007368648404189978,99.97478050486848,100.00400396223418
1500,5.085417432375001,5.0469243507707215,94.93019233349483,9.999242538980168,10.0,0.0,200.0,0.0,0.0,0.0,0.12329885035132515,0.09267202961608363,0.00353914474042085,0.007588940959703658,0.0014160497224621129,0.0008092231118414743,99.96997159351102,100.00422605659627
1600,5.085892183532561,5.050703261785985,94.91478466489434,9.999257320079344,10.0,0.0,200.0,0.0,0.0,0.0,0.12653097212902678,0.10037196183320346,0.0033511744958272497,0.00847496693199325,0.0017183159962132232,0.0007453974442889271,99.97088210224761,100.00406244301551
1700,5.086616415057919,5.056251303335712,94.90947698247774,9.999111758217937,10.0,0.0,200.0,0.0,0.0,0.0,0.1296361878011073,0.10343806640481276,0.0035884770335742303,0.008534067426041271,0.0018195881762805251,0.0009197420754950235,99.97140441092105,100.00487075271575
1800,5.1023081146772045,5.05883264633355,94.9066475033247,9.99910914404949,10.0,0.0,200.0,0.0,0.0,0.0,0.1326589693276812,0.10227147523489943,0.003968347285691656,0.008301239204921198,0.0016550942811254308,0.0008874374615116877,99.96692202546471,100.00487309314758
1900,5.102736979975205,5.060274205230939,94.91034625018621,9.999011337483605,10.0,0.0,200.0,0.0,0.0,0.0,0.1487741265984578,0.12081489056861197,0.003956531074426299,0.009407310768351938,0.0017682427294365938,0.0010299945764009834,99.96310885241863,100.00539657315345
2000,5.104469373141722,5.063840964164178,94.89740075101656,9.998945418605178,10.0,0.0,200.0,0.0,0.0,0.0,0.16349771676695504,0.11818488270803221,0.0044611697997483405,0.00963392394752396,0.0018871927830176776,0.0009373575376291597,99.96132116093048,100.00543747023303
2100,5.116376005505555,5.065515549761197,94.90071058752487,9.998919963444546,10.0,0.0,200.0,0.0,0.0,0.0,0.17072677106170825,0.11977943096537558,0.004445440010430927,0.010881435306351652,0.0022372914932918004,0.0009888030226715677,99.96085627769611,100.00557494076226
2200,5.108983989288073,5.0656546670682445,94.89505265276773,9.998880541277686,10.0,0.0,200.0,0.0,0.0,0.0,0.17845584945607437,0.1231796754106056,0.00489287591592198,0.011222256618524324,0.0021754969971513184,0.0011158127611100592,99.95816395571086,100.00569591308731
2300,5.122842447489539,5.071561523255288,94.87883561267232,9.998841200389501,10.0,0.0,200.0,0.0,0.0,0.0,0.16912923470716815,0.14391063659307812,0.004835712922292921,0.01109338488688291,0.002307178130322271,0.0012222416078948126,99.95811777989137,100.00627663171406
2400,5.121285699229375,5.0773750169787935,94.87401274568232,9.998827396188075,10.0,0.0,200.0,0.0,0.0,0.0,0.19380572416597897,0.13627103554926406,0.005461574420043696,0.011192652497903714,0.00253660557579698,0.0012467432280979503,99.9567797675715,100.00692438402767
2500,5.124166051340755,5.0819118656352416,94.8703190561215,9.998788634524743,10.0,0.0,200.0,0.0,0.0,0.0,0.19746784921476593,0.1479207723249642,0.005159027929904885,0.012864897755393352,0.002441548941505535,0.0012935033662420873,99.95572090586745,100.0068693899915
2600,5.140598203842832,5.078804836890923,94.8740069103345,9.998746845033896,10.0,0.0,200.0,0.0,0.0,0.0,0.2036197586263903,0.15431884996158773,0.005515468463710645,0.012756790215182808,0.0025209715240524034,0.0012855766506633223,99.95332542166858,100.0074945863737
2700,5.148006272592512,5.084060202194663,94.86799055531398,9.998678240236785,10.0,0.0,200.0,0.0,0.0,0.0,0.20515887532052646,0.15491920008107604,0.0062220616482703,0.013271187179689621,0.002824393289235981,0.0012862194962350775,99.94968892895868,100.00712619611885
2800,5.142860139940505,5.092354419391303,94.86746128207095,9.998595781318679,10.0,0.0,200.0,0.0,0.0,0.0,0.21149590313023092,0.16150623952878418,0.006193926411298055,0.014207593417424507,0.002821360833532502,0.001443522943610689,99.94886080424178,100.00810774445178
2900,5.159600956818473,5.092910610079478,94.85397829274231,9.998535700173326,10.0,0.0,200.0,0.0,0.0,0.0,0.23448296687784437,0.17974214564160437,0.0060869754495372925,0.013776858059490258,0.002786912348499402,0.0014993526941710622,99.94486352623082,100.0083426844972
3000,5.1602442561628195,5.0959923035445645,94.85622205743397,9.998488815302185,10.0,0.0,200.0,0.0,0.0,0.0,0.2246626700793399,0.18356205813455237,0.006792618198441453,0.015171288014308015,0.002995317732083723,0.0014720901058831333,99.94667315072502,100.00845801825395
3100,5.166764325841767,5.09340323023385,94.84685218179594,9.9984196845045,10.0,0.0,200.0,0.0,0.0,0.0,0.2396881670054942,0.18582357122292423,0.006762292252120552,0.014631457708724833,0.002983093188355574,0.001527647559428264,99.94387268550352,100.00849172755683
3200,5.170954066488654,5.101958805394728,94.84151896143995,9.998359647156889,10.0,0.0,200.0,0.0,0.0,0.0,0.24042542993567312,0.19320081789261184,0.0068200433312225065,0.016154566807272727,0.0031288002318569717,0.0016645934653503414,99.94069790610558,100.00897522926333
3300,5.1718494414700755,5.1015815450860424,94.83774178570796,9.998421447046056,10.0,0.0,200.0,0.0,0.0,0.0,0.25928967739017345,0.2061035384559847,0.006956160672368959,0.01614562972159651,0.003406184773491038,0.0016212309729291877,99.93804859418103,100.00932188326027
3400,5.181722604295681,5.107544227630472,94.83132413901512,9.998273706295125,10.0,0.0,200.0,0.0,0.0,0.0,0.2629507419497894,0.1997259876952408,0.007641446480589069,0.016761511758993618,0.0034847835437253564,0.0017477250512185796,99.93584726261427,100.00948532412576
3500,5.182576917479169,5.106425595717902,94.82378711311966,9.998277512961186,10.0,0.0,200.0,0.0,0.0,0.0,0.2641050251053754,0.21422135212536075,0.007970485967284049,0.01691059699963472,0.0034352076403070557,0.001734770190489052,99.93861273595228,100.00976724349695
3600,5.181225549947223,5.110819813902238,94.82495634132982,9.9982604803946,10.0,0.0,200.0,0.0,0.0,0.0,0.2748172388655817,0.21850722575708262,0.007682327565127319,0.017148632021636797,0.003568773688340387,0.001877233510405077,99.93510438481363,100.00981716166255
3700,5.20022043944877,5.1148156408526075,94.8188061508824,9.998111444109021,10.0,0.0,200.0,0.0,0.0,0.0,0.2908235184521099,0.2179776004161201,0.008033769290584563,0.01775091243964964,0.00363256407754879,0.0018555428131117506,99.93217705985403,100.01022727221853
3800,5.197250671075554,5.11601033787911,94.80819153525663,9.998097532284941,10.0,0.0,200.0,0.0,0.0,0.0,0.30373848774646556,0.23623332993118787,0.00871735831205561,0.019036812757323718,0.0037629545393176927,0.001955895782101847,99.93194548919087,100.01016635300418
3900,5.211125819379161,5.117818341893439,94.80283973405486,9.998002649838233,10.0,0.0,200.0,0.0,0.0,0.0,0.29860849706317255,0.23676151662395878,0.00865221912458976,0.01978321791690895,0.0038025085630198144,0.0019107188711032447,99.92787328742207,100.01034192533274
4000,5.216112271485207,5.129278075012445,94.79543552006876,9.998003248325608,10.0,0.0,200.0,0.0,0.0,0.0,0.30438206170782595,0.2434402242741018,0.00901329979591503,0.020383911251313478,0.004061238991126155,0.002096544691868738,99.9268702199464,100.01063048887367
4100,5.207883811500698,5.128243007872041,94.79174458621961,9.997923208705615,10.0,0.0,200.0,0.0,0.0,0.0,0.3194517104015263,0.2505019028058375,0.009326933066804169,0.020285093815139734,0.004029395343562643,0.0020012722106854336,99.92500118352676,100.01154866024126
4200,5.2144112141055805,5.13274783680553,94.79768138538662,9.997937989600105,10.0,0.0,200.0,0.0,0.0,0.0,0.33468327013777477,0.24411918194704388,0.009174021304576912,0.021134202635493534,0.00409819979246899,0.0021929874454639947,99.92115250649199,100.01179211607204
4300,5.216894927765666,5.133080687176128,94.78142768861808,9.997820283807723,10.0,0.0,200.0,0.0,0.0,0.0,0.33963987676009605,0.2523106653542849,0.009674979118142782,0.021092937844662075,0.00429799718980136,0.002176527973950514,99.91980432982879,100.01210804186397
4400,5.222319265639742,5.135942353541139,94.77569988182674,9.997771804949123,10.0,0.0,200.0,0.0,0.0,0.0,0.3382956791499795,0.25706374884973154,0.009911535777795574,0.021528527675863947,0.004267093276327452,0.0022355824603182578,99.92171419720225,100.01187584655499
4500,5.236294197742573,5.142273362214109,94.78247182018005,9.997814934477221,10.0,0.0,200.0,0.0,0.0,0.0,0.3427961581412643,0.2784990081521114,0.010229753715652403,0.02288403352447385,0.004456516068577389,0.0022103833093154836,99.91770417246333,100.01269610987588
4600,5.233863082293177,5.1434921033627585,94.76813387418439,9.997771391064004,10.0,0.0,200.0,0.0,0.0,0.0,0.3713586399661906,0.28254026962380085,0.010129958154510434,0.02216071225191696,0.004499053630323622,0.00228440899926883,99.91349524767675,100.01233132708954
4700,5.247652328320436,5.147714134130167,94.76868588974037,9.997733141649572,10.0,0.0,200.0,0.0,0.0,0.0,0.3616473743482526,0.2748510303208014,0.010362493932033819,0.02334309061021239,0.004554144263568448,0.0023612104371340354,99.91623535362685,100.01306316712613
4800,5.251558339770478,5.153448482078238,94.759852599771,9.997606325564071,10.0,0.0,200.0,0.0,0.0,0.0,0.36974614614038687,0.2850948404530903,0.010693653071026862,0.023455300949004627,0.004746842395088204,0.0024667771945405368,99.91249693951497,100.0127954701252
4900,5.252268634249738,5.147712854927286,94.76391432545203,9.997581517210017,10.0,0.0,200.0,0.0,0.0,0.0,0.3814849649603034,0.2980578185703255,0.0110222128279499,0.023618522947568655,0.004812922646240173,0.002508877181593179,99.90793839541791,100.01308783928005
5000,5.261968208980567,5.154454840717014,94.75993553944049,9.997597822660719,10.0,0.0,200.0,0.0,0.0,0.0,0.3828439649861761,0.296009722151693,0.011158178041468049,0.025198518692057196,0.004946446585636618,0.0025896108170001793,99.9077233412224,100.01393290808342
