milliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,Pyranine_three_compartment_model_compartment_1,Pyranine_three_compartment_model_compartment_2,Pyranine_three_compartment_model_compartment_3
0,0.19646289544500717,-0.05241892058257633,0.0031235023036601103,0.0,0.0,0.0
100,1.5527158473348925,0.0767194673379793,-0.002424507816349995,0.0,0.0,0.0
200,0.6874798869516281,-0.06512316693871638,-0.0009209869315955079,0.0,0.0,0.0
300,1.7187167002862829,-0.003123923656469402,-0.002108816473409113,0.0,0.0,0.0
400,2.2040904189784536,-0.04917395822061882,-0.0006501755589839405,0.0,0.0,0.0
500,3.557390654079057,0.06746280207472113,0.002159642826152969,0.0,0.0,0.0
600,4.773660875698002,0.11296043163235124,0.00030356022026554997,0.0,0.0,0.0
700,4.856942809616314,-0.021665578816662763,0.0009631669317209759,0.0,0.0,0.0
800,4.87150705566795,0.16128267888918502,-0.001331374192742226,0.0,0.0,0.0
900,6.014857825795101,0.16928311780297353,-0.002120296001771089,0.0,0.0,0.0
1000,6.9980960793564355,0.15725392788480141,0.0044858977376885,0.0,0.0,0.0
1100,7.794613496504434,0.16805829323607557,-0.0016002196027562984,0.0,0.0,0.0
1200,7.810646042316508,0.25714521636477183,-0.0020701662383424213,0.0,0.0,0.0
1300,9.232390007782735,0.12532956289707906,0.005505996988978626,0.0,0.0,0.0
1400,9.279063542587162,0.30402798563393796,0.004542910486195855,0.0,0.0,0.0
1500,9.438672258560638,0.3454666641321181,0.0007835040086659733,0.0,0.0,0.0
1600,10.861737552484858,0.23731631581400991,0.0014398883068158525,0.0,0.0,0.0
1700,11.02296313245284,0.38508267339053714,0.007127552955093968,0.0,0.0,0.0
1800,11.115168054181252,0.3084072553088715,0.003980576325732382,0.0,0.0,0.0
1900,11.786247332916671,0.37136300831805563,0.007747678248319297,0.0,0.0,0.0
2000,12.971031589207188,0.49793157562277557,0.010557091354690249,0.0,0.0,0.0
2100,13.728325564676561,0.5839282672070629,0.01687191456963089,0.0,0.0,0.0
2200,14.531963205202167,0.5704304331777046,0.014262670609607366,0.0,0.0,0.0
2300,14.888362235262964,0.6806901356620179,0.015831212420441713,0.0,0.0,0.0
2400,15.720684822033375,0.7425487484424178,0.021916990973590608,0.0,0.0,0.0
2500,16.655849146682897,0.8091635256326712,0.02133778079913099,0.0,0.0,0.0
2600,16.783386196086557,0.7340941812331355,0.020413196344117167,0.0,0.0,0.0
2700,17.551116191305702,0.9163044014292895,0.027542764880573927,0.0,0.0,0.0
2800,17.034171067748844,0.8651101908483981,0.03137423316212545,0.0,0.0,0.0
2900,18.345340026826356,0.9909420022600199,0.030156935027408637,0.0,0.0,0.0
3000,18.96359342507388,1.1178353924783413,0.04130001121519792,0.0,0.0,0.0
3100,19.373430429339546,1.06499616221046,0.0443638339311239,0.0,0.0,0.0
3200,20.695761213574027,1.1695176202685515,0.041414634526417374,0.0,0.0,0.0
3300,21.619002500922655,1.3254192508208817,0.05315816750736535,0.0,0.0,0.0
3400,20.73590418443362,1.2406617052074966,0.05722861855712006,0.0,0.0,0.0
3500,22.211616885889782,1.3749593263483542,0.055586093335056486,0.0,0.0,0.0
3600,23.06542088700695,1.502152085792492,0.06403446870083372,0.0,0.0,0.0
3700,23.342658006268255,1.5545061544018797,0.06578396145951695,0.0,0.0,0.0
3800,24.132572285632794,1.6066957896515675,0.07279816021293292,0.0,0.0,0.0
3900,25.043245416065343,1.7211356542094054,0.07880375349382648,0.0,0.0,0.0
4000,25.35910203005699,1.8133106544132642,0.08476992847188475,0.0,0.0,0.0
4100,25.291500319423967,1.9437504729794077,0.09163669652874423,0.0,0.0,0.0
4200,26.3557435287255,1.9720535188598225,0.1022216301887052,0.0,0.0,0.0
4300,26.35611350623833,2.1455634723723827,0.10407386866707347,0.0,0.0,0.0
4400,27.750499133347184,2.171971347749592,0.1204426791592397,0.0,0.0,0.0
4500,28.14989952434009,2.291515817738505,0.12537564835846224,0.0,0.0,0.0
4600,28.798606782757663,2.374601642316168,0.12997205918206747,0.0,0.0,0.0
4700,29.616673216017556,2.4963353811004314,0.13939085768822357,0.0,0.0,0.0
4800,29.897487399522213,2.543835481067345,0.14617163813452513,0.0,0.0,0.0
4900,30.12925342896316,2.695592035581078,0.16229978983019316,0.0,0.0,0.0
5000,30.763870365156293,2.797438474317497,0.16338505891386604,0.0,0.0,0.0
