milliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,Pyranine_three_compartment_model_compartment_1,Pyranine_three_compartment_model_compartment_2,Pyranine_three_compartment_model_compartment_3
0,-0.7306004210812805,-0.0633697020498754,0.0020789553482247394,0.0,0.0,0.0
100,-0.22331005110964586,-0.07642331560083412,-0.0025645058007414045,0.0,0.0,0.0
200,0.9795815327279587,0.02223261392053267,-0.0043382897873096155,0.0,0.0,0.0
300,1.9430220287920832,-0.023496981409038158,-0.0008114951173886111,0.0,0.0,0.0
400,3.0844874835739775,0.085854011560614,0.0014478286942480384,0.0,0.0,0.0
500,4.1149923597191345,-0.044219874580025555,-0.004470723727846251,0.0,0.0,0.0
600,4.071871262198028,0.08113738876572157,-0.00245087847501928,0.0,0.0,0.0
700,4.862452261650321,0.06372197094013957,-0.004035551299093872,0.0,0.0,0.0
800,4.464911751930689,0.08541366682378382,-0.0006460541831340821,0.0,0.0,0.0
900,6.383783729481486,0.1252842962879122,0.0004095210123937539,0.0,0.0,0.0
1000,6.310784194169483,0.1323072542604657,0.0013461573513378828,0.0,0.0,0.0
1100,7.030355275669799,0.15794624574323363,-0.0024193931798711754,0.0,0.0,0.0
1200,8.246039510974231,0.12254623519487434,-0.001668953512165625,0.0,0.0,0.0
1300,8.734442535130379,0.25390620177027357,0.00530388451734865,0.0,0.0,0.0
1400,9.172327891331726,0.23364610427932478,0.008950849466664076,0.0,0.0,0.0
1500,10.447271235893563,0.35040211588439685,0.007167161522704277,0.0,0.0,0.0
1600,10.92037652306157,0.3887356420020897,0.008014829963275094,0.0,0.0,0.0
1700,11.66046336357337,0.39879717093293693,0.005223146081190688,0.0,0.0,0.0
1800,11.372331485639265,0.3039590549939415,0.0049909368511142915,0.0,0.0,0.0
1900,12.89799806711593,0.4363538123399889,0.012656274788667753,0.0,0.0,0.0
2000,12.016601003810905,0.4062608281318966,0.009990815845553362,0.0,0.0,0.0
2100,14.338091913520069,0.5446374211086356,0.014177971106913179,0.0,0.0,0.0
2200,14.951529200609082,0.4926003107888689,0.019455507852501296,0.0,0.0,0.0
2300,14.88317065443452,0.5942151030461895,0.017040376586199373,0.0,0.0,0.0
2400,15.42141534201057,0.7469778910014433,0.015990735265390483,0.0,0.0,0.0
2500,15.555048061068327,0.7561108391652568,0.01908262747733753,0.0,0.0,0.0
2600,17.096463348188088,0.7438812528577697,0.02411741020180614,0.0,0.0,0.0
2700,16.790644777005372,0.772523438050919,0.03194709003390665,0.0,0.0,0.0
2800,18.40085997319482,0.8819703487550034,0.029929629052897404,0.0,0.0,0.0
2900,18.024555513605687,0.9919008303081142,0.03359184368858499,0.0,0.0,0.0
3000,19.02335485898115,0.992528946696839,0.03593513884205,0.0,0.0,0.0
3100,19.134329059011677,1.1048116528816199,0.03863739510249574,0.0,0.0,0.0
3200,20.28768007844592,1.1352326593655935,0.04643706357560133,0.0,0.0,0.0
3300,21.426968475640354,1.2702550177744547,0.051508744547581996,0.0,0.0,0.0
3400,21.92508234834761,1.3105355364843196,0.05686707947844692,0.0,0.0,0.0
3500,21.314671284746503,1.4116246072752736,0.0640919634269923,0.0,0.0,0.0
3600,22.535173363853236,1.4795962047855091,0.06735820347876037,0.0,0.0,0.0
3700,23.109971120475763,1.471725440232996,0.06727507489466163,0.0,0.0,0.0
3800,24.599440601450453,1.6867216507574423,0.07819512917270585,0.0,0.0,0.0
3900,24.392173676095297,1.7869402886041057,0.08604446729031942,0.0,0.0,0.0
4000,25.72912195210219,1.7707052976278739,0.08411854444307816,0.0,0.0,0.0
4100,25.915702966720293,1.8538654390066074,0.09109378886972229,0.0,0.0,0.0
4200,25.422406932466238,1.9640139387285427,0.09634891201609438,0.0,0.0,0.0
4300,25.731205557118837,2.1270408097635456,0.10786806450722362,0.0,0.0,0.0
4400,26.629215142736033,2.1842999479696963,0.1149271327453365,0.0,0.0,0.0
4500,28.6146915661123,2.225802389705078,0.12254695435496879,0.0,0.0,0.0
4600,29.198871737230778,2.3289848973185516,0.13484226470260327,0.0,0.0,0.0
4700,28.196826554972812,2.5058047518344724,0.1372305615709603,0.0,0.0,0.0
4800,29.398730676179767,2.466883614191088,0.1481586361283573,0.0,0.0,0.0
4900,29.853928331771122,2.714747392145924,0.1610855335300466,0.0,0.0,0.0
5000,31.05663497617721,2.690121874823343,0.16758770359683997,0.0,0.0,0.0
