milliseconds,Myc,CycDT,CycET,CycAT,E2FT,Comp1,Comp2,Rbp,CkiT,CycECki,CycDCki,CycACki,Cdh1dp,Emi1T,EmiC,Cdh1,UbI,Rbpp
0,0.001184055406250914,0.00019454316483167938,0.1189999903396831,-3.1310455503772015e-07,0.10600005083255659,0.1049977771549198,5.006355232346423e-06,-1.7113081300589335e-06,0.200000736721464,0.11497261413617482,-0.0005078348361482214,2.866881076804658e-06,1.0000013791916944,0.0019975251210902593,0.001994010323171822,0.9980000897774459,0.01999860551510391,0.0009981700557498518
100,0.0055571272279856245,0.0010077250311828416,0.11899995862719534,7.143932219436188e-06,0.1060000241407694,0.10479302143543649,4.4393730928999746e-05,1.460273886608004e-05,0.1999982984796392,0.11493608917280299,0.00013438315546642472,2.569298745757179e-06,0.9999633675657215,0.002062619130709801,0.0020230502674964275,0.9979433569472926,0.019998977281460405,0.0009665975610425163
200,0.022873534277412316,0.0007143005317576126,0.11899995472179176,1.7952710879915985e-05,0.10600010937610986,0.1047437326737951,7.53837873444207e-05,2.047015899870828e-05,0.1999978585821793,0.1149127500510662,-0.00020466810992264138,1.0921616922727973e-05,0.9999438436798043,0.00212919886784398,0.0020815992913962534,0.9978689586709981,0.019995171536361135,0.0009515957643695324
300,0.03623922777507108,0.0013861891045823004,0.11899989230799532,2.444880096088881e-05,0.10600010598774529,0.10472497954601928,9.273387503380049e-05,2.330695353828191e-05,0.19999412111533374,0.11491416365072543,0.0011866591251930366,1.5954969006940314e-05,0.9999291448971049,0.0021765209896080946,0.0021321401186950905,0.9977963737468631,0.019988655868070738,0.0009353494505991529
400,0.03663070124058303,0.0021279605482275345,0.11899986919441127,3.4929928402673015e-05,0.10600039110313347,0.10470678040804679,9.500643054502544e-05,2.492542988320937e-05,0.19999358677418164,0.11487521205210396,0.0006196486223658565,2.3148849243465247e-05,0.9999208860099785,0.0022162271903732418,0.002164817167097908,0.9977539268464816,0.019990030027957986,0.0009144040857988529
500,0.045211677857448215,0.0020559388324045045,0.11899983878178823,3.635340593443999e-05,0.10600033574470609,0.10469951658078,0.00010379185443088299,2.7537632328573794e-05,0.19999390782557597,0.1148857210592827,0.0018790459536251135,2.8734470877662328e-05,0.9999142090707963,0.002248914585601976,0.002200946701634389,0.9977143148002976,0.019986553053295917,0.0009108113833114257
600,0.0666212584722542,0.002818661801520947,0.11899983296011896,4.656098826083546e-05,0.1060004423643472,0.10470800015064016,0.00010957592392094784,2.6302786966733753e-05,0.19998956302094983,0.11483840560668757,0.001607309001731434,3.9588093177645844e-05,0.9999121591234297,0.0022860804634520734,0.002226375870287946,0.9976905972389871,0.019983608450838103,0.0008970565188516439
700,0.06126184576751246,0.0030149680864719596,0.11899983130114097,5.863150653642413e-05,0.10600046737865083,0.10470318953840851,0.00011302571502714654,3.135165506286383e-05,0.19998964673639724,0.11484307356096324,0.0028699201363664127,4.227768589501921e-05,0.9999097006943335,0.0022995577068942864,0.002251832005695785,0.9976530337918954,0.01998140332314638,0.0009013900434254603
800,0.06906506886721939,0.0031038304747213986,0.11899978549376881,6.109207845567665e-05,0.10600052837076306,0.10468397979225835,0.00012120905957584183,2.970036251596837e-05,0.19998883503315348,0.1147967252121048,0.0022948570115440613,5.173919713792733e-05,0.9999098717302662,0.0023175719309122805,0.002271966074572256,0.9976395600566084,0.01997493933834492,0.0008895697415590968
900,0.07661042899527318,0.0035620362530589347,0.11899976142592446,7.166240119983412e-05,0.1060006754270296,0.1046820281167996,0.0001245048777287906,3.236638214450218e-05,0.19998582311771504,0.11481097101693999,0.003540629704272841,5.3467586660618734e-05,0.9999070293229875,0.002332445212870222,0.0022833840270975124,0.9976187423737054,0.019973116817480988,0.000895450664407197
