milliseconds,Myc,CycDT,CycET,CycAT,E2FT,Comp1,Comp2,Rbp,CkiT,CycECki,CycDCki,CycACki,Cdh1dp,Emi1T,EmiC,Cdh1,UbI,Rbpp
0,-0.0015453282127819439,-6.633124161456548e-05,0.11899996932843668,-4.8193742202689965e-06,0.10599996218315358,0.10501051331597902,2.9068543088996904e-06,-9.119077951263198e-07,0.20000112984604362,0.11500907231165874,-2.9039713046985874e-05,-8.787498634249127e-08,1.0000009990898975,0.0019985608563511015,0.0019938740767581745,0.9979903823024114,0.020002098502482257,0.0009985602961730504
100,0.0009615650976776049,0.00046589875282217967,0.11899997640571808,7.4995206743539354e-06,0.10599999015286714,0.10477569696242842,3.819697359756412e-05,1.4292799583804869e-05,0.19999975374263124,0.11495476297727955,4.293180752873034e-05,4.343093446188822e-06,0.9999654633057438,0.0020676390418166036,0.0020105187781626174,0.9979525740883418,0.019997319151171405,0.0009727868356793081
200,0.0230058930753464,0.0008206129965612785,0.11899989627244613,2.0978770468913168e-05,0.10600022035539287,0.10473680695043049,7.972329854525794e-05,1.7922112572720902e-05,0.19999832949661644,0.1149272673679327,0.0008929683812701823,1.3209241969239853e-05,0.9999443598673604,0.002132118258492313,0.002086342491564999,0.9978696345459943,0.019992928040382472,0.0009508766157540524
300,0.020659018956614282,0.0007460265359674457,0.11899989614269668,3.0507517259390307e-05,0.10600022051326109,0.10471911296258583,0.0001003834050576422,2.449748912697275e-05,0.19999400134214568,0.1148869160497159,0.0010873407919414957,1.9169605652751904e-05,0.999929906779775,0.002181577057437826,0.0021231255187526554,0.9977956567876396,0.01999189833595223,0.0009285489166370861
400,0.03310577809341837,0.0015737960184040833,0.1189998889062982,3.249924374262854e-05,0.10600029676431047,0.10471820195115068,0.00010335621149732615,2.6894654432092167e-05,0.1999947760330268,0.11489902648039559,0.001608625877402397,1.8804301628846708e-05,0.9999192935104256,0.0022159043836000765,0.0021702387152132702,0.9977436669667163,0.019987348494131175,0.0009214411030391727
500,0.054001736053736885,0.0017329915100826115,0.11899988612784898,4.2175459794948184e-05,0.10600044610458069,0.10470464497138522,0.00011402223725616112,2.885935835074167e-05,0.19999361786421352,0.11486884934071467,0.0010151399737955628,2.6659006741434576e-05,0.9999142336440916,0.0022540820195273066,0.0022028850723945395,0.9977076245243899,0.019984573188995925,0.0009136089201417473
600,0.06781063248045824,0.0031430048385442852,0.11899980959688261,4.58406576113531e-05,0.10600048919197086,0.10470764572587285,0.00011019099591752864,2.6416159008916703e-05,0.19998910957496682,0.11488476712754876,0.0019979500041243698,3.771429877615061e-05,0.9999111206523004,0.002277422418130164,0.0022237904722382557,0.9976784874456751,0.019981528460132972,0.0009037843908088535
700,0.07197682515007225,0.0029012577081199945,0.11899984062398983,5.434615606308113e-05,0.10600060327356683,0.10470507609794387,0.00011611397601014666,2.981163866613952e-05,0.19998889615076143,0.11482815025080166,0.0020602243444835773,4.7196632304754915e-05,0.9999090706769194,0.002309044022771721,0.002251429495708034,0.9976659845121133,0.019980537243898124,0.0009008367500228663
800,0.08233546887543892,0.002831406576369427,0.11899979147832095,6.594316539225567e-05,0.10600054491500525,0.10470370926763309,0.00012939806482557595,2.946228402128468e-05,0.19998909385109812,0.11483922610694797,0.00211344617447774,5.3191650718752814e-05,0.9999095917367266,0.0023210394338795907,0.002270347018854028,0.9976334669476743,0.019974818879571938,0.000894992555832658
900,0.0909294681590117,0.0033943726381248755,0.11899977382261434,6.324081760974362e-05,0.10600068056576548,0.10468590635726757,0.00012579685965267122,3.022271034895112e-05,0.19998750744743718,0.11481459293011881,0.002827192462194248,5.747376398660837e-05,0.9999077536555615,0.0023370189028825853,0.0022808242523376164,0.9976270735271043,0.019975683603430845,0.0008965957374402142
1000,0.09837158896285655,0.004529802876899939,0.1189997240185282,6.985420674566039e-05,0.1060006445987964,0.10468613319570745,0.00014020578753547977,3.147866719252085e-05,0.1999865017633982,0.11479866526868986,0.0035576114375031513,6.29640987337862e-05,0.9999049666590419,0.0023455261284395248,0.0022945353994170345,0.9976209578080616,0.01997315039370091,0.0008891100312027587
1100,0.10721329110334461,0.0039035919746752677,0.11899969265054082,8.30174334172812e-05,0.1060007436974878,0.10466984800198786,0.00013684425629358133,3.568988369198569e-05,0.19998410878602746,0.1147527163468091,0.004526454470091079,6.9376085798421e-05,0.9999049232079578,0.002362107280773034,0.0023028028124362923,0.9976077820011784,0.0199683179399727,0.0008935719637932134
1200,0.10275549078057228,0.0050297069940449975,0.11899971481725723,8.150225993840392e-05,0.10600087460808662,0.10467874427030922,0.0001421662673043611,3.295484906318589e-05,0.19998368688708262,0.11476229722268436,0.004046796457424561,6.84698086530218e-05,0.9999041764236668,0.0023623929393479653,0.0023094006653111444,0.9975944500422073,0.019967948016235405,0.0008978507518729489
1300,0.11599377381435373,0.005101917170138565,0.11899968556643487,8.921640287850936e-05,0.10600090462899299,0.104666650890274,0.0001555173267936744,3.586781222600149e-05,0.19998241179265142,0.11474414192938322,0.00471062506516939,7.13259304614962e-05,0.9999058925547982,0.00235938847287695,0.0023124030705963462,0.9975815457785485,0.01996581639892599,0.0008918147480675565
1400,0.1250333942329906,0.006242612423599261,0.11899967992206457,9.085001085482888e-05,0.10600106966620684,0.1046711330590597,0.00015598803587991457,3.586918127050059e-05,0.1999780551598838,0.11473204153143698,0.004589204010981342,7.918195454672877e-05,0.9999029705598892,0.0023648523612116033,0.0023206829431449937,0.9975930595531837,0.019960870417074807,0.0008920628309784728
1500,0.12804185258666387,0.0070996108391707035,0.11899963229065152,9.942952895820417e-05,0.10600122410556545,0.10465585494573654,0.00016276450185543625,3.700634316743516e-05,0.19997996917256683,0.11467036438600668,0.00621281702940838,8.656410507677625e-05,0.999901627650295,0.0023745915539941653,0.002321830253477717,0.9975717806552703,0.019960991825062776,0.0009006493571312264
1600,0.1404737063811741,0.006889779682158388,0.11899958101506455,0.0001007939622514536,0.10600116984678247,0.10464780349352475,0.00016715409416703095,3.807936175926486e-05,0.19997843093417023,0.11467338470745114,0.0062538541871319155,9.009333964334896e-05,0.999903991859133,0.002381426778270314,0.002332874858318694,0.9975787097894693,0.019955709647856378,0.0009018848774145371
1700,0.1599355561926222,0.006827370354800768,0.11899959462410474,0.00010226833548489814,0.10600129378946536,0.10466013935065219,0.00017068209085106424,4.125445530730853e-05,0.1999745213173256,0.11466855723660017,0.005934072537512135,9.181942539444475e-05,0.9999027793323396,0.002374042009260259,0.0023261094928681975,0.9975820916789668,0.0199570016127067,0.0009110600030424093
1800,0.1541158121969859,0.008357328237278158,0.11899955196301817,0.0001084072560291722,0.1060013987628922,0.10464264660434855,0.00018496422609915302,4.220764970124571e-05,0.19997583479454906,0.11460624639618394,0.00707016081048442,9.20018469751688e-05,0.9999004697889359,0.0023881251219080905,0.002325458228523292,0.9975753521448918,0.019953851303336483,0.0009137271787951245
