milliseconds,Myc,CycDT,CycET,CycAT,E2FT,Comp1,Comp2,Rbp,CkiT,CycECki,CycDCki,CycACki,Cdh1dp,Emi1T,EmiC,Cdh1,UbI,Rbpp
0,-0.003457868344080029,-0.0005032629748058012,0.11899997658091907,1.5020333878675115e-06,0.10600002493050129,0.10500667985648755,-5.297203638491484e-06,-1.5814788193596842e-06,0.2000016484876313,0.1149881732008107,-0.0006642002867449278,1.0511276901524164e-06,1.0000011746805302,0.0020031112852248274,0.0019931614391023923,0.9979914052425717,0.02000088518960057,0.0009968632376809105
100,0.007987164958159078,6.267472771788517e-05,0.11899995249377934,1.2060741943873594e-05,0.10600004162489862,0.10477407938822345,4.64331658849148e-05,1.4208773718883894e-05,0.19999790872146614,0.11496573511488549,0.0003436192693855761,3.1316901302953413e-06,0.9999627628060032,0.0020686567327935362,0.002017946100025839,0.9979389134251345,0.01999716049158364,0.0009669592766359089
200,0.020559312734944064,0.0009861943273447517,0.11899991124154766,1.3878596590776685e-05,0.1060000507877943,0.10474169677050557,7.551013999991559e-05,1.9595805256885892e-05,0.19999600284758176,0.11496517730463078,-8.960536487525586e-05,4.877404953819246e-06,0.999944221444692,0.0021254917561463,0.00208287610867862,0.997866940878968,0.019994742335693254,0.0009464143119637832
300,0.025598967034664816,0.001313376424960955,0.11899989905496369,2.7523907288917736e-05,0.10600021982796173,0.10473292170513919,9.859073955656786e-05,2.2487991656270486e-05,0.19999509076512922,0.11494388745816972,0.001325266664448157,1.5428323664164784e-05,0.9999297320811167,0.002181105338040749,0.002133410243139415,0.9977920564198685,0.019988022115272494,0.0009351225802868335
400,0.039916041890901484,0.0013394101703354852,0.11899989959990524,3.0330042692368747e-05,0.106000229189004,0.10472442483761649,0.00010782003926272893,2.7283364830074682e-05,0.1999932875882935,0.11489802482412753,0.0015079867701432944,2.143137450832568e-05,0.9999206525773071,0.00221806754733792,0.002174546746922669,0.9977426981136307,0.019985685867393518,0.0009152475413219672
500,0.0565665643054534,0.002030207007884932,0.1189998582646545,3.928596218739455e-05,0.10600024384266589,0.10470470950101923,0.00010360763559001455,2.6959521582406904e-05,0.1999921571804451,0.1148645363579902,0.001083184957125199,3.284378846828604e-05,0.9999136509845535,0.0022491788192097258,0.002206450301219206,0.9977066926811177,0.01998301728986088,0.0009157627745266844
600,0.06927096929275028,0.0023498362556032206,0.11899982251844404,4.753088427601735e-05,0.10600051439712319,0.10470938002497801,0.00011125813497136935,2.8927443303929978e-05,0.1999905397579744,0.11490040282189394,0.0015078134294976941,3.78447723454282e-05,0.9999106107737978,0.00228577131966769,0.0022239046597623737,0.997687807852305,0.019979640111695004,0.0009097966029933406
700,0.0650899572360829,0.0021870076575243327,0.1189998193377821,5.559638820903328e-05,0.1060004640183164,0.10470948222904897,0.0001235922701589726,2.8530574107289774e-05,0.19998974089133045,0.11488028485453247,0.0022825303848815655,4.401121111858284e-05,0.9999109550113549,0.0023116565119702093,0.002257638126706365,0.9976567938411125,0.01998172945609778,0.0008939655015703068
800,0.06941406250111039,0.003445996311674989,0.11899975921080141,6.073689630323487e-05,0.1060006471531628,0.10469667383785335,0.00012010496651647308,2.986265831498129e-05,0.19998752271173717,0.11482854662739268,0.0033173402939316314,4.9110402782952176e-05,0.9999088003467299,0.0023149908051975487,0.0022643093925817045,0.997644858231704,0.019975119919979432,0.0008901410917958217
900,0.08466861827871483,0.0040273699209016295,0.11899974917414843,6.27079721836834e-05,0.10600060180682425,0.10468405945031041,0.00012811171287569815,3.0352482652069556e-05,0.1999866059001688,0.11480073965201161,0.0036874984784001884,5.948390249306819e-05,0.9999071611904239,0.00234212641058032,0.0022798100453059796,0.9976321760618783,0.019975847665202454,0.0008892052966019747
1000,0.10067739166882991,0.004075378683586299,0.11899971960536625,7.787786930592775e-05,0.10600072506894231,0.10468756637760451,0.00013042106478623747,3.4038184533770116e-05,0.19998673750799117,0.11479909051397194,0.003467550899928969,5.9102313964591336e-05,0.9999044855911847,0.0023474790326503386,0.002298597973894995,0.997615956285235,0.01997013466970873,0.0008913772136136142
1100,0.0937165130013371,0.004790476716931602,0.11899972901476841,7.541303493038563e-05,0.10600073744863565,0.10467659731272838,0.00014206438330182557,3.53321622405693e-05,0.1999826498314039,0.11475603338485793,0.0034412932875762495,6.622732039445408e-05,0.9999062784072857,0.002349595794031931,0.002299207367218064,0.9975966619946752,0.019970454056190426,0.0008971943503627168
1200,0.10151454589542555,0.004463751009806309,0.11899973050829322,8.412639957195028e-05,0.10600080131582104,0.10466934651937286,0.00014301970870829464,3.672814488956659e-05,0.19998313080030827,0.11477230444860786,0.004565417448253214,7.233273554120234e-05,0.9999069267097925,0.0023690109496308292,0.0023084886275552795,0.9975924742587559,0.01996653670290523,0.0008922959643298164
1300,0.1318500761783304,0.005914762821267123,0.11899968413556385,8.591737910550239e-05,0.10600109078657916,0.10466070107888951,0.00014428951589505899,3.5386347841715084e-05,0.19998204440229156,0.1147321463012757,0.005246132400334849,7.580346033179564e-05,0.9999049789109964,0.002375633729629986,0.002318560533345464,0.9975970766775897,0.019964171260084984,0.0008981859333229212
1400,0.12069266024931408,0.005443819886228606,0.11899966318391555,9.459608102077645e-05,0.10600105932741667,0.10467378703796419,0.0001545639062017933,3.655094585179144e-05,0.19998038923351905,0.11469605367977968,0.004838289506167954,8.239297647165539e-05,0.9999040171977015,0.002365481142390889,0.0023150788719660553,0.9975947073296273,0.019960845332774403,0.0008957356808556758
1500,0.14889504837331957,0.005737743953361537,0.11899960700673154,9.449353852690263e-05,0.10600105181948961,0.10466043221348867,0.00016585502036545673,3.8684513320927645e-05,0.19997698252907958,0.1146602613304108,0.005926304661719812,8.082895463302827e-05,0.9999042577401333,0.002368422992188021,0.0023266669077172944,0.9975915961412972,0.019961744404146033,0.0009009841448159606
1600,0.15177510728576715,0.006896501893469887,0.11899958149271025,0.00010632992033639029,0.1060011247438537,0.10465715338953312,0.00017340960565784,4.036715266432111e-05,0.19997606745462107,0.11466814906602099,0.006109837917151697,8.794206521850159e-05,0.999904319759891,0.0023863992088540157,0.002317917285964029,0.9975806799158208,0.01995658423536841,0.0009001649288359814
1700,0.16784226470830124,0.007359922113498014,0.11899959453092679,0.00010907897207919734,0.10600129513478365,0.10464608385893043,0.0001703667167905129,4.023256931023232e-05,0.19997672832718286,0.11466520342050127,0.006394249002000097,9.229729583581352e-05,0.9999026061928851,0.00238941802098671,0.0023250018332280197,0.9975721221285473,0.019958337962104274,0.0009050797247414456
