milliseconds,Myc,CycDT,CycET,CycAT,E2FT,Comp1,Comp2,Rbp,CkiT,CycECki,CycDCki,CycACki,Cdh1dp,Emi1T,EmiC,Cdh1,UbI,Rbpp
0,0.010710121469557032,-0.00017558968143735219,0.11900002598366008,2.585315469656356e-06,0.10599988737995948,0.10500584518787939,8.138889864851799e-06,-8.333099199957619e-07,0.20000067473592129,0.11500720510642005,0.00016837387088727967,1.1041868210643664e-06,1.0000007069138457,0.001999953480109779,0.001995019406733024,0.99799224700674,0.019997342617920442,0.000996045963956573
100,0.00786935222916636,0.0009951403557480363,0.11899995673211088,6.452976026332729e-06,0.1060000548362294,0.1047935058246507,4.146057090421296e-05,1.2582617051250357e-05,0.19999929995154397,0.11495803338996834,0.0007762732412364557,3.4832080687036616e-06,0.9999638485297586,0.0020689926928184298,0.002015071724138722,0.9979409260702584,0.019998541999345764,0.000973046304804051
200,0.0187782522202284,0.00034043739345054305,0.11899994551943895,1.572746360265235e-05,0.10600023140273357,0.10475725950561739,6.726656572262607e-05,1.9759756181673375e-05,0.1999965664730898,0.11491619080172333,-9.236774100736223e-05,5.281320313096922e-06,0.99994156709592,0.002130617056124039,0.0020831255265652666,0.9978705184874646,0.019992736698614382,0.0009542842021034633
300,0.036066636924189814,0.0005564817333683879,0.11899991682090838,2.1666150744860793e-05,0.10600023199995638,0.10473482452766084,9.744517161564552e-05,2.1602313296287585e-05,0.19999514183287184,0.11494965584079271,0.00040073144037576036,1.7416431430546383e-05,0.9999310005075147,0.002179252807717511,0.002129028543767357,0.9978034333828154,0.019989096127284514,0.0009277453727848654
400,0.0348240071263235,0.0022349171828187214,0.1189998902926921,3.110123306146785e-05,0.10600026607673162,0.10472430615303341,9.47976540376227e-05,2.3446759578060557e-05,0.1999924371342104,0.11492513339077866,0.0017966941813851779,2.191099757678024e-05,0.9999209401880974,0.0022206980019214466,0.002164490594791591,0.9977461723579376,0.019990544474723648,0.0009211100017483311
500,0.05415278439648583,0.0022663107369289308,0.11899988054422911,4.005693742713913e-05,0.10600025763244206,0.10471931733112291,0.00010774165527759248,2.8911674180386442e-05,0.1999938868931513,0.11486434528522782,0.0019879146857665563,3.16600068855937e-05,0.9999139045883018,0.002262036160893697,0.0022037355006438307,0.9977053264709552,0.019984066342019317,0.0009152303273656219
600,0.06870046925215723,0.0027029811371371763,0.11899982473094643,4.48409788388999e-05,0.10600040720600495,0.10471469980889041,0.00011051397825078889,2.5962855371130154e-05,0.1999909864608429,0.11487746913301017,0.002266700590585134,3.387555094715918e-05,0.999910089302014,0.0022901494151254483,0.002231584043695832,0.9976833035240932,0.01998036196684085,0.0009067792445511341
700,0.06697848465897582,0.003299463925156615,0.11899979015816774,5.2420646405177706e-05,0.10600044630973858,0.10468972751748862,0.00012523388343673667,3.0500055656578e-05,0.1999901188338879,0.11486644747572371,0.0023808371709574646,4.405344799121658e-05,0.9999108452119237,0.002311181423753032,0.0022480420612084485,0.9976631534023549,0.019979370668335775,0.0008972685358376318
800,0.08406876636230963,0.003963468855989422,0.11899978692336216,6.515232186866754e-05,0.10600054908901402,0.10468905562680349,0.00013147734743025778,2.842695023312407e-05,0.19998659326297505,0.11479110407367686,0.003085325084633952,4.754181634650925e-05,0.9999092518419843,0.0023204442506808798,0.0022619741834897485,0.9976451521176677,0.019977498437640642,0.0009011385282379296
900,0.08415477862314788,0.0040839301292553394,0.11899975409311359,6.976321602531133e-05,0.10600075710915528,0.10468989280316274,0.00012650954985980533,3.328889545466176e-05,0.19998547026160238,0.11482844779209164,0.002851381217503622,5.7338136457693065e-05,0.9999067570905855,0.0023308872662155607,0.0022820635519318006,0.9976168260492733,0.019976438224590984,0.0008947152541730404
1000,0.10470076168997845,0.004738574955528404,0.11899974179309797,7.225650754538438e-05,0.10600063782635845,0.10468658837382924,0.0001415286720106023,3.264860068437881e-05,0.1999838926647574,0.1148156808483714,0.0040020583859719005,5.6544307617644064e-05,0.99990657361402,0.0023377874789221108,0.002298785048941614,0.9976193796064677,0.019974450067058065,0.0008892262428094263
1100,0.11038337695835936,0.004194856503221698,0.11899973498226381,7.676315001847348e-05,0.10600087405300203,0.1046788348238991,0.00014639295965757437,3.462534939290369e-05,0.19998336278494258,0.11480263426155947,0.0037872189784942203,6.304030063531862e-05,0.9999072420229352,0.002349163274395475,0.002295722447546901,0.9975957816541697,0.01996745064177948,0.000889731666553252
1200,0.11679162102693043,0.005476663657049697,0.11899972207414711,8.47456848236983e-05,0.1060009305135172,0.10466749575122132,0.00014805225953847353,3.494656843682958e-05,0.1999811004218968,0.11473820952006104,0.0038823809776858957,6.9285349670969e-05,0.9999032253999868,0.00236043910961647,0.002307807363437419,0.9975973470028499,0.019966339426057626,0.000889175089704657
1300,0.12029179652620278,0.005236244160328479,0.11899965245319798,9.190309142076627e-05,0.10600104269968343,0.10468075021173684,0.00015232782602392274,3.579965332299785e-05,0.1999808343235694,0.11471306401081056,0.005370145130687797,7.522652797479732e-05,0.9999025814219553,0.002364692842771888,0.002320459783698595,0.9975911957972077,0.019963495263332545,0.0008973808259259065
1400,0.1389635975156697,0.005464320097329683,0.11899968465624576,8.929723704250755e-05,0.10600104626408571,0.10465705584272969,0.00016435607320339048,3.645911903267779e-05,0.19998080144582714,0.11473353577067626,0.004873008246653158,7.802762989211044e-05,0.9999026437456283,0.0023653062559497473,0.0023176657890303927,0.9975759531644367,0.019965018394136377,0.0008941664460544815
1500,0.15076057578577612,0.006082295203417969,0.11899965164704054,9.397986653505506e-05,0.10600105957633559,0.1046658069651474,0.0001691048306946722,4.088013116645452e-05,0.1999786117162968,0.11468876406580385,0.005033803896903252,8.542250543926393e-05,0.9999015170338902,0.0023719040430186947,0.002329888035951641,0.9975734860007652,0.0199616653042284,0.0009007967295593288
