milliseconds,Clb2,Cdc20,Cdh1,securinT,separaseT,securinseparase,Net1,Net1Cdc14,PoloT,Polo,Tem1,Cdc15,MEN
0,0.997,0.0,3.8e-05,0.6,0.25,0.248,0.098,0.485,0.99,0.945,0.00389,0.0257,8e-06
100,0.9969864165474595,0.0014962504945589521,3.8439298182406815e-05,0.599910306378379,0.25,0.2485053286539284,0.09795964859628374,0.48505208292645663,0.9900090438958817,0.9438376598522249,0.0038862133271687803,0.02570900082188815,8.182653738115705e-06
200,0.9969431615324112,0.002985026965102586,3.843534473517426e-05,0.5996424996149357,0.25,0.24850005979893802,0.09797993354328792,0.4850556386923984,0.9900180790018606,0.942833049526735,0.003879241741973088,0.025716922958524922,8.164404814230663e-06
300,0.9968704749159857,0.0044663667458643055,3.8433041949270923e-05,0.5991985985439443,0.25,0.24849406642445834,0.09799849291265822,0.4850589009466412,0.9900271051438423,0.9419638303653056,0.003873397236621382,0.02572423924945334,8.149635029009628e-06
400,0.9967685990030938,0.00594030697825448,3.843202775113642e-05,0.5985807652724824,0.25,0.24848733615645038,0.09801567410434996,0.48506207912366106,0.9900361222964108,0.9412110764398972,0.0038685073173605113,0.025731065242403664,8.137712085626118e-06
500,0.9966377771486459,0.007406884624014971,3.84321844264109e-05,0.5977912910919071,0.25,0.2484798649459638,0.09803193725626032,0.485065241930146,0.9900451304381485,0.9405585290491463,0.003864448388825476,0.02573750388905571,8.128292132743491e-06
600,0.9964782536971322,0.008866136466183299,3.843339465964344e-05,0.596832591761907,0.25,0.24847164750444245,0.09804771576534684,0.4850684575708973,0.9900541295504489,0.9399921935462281,0.0038611141231762185,0.025743647524547227,8.12107684385528e-06
700,0.9962902740150386,0.01031809909507737,3.8435550027258704e-05,0.59570721318657,0.25,0.2484626770639259,0.09806341919944453,0.4850717888226758,0.9900631196176423,0.9395001828562349,0.0038584152247115354,0.025749577870563995,8.115820214487822e-06
800,0.996074084436495,0.011762808907409963,3.843854837226842e-05,0.5944178265084646,0.25,0.24845294543153115,0.09807943188456156,0.4850752945205331,0.9900721006268233,0.939072353056114,0.003856276014308734,0.025755367085722375,8.11231518121216e-06
900,0.9958299320722954,0.013200302136174572,3.8442292631476494e-05,0.5929672048228384,0.25,0.24844244308593927,0.09809611681724356,0.48507903027838567,0.9900810725673039,0.9386998252548797,0.0038546307105147967,0.025761079929714856,8.110382917738022e-06
1000,0.9955580648187429,0.01463061483976743,3.84466914635261e-05,0.5913582257654358,0.25,0.2484311588468818,0.09811381447258423,0.4850830481030703,0.9900900354306493,0.9383749009758171,0.0038534228138905465,0.025766773877550296,8.109871205567824e-06
1100,0.9952587313911837,0.016053782884661263,3.845165977751545e-05,0.5895938770748156,0.25,0.2484190799783298,0.09813284062232194,0.4850873960542239,0.9900989892107794,0.9380910335589444,0.0038526046018200815,0.02577249901057299,8.110652707494837e-06
1200,0.9949321812158808,0.017469841953450256,3.845711838410424e-05,0.5876772445606552,0.25,0.2484061923847828,0.09815348757107144,0.4850921184164602,0.9901079339036533,0.9378425410003075,0.0038521352606327567,0.025778299338138962,8.112619495597147e-06
1300,0.9945786642407256,0.0188788275611759,3.846299343139188e-05,0.5856114901636097,0.25,0.24839248028580632,0.09817602646876898,0.48509725608332305,0.9901168695067234,0.9376242004978488,0.003851977520324058,0.025784214899692817,8.115673566026042e-06
