milliseconds,C,M,X
0,0.30621894629527574,-0.010403547588131085,0.00025720319477354995
100,0.31203284695173333,-0.010631097773859625,-0.0005244531235506727
200,0.32952917566557777,0.010861716711823722,0.0007187879071398255
300,0.3439314920297426,0.013724459317633608,0.0005308711371395972
400,0.36623020801957434,-0.01549153072405456,-0.0003205117302701539
500,0.39176694694317477,0.004239275527695181,0.0005877475444634835
600,0.40251739650840435,0.020248983818804356,-0.00023970685810327616
700,0.41150668790596406,0.023734237198413805,-0.00033342277831365256
800,0.4399311855957586,0.0014299852294684338,-0.00038634693093462553
900,0.4428525031377697,0.03192577323676861,0.000957916826399653
1000,0.4463957618306162,0.016431127909765555,0.0007263790482958525
1100,0.45842396690212206,0.023294388889124926,0.0008066632540209849
1200,0.4929293052285693,0.0018076528307742479,-0.0008271665843673206
1300,0.5038105338241652,0.01850240258433661,0.00046591939059674567
1400,0.5109559264254626,0.006047665832308091,-0.0005572630499025096
1500,0.5314839537176421,0.04179113747795258,0.00025772176023949124
1600,0.5254706812756277,0.036945558285540026,-0.00030577065951583335
1700,0.5561695988679936,0.06681853169507472,0.0006364131588639224
1800,0.5478210604964326,0.07936463045890715,8.62870867381096e-05
1900,0.5520019909503383,0.07985869079412243,0.000796611282251005
2000,0.5723885500525294,0.09120067297749214,-0.00040231086462920744
2100,0.5913029104289805,0.08682449944537933,-0.00019080983808481217
2200,0.6031345093166843,0.08526813239361868,-0.0007702777055869673
2300,0.6013534707413277,0.11426445776573498,0.0010567093026280596
2400,0.616916409531324,0.13821286376923195,-0.00041418662534653934
2500,0.6240097201735361,0.18304851510808354,-0.0004069318500481939
2600,0.631745165143228,0.18349550244870186,0.00031665424560482606
2700,0.6487234085452368,0.18950974550467714,0.0003488688437058139
2800,0.6555855761677655,0.2277370202935687,0.000377233119143481
2900,0.6644758760038074,0.24748287804370886,0.0009646787331378829
3000,0.6708822051793748,0.27405259673667776,0.0013504575008572073
3100,0.6692307552161595,0.2638436684655612,0.000630427264667683
3200,0.6835290374514196,0.31011641995239364,0.0002047243445376999
3300,0.7076715076673614,0.32446131732590716,0.0016818916437196445
3400,0.7007744014283731,0.3255398960944783,0.00017999259531142702
3500,0.7168981167462776,0.37536037766766733,0.00041178397580751767
3600,0.7060702954804946,0.4011473093918683,0.0008372927157364181
3700,0.7157309779205847,0.4234928412698511,0.00185171126752043
3800,0.7318527648742821,0.4534655162841914,0.0024755626170383585
3900,0.7215947678111541,0.5116838670583216,0.0017567336168184833
4000,0.7560834878014258,0.5216041492180806,0.002801117963012368
4100,0.7426484538564719,0.535750642429578,0.0035778680811680715
4200,0.7674938627683342,0.5683694844396161,0.0034364497102723794
4300,0.7578996783682417,0.6117600542833859,0.004486914682243328
4400,0.7691885057419612,0.6471740487239084,0.006363456066735648
4500,0.77632231272896,0.6822253629197944,0.009339275989268155
4600,0.7866881523978517,0.6760118225823611,0.01313155006789353
4700,0.7763740656312066,0.7070517179537523,0.019592992885065594
4800,0.7986152615334343,0.7702821188746178,0.026640268758931527
4900,0.8030934488966796,0.8128789542170798,0.03675798533604046
5000,0.8008814811509164,0.8147549598096268,0.049696625108891675
