milliseconds,Myc,E2F,CycD,CycE,Rb,Phosphorylated_Rb,Rb_E2F_complex,serum
0,0.0,0.03392457176801926,-0.0006588507505027602,0.0019373358593027365,0.5612049252867436,0.5760975532155556,-24.258824628475438,2.0
100,0.0,0.22378356951953804,0.03886189731702407,-0.0028782301870906232,0.6534327255117274,0.9375566782437423,11.273457700918188,2.0
200,0.0,0.06514986454720616,0.06647182833343612,-0.001485842748773515,0.9231357527332157,-0.5817396184266211,36.30815759669993,2.0
300,0.0,-0.32053371655774576,0.08322501334535042,0.008856388490324673,1.0240372684127865,1.2202958170064009,38.77380768878656,2.0
400,0.0,0.214400893125076,0.10418971458909719,-0.0018890052591926968,1.135902679752058,1.5427531765543057,52.013172096958314,2.0
500,0.0,-0.4212977083353574,0.12468374149572199,0.006851447294918197,1.158236262673063,0.20344073880530933,64.10887785260745,2.0
600,0.0,0.05605486433540517,0.14602235566379565,0.003715171281684495,1.097351519645123,1.5299723210764895,112.65836042782419,2.0
700,0.0,-0.08497581274466708,0.16101382229317096,0.006246434243616912,0.9874438742688817,1.328663673655844,118.32602525140045,2.0
800,0.0,-0.04450552507871714,0.1626982359887688,0.01083129804102955,0.898459955000879,2.492527968152202,154.67353936422762,2.0
900,0.0,0.02991946817302228,0.18307610470852653,0.009889055921374373,0.7963779281503601,2.5069817401222285,135.22978208057393,2.0
1000,0.0,0.28307717865276927,0.18832397819436658,0.01582055325172945,0.5908310934500897,3.1752598977433806,192.6975719066159,2.0
1100,0.0,-0.008029210519440666,0.18904368416928224,0.01826497700190311,0.44979611366677064,4.395242566439993,181.7661069376937,2.0
1200,0.0,0.4589650723016901,0.20583635842152448,0.027102822217771994,0.2835874166875743,4.151450796730635,221.28667438349484,2.0
1300,0.0,0.0845584410651063,0.21023367681431482,0.03640835161355451,0.15201672348863549,5.397302239870359,243.84992215716107,2.0
1400,0.0,-0.14784562636175563,0.21382729795698224,0.05219394140249288,0.0941942233890792,4.876981680591361,243.92100045805563,2.0
1500,0.0,0.515662615519803,0.22041858908480347,0.06009365109057371,0.07885033865601068,4.7823371360338465,253.63301958423926,2.0
1600,0.0,0.8472774785480507,0.21662726681655675,0.07849094853139521,0.04331555677947607,6.0623623987574105,271.9434288383578,2.0
1700,0.0,0.6999856626978861,0.22232695658430165,0.10594830323681792,0.032641633947498805,6.408614366480039,291.3953892254918,2.0
1800,0.0,0.9876207643858375,0.22341985358495536,0.1191749775507314,0.032574835324607906,7.44980333545953,307.82426810029347,2.0
1900,0.0,1.7409584148893047,0.22467015596574527,0.12260185098580217,0.015138591744131931,7.0663728287232175,336.5308975228949,2.0
2000,0.0,1.9062644126574644,0.22785298371780321,0.1491092703664804,0.012204412844035279,8.541533296184518,351.2574145216793,2.0
2100,0.0,2.4735459629655203,0.22577065541064392,0.14347999938042477,0.005254162261605359,9.731153022526316,343.49302763714536,2.0
2200,0.0,3.309389031536177,0.2361627524016214,0.1549099040505943,0.026559038079538168,10.242219296523475,367.8759704789955,2.0
2300,0.0,2.948905759495396,0.23589659362590282,0.16736570426614178,-0.020098358096135506,9.478112921311094,412.75298020876835,2.0
2400,0.0,3.645653310432198,0.23447087216635007,0.1775183132307906,-0.01165568060789152,10.167862063922453,429.40725065572093,2.0
2500,0.0,4.079456283822103,0.2371982626422565,0.17677747504228356,0.007273714888679675,11.35877263426845,415.2848816915199,2.0
2600,0.0,4.311281238756519,0.23560787424384255,0.19872193022691909,0.014976968369294859,12.91459434097684,459.35097433746836,2.0
2700,0.0,4.68635545321895,0.2339288785269261,0.20013364010721774,0.020670924014785423,13.53149900571483,456.15450117766346,2.0
2800,0.0,5.662117455543572,0.2343823964950378,0.19068449637130466,-0.03246929893838765,13.79160721262471,485.4575846673719,2.0
2900,0.0,6.244154981937298,0.2345230223903296,0.20436898691047772,0.009914971473662462,14.907473561429155,487.8498246794598,2.0
3000,0.0,6.778037413212833,0.2426207070392455,0.20259704008064128,0.004546502799355743,15.87191946064496,526.6947439379509,2.0
3100,0.0,6.773744429811023,0.24337123084014736,0.20680555718038768,-0.00866529791223559,16.55300855583596,524.0444100714079,2.0
3200,0.0,7.205898947578829,0.23415617244455322,0.20570639030775478,0.007080269082945564,17.23110069266119,528.6954503223441,2.0
3300,0.0,7.343009234822196,0.24034488257306438,0.20648843578185003,0.039171668862155055,17.324978529393377,565.0865737150211,2.0
3400,0.0,7.581731871511246,0.23780133796753633,0.21219678604239628,-0.02211177240482781,17.09395634933471,601.2186147496104,2.0
3500,0.0,8.16092905041582,0.23409923243967148,0.22161359318432705,-0.024317845514704447,17.798617284562734,616.9280140256348,2.0
3600,0.0,8.544846973917895,0.243691106822997,0.2271986979420293,-0.0173981268840693,19.300689371475976,615.7311199413333,2.0
3700,0.0,9.03008386163118,0.24213731471744887,0.22759283730350632,-0.013425366655685063,20.814297923660444,610.6684900996412,2.0
3800,0.0,9.12823724371178,0.23893914296217839,0.23009101974743376,0.026328663448784994,21.534972104400023,665.0323026513438,2.0
3900,0.0,10.03814328954659,0.23807635006803907,0.2311596667858139,0.02352749645783197,21.37766038730366,658.0275439828828,2.0
