milliseconds,Myc,E2F,CycD,CycE,Rb,Phosphorylated_Rb,Rb_E2F_complex,serum
4000,0.0,9.965084991649663,0.23983718966077588,0.22400655423733926,-0.02686442690893092,22.97648967329686,656.8287557652499,2.0
4100,0.0,10.945160364291278,0.2432674792627434,0.22099853319039978,-0.013724358641693775,22.20951946798301,664.7537809930851,2.0
4200,0.0,11.090654965347301,0.23460348913993717,0.2287271774051401,-0.016457489334149013,22.961811018678628,685.846939992457,2.0
4300,0.0,11.093230900641096,0.24106084619376036,0.2256784144748162,-0.00751198964641533,24.545743325481695,707.295606460882,2.0
4400,0.0,12.088042748639724,0.23519155872958086,0.2343503270403059,-0.035813843533551444,24.85185205906937,736.3899342468989,2.0
4500,0.0,12.42408902165151,0.24237683742562924,0.22871413505793634,-0.00551476473663186,26.39959223309844,748.4599417459349,2.0
4600,0.0,12.193590781230792,0.23540682932568355,0.22867236862148851,-0.014933008800591173,26.389305761664893,748.6408458974716,2.0
4700,0.0,12.963162409683234,0.23753032855693265,0.22371057308681944,0.012128311111239604,27.398691186666017,804.3162478608456,2.0
4800,0.0,13.125693483884318,0.23437129308793628,0.22737541910511708,0.03107483450310239,28.147448493191355,816.8477929479608,2.0
4900,0.0,13.176851990253123,0.24184844751375284,0.22996146724811553,-0.020076828301340006,27.534514193165325,811.2947532781777,2.0
5000,0.0,13.783047003293698,0.23467938441006134,0.22312226621513606,0.006185848568535967,28.758591478400227,853.0899484063275,2.0
