milliseconds,Cyclin_D,Cdk4,Cyclin_D_Cdk4,Cyclin_E,E2F,Cdk2,Cyclin_E_Cdk2_inactive_phosphorylated,Cyclin_A,B_Myb_active,Cyclin_A_Cdk2_inactive,Cyclin_A_Cdk2_active,APC_Ccdc20_active,APC_Ccdh1_active,Cyclin_E_Cdk2_active_unphosphorylated,p21,p21_CyclinD_Cdk4,p27,p27_CyclinD_Cdk4,Cdc25A_active,p27_CyclinE_Cdk2,p21_CyclinE_Cdk2,p27_CyclinA_Cdk2,p21_CyclinA_Cdk2,p53,p16,Rb,Rb_E2F,Rb_PP_E2F,Rb_PPP,ATM_ATR,Mdm2,Intermediate,NF_Y,Cdc25A_inactive,Chk1_active,Chk1_inactive,Cyclin_B,Cdk1,Cyclin_B_Cdk1_inactive_unphosphorylated_cytoplasm,Cyclin_B_Cdk1_active_phosphorylated_cytoplasm,Cdc25C_active,_14_3_3_sigma,Cdc25C_Ps216_phosphorylated_active,Wee1,Wee1_phosphorylated,Cyclin_B_Cdk1_nuclear,p21_CyclinB_Cdk1,B_Myb_inactive,Cdc25C_inactive,Cdc25C_Ps216_phosphorylated_inactive,_14_3_3_sigma_iCdc25C_PS216_phosphorylated,APC_Ccdc20_inactive,APC_Ccdh1_inactive,Cyclin_B_Cdk1_nuclear_inactive
0,0.029452916596491296,5.002301288040976,7.490835777569472,0.0009963767174811444,4.0738217787176534e-08,15.00000291603613,0.0009967196556367806,3.996646198324541e-05,-1.2187780601368782e-13,0.000400223668465297,9.973926067417859e-05,0.09999069709872135,0.900048137417586,0.0010090723941360107,6.6355552585163426e-06,6.399015753551245e-08,13.99382863358443,-0.0021547450309676586,0.0001000068531124752,0.9999975693937694,-4.840785915444308e-11,9.984111866394043e-05,6.378389147313919e-13,0.026503265455105417,0.0010459102504233424,0.05000168279081664,1.9479709844893123,0.003094785353354354,0.00999964599148875,0.0,0.0002581192004708625,0.0,1.0370976393331718e-08,0.0009995934608097773,0.010063767545466543,0.9898487193211938,-2.5962712954814607e-10,10.000000026490682,0.00010004237072008159,9.997839200637411e-05,9.996709471571647e-07,2.003254548080414,1.4288222126493242e-10,0.0010050801856698378,8.113726657996354e-16,-6.0558880440883405e-12,3.741154153364139e-17,1.3596506864182243e-08,6.278831324619266e-07,0.02984955374166588,0.030600548776862038,0.900013877001758,0.09998054285895827,-5.59615749588991e-18
100,0.0322418031919932,5.00208716743022,7.4985986190499325,0.0009907968675691324,-1.1542304587830148e-08,14.999996503060448,0.0010010450316221078,3.99219631670481e-05,6.32944133340993e-14,0.0003999794212667634,9.906094181195642e-05,0.09996790125117282,0.9000372332490976,0.0009814818474837923,7.4884504993404595e-06,1.9810121481610207e-08,13.989276594017836,0.0034502780740948156,9.989203547921143e-05,1.0000136588025108,6.199195088249097e-12,0.00010039853788137411,1.6968568092175384e-12,0.026497898293538442,0.0011153447762116782,0.05000104415236306,1.9445258246351322,-0.00028319197838640436,0.009999739721739896,0.0,0.0002160229593535744,0.0,2.185923962873527e-08,0.0009998554065797135,0.009121385109854187,0.9910067569383372,3.785445573297735e-09,10.000000195745868,9.988447757633836e-05,9.994726547226155e-05,9.990696456631071e-07,1.8727331078472162,1.5274751675462082e-08,0.001008936121685638,-2.063296065450618e-16,2.3089794971786106e-11,-6.24689452356271e-17,3.318859466755408e-08,3.3235869504120893e-06,4.532025262659828e-05,0.05507480856232765,0.9000642087919883,0.09989564034382753,-1.6116072927256864e-17
200,0.03154442539745399,5.00606903565659,7.491841645624559,0.000988233799137214,5.952711220356596e-07,14.999997067349852,0.0010073030555138864,3.9959014375267674e-05,1.825474354290925e-13,0.00039955367082761777,9.911611422769264e-05,0.09995099924740727,0.9001559222709956,0.0009802507003042493,1.0284995878753417e-05,-3.762868520821814e-08,13.98891582694391,0.007315448997916738,9.99246923516588e-05,1.0000347514845533,4.0475492072493025e-10,0.0001002913680489007,-4.883052265864268e-12,0.026507410020847284,0.0016087551596957145,0.04997773512537643,1.9473705917566317,0.008018186259316702,0.010000420113440501,0.0,0.0002965830548817514,0.0,2.0886656178121377e-08,0.0009990957777714412,0.008161112713437686,0.9917981287992856,2.6925710973415444e-09,10.00000012871305,9.989164922419315e-05,9.993285304653565e-05,9.989025743150921e-07,1.7783677594191918,1.492770741410246e-08,0.0010577061016502581,1.1497631459828787e-15,3.252439109502519e-11,-9.470677492144181e-17,3.5912946232942387e-08,3.4625354292063592e-06,0.000206222403636207,0.04828779694621606,0.9000808764490038,0.09994425809480653,1.1822370468592901e-17
300,0.037409667048629996,5.006027205193926,7.47054667541829,0.0009927010572415673,3.299755326684176e-07,14.99999335170266,0.0010114774939020156,3.9853254194731574e-05,-1.9557185427952874e-13,0.00039933803166588183,9.849803269495017e-05,0.09981712775293831,0.9001241866357934,0.0009500219764110513,2.479948326733074e-05,5.62676922356088e-08,13.979935773933198,0.02400146926923142,9.985346629140664e-05,1.000049487640154,2.285792766888898e-10,0.00010077758956353288,-3.463088750510142e-12,0.02652552408431653,0.0017279641296419615,0.04996734764893431,1.9418809850433534,0.011204548178844304,0.010000224272948804,0.0,0.0003989466948054228,0.0,2.7987952472102055e-08,0.0009986905721339426,0.007546599843516586,0.9923731396704274,7.388298113972037e-09,10.000000300113838,9.9876035307747e-05,9.990308696445741e-05,9.977559344732204e-07,1.7422563950262777,1.5080031108868473e-08,0.0010513781705345625,-7.649925206979967e-16,1.776750569015265e-11,-9.694458384421788e-17,2.090623687788625e-08,5.040303481743672e-06,2.7257549662648113e-05,0.044998587858489696,0.9001580030142486,0.09979768653879696,1.40451559361767e-17
400,0.03859614968543766,5.010320558280268,7.462375538761216,0.0009817608466622155,6.618592225659494e-07,14.999990850476973,0.001012139882170293,3.982597407974224e-05,-3.651240663758536e-14,0.000399351882934645,9.840731883152362e-05,0.09982519644976993,0.9002120538795555,0.0009477383041721507,3.878945823641712e-05,-3.0320538924100997e-08,13.972401475199273,0.027966426365071517,9.986687653389115e-05,1.0000566792673171,-9.292848773619203e-11,0.00010164473447752171,7.27442345338949e-12,0.02653527377171313,0.002104573929061926,0.04992329934390149,1.9374783618918519,0.011830786725446947,0.010000436029446605,0.0,0.0007195891733695019,0.0,4.1924541835798024e-08,0.0009986353913668479,0.006927232299250104,0.9934680136651735,1.178701704449313e-08,10.000000486313004,9.97943320809609e-05,9.975532261300087e-05,9.960306720928384e-07,1.6566261055799232,1.4854082902638589e-08,0.001099679665615374,5.151027538810099e-16,3.3034347446527446e-11,-1.620209156647764e-16,1.5105968099269263e-08,6.459219879002448e-06,-6.802405677252788e-05,0.040760056620562625,0.9001740389088512,0.09985542763035131,1.6812052379309242e-17
500,0.03955544971468011,5.009498912040724,7.459400998333167,0.0009769339093078375,8.918270963155686e-07,14.999984030606491,0.001013202726586841,3.9814305955680626e-05,6.565885671235051e-14,0.0003992344448885323,9.804197993573381e-05,0.09981836793141584,0.9002816409536842,0.0009251078933233372,4.65763844902054e-05,-2.998066742408685e-08,13.975067897709964,0.030390652684365256,9.981952229132897e-05,1.000072710277666,-2.3060122902683089e-10,0.00010207256416337534,4.585269131935795e-12,0.02654247317134162,0.0018858809082787792,0.049905275106695034,1.9304930115120589,0.01664195195038169,0.009999849568669918,0.0,0.0006654486356179448,0.0,5.465968519828327e-08,0.0009974336643510686,0.006299526424706169,0.9939095410481531,9.938798553822726e-09,10.00000037554966,9.980412902737468e-05,9.968891847020934e-05,9.951690358538054e-07,1.602077563186884,1.5006434555687503e-08,0.0011036327917658558,9.932669815710418e-16,5.4183241873370104e-11,1.0314279149279988e-16,2.629101732963081e-08,6.183339570692631e-06,0.00014532738387714147,0.03705860114535789,0.9001927352795985,0.0997552331507243,-2.2176113304090464e-17
600,0.041226284974772966,5.011154376623105,7.452038874601877,0.000980071300970478,3.946344286992486e-07,14.999978813155707,0.0010184796599820452,3.977380650596146e-05,1.2209228438613237e-13,0.0003989856519057227,9.707714536722994e-05,0.09969743081355863,0.9003607656889311,0.0009224446064602565,4.972525121142045e-05,-6.909429815449597e-10,13.961554398382615,0.03552278766639781,9.965614309293691e-05,1.000074163843742,7.408235531431135e-10,0.00010195616604119618,9.006098251343876e-12,0.026552140256826645,0.002046808601273355,0.049924996285048,1.9306513677326957,0.01868325138427953,0.00999990304852492,0.0,0.0008335949789029656,0.0,7.069507126884159e-08,0.0009977033069658889,0.005364140808554835,0.9945725203600002,1.407978822621274e-08,10.000000754258442,9.970916939856022e-05,9.969045754443241e-05,9.947600994381462e-07,1.5546759751972639,1.5006469687928707e-08,0.0010917480025446173,2.274950267995616e-15,6.503207327712538e-11,-4.767155436214165e-17,9.345656865828978e-09,5.800900493320288e-06,0.00031359278377983326,0.0342299416493838,0.9002335575098389,0.09974900529727339,-1.2427394427518518e-17
700,0.040278606363181944,5.0147612385638265,7.458145446588913,0.0009707432129963822,2.444436258451732e-07,14.999980019985383,0.0010244143317671014,3.968754073174966e-05,7.776285710675176e-15,0.0003985574512450981,9.70244978426873e-05,0.09973727340320893,0.9003061892236006,0.0009112478112489993,5.799894245173449e-05,-2.2933565819451022e-08,13.969154622745705,0.04392998078078274,9.960908040235497e-05,1.0000840420542223,2.0513703843000264e-10,0.00010235011026942951,1.0720005295564883e-11,0.026546542698667457,0.0025348163879232687,0.04988288777807056,1.9272635984702113,0.023869924353570462,0.010000036846685796,0.0,0.0008101532689847909,0.0,7.188549556494312e-08,0.0009963445245590396,0.004933380835019688,0.9951439695833041,1.7400906601304148e-08,10.00000081690475,9.961566516340506e-05,9.958052162998876e-05,9.94144619569381e-07,1.496419123470698,1.502853379058384e-08,0.0011322890007086632,2.5931858658678695e-15,6.663787956879179e-11,-1.5001424625908794e-16,-2.25678445741209e-08,6.587293907017281e-06,-0.0003498011958001495,0.0301289262751142,0.9002595542100812,0.09970850590819631,6.9203098869080646e-18
800,0.04315242314571652,5.018929930325286,7.44851639771075,0.0009735489013394962,5.885118584394733e-07,14.999973822196948,0.0010243974600006429,3.968980960953172e-05,-2.4486219384708374e-14,0.0003986937240201019,9.629353703583471e-05,0.09968531156808816,0.9003974418747472,0.0009054380441442329,5.823451557301536e-05,-1.2582506366451476e-08,13.953604038810456,0.04618377865717034,9.95521115882e-05,1.0000970746993998,7.602001417471255e-10,0.00010272787245784109,1.9295474755553691e-13,0.026564084330655737,0.0025946795905663063,0.049872912321240116,1.924854394818127,0.03344321919896168,0.010000315246107939,0.0,0.0009024243081778402,0.0,6.889138779340477e-08,0.000996170585268359,0.004491902086628988,0.9956598454820507,2.0655457522072068e-08,10.000000965902982,9.960107457053148e-05,9.961381465345025e-05,9.925522508427826e-07,1.4550852050299148,1.4866128069983194e-08,0.0011705582541567735,3.1851614234943154e-15,7.022603618686931e-11,8.864431392122165e-17,3.175507607327647e-08,1.0154931172340472e-05,0.00010291405684963749,0.027940688682733625,0.9003520946667245,0.09965824454453599,3.7319941727917574e-17
900,0.04582400722789191,5.021481737322818,7.431327708269113,0.0009656753699467668,1.3357008705149367e-06,14.999971806607718,0.0010281372702756438,3.964395323971577e-05,-1.4265007828773915e-13,0.00039863421541713875,9.571228899896024e-05,0.09963172617738993,0.9004452729889683,0.0008928305775544259,5.957826352077721e-05,6.179450808087208e-08,13.951843000594335,0.04308562895407714,9.958602345972232e-05,1.0001006119435714,4.849552621542134e-10,0.00010272825406160336,1.1637829864672692e-11,0.026555542095963842,0.002925957691536193,0.04984401363175582,1.9145501779718104,0.028518214651970616,0.010000646961670483,0.0,0.0009889585424474273,0.0,8.193533560737094e-08,0.000995959898017439,0.004053365338102233,0.9959540247003923,2.160458630873188e-08,10.000000779761528,9.957467707448901e-05,9.957538712747242e-05,9.923020976655306e-07,1.4058647093511083,1.4784536322953747e-08,0.001183920959125823,1.6678949445395209e-15,9.028430921108611e-11,-1.1740868198193415e-16,1.3084723089082662e-09,9.658801064635587e-06,0.0001825169570355072,0.025572060329831822,0.9004209877700203,0.09952589814997741,-5.125518948104672e-18
