miliseconds,acc,toc1_mrna,toc1_1,toc1_2,cca1_mrna,cca1_c,cca1_n,toc1luc_mrna,toc1luc_1,toc1luc_2,cca1luc_mrna,cca1luc,luc_mrna,luc
0,0.27355196972464185,0.0387522307668983,0.20640755553597667,0.3152711606104932,0.10690742722496158,0.05239017423444897,3.086636280153073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.27469979577090126,0.03813033355382219,0.206540563919437,0.2996971286575412,0.13720763514467335,0.057502623363427034,2.9927884050642213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.2849604831206867,0.03738328596538019,0.20675135730342742,0.2903678805496995,0.16856615954764312,0.06618642084614965,2.91442034567957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.28966444856103407,0.03681415683757971,0.20670646164737602,0.28052919921847014,0.1864757730692323,0.07926571003969358,2.8940370084807836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.2968893546197054,0.03616332070576323,0.2066500259856136,0.2703804471107412,0.20497420439086422,0.0870768801988419,2.836675265974779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.30239790838571307,0.0359157146527037,0.2066626270535348,0.26194001927209476,0.21797936732318665,0.09475139900305585,2.807394756860444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.3064204749262145,0.03568357322506081,0.20653243346399022,0.25007968021597576,0.22542372360656276,0.10295357578378969,2.786862747496426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.3140231122242081,0.03499360827043567,0.206437530120893,0.24434845341624886,0.23379821860759525,0.10666191169457923,2.7955214661703534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.31568151999546235,0.03494495646388545,0.2062982555761232,0.23248751570459164,0.24054292998800506,0.1084967259728811,2.7579117137801785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.32637729322104914,0.03423017385004081,0.20627349159236166,0.22759338475619822,0.23916052518125058,0.111920381176406,2.777560294908237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.3316905735546177,0.03388337831723855,0.20598996256442928,0.22112031304043736,0.23637291932351967,0.11382314125741506,2.7446539929621667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.3350531153240695,0.03369403008549112,0.20596753049688393,0.21177289285469902,0.23525064341832905,0.11165932815267465,2.7729835230101982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.3426274753643052,0.033365653558476656,0.20567847497119823,0.20593550594312376,0.23455441170225125,0.11047757270733728,2.755947966184554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.3448826364481355,0.033515624522290476,0.20537616023549118,0.1973756825050723,0.22760760767508084,0.11029442772997874,2.7526896025401237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,0.3516946711809497,0.033022577325259116,0.20516214294614504,0.1902989390763118,0.2250000750573835,0.10678447014055266,2.7441602409301358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,0.355025633216396,0.03296030645939056,0.20486733186971867,0.18468474128635748,0.21715825185316065,0.1040875455539924,2.7056688025344267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.36505999198402794,0.03283850850627484,0.20475668301334599,0.18350202027255097,0.20862520193595002,0.10090999164623275,2.715005978630748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.3675510220026916,0.03267484615838327,0.20447136672122962,0.17465037684453136,0.20407576254450624,0.0985399748145611,2.6971536468241615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.37223416897865175,0.03232616692103736,0.20398649030089458,0.1713224643968703,0.1985872583518461,0.09506783184754171,2.6920099571608938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.37923968130941116,0.03239312299770067,0.20381401338152255,0.16428137939150947,0.18760909836899048,0.09397261693568883,2.668839258985468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.38165613775283164,0.032279031526121674,0.20345557846001125,0.1638258435172654,0.18406823958898544,0.0896775881272655,2.6452038086538083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.39013077510272853,0.03214415850587607,0.20328063798435256,0.15497611136171802,0.17224243908838754,0.08572604581581858,2.6022003569681473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,0.39181635684259336,0.032148249648024776,0.20287152476175935,0.14886675025710175,0.16892476083666422,0.08070388254298051,2.590475692565589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.39428283045722495,0.03207144196595987,0.20251177103291593,0.1466569233119486,0.16166936205688537,0.07998003742260625,2.5660742101997847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.400630066093793,0.032212717201734346,0.2024465656619205,0.1447230968914464,0.15559795769576,0.07602444339087344,2.517761796805007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.40981484118034756,0.03230840453607017,0.2019628171920728,0.14059080127282722,0.1449596598970741,0.0717544325703103,2.508295231557028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.41249225473479895,0.03218891294513383,0.20191338237408338,0.13425621704491617,0.13869436778101352,0.06820186915195041,2.452270681404904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,0.417969011413654,0.03235903692049414,0.20148705241064277,0.13116383830954867,0.1322254302331333,0.06427138100903751,2.422943798080067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,0.42084639314332617,0.03289721316461144,0.20124319333235252,0.13119058273215756,0.123646487328296,0.061696487693853726,2.380179285372225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.42352168059057094,0.03283128474368543,0.20121636802964707,0.1259060920432807,0.11663805268312093,0.05994324874045194,2.334059522690257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.43336676318015416,0.033448322812535417,0.20085572947714794,0.12259690722701067,0.11111477725387837,0.05543201833377708,2.3171603576298603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,0.4319914056292694,0.03373134382245004,0.20076676760177975,0.12010783347731424,0.11125101857441122,0.054193299955471334,2.258208264446736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,0.43974218297334716,0.033738709714294414,0.20064902381351282,0.1162974353611975,0.10268032170150913,0.050664697338296615,2.2194618937130244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,0.44723259442567453,0.03432996869298758,0.2005743269749968,0.11603534936866194,0.09815790255095441,0.04994005503526326,2.157997486938316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.45182381418753365,0.034701155122494165,0.2003955353057721,0.10983753644470563,0.09153791891530053,0.044505190589878396,2.1253402690334715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.45686899458400726,0.03545931422514828,0.2003279402220106,0.10737808452700975,0.08912868065047325,0.04393446077436996,2.0941236864618893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,0.4578312249461598,0.0360539606044817,0.2004068064914765,0.1086235183583256,0.08236430867613564,0.04074219490174397,2.0433408280345198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.46407853216026684,0.036672791061533906,0.20039886760096604,0.10873415058253726,0.07662526752720362,0.04066427729429709,2.0102259313538733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,0.4641373369713706,0.037104972408744,0.200461859506457,0.10458715152455351,0.075959492343913,0.03787009152416108,1.951934863113836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,0.4699105346559183,0.03808143468707993,0.20071045875630386,0.10356631366274097,0.07105166750552756,0.03683502831006858,1.8906017717284445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.4725446549518723,0.03885567183021951,0.20095849583605355,0.10166151034279595,0.06909614010122532,0.034862647122804326,1.8492712279625456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,0.4806798168241029,0.03999169493286811,0.20116683744657568,0.10033187957195137,0.06627003019266557,0.03318824794042765,1.840269533728496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.4829088599130685,0.04101481756738231,0.2015525059034695,0.09619157425319122,0.06441172291532125,0.03207569443449752,1.7634119746607109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,0.48883186580168403,0.04213495884564992,0.20211490079755004,0.09711573248179128,0.06022046146309638,0.029162012035744596,1.7387051009750423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.494828223929613,0.04311093434638511,0.2026073638779921,0.0944292440015755,0.055954130739015576,0.02728031255200788,1.6797903123842053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,0.5000739545344212,0.04451682296640668,0.20318985589151028,0.09450594181476138,0.053878710156185367,0.026447154707131854,1.6657490059300994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,0.49919885528444646,0.045652347052919456,0.20383709609689724,0.0909277213292808,0.054947231411329005,0.025141192490153473,1.5943747952936456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.5064626974516542,0.047041614887474284,0.20449185658757346,0.0903189023818009,0.052164983023408246,0.025193517020556937,1.5372325924749164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.5115922845784723,0.048686295369125485,0.2053701800803845,0.08475596995922549,0.05017480038306357,0.022930843096984347,1.5306359175894504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,0.5117577855496341,0.050271494081125426,0.2065511989764255,0.0852802692255589,0.04412809838144093,0.022862832860501007,1.4657969896136398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.5147236290938125,0.05198613752967125,0.20745797742665603,0.08715341343360154,0.041051071336310634,0.022147529289823557,1.420099178457188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
