miliseconds,acc,toc1_mrna,toc1_1,toc1_2,cca1_mrna,cca1_c,cca1_n,toc1luc_mrna,toc1luc_1,toc1luc_2,cca1luc_mrna,cca1luc,luc_mrna,luc
0,0.271887428426849,0.03875282205501704,0.20652049408273665,0.3118026647266981,0.10246360226008891,0.05163451042189904,3.0626958748983855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.281432103321377,0.037926237680201765,0.20654547262992826,0.3002014242464558,0.1393676526312493,0.05491119330771852,3.016948460471923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.286878360593215,0.03750677956173104,0.2067103178291504,0.2906466010884771,0.1660145155397185,0.06795585342691088,2.9338512525027793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.2928970410642803,0.03685000861346371,0.2068360039895048,0.2823126357916258,0.1884050614796208,0.0775369887751313,2.880881072879869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.29513089171956547,0.036467491895096335,0.20666331721468376,0.27043154073845227,0.2065688819596531,0.08717904613270168,2.8629922464025683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.2985516849094256,0.036116527199074405,0.2067288531767992,0.2602137366687525,0.2214491597946025,0.09642899697206211,2.8148261800034966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.3064404439078612,0.035306991717667026,0.20659296716386655,0.2536546968268868,0.23010452612116034,0.10270950296067069,2.7766097005286117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.3121506615215103,0.03501483018774425,0.20650240145507925,0.24596315448593636,0.23421172186917158,0.10662082442383015,2.7902740053984165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.3176250862589476,0.03465202230263276,0.20646639549306436,0.2370040681980313,0.23636604971752104,0.10971951826780962,2.7872422316448677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.32228283440761907,0.03424500260415912,0.20620830465541476,0.22675410681870042,0.24204854369021753,0.11019199860658759,2.7875409105081266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.3322499859278192,0.034099421492580065,0.20597265216163488,0.2171678026499281,0.2391834784413148,0.11212890902489832,2.7406555746287937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.3325521046513647,0.033610343558553704,0.2057856982213393,0.21484687190333954,0.23938853672107216,0.11097052811300233,2.7344407933808736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.3382815172255192,0.03339859448982036,0.2057221838049317,0.20711918192813025,0.23211308689262233,0.1098481509398319,2.766336474305575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.34507356406494744,0.03343573199971449,0.20549654183246366,0.20041593599745156,0.22683345144317626,0.11065906048445673,2.7445531328094144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
