miliseconds,acc,toc1_mrna,toc1_1,toc1_2,cca1_mrna,cca1_c,cca1_n,toc1luc_mrna,toc1luc_1,toc1luc_2,cca1luc_mrna,cca1luc,luc_mrna,luc
1400,0.3486088450011348,0.032932673508249716,0.20525690698191304,0.19169757127268192,0.22175777146720926,0.10894829864107233,2.740681130801964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,0.3552403316585974,0.032792151988968704,0.20502687051206173,0.18819238672590596,0.2194125248573839,0.10544431968220506,2.7408497091847175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.36255850547318264,0.032499332779728926,0.2046373339182596,0.18193074890142427,0.21360242872734772,0.10318613699299203,2.6971954934766447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.3687579406289588,0.03235128516335521,0.2043253531795352,0.17883544280772343,0.20345630578554758,0.09857704364410254,2.684919914551417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.3747116877238688,0.03224183146714417,0.2041069098369102,0.16950910933323243,0.19615381703209958,0.0956023736822409,2.666115569859353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.3767712764112271,0.03226054065559661,0.20387614993292608,0.16315627830392504,0.18848258026697226,0.09328001922492778,2.6510105775158532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.38143897286355244,0.03202489444999325,0.20361695648935388,0.159835517135979,0.1804757988148903,0.08843453921976248,2.659350937726008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.3858738138951799,0.03221338866889884,0.20330574034394178,0.15840317858696062,0.17145909440715124,0.08594115616424276,2.629647129522262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,0.3932254616809209,0.032101119362213465,0.20295286767287246,0.15052104283951992,0.16723757768729255,0.08265545936161442,2.603158716639054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.3999125495431182,0.03227623667832731,0.20257926318281289,0.14761636411021595,0.162349089398996,0.07868878978692892,2.5467038931790245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.40538447492300694,0.032178796418336736,0.20245422290106513,0.14582587020280324,0.15161325698036054,0.0764962106498377,2.5454935329538633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.4088788866323472,0.032269262674454346,0.2019646990311166,0.14061014398994,0.14543731969341175,0.07317689793653298,2.4949909347432095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.4117075973735841,0.0325375086861692,0.20175439813666837,0.1344644884586036,0.13962626765868555,0.06870040459491222,2.4580308632853827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,0.41973261214481955,0.03241702409930255,0.20145254709971458,0.13327472247143785,0.13282158080684014,0.06529383502567207,2.42961986176451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,0.4248524711968257,0.03286715650545554,0.20124217132535469,0.1319642764795228,0.12885010088692173,0.061531205093006386,2.4004173151636397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.42367276432454715,0.0330527843851082,0.2010901673564106,0.12799213895825648,0.12157450077105024,0.060117120185539864,2.3565023454573275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.4289257175168118,0.03317466694780899,0.20093670968128546,0.12122806947667715,0.1156510993236903,0.05483262409095153,2.326437033044503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,0.4368079471878353,0.03348372938959549,0.20084251433270148,0.11974394040811531,0.10756562514229287,0.052484415682254044,2.2440088783042915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,0.44122628710165696,0.03369206540073905,0.20062267602634729,0.11486560970415916,0.10048353282200541,0.0514737158936858,2.2306827766160433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,0.4436800497473159,0.034307250225660654,0.20045113361267494,0.11261157481760474,0.10057532216543247,0.048364192202522076,2.169232426495869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.45017974185202303,0.034602083032126765,0.20048074832568852,0.11551756097301644,0.09049756034182121,0.047305216839957476,2.1227483913531806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.4568807310354011,0.03532520532906062,0.2002766724236472,0.1127672964644611,0.0871275841789936,0.0429091972157527,2.1000997927053815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,0.45648435725880127,0.036129252073460155,0.2004098087208725,0.10522280674032097,0.08464298787472534,0.04291568412213502,2.026748228107402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.4601034162109532,0.036365309539072965,0.20055105393379896,0.10350537856935377,0.07681418901225626,0.04098148336531783,1.9895477766372194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,0.4653243935582088,0.037346926338927014,0.20067700920417733,0.10622937974459076,0.07888125613874072,0.03885886718346129,1.9321626316120573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,0.4706143011121329,0.0381536467548596,0.2007596320821427,0.10459679780542813,0.06937771089138925,0.03488010066836552,1.931876446757057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.4762035061833471,0.03913450075200703,0.2008502627653387,0.09697717910735273,0.06874234437027922,0.03541994420244327,1.8587139941745705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,0.47752266630046386,0.039667057019552636,0.20128609274990714,0.09913782955445048,0.0649419243129628,0.033115012798706024,1.8315066976270522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.48605815760420484,0.04104877544793515,0.20167398198988026,0.09801571080115612,0.059509943026643634,0.03139766718096525,1.796615208595438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,0.4885224487467133,0.04199341494847924,0.20203126688749523,0.09198298587462571,0.0569689719442043,0.028447081267427947,1.7199725867275435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.4938822078537063,0.04309296369585195,0.20248036388675414,0.09104698971270922,0.0592410778298931,0.02874414434884859,1.6647217069263758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,0.49860274010434874,0.044358216902014816,0.20322702761461456,0.09151912234563922,0.05631365691306722,0.028071602653595207,1.6426728931407115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,0.5036909364243605,0.04555646528540301,0.20378718975708882,0.09229766337262568,0.053391839926677516,0.025945512801890388,1.6170747004425854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.5018677124205283,0.047134738280226976,0.20447850003439116,0.08557770720163656,0.05096332840183101,0.02328721498529429,1.5454768724097996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.5106721966516977,0.04855011132124346,0.2053628401966719,0.08510722638717988,0.04962551183524751,0.023415642159678632,1.5333687363740616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,0.5155472959866694,0.050388635928709555,0.20654503642360703,0.0848335100388928,0.042624524381959954,0.022309491216006047,1.498088779026642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.5201277298723698,0.05206848322113777,0.20758545719317203,0.08193159476925709,0.04473679840127059,0.020151045219003134,1.4173514399517426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
