miliseconds,acc,toc1_mrna,toc1_1,toc1_2,cca1_mrna,cca1_c,cca1_n,toc1luc_mrna,toc1luc_1,toc1luc_2,cca1luc_mrna,cca1luc,luc_mrna,luc
2000,0.3795460723909374,0.03209023414507411,0.20352482415044082,0.15979429247828056,0.18447820844526766,0.08878479849628325,2.6424849392918706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.38644889091645485,0.03222337057542708,0.20313983432460847,0.15654837558677784,0.17507154384902768,0.08671746537164181,2.613949926473139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,0.3930488695820547,0.03233941815854127,0.20284852240394377,0.15346144108781948,0.16603464951020971,0.0822768179739047,2.5884749760165007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.39829175547819257,0.03242172522790274,0.20256422460207887,0.14611633185255388,0.1575784525204956,0.07835653049000588,2.5664773360258764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.39956848440462617,0.032436865106230395,0.2024348856458736,0.14618585656807298,0.15613769828253685,0.07615982807825053,2.520826071613587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.4089579296329449,0.03238048899417543,0.20196361507818852,0.13969734645367976,0.14734639248964415,0.07328838315433638,2.51483658840407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.41326200445306366,0.032518122919421404,0.20175043340818144,0.13767044824915717,0.1359528356935286,0.06744593459629535,2.484521608487434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,0.4143309512752366,0.03269985886328472,0.20165874329166109,0.13270467906644542,0.1330924207958625,0.06459047189733451,2.4450039473381073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,0.42222168190893905,0.03260834423316209,0.20141683249759,0.13254148148826833,0.12691551483661798,0.061887679868366005,2.3967979591617046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.4287064602935803,0.033009579690332365,0.2010699870834139,0.12811391273764275,0.11814229790062412,0.05962671072400946,2.3380891675767583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.4311348808982937,0.03311793542443111,0.20097193308586053,0.12438945872802522,0.11309538775787313,0.05602757968013667,2.291525385539213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,0.4328939818619771,0.03348595420453961,0.200721450787455,0.11825892114102515,0.11132432054524972,0.052537391298831546,2.260572468617614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,0.4430797290973095,0.03404586680292653,0.2005740332498588,0.12102127386174844,0.10391999004042213,0.050321747214966545,2.246538516103398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,0.441586384249707,0.03448136698737182,0.20057166604742568,0.11211382137235837,0.09573110078523628,0.04877192856975272,2.168620097416613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.4520402432016672,0.034955979839694666,0.20050419888829826,0.1135533229992545,0.09536851081776582,0.0466212632873716,2.1297288957930984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.4547035029765059,0.03513874353008238,0.2002768295030427,0.11188306922370167,0.08986409415135385,0.04471731196736743,2.070175907433924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,0.4578608393982832,0.035839120222991044,0.20043028119905296,0.10552815638275458,0.08609834342196998,0.04168919365923228,2.0620321590418325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.4599984666205237,0.03640231966431532,0.2004874470732843,0.10401929929331911,0.07676438380249463,0.03908338179336895,2.008909133881401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,0.4701540263594634,0.037412263380636135,0.2006723075559351,0.10567929220677132,0.0783150263458681,0.036869812622416065,1.945553127468498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,0.467920313908184,0.03823101514461234,0.20062609947844284,0.09898452341544135,0.07338419081129084,0.035576433356691195,1.9226335074168621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.4751987279930725,0.038770533539715976,0.20095135204088208,0.1001971021753541,0.06607199098444921,0.03535842415423342,1.8597196315505256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,0.47744004358952435,0.04006341859231444,0.20118179341959994,0.09659355863805313,0.0655844311541861,0.030803021807351044,1.8224080770996407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.4874596028802255,0.04100332746601581,0.20164748282301515,0.09342741947775408,0.06500793688479545,0.029894860226836618,1.7526521389211243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,0.4919467408442371,0.04180732897955779,0.20193949778943154,0.09239784421984563,0.057597637627648725,0.029045281551002354,1.7423572328489603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.4930894612866016,0.04285584439816607,0.2025096139559315,0.09137983938449178,0.053542206250060315,0.026905123621090554,1.685501089153917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,0.49573629027553134,0.04412663396944373,0.20315468336723286,0.09158384691435356,0.05503781053456075,0.02691612592152377,1.6567289021008254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,0.5025634143496744,0.045750289442890724,0.2039021722152193,0.08996111744372721,0.05287028800528431,0.02645624214837694,1.5823798752230533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.5043587320415642,0.046833943835220306,0.20465768849193144,0.08779834686599611,0.046125931489427424,0.02274264993538943,1.5705519452707148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.5106917710083879,0.04877192062015634,0.20552799960634682,0.08962075647675083,0.0438406669544932,0.023716335774972435,1.5330047014401382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,0.5105514361522783,0.04999441850577485,0.20645540081319524,0.0894004115477232,0.04584978513270936,0.020785717315728064,1.488529349245498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.5142948631523395,0.0518640783852201,0.20765706389427013,0.08441478514783948,0.041144762252102965,0.021504770630181486,1.4327559891863257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
