milliseconds,M,Mp,Mpp,MAPKK,MKP3
0,500.0,0.0,0.0,50.0,100.0
100,499.95464742932086,0.04504503220149779,0.00030753847818402135,50.0,100.0
200,499.9094962991513,0.08928295757074035,0.0012207433267291815,50.0,100.0
300,499.86454291075074,0.13273134881002574,0.0027257405189081815,50.0,100.0
400,499.81978364668186,0.17540739367238423,0.004808959505193462,50.0,100.0
500,499.77521496836795,0.21732790631019708,0.007457124581406716,50.0,100.0
600,499.7308334153716,0.2585093304955848,0.010657253056548213,50.0,100.0
700,499.6866356058218,0.2989677373059233,0.014396655961346556,50.0,100.0
800,499.64261823339183,0.338718839272376,0.018662926736993653,50.0,100.0
900,499.59877806532614,0.37777799962618813,0.02344393477034743,50.0,100.0
1000,499.55511193939344,0.4161602465457162,0.02872781432128639,50.0,100.0
1100,499.5116167631044,0.45388027665101965,0.0345029609183111,50.0,100.0
1200,499.46828951190685,0.49095246339782284,0.04075802569609803,50.0,100.0
1300,499.4251272275551,0.527390864663991,0.04748190932385575,50.0,100.0
1400,499.38212701888,0.5632092191926306,0.054663764431660544,50.0,100.0
1500,499.33928605676647,0.5984209699275773,0.06229297748486787,50.0,100.0
1600,499.29660157744036,0.6330392487280797,0.07035918002759992,50.0,100.0
1700,499.2540708756273,0.6670769081651877,0.07885222359102197,50.0,100.0
1800,499.21169130683273,0.7005465111620325,0.08776219045431827,50.0,100.0
1900,499.1694602835713,0.7334603484400672,0.09707937872694516,50.0,100.0
2000,499.1273752730035,0.7658304494671143,0.10679429060201626,50.0,100.0
2100,499.0854338002512,0.7976685670830145,0.116897647365976,50.0,100.0
2200,499.0436334507995,0.8289861662820661,0.1273803982177932,50.0,100.0
2300,499.0019718470219,0.8597945342234323,0.13823363608533917,50.0,100.0
2400,498.96044667832956,0.8901046389012177,0.14944870522870404,50.0,100.0
2500,498.919055687154,0.9199271948834639,0.16101715157649205,50.0,100.0
2600,498.8777966476959,0.9492727624965851,0.17293063500272768,50.0,100.0
2700,498.8366674004957,0.9781515864879031,0.18518107182879812,50.0,100.0
2800,498.7956658292853,1.0065737040817255,0.19776053976835378,50.0,100.0
2900,498.7547898557535,1.0345489696467267,0.2106612625774402,50.0,100.0
3000,498.7140374541742,1.0620869860749655,0.22387566066537146,50.0,100.0
3100,498.6734066401107,1.0891971578607076,0.2373963119456764,50.0,100.0
3200,498.63289547344317,1.115888677585589,0.25121596573914967,50.0,100.0
3300,498.592502053668,1.1421705467155114,0.265327519436344,50.0,100.0
3400,498.55222452286546,1.168051562663924,0.2797240335001976,50.0,100.0
3500,498.5120610690816,1.1935403030348373,0.29439874278705375,50.0,100.0
3600,498.47200991121355,1.2186451957841973,0.30934500167032547,50.0,100.0
3700,498.43206930794713,1.2433744778809133,0.3245563165238222,50.0,100.0
3800,498.39223755401724,1.2677362127331127,0.34002633216297096,50.0,100.0
3900,498.35251299733,1.2917382099784838,0.3557488841339708,50.0,100.0
4000,498.3128940041044,1.3153881888734957,0.3717178902826797,50.0,100.0
4100,498.273378977323,1.3386936918543522,0.3879274071537585,50.0,100.0
4200,498.2339663543117,1.3616620959096633,0.40437162185616277,50.0,100.0
4300,498.1946546139936,1.3843005790341676,0.42104487639787125,50.0,100.0
4400,498.1554422704019,1.4066161504278027,0.43794164556749454,50.0,100.0
4500,498.11632785617866,1.4286157271971358,0.4550564812264115,50.0,100.0
4600,498.0773099402548,1.4503060523337827,0.47238407124931786,50.0,100.0
4700,498.03838712277275,1.4716937184222103,0.4899192226391423,50.0,100.0
4800,497.9995580458302,1.4927851182339709,0.5076569010911148,50.0,100.0
4900,497.9608213645426,1.5135865781994235,0.5255921242183754,50.0,100.0
5000,497.92217576805524,1.5341042616770713,0.5437200389853982,50.0,100.0
