milliseconds,ATP,NAD,AcCoA,KG,Cit,OAA,Pyr,DeltaPsi
0,3.536,0.856,0.063,0.225,0.44,0.005,0.154,150.0
100,3.5302607608411734,0.8569355661286425,0.06323552397500938,0.22582011299374877,0.4397700515150488,0.0048198450317562674,0.15362390848723742,159.03678156823995
200,3.524693280611701,0.8578713048595115,0.06350787015769256,0.2266268414818858,0.4394996095756794,0.0047312563267342235,0.1532591650773551,158.91926394122572
300,3.5192880869578307,0.8588114509324124,0.06379326257810097,0.22742032962034972,0.4392127105070351,0.004686889780902452,0.15290534898747793,158.8034925069596
400,3.5140396010664414,0.8597551734764176,0.06408039308788199,0.228200782056623,0.43892084048354113,0.0046640097962272545,0.15256205709222873,158.68941251657148
500,3.508942432455131,0.860701645614169,0.0643639089082519,0.22896842885840596,0.4386294888408949,0.004651631486824517,0.15222890317233026,158.57697434337913
600,3.503991373533925,0.861650062192997,0.06464135265436184,0.22972350905815367,0.43834122737312875,0.004644479835227324,0.15190551724411666,158.4661323229263
700,3.49918139383121,0.8625996478359528,0.06491163941093883,0.2304662625598692,0.43805724296241694,0.004639988912272548,0.15159154485846224,158.3568440784063
800,3.4945076344462995,0.8635496598545188,0.06517436748824325,0.23119692656609606,0.43777803130678716,0.00463694507087291,0.1512866464349525,158.24907011553196
900,3.489965402537673,0.8644993892392715,0.06542943944446443,0.23191573369111013,0.4375037784366352,0.004634742042737508,0.15099049660759917,158.14277352617677
1000,3.485550166011982,0.865448160280148,0.06567691058540173,0.23262291131190332,0.43723451331485286,0.0046330853774671195,0.1507027836022399,158.03791977981766
1100,3.4812575483818846,0.8663953297726482,0.06591691304735073,0.23331868132119868,0.43697018438061946,0.004631843066527191,0.15042320864253475,157.93447654047694
1200,3.477083323772528,0.8673402861299844,0.06614960247554712,0.23400325999670668,0.43671071335358885,0.0046309400179340016,0.1501514853799179,157.8324135087161
1300,3.4730234120683523,0.8682824483127485,0.06637513989056354,0.2346768580607064,0.43645601362101333,0.004630322519138406,0.1498873393457718,157.73170229108408
1400,3.46907387424352,0.8692212647084043,0.06659369110215359,0.23533968082538906,0.436205990966604,0.004629955943991455,0.1496305074318486,157.63231624780147
1500,3.465230907484831,0.8701562119573292,0.06680542373781033,0.23599192835595995,0.4359605466759983,0.004629822615256457,0.14938073735779783,157.5342304208076
1600,3.4614908402357623,0.8710867937951638,0.06701050517980367,0.2366337956170843,0.43571957976140624,0.004629913891800666,0.14913778713442774,157.43742134707702
1700,3.457850130240463,0.8720125406021212,0.06720909907414678,0.23726547252329397,0.43548299052201006,0.004630224826660841,0.14890142485627683,157.34186707238035
1800,3.454305360885909,0.8729330085629605,0.06740136246771301,0.2378871440417425,0.43525068353164864,0.004630745684285071,0.1486714283132267,157.24754703597478
1900,3.4508532305490536,0.8738477771520508,0.06758744600659715,0.23849899057009188,0.43502256771509457,0.004631463184689519,0.14844758386987955,157.15444167555611
2000,3.4474905629154193,0.8747564515530872,0.06776749707379685,0.23910118759639498,0.434798552914882,0.004632367630142843,0.1482296875596486,157.06253285334662
2100,3.444214284621605,0.8756586574184269,0.06794165834779127,0.2396939064669113,0.43457855193481054,0.004633447219925466,0.14801754274717113,156.97180331953544
2200,3.4410214257777216,0.8765540410070288,0.06811007035361771,0.2402773143844222,0.4343624779301404,0.004634694174593442,0.1478109602515162,156.88223694429885
2300,3.4379091270920847,0.8774422708419981,0.0682728694389306,0.24085157414755823,0.43415024627991056,0.004636100774691297,0.1476097590317977,156.79381868493093
2400,3.434874656732039,0.8783230416558672,0.06843018538863666,0.24141684354894608,0.4339417765627625,0.004637655817904458,0.14741376789510197,156.70653476524956
2500,3.4319153233994864,0.8791960542665214,0.06858215049529659,0.24197327852285877,0.4337369855737854,0.00463935631271992,0.14722281684379654,156.62037071148575
2600,3.429028584227621,0.8800610405169582,0.0687288891064257,0.24252102923067767,0.4335357951870862,0.004641194677283793,0.1470367477931846,156.53531400985443
2700,3.426212012153917,0.8809177557366281,0.06887052072628601,0.24306024124515957,0.4333381300371775,0.00464316248489215,0.14685541133224128,156.4513532868547
2800,3.4234631666221076,0.8817659492024266,0.06900716831086687,0.24359106032794847,0.43314391230685095,0.004645256525955732,0.14667865407182382,156.3684755360456
2900,3.420779794082849,0.882605409899028,0.06913894594499922,0.24411362500975609,0.4329530692723369,0.004647470594144912,0.1465063382386164,156.2866703542492
3000,3.4181597198256246,0.883435941846162,0.06926596527804947,0.2446280705954599,0.432765529441835,0.004649799479957658,0.14633833111964015,156.20592772381374
3100,3.415600748818094,0.8842573415697446,0.06938833828239349,0.2451345327814129,0.43258122202508037,0.00465223724102225,0.14617449581455097,156.12623857369172
3200,3.413100876337617,0.8850694459800156,0.06950617056476703,0.24563313995742903,0.43240007885451537,0.004654779453163469,0.14601471099228985,156.04759427243994
3300,3.410658145493863,0.8858721000429736,0.06961956587541267,0.2461240184320268,0.43222203309216567,0.004657421547379941,0.14585885755285144,155.96998659272032
3400,3.408270608828584,0.8866651486031989,0.06972862807507232,0.24660729403246845,0.43204701808105717,0.004660158539083294,0.14570681516044037,155.89340327011223
3500,3.4059364714175384,0.8874484677792932,0.069833455098581,0.24708308647208244,0.4318749702484997,0.0046629863425346535,0.14555847538337005,155.81783692618927
3600,3.4036539818116913,0.8882219410146315,0.06993414347248962,0.24755151361814298,0.43170582693985815,0.004665900814314688,0.14541373181801506,155.7432795005353
3700,3.4014214066900785,0.888985453422284,0.07003078903969268,0.24801269238623724,0.4315395260974215,0.004668897708743885,0.14527247833575493,155.66972580140632
3800,3.3992371454016763,0.8897389171376773,0.07012348294448949,0.24846673447666168,0.4313760081265229,0.00467197328381069,0.14513461823905285,155.59716848591802
3900,3.3970996344321787,0.8904822503702062,0.0702123150612545,0.2489137500172932,0.43121521428462795,0.004675123880050191,0.14500005649635392,155.5256001804469
4000,3.3950073411624113,0.8912153763837447,0.07029737436034923,0.24935384795555882,0.43105708647948093,0.0046783460424253175,0.14486869900688643,155.45500995507336
4100,3.392958842871053,0.8919382398782281,0.07037874568987687,0.24978713263050753,0.43090156886191705,0.004681636465513806,0.14474045963693397,155.38539145577215
4200,3.3909527246692055,0.8926507852758833,0.07045651357259249,0.2502137079122834,0.4307486059615567,0.00468499192628375,0.14461525180246318,155.31673902091984
4300,3.3889875916255696,0.893352959201222,0.07053076168952674,0.2506336766580264,0.43059814294330434,0.0046884092670934924,0.144492989590901,155.24904934140898
4400,3.3870622041797964,0.8940447403117133,0.07060156851315938,0.25104713575734466,0.43045012772114616,0.004691885741454695,0.14437359767790242,155.18231430335095
4500,3.3851753540817935,0.8947261119680269,0.07066901130814392,0.2514541806714691,0.43030450902156653,0.00469541869725703,0.14425700224197535,155.11652754532633
4600,3.3833258975755958,0.8953970695442226,0.07073316506118994,0.2518549042191161,0.4301612369015475,0.004699005661499534,0.1441431333946454,155.05168270444545
4700,3.3815125336668337,0.8960575728845018,0.0707941098982263,0.25224940524154654,0.4300202591102527,0.004702643341589723,0.14403190853738213,154.98777213073186
4800,3.3797342138652247,0.8967076341590079,0.07085191737812681,0.25263777259028813,0.42988152781231964,0.004706329470856235,0.14392326311655598,154.92478926283007
4900,3.377989957575316,0.8973472782804423,0.07090665666806469,0.2530200923414582,0.42974499655868426,0.004710061977054108,0.14381713676680932,154.8627275576318
5000,3.3762788020423873,0.8979765321716106,0.07095839621786951,0.25339644975182224,0.4296106194652639,0.004713838756917161,0.14371346955403397,154.80158020005968
