miliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315339710.76499045,14521395.48929789,373926.52340356156,-10576.346114559396,330052960.0
100,315260037.5223407,14211440.680855155,512212.05159405095,-177.69445404256203,330052960.0
200,315274065.41342497,13956033.13057879,792897.6759857538,28675.903133729378,330052960.0
300,315279817.26813686,13593069.887941252,1064405.536298406,3487.7803719294625,330052960.0
400,315232667.86601996,13389425.202801768,1264582.532984411,27611.463955673375,330052960.0
500,315183567.07543355,13137178.510343608,1531855.6997858246,32809.335164348115,330052960.0
600,315118934.75995135,13009777.704791332,1846721.4774936873,27645.08932923071,330052960.0
700,315200807.2235421,12692973.541447021,2209113.011660453,41507.0243879539,330052960.0
800,315087326.84850776,12523740.200921346,2392065.8285964276,60150.257309947985,330052960.0
900,315122796.916652,12349214.813565012,2632389.203297165,61560.58103957334,330052960.0
1000,315023058.43046707,12161178.82228379,2884788.803458147,86565.35179099512,330052960.0
1100,314952845.28809357,11945340.209311705,3123957.8056715084,120242.2974419141,330052960.0
1200,314927847.76651007,11866372.803470593,3171168.721462958,102817.59690173659,330052960.0
1300,314868491.30685085,11531929.53469425,3434949.1181401433,117986.38951259379,330052960.0
1400,314783209.8283553,11435749.297593143,3711870.5465086754,170317.60034437652,330052960.0
1500,314815666.66937834,11206899.99440388,3896863.648192273,187496.818003693,330052960.0
1600,314664420.6873762,11215082.518174127,3911798.727316477,190835.06317163154,330052960.0
1700,314607802.49165225,10922905.224144815,4266337.02316374,216165.12427361717,330052960.0
1800,314607604.5392729,10786558.546760919,4440088.647227693,238576.8955572609,330052960.0
1900,314537967.2707251,10715942.122832544,4551453.614624565,256166.16959098348,330052960.0
2000,314386552.89890045,10637558.34776198,4793608.167876897,286871.381134214,330052960.0
2100,314330114.6478047,10369230.076324943,4808254.375269156,317735.89617670065,330052960.0
2200,314281771.7102001,10320176.190772653,5197317.847863806,363408.6034021622,330052960.0
2300,314211381.7828931,10170000.534598975,5380553.704695506,364035.91272393934,330052960.0
2400,314140375.2885671,10140915.539610028,5333419.352730431,409579.61408410885,330052960.0
2500,313991662.00765204,10003808.501661455,5666802.948654592,427052.15894907044,330052960.0
2600,313896181.5259895,9861726.4822329,5745205.887248622,482846.6708572223,330052960.0
2700,313874680.7797479,9868235.162100246,5897789.0574600715,480847.9610635127,330052960.0
2800,313780216.4844613,9722538.307906741,6004085.959133472,521411.5798230305,330052960.0
2900,313601199.4874299,9658280.451447373,6234587.049140209,552378.5859558551,330052960.0
3000,313609175.5590987,9533650.693812683,6397537.608882572,588258.1571770651,330052960.0
3100,313435682.70864624,9420190.394806884,6638700.227698315,624493.0758565675,330052960.0
3200,313304545.8607939,9416655.57838206,6629482.1417660825,657259.9248004085,330052960.0
3300,313178157.32254463,9313658.013685318,6699839.27641619,717292.5758916918,330052960.0
3400,313157149.3618816,9258475.570716256,6824733.859143687,721168.4994832473,330052960.0
3500,312987847.0032981,9150982.465603352,7169677.859633341,782492.642531475,330052960.0
3600,312961131.93548024,9110040.35627693,7277166.031535463,834452.0909854288,330052960.0
3700,312819181.86958355,9030828.535075437,7457573.212301596,875114.6012323528,330052960.0
3800,312704598.24249494,9063082.320876572,7572646.189463295,903100.3075082666,330052960.0
3900,312512157.56196,9015720.14818216,7632363.579425127,947660.9747159274,330052960.0
4000,312438693.2713652,8862192.51321509,7673296.235258614,999720.0275008553,330052960.0
4100,312309357.3606019,8925346.539258027,7750550.878723996,1009474.2222155594,330052960.0
4200,312166343.05105996,8803460.856238367,8031941.457001961,1054567.0623248338,330052960.0
4300,312102289.8042327,8789974.963557683,8038714.009776076,1111618.544555748,330052960.0
4400,311983290.4116292,8769122.130631115,8233031.242629851,1170835.5965161193,330052960.0
4500,311836168.7595782,8612751.380549844,8359945.661570311,1193147.0894283387,330052960.0
4600,311716027.20009583,8634613.301186731,8488109.81706504,1248387.7125939964,330052960.0
4700,311501136.0532807,8538789.443588,8549551.332063163,1269729.7839765798,330052960.0
4800,311477411.0598491,8536862.637490911,8790525.355352927,1344864.792349934,330052960.0
4900,311327604.14360034,8585682.693726938,8902121.503796032,1373004.3553635639,330052960.0
5000,311192779.6788109,8503701.6326626,8917848.809089664,1415332.5617955143,330052960.0
