miliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315317659.2090057,14379098.455017872,425132.91086334654,-2469.84716565337,330052960.0
100,315274359.2147012,14227014.905641165,485266.7032224257,-5209.637820662135,330052960.0
200,315314344.9071053,13971578.597540947,821616.3122413731,28735.712539987104,330052960.0
300,315247689.6756802,13639832.951601414,1205012.9638823452,13442.925807810489,330052960.0
400,315197171.9817885,13464640.705347244,1431144.6121591344,23813.500944302843,330052960.0
500,315186882.7476476,13261754.72224967,1545568.1469704602,39642.44030010162,330052960.0
600,315228812.4434708,12967988.577138426,1938259.6507146666,16524.76543424474,330052960.0
700,315083812.8553147,12810577.842586994,2145540.7987940083,52514.59926035318,330052960.0
800,315052647.28496355,12585937.775531119,2428729.6500733304,60914.83250357371,330052960.0
900,315072666.7525245,12419699.009416591,2645376.163529027,57272.36010293053,330052960.0
1000,315060901.76814294,12123914.78112545,2812259.747943,86071.4360352615,330052960.0
1100,314943753.7382749,12032578.622622116,3029939.4248897037,106134.61046563102,330052960.0
1200,314927314.295613,11816886.350847105,3216845.0646203193,109061.77637842608,330052960.0
1300,314917185.43214774,11553114.798826568,3442274.93687629,124888.21438253498,330052960.0
1400,314875026.413452,11384671.590363352,3603895.3072660007,148458.97002240265,330052960.0
1500,314719554.64463985,11371527.381901534,3719043.8309802003,187223.04281623795,330052960.0
1600,314707308.4601018,11057580.953513015,3972274.1574363657,188483.775199632,330052960.0
1700,314588634.0121967,10917667.08435277,4241272.725560034,211839.5729905541,330052960.0
1800,314522933.99671966,10791826.704515338,4326212.274953788,259945.56461302645,330052960.0
1900,314556536.8928606,10696812.720253352,4604722.498587439,255282.50170846324,330052960.0
2000,314460858.1462502,10640275.60290367,4666609.68555058,295649.09742701834,330052960.0
2100,314350505.3835836,10382511.828984756,4992560.950683383,345179.68409324344,330052960.0
2200,314232976.3005032,10259845.401648846,5164844.354823795,350781.43321353826,330052960.0
2300,314153595.7686316,10248781.167629756,5340695.652609418,375337.2361797037,330052960.0
2400,314095845.0201336,10166165.204204774,5410205.4429317815,386274.4699324297,330052960.0
2500,314062987.1026787,9947556.981821535,5526404.936460695,448455.96965088585,330052960.0
2600,313946212.46379095,9924906.400944958,5645598.70233306,450202.9523871541,330052960.0
2700,313837090.98335624,9761477.444310732,5875520.189858956,486919.9159586319,330052960.0
2800,313802219.9264241,9693989.535337098,6082949.593652073,537256.8727551997,330052960.0
2900,313621812.9074239,9646376.227812463,6176989.640009479,576249.4923525917,330052960.0
3000,313605619.7834988,9531854.946151404,6407297.001356403,600772.034849695,330052960.0
3100,313507517.802344,9391876.837211376,6572746.9033732945,634593.7926483399,330052960.0
3200,313357863.23160976,9333030.276391977,6714190.046520994,682125.4851940023,330052960.0
3300,313201033.804314,9343844.17479509,6905448.449802412,703080.3856018627,330052960.0
3400,313184564.15843636,9238206.005945671,6826231.181150032,730199.35450128,330052960.0
3500,313011187.8856673,9176189.889543897,7050247.086218327,785717.5930135956,330052960.0
3600,312937399.1869412,9136770.83115601,7205981.805184669,819799.8954270637,330052960.0
3700,312781413.96792513,9019891.925292034,7393690.8138218,848450.8106397509,330052960.0
3800,312649326.6489846,8961844.874757081,7391420.642768243,907060.278090395,330052960.0
3900,312621982.9249786,8998763.80958447,7574631.444081369,918262.7210883176,330052960.0
4000,312441902.45577776,8850127.915014626,7686021.236313986,998594.0471014422,330052960.0
4100,312327572.85024005,8848419.031703722,7850297.509891853,1038524.8528245951,330052960.0
4200,312261938.00988203,8815068.677491939,8041782.0963085685,1048708.6610959598,330052960.0
4300,312090666.7123222,8816241.242416902,8233784.165016636,1096429.3892800515,330052960.0
4400,312000471.5779094,8650468.401678689,8129470.841906197,1170981.275142428,330052960.0
4500,311857095.3291477,8609694.50930118,8269229.8803773215,1179445.256450703,330052960.0
4600,311669725.12921184,8725701.5891868,8557254.00920488,1216705.2827171385,330052960.0
4700,311545177.1577625,8605069.994923538,8682420.026656311,1291430.264629479,330052960.0
4800,311433740.2095321,8600911.448746363,8770408.320204312,1318742.4200060233,330052960.0
4900,311287405.08747286,8535279.614619976,8901874.43887779,1358794.8402167324,330052960.0
5000,311089219.78217155,8568372.349220559,8876519.762173465,1441717.1190627092,330052960.0
