miliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315291295.0242878,14433690.261558108,243528.06944393285,-5826.883754444623,330052960.0
100,315240762.6246454,14250803.113098618,669149.239258118,22430.607159420935,330052960.0
200,315278489.35069644,13853760.39309681,871701.5752991049,-660.2749680745064,330052960.0
300,315283368.6177257,13641108.136867536,1063352.876693037,28901.118154698823,330052960.0
400,315235048.89639145,13408566.158253403,1361949.4899660673,24727.122566607133,330052960.0
500,315196117.8452633,13127482.242506497,1684511.684604425,46948.58080968731,330052960.0
600,315236581.45101064,12964357.20479402,1792964.5262919075,21998.080330967172,330052960.0
700,315197723.46968466,12830526.23593255,2058181.799925066,36772.33617616779,330052960.0
800,315085731.56802094,12489588.999796223,2368069.711296571,55514.65511623912,330052960.0
900,315007802.4073812,12268209.392855084,2568470.904068953,72493.16317243311,330052960.0
1000,315084090.6145494,12150061.179622943,2708036.667446468,105656.47487385957,330052960.0
1100,315009618.73928815,12018534.12678767,2967914.294816642,112611.85374268454,330052960.0
1200,314896453.6325618,11719529.257268226,3266402.0841192557,120187.55776679705,330052960.0
1300,314841767.2775166,11683035.98991769,3405896.8850745712,119623.27732152918,330052960.0
1400,314867780.60370034,11514952.537033025,3729248.0498865056,165663.0084424331,330052960.0
1500,314800007.34970754,11332038.863544941,3813715.9165228796,197946.3411346671,330052960.0
1600,314730581.4318449,11150532.369154254,3901539.0747296116,179050.59585089414,330052960.0
1700,314683988.9085785,11038375.516774809,4089383.8662235793,230265.48548362398,330052960.0
1800,314538616.1414006,10837709.104588661,4471012.30589547,248091.34072324625,330052960.0
1900,314522759.2698575,10696165.116287047,4478260.307193031,292755.5671801713,330052960.0
2000,314372778.7602188,10619397.541056663,4637269.146432096,309545.22381543927,330052960.0
2100,314340753.39136213,10414211.976996172,4886544.685641814,304775.76902581454,330052960.0
2200,314323545.9412352,10359329.218989298,5221218.914861823,365871.30408922205,330052960.0
2300,314134377.77873117,10164824.8265877,5182501.200038781,376920.550506674,330052960.0
2400,314042364.0866276,10029292.565377917,5423423.442144721,388437.84631735756,330052960.0
2500,314031892.890304,10050018.125045465,5522326.543553204,418954.9673888324,330052960.0
2600,313915576.4924574,9900692.463050932,5716929.85732506,488674.4674412712,330052960.0
2700,313826428.2462209,9814128.751642274,5923036.105384173,521835.13939606433,330052960.0
2800,313780188.38569695,9685169.72163623,6043547.410744589,514656.7377763102,330052960.0
2900,313680356.940491,9559293.787733722,6128322.400950927,586555.8400591514,330052960.0
3000,313595770.1074075,9466733.097706327,6280368.476427172,620305.419327666,330052960.0
3100,313509701.30541587,9443242.15380006,6569952.096181317,654446.1654236998,330052960.0
3200,313399777.41890675,9349617.986939672,6749589.667294561,687723.8941586296,330052960.0
3300,313185829.5443664,9265540.62100345,6738902.204109904,720547.5517335583,330052960.0
3400,313165932.06971735,9312146.23823911,6963379.7008732045,760753.7621081807,330052960.0
3500,312993258.0423356,9168336.21242566,7124150.9568097675,758855.8455153265,330052960.0
3600,312861757.28054845,9143298.648846384,7284621.922424508,798490.8951213828,330052960.0
3700,312755191.79674745,9084384.165828293,7275487.896437276,851909.800211453,330052960.0
3800,312648592.16296387,8969764.184446175,7489549.962778233,878529.4014993275,330052960.0
3900,312513680.51772845,8883742.673869153,7646684.8920799885,937482.2080612994,330052960.0
4000,312410293.4271608,8926258.197101992,7650721.752597041,987777.6847093218,330052960.0
4100,312339792.3535168,8793836.747935332,7939172.335825217,1020359.6341411618,330052960.0
4200,312165807.74112827,8818465.00252545,7989634.144721635,1084738.3833548527,330052960.0
4300,312092108.35284454,8755235.093208373,8223322.878817537,1116081.8853831424,330052960.0
4400,311948833.9783432,8633887.399905907,8361970.775527023,1139875.5611431256,330052960.0
4500,311765807.1959728,8766414.45398348,8331492.311775298,1193702.0786994721,330052960.0
4600,311706381.36379856,8577820.0023848,8590928.809961675,1221699.925938792,330052960.0
4700,311505524.0202677,8640859.658611624,8701657.171731658,1278008.8427659292,330052960.0
4800,311396725.80982023,8524781.713800102,8743091.277540613,1313956.4168656338,330052960.0
4900,311299547.75999886,8641960.561723512,8758285.833009906,1366563.981738324,330052960.0
5000,311122419.0302869,8454445.618931685,8929051.81181983,1426967.1625862864,330052960.0
