milliseconds,EC,Z,Rho,Y,Fraction_Inactive_Channels
0,-0.006941242072991355,-0.007914513743697206,-0.012420305571730076,0.3489921460180294,-0.006069453188231616
100,-0.14644920731441502,0.061108415276190715,0.37460613204353105,0.43644848041959355,-0.37506079617495974
200,-0.29694513804814715,0.06996502946790789,0.6316130277131553,0.5919040629661817,-0.6189722288353412
300,-0.40576051001423763,0.07676841988764595,0.7779886025015122,0.70102844758921,-0.7650918453525205
400,-0.5461187653054329,0.0916690847407722,0.8499454937812323,0.8076186090512847,-0.8639921095441135
500,-0.6477102916764353,0.08714638624555861,0.8960096764305854,0.9190771663693902,-0.904158749311653
600,-0.655121850710779,0.418116211693806,0.06935994742209917,0.6233705722296782,-0.056840052439525016
700,-0.6273294104609345,0.17645360697047496,0.2719674581115565,0.796937927675898,-0.2428427100466256
800,-0.5821644733001222,0.32005347590168287,0.13821277230338064,0.6408587993913244,-0.17811302510945076
900,-0.5231182407749086,0.21242680080910112,0.22232854084790238,0.6692733999887099,-0.24966193166902534
1000,-0.4823602107675599,0.2614569866151816,0.15632788203875692,0.5910338282199634,-0.169907245765194
1100,-0.4594692735209903,0.23601712332909291,0.21449609061505298,0.5556686086020777,-0.21866137198667993
1200,-0.4041028657850555,0.24841249824571762,0.18951535717912343,0.517468882962266,-0.22308846413405442
1300,-0.362111104423031,0.24671243591065845,0.22558944316686871,0.45923616649690197,-0.24112125390327305
1400,-0.29656313042532684,0.24049686726059286,0.22595602910889415,0.4249998793024452,-0.2144343399785484
1500,-0.29268442418464585,0.2329996635407861,0.24810440381598803,0.4166913321114033,-0.2315181295401216
1600,-0.24119509359323918,0.22623592596011607,0.2685657653143277,0.3779660700968348,-0.2747829940277145
1700,-0.21021972060439362,0.22092185204355655,0.2845081554879396,0.34670389079822844,-0.29847606733878185
1800,-0.20460877472801897,0.21627921642420977,0.2992249014242144,0.3473477072953206,-0.2646174152821372
1900,-0.19470627460841555,0.22508242779668344,0.33741234029116746,0.3466022563313241,-0.33147590609297656
2000,-0.17254763868000353,0.22085028638079246,0.30720713409109907,0.29328745951837,-0.3081237246355437
2100,-0.19391762416252722,0.15429096023276948,0.40987308163308633,0.38334988891251365,-0.40748701921760605
2200,-0.28674689159212474,0.06445025500290523,0.63369304731535,0.5498215890883493,-0.639675464388026
2300,-0.42061155741936024,0.0824430509330982,0.7762949907610693,0.7062224141984351,-0.7497167149778615
2400,-0.5154519582321949,0.07829577012713021,0.8470086179159109,0.7951934142700923,-0.862135926303264
2500,-0.6420275616466389,0.10182741404069247,0.8894188471301531,0.9069480271697856,-0.886718352202085
2600,-0.6729170064045343,0.44236164045151793,0.10029178146083646,0.5899304700131587,-0.09727398903150218
2700,-0.6250680677156278,0.17174188404495738,0.25996623390674023,0.7819611293080084,-0.24595180219382565
2800,-0.5904388717740365,0.3196665289599124,0.16882944900069266,0.6337894913130266,-0.15650329773582508
2900,-0.5402924473953926,0.220934512655119,0.2075664813403222,0.6888946532421999,-0.20818942151064096
3000,-0.47548134860246566,0.27155491653619057,0.17933257045943335,0.5965278066366613,-0.1623219430150597
3100,-0.45846171845653894,0.2362341391322239,0.21580881786453654,0.5530711633877002,-0.22635828200005553
3200,-0.4108135798470474,0.23592379420511314,0.20506444061512305,0.4962286476829896,-0.21074486309770155
3300,-0.34490672377612475,0.2481616801986811,0.24129242309862386,0.46720591799759104,-0.22275050927949644
3400,-0.29523499615326987,0.24229563244308908,0.21280892495722897,0.4426831819376897,-0.23603734043399532
3500,-0.27438547858158685,0.2374442230102674,0.24875489329119213,0.3941294007148007,-0.2525157766187027
3600,-0.2348496310549423,0.21894775317848075,0.2633811483593698,0.36675258831572644,-0.2670756847938068
3700,-0.22213700674874823,0.22864181748310541,0.30021149456267804,0.35828789152855994,-0.27979817407134633
3800,-0.1932665334317374,0.21739449689466042,0.2591376818176667,0.33497940870133397,-0.2876763645518619
3900,-0.17628281605386792,0.2178770204601651,0.3168440076854542,0.33490666422957266,-0.35697683643519734
4000,-0.1707547098288517,0.2177889434307776,0.27187261149746594,0.2989105393585379,-0.30384190554128804
4100,-0.1771331263850942,0.14622078548288495,0.3949369214123912,0.4048645127617697,-0.4377749887771989
4200,-0.27737991988226696,0.07452838817116603,0.6385833652510833,0.5535587118150486,-0.6181654645635964
4300,-0.41862002274668475,0.08060914778885936,0.7839532785495741,0.6975065879648943,-0.7852679856019975
4400,-0.523112572805397,0.0903094817783229,0.8252046349340625,0.8185530972115376,-0.841492717394908
4500,-0.6321943545294106,0.10077697951529692,0.8634235837751648,0.9116487671809497,-0.8725562125298313
4600,-0.6736765901398566,0.4355719170206316,0.18998986194739798,0.5972157863596687,-0.1506978960069161
4700,-0.5950577798875886,0.1913706670599925,0.2616761017589627,0.7842792117962977,-0.2499885187951582
4800,-0.5888851970417804,0.3158141879670914,0.21795203547201075,0.646818027066332,-0.19934077385676638
4900,-0.545240142218358,0.21892312154633756,0.20126567539410062,0.6762138319908813,-0.24718175523568578
5000,-0.5031675503831778,0.2597098197760213,0.18136563261860747,0.5849826841487898,-0.16086505923621763
