milliseconds,EC,Z,Rho,Y,Fraction_Inactive_Channels
0,-0.016778481334180834,-0.005483938597979662,0.003256014775840995,0.36140606608490605,0.024495004402978002
100,-0.14662298866139625,0.0571469917059627,0.371012895876647,0.4316217098715498,-0.3951485632786087
200,-0.2881494669097634,0.06226581346502973,0.6291155945380975,0.5813899849981435,-0.6323932835888836
300,-0.4087072791298172,0.07307629129450123,0.7619914238545796,0.709666184846671,-0.7797103394923972
400,-0.524255421284139,0.08936383445789008,0.8220210917133454,0.8113416637878744,-0.8405800575384278
500,-0.6463053608200711,0.08862368454074049,0.8954853172865503,0.8958519040114588,-0.89360962191801
600,-0.6834055309968644,0.4175532524432918,0.08165760499528266,0.6208134470545701,-0.09245406051987806
700,-0.6307799683395561,0.17402535394739646,0.27386150816318006,0.785471014850792,-0.2736705521005884
800,-0.6045867328676725,0.3235578888249534,0.13358587017681814,0.6239310012313483,-0.17063120551422856
900,-0.5426864572047966,0.215163543438107,0.22808357134028379,0.6877178462794071,-0.21957366594378105
1000,-0.4769971141332524,0.26427543275249293,0.14766600552247977,0.5952298321162708,-0.18976895193645008
1100,-0.4448318685066519,0.2423400111738558,0.21468427410768087,0.5784725650831453,-0.2517511758907714
1200,-0.37711806986733587,0.2364272295600865,0.18900591054369162,0.525398878625228,-0.2050016453317495
1300,-0.3413428187013987,0.25121193519683294,0.2390295705575629,0.4725241006089818,-0.2412009180109287
1400,-0.30462777379359346,0.23399199034797014,0.24344729537219842,0.4319344170899988,-0.25099852033735714
1500,-0.29417503551246615,0.24281678775930796,0.22633846987428402,0.38980186482251244,-0.23873130979240748
1600,-0.2474191664656213,0.2170385411117014,0.24112779715424634,0.36770906931030195,-0.24106212165662846
1700,-0.236948561325041,0.22107057773280495,0.2663596042714986,0.34860791395595414,-0.268471006029711
1800,-0.21034711687603133,0.22157313102112453,0.2901860256561748,0.3482333515905056,-0.2666518457459518
1900,-0.1937646921626713,0.2171957183501044,0.32789063103234845,0.32310879115884344,-0.33276231670851236
2000,-0.17589493168232312,0.2182975163028756,0.28638886601191965,0.29856992877395366,-0.2978643511039024
2100,-0.1677274983229519,0.13943304946906113,0.4358900947536057,0.3826653611073463,-0.43267054114132075
2200,-0.2621987210190982,0.07088577421967746,0.6321833262835397,0.5665973052753736,-0.6426551065856747
2300,-0.4088969942494068,0.07576504936001889,0.7734039803576964,0.7072901661397327,-0.769903603477983
2400,-0.5286298024982671,0.08360627179683054,0.8680062906272612,0.7947256333668361,-0.8511338643973612
2500,-0.6545140036594449,0.08484148380332864,0.8825293253457303,0.9146762292453815,-0.8715764251349127
2600,-0.6672842471916408,0.4376337330464855,0.10291594636043494,0.6175577701278621,-0.10929683530545421
2700,-0.6170700179589772,0.18643588868181898,0.2383508734105263,0.7775446855819412,-0.22935981666358923
2800,-0.6097391221574336,0.3282282678225275,0.175198263193234,0.6379431913261981,-0.18896210813235753
2900,-0.5535174133719785,0.22044391412156966,0.2137031414080595,0.6916837231099627,-0.237168173782066
3000,-0.4876040068401241,0.26265219952702173,0.16364201700293973,0.5686794898069454,-0.15309272436043475
3100,-0.4477106983999561,0.24082942008028646,0.24432801072931004,0.5735302614940311,-0.22992819510215445
3200,-0.4103326621121243,0.24830526640239783,0.21124049375505285,0.510526748627496,-0.2192458681902737
3300,-0.372136618380208,0.23815234696620163,0.21642557032105017,0.4625152779197381,-0.24697731339435902
3400,-0.31155119139212856,0.22787687491391903,0.24837850572270673,0.4234456352083539,-0.23486267024937738
3500,-0.2672742018646328,0.23347547244573963,0.27496360328670183,0.4139326043745971,-0.23333991981520055
3600,-0.23040076546098875,0.21708940501418147,0.2391556613209731,0.3745111314838624,-0.2546924200609709
3700,-0.2197495234550999,0.23482916709581514,0.28586769200502515,0.36119279345212435,-0.2902700934458571
3800,-0.20385930318645537,0.2201706062953923,0.29916838943645707,0.3463841843004701,-0.3014734061798996
3900,-0.19188387550523447,0.2139643234979549,0.31167870359652955,0.346921760479158,-0.35071248903802116
4000,-0.14834003692054148,0.21033194284047108,0.27209268230900385,0.29867661491754816,-0.26669084300024903
4100,-0.17250694742144165,0.1509433232842033,0.4393544327239877,0.37356464040221266,-0.39820468228063743
4200,-0.27474526842137575,0.07343466055127673,0.636375063494212,0.5743847625436892,-0.6387171959288218
4300,-0.3953743567397797,0.06959023604956954,0.7523499551029078,0.6911278893406448,-0.7733399478610565
4400,-0.5263967834054026,0.08494161490132214,0.840689763012313,0.80765307260402,-0.8237586923635125
4500,-0.643334498050059,0.09928456700604733,0.8738688436668166,0.9174538275639365,-0.8638450028147324
4600,-0.6757054491739051,0.42963506641417504,0.18269934909514393,0.6147314204957587,-0.16121913989272038
4700,-0.6245433483027183,0.17658008244242793,0.25094940777567754,0.8067044430631579,-0.2581467197539152
4800,-0.5842138115608575,0.3113024649928166,0.1717987272795092,0.652580606339754,-0.18533449295702942
4900,-0.5290738201332778,0.225077131659427,0.2436546919252268,0.6994928971406017,-0.24720623926659532
5000,-0.4811234485855711,0.2767107740094483,0.14921147672968627,0.57475769103753,-0.16221718277131902
