milliseconds,EC,Z,Rho,Y,Fraction_Inactive_Channels
0,0.01084755430006863,9.368919781474667e-05,-0.012384830676355969,0.3715173377959753,-0.01661350739753978
100,-0.13789031610706312,0.055573453793610963,0.3986232226183228,0.43570557155179096,-0.3821278693439289
200,-0.2930655682897126,0.06576313112540835,0.6107047130202455,0.5648618051845273,-0.6217421344324878
300,-0.4259896879428274,0.06554030023500243,0.7896149570905302,0.7158156747504646,-0.7613526941604828
400,-0.5454691040422307,0.07539884704861985,0.8503435683979536,0.8162541653725958,-0.8335576334304738
500,-0.63659269609802,0.10275733161274281,0.8933727726631769,0.9108948356082579,-0.8992468592803835
600,-0.6546761608049061,0.42735933876502036,0.05614042615500807,0.5952208017312461,-0.07419895645959626
700,-0.625385254461077,0.17674935218750082,0.25020196992316884,0.8107283318565305,-0.23485884253761938
800,-0.5875613513263578,0.3110955488273065,0.14334669363004454,0.6329672285985954,-0.14864407265562085
900,-0.536597699245924,0.2089520963524193,0.2107035149894024,0.6729191005171962,-0.2270099224814479
1000,-0.47941193581895075,0.26915226345797477,0.1807955504957508,0.5886587646114905,-0.1527996044930131
1100,-0.4400208215468935,0.23423570426279625,0.2539699053810929,0.5571666256705312,-0.23635965308219498
1200,-0.3898408635959982,0.23719650869762487,0.20967574604697825,0.525898770619814,-0.2130134908443388
1300,-0.35587659148587475,0.2541526646389569,0.24565342992730546,0.4561722375024689,-0.255151171649425
1400,-0.31334609612788983,0.22481198642908565,0.25576247486744924,0.429562779744732,-0.23923604231437676
1500,-0.2826391569331753,0.24498272635255827,0.23122542687500974,0.4021342660501967,-0.25450757700125654
1600,-0.25868255539786095,0.2251837771327587,0.2643195542886517,0.38469871381534526,-0.24688380113686773
1700,-0.20630564937096657,0.23954637431658912,0.27738998527004644,0.35279643491326096,-0.28151392161588756
1800,-0.1982568577622612,0.21208842232069242,0.27861354954391865,0.34434016512300863,-0.30690478708600916
1900,-0.17182074565188915,0.21861514937023094,0.31844799230843457,0.3213446999218877,-0.32321121050391005
2000,-0.15283807026438212,0.21497994119321734,0.3056133932925006,0.31553637029231213,-0.29380679284111894
2100,-0.18787273408215036,0.1400107905689476,0.4177262776847807,0.39562277391462336,-0.4025431049909998
2200,-0.2760620470286682,0.08079096934617219,0.6161250536268758,0.5613342698988716,-0.6172419123804989
2300,-0.39484813006235553,0.07843218601437216,0.765753141831707,0.6984850455416807,-0.7846434427629995
2400,-0.5333158525320555,0.07202399371089255,0.8573169541590002,0.8193658366802961,-0.8655603800263488
2500,-0.6489394767272892,0.09276877002541063,0.8891496522207945,0.892889769602821,-0.876349570802266
2600,-0.6858577201944059,0.438040623009892,0.13668273763676717,0.6155912134495349,-0.10032212963992689
2700,-0.6048357217475334,0.18106016426940422,0.2261376860042328,0.7772473888355559,-0.22547874236533227
2800,-0.5827324313144779,0.31539194722835256,0.17483945333743917,0.6407471183743969,-0.1893630628359638
2900,-0.5571100856904858,0.21705363886464704,0.2529851413872716,0.6983731114958681,-0.2282214575986845
3000,-0.4977278337130943,0.2615811434616482,0.16852436091821,0.5916628039482168,-0.17287064247953576
3100,-0.44008004855585187,0.2306997495975153,0.2510849062888696,0.5817143492037,-0.20948846045556382
3200,-0.39934275558823074,0.2367394879510659,0.17749726535318913,0.5042805906710162,-0.18706572732195775
3300,-0.3728554321351723,0.25219192628090503,0.22946382180725008,0.4616188865908228,-0.2364044590249101
3400,-0.31305099119966656,0.2323878935257541,0.22902541217758882,0.451830905243405,-0.22909282812059092
3500,-0.288430149890993,0.23591501093855313,0.2610627369029093,0.39778174090261814,-0.23019899210194272
3600,-0.2339268964480999,0.21590925991302193,0.2647508721537903,0.40054355795278446,-0.23977668003186756
3700,-0.22409947170780983,0.22075909555990247,0.26076124272460705,0.3519492383044044,-0.2608917118077946
3800,-0.2069991870239085,0.2135549657658108,0.29834482755995817,0.3298429717505296,-0.2613671784420595
3900,-0.19065161042591933,0.21922921815236274,0.3187645695685039,0.3393772061769286,-0.33809428987288936
4000,-0.17157243771928582,0.2212617455088159,0.2964248613829317,0.2914624265883023,-0.2783374005402922
4100,-0.18897261593256473,0.15519381990660944,0.41234305813479627,0.4049948126739822,-0.4067137475706708
4200,-0.2925398805624479,0.07836519043018202,0.6355163351534204,0.5624637044426509,-0.6052601367964973
4300,-0.39077839831595107,0.07920822648867543,0.7619832796932388,0.6907717270893958,-0.7692748469541058
4400,-0.5360253328865483,0.09009889190696813,0.8545456904631485,0.8131129737355778,-0.8282919324682821
4500,-0.6306198422072138,0.09158345157122318,0.8977992701128403,0.9157049756522224,-0.888546079074105
4600,-0.6801186359939654,0.4370338024821916,0.14739489720937296,0.5978901623351969,-0.15398836884709052
4700,-0.597786782326201,0.18776110422435235,0.2457071857785891,0.7790405061285429,-0.23073720753228633
4800,-0.6004588717371152,0.32573663702511974,0.21220040855226158,0.6551284536843257,-0.21274536843955863
4900,-0.5508472911330787,0.21143500021861478,0.24929545665381733,0.686740119999068,-0.23222704178904868
5000,-0.4922735520535952,0.2692033853128698,0.16946450908778948,0.5707043800937402,-0.16053124473518965
