milliseconds,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28
0,100.0,0.0,0.015299967541532828,0.007599455129219111,49.13719127067231,0.0015007015357486448,96.60189828720108,0.001999970913041872,0.001999976563276142,0.9880844421918743,42.72243812201236,0.0008000346451223867,6.187902717437085,8.812096197089556,3.4392020456770678,200.0,0.0,112.55849981076013,6.486000052808004,296.113701464492,3.8862991595079195,297.8896994731759,2.110299856232944,180.95950005209778,418.1788000475849,0.8618997195808017,10.263000206786902,0.855423777983552
100,100.0,0.0,0.015291014738248104,0.007588850194766448,49.13746456129765,0.0015234409376793483,96.60187202959577,0.002004054615050003,0.0020039189934853963,0.9881879268432341,42.72228498206033,0.0007884779005776835,6.1879212902020315,8.812076448153928,3.4392167025460503,200.0,0.0,112.55849170378146,6.486001846166978,296.11369004808483,3.8863109842920966,297.8897069637985,2.110292713872285,180.95950663118256,418.1787990067346,0.8618941094323809,10.262999548117957,0.8551844170605319
200,100.0,0.0,0.01529021753690153,0.007581365496609611,49.13763590105905,0.0015285102125500384,96.60187869157897,0.0020039246933619805,0.0020038551910447726,0.988249658790633,42.72229043706517,0.0007908560934734765,6.187923126816624,8.8120747682326,3.4392073059572166,200.0,0.0,112.5584900949095,6.486002992521988,296.1136809092554,3.8863199826576262,297.8897123981192,2.1102878682263286,180.95950666934257,418.1788038201496,0.8618900506594924,10.262999699843848,0.8550298684869846
300,100.0,0.0,0.015289683447898217,0.007577057591010196,49.13779071250309,0.00153200842329865,96.60188645781325,0.0020038072359357347,0.002003825436313384,0.9883258572290747,42.7222018915712,0.0007928603197464193,6.187931776341894,8.812070732870074,3.4392009204847387,200.0,0.0,112.55848893805307,6.486004205671318,296.11367062556906,3.8863283233197556,297.8897146616576,2.1102853376376864,180.95950654506598,418.17880742887195,0.8618857513299716,10.263000113343207,0.8548624348423001
400,100.0,0.0,0.015290006127452882,0.007574510238196878,49.13791609466644,0.0015342161351923475,96.60189706328005,0.002003745121680508,0.0020037309770954597,0.988390763135504,42.72209169584114,0.0007943358968259556,6.187933726797554,8.81206336972833,3.4391984591338494,200.0,0.0,112.55848810471257,6.486005355116346,296.1136666286062,3.8863355787662717,297.8897165426743,2.110284400181493,180.95950647648334,418.1788105446171,0.861883019665453,10.262999396054315,0.8547818407038119
500,100.0,0.0,0.015287916592994773,0.007573183417754022,49.137980921567426,0.0015362042342935416,96.60190105505258,0.0020035816995038263,0.0020034353245119273,0.9884385870236119,42.72209139648105,0.0007952248482302754,6.187943532038028,8.812059339944103,3.439191332883836,200.0,0.0,112.55848746722846,6.486006655367534,296.1136583140305,3.88634023848859,297.8897165522251,2.1102841246849966,180.95950637195332,418.17881307715766,0.8618807279461979,10.26299988063919,0.8546673499427699
600,100.0,0.0,0.015287610282235884,0.007573270140754362,49.138029853685794,0.0015382133838515435,96.60190328610844,0.0020034629147968218,0.002003363872299892,0.9884954446118784,42.72201946868473,0.0007959809016210815,6.187944412215113,8.812048861480042,3.4391910847600022,200.0,0.0,112.55848697085014,6.486007358316065,296.11365374204996,3.8863469724922175,297.8897151905053,2.110284590318542,180.95950600238183,418.17881496435643,0.8618792449955637,10.262999233949856,0.8546066025543381
700,100.0,0.0,0.015286259721448082,0.007572826882767825,49.13809957627608,0.0015383447409178799,96.60191033377939,0.002003186409355121,0.0020032350665261703,0.9885140853160842,42.721965856787925,0.0007965467586950202,6.187953411598932,8.812049594579277,3.4391826956807248,200.0,0.0,112.55848620000806,6.486008039435024,296.113651282692,3.8863508310600783,297.88971415658096,2.1102851350596303,180.9595059283416,418.17881594034384,0.8618777270563251,10.262999156120896,0.8545968895406608
800,100.0,0.0,0.015285650617922185,0.007573175255406262,49.13813153592119,0.0015396749133827876,96.60191679045782,0.002003170285820862,0.00200326726890637,0.9885643688280186,42.721921745321175,0.0007965999888932263,6.187956931040685,8.812040012115311,3.439183343993923,200.0,0.0,112.55848596014665,6.486008220441942,296.11364611497635,3.8863526308744962,297.8897136889742,2.110286265240569,180.95950560167685,418.1788170694342,0.8618776272566187,10.262999495225717,0.8545565362301343
900,100.0,0.0,0.015284275396616493,0.007573691946712179,49.13817224239815,0.0015393993153449627,96.60191621969308,0.0020030084833694384,0.0020031442461862937,0.9886005424960738,42.721861931065376,0.0007969989628003061,6.187961639245686,8.81203537121677,3.4391760640084574,200.0,0.0,112.55848553773446,6.486009011973104,296.11364275688925,3.8863545368644354,297.8897126604812,2.110287835892453,180.95950538493088,418.178817040138,0.861877341005684,10.262998696763997,0.8545068636443979
