milliseconds,c,cer,cAMP,h,inh,V,n
0,0.299996844838467,259.99992756140557,1.0,-0.0011623949972430964,1.0,-60.09638077491746,3.911901528349917e-07
100,0.2999869527055303,259.9997927050228,1.0,-7.61016179350526e-05,1.0,-60.026136723114135,2.7091158439883176e-06
200,0.2999796002900453,259.9997181027168,1.0,0.005714433640617718,1.0,-59.8514098801465,-2.906748975792887e-08
300,0.29997497343601437,259.9996554696833,1.0,0.005294224868592928,1.0,-59.71563997852367,3.418035465077296e-06
400,0.29996692604707054,259.9997046073467,1.0,0.007244926498781111,1.0,-59.565277915563854,3.470776255175215e-06
500,0.29995566843793,259.9994754274489,1.0,0.007924414782697627,1.0,-59.26772011584331,5.846643837505141e-06
600,0.29995181614820293,259.99946157481236,1.0,0.012916163047881143,1.0,-59.35660654310219,7.074520072155936e-06
700,0.2999422888463898,259.9992275934171,1.0,0.010804738510703987,1.0,-59.07278781312803,7.848020828443291e-06
800,0.29993587804611677,259.99934178954527,1.0,0.012208691509076042,1.0,-59.275033294988596,9.099435698209596e-06
900,0.2999268593635766,259.99915099498,1.0,0.017028953600880362,1.0,-58.822961158635565,7.969322870898e-06
1000,0.2999187381213972,259.9989079105027,1.0,0.015603415264649303,1.0,-58.77372746250164,1.0437229311856452e-05
1100,0.29991702004188153,259.9990018164529,1.0,0.020652670391857714,1.0,-58.92063230072107,9.965279600207374e-06
1200,0.29990702347989373,259.99890366638016,1.0,0.02315207281446364,1.0,-58.730483875405966,1.2469089042344357e-05
1300,0.2999059851403705,259.9988123332477,1.0,0.021504662628199864,1.0,-58.47488834870288,1.5433199772495827e-05
1400,0.29989487557548095,259.99872547780865,1.0,0.024391721895270006,1.0,-58.42618836902302,1.6309124404755583e-05
1500,0.2998920404991473,259.99863481154097,1.0,0.024428379321866818,1.0,-58.4550137841771,1.687053096769801e-05
1600,0.2998913041130769,259.99827831254265,1.0,0.029190590816911523,1.0,-58.19568912555331,1.739758032227973e-05
1700,0.2998839365854127,259.9982359424561,1.0,0.028668825760292088,1.0,-58.049962273842496,1.845157001701197e-05
1800,0.2998755599803928,259.9981573498575,1.0,0.033674579249554894,1.0,-57.880238689825006,1.752680137296673e-05
1900,0.29987527820187004,259.99800016551615,1.0,0.031778213437015326,1.0,-57.78376713324729,2.0136467083572322e-05
2000,0.2998633422021508,259.99809898734014,1.0,0.033790421996560425,1.0,-57.793267550636344,2.065108303087576e-05
2100,0.29985884171562116,259.99782092048946,1.0,0.03780324258067155,1.0,-57.44173045376758,2.56554894025452e-05
2200,0.29985613820301077,259.9977926739092,1.0,0.03866711097079161,1.0,-57.60397026677672,2.723718635174749e-05
2300,0.29985815294619117,259.9978232574312,1.0,0.04022560156065618,1.0,-57.37072065994677,2.745979938419712e-05
2400,0.2998537756927743,259.9977156335809,1.0,0.041821261106095665,1.0,-57.33568463050453,2.9646859961072632e-05
2500,0.2998537993350771,259.99743256435175,1.0,0.044712761786528527,1.0,-57.113135595740424,2.950747561125836e-05
2600,0.29984835239460444,259.99744220389374,1.0,0.04474623011439439,1.0,-56.924376939126205,3.0072926958525644e-05
2700,0.2998457232074867,259.9972840857317,1.0,0.04550435231507349,1.0,-56.729094019143474,3.037527146598237e-05
2800,0.29984242799591204,259.99708449437037,1.0,0.0473167961854624,1.0,-56.73467828452068,3.345108684566669e-05
2900,0.2998368302283349,259.9969887175709,1.0,0.05016165393595946,1.0,-56.55582341453439,3.414038510742023e-05
3000,0.2998414990468163,259.99711046104,1.0,0.05136831065127797,1.0,-56.39300262052731,3.717972510218742e-05
3100,0.29983200505813884,259.99701487230595,1.0,0.050755001642300346,1.0,-56.224435721789476,4.1402426305104445e-05
3200,0.29983929601251563,259.9967027969291,1.0,0.05547042016245463,1.0,-56.171194630025866,4.177624939100081e-05
3300,0.29982907423717453,259.99683144726583,1.0,0.054211551280780305,1.0,-56.20822260066812,4.352195905551118e-05
3400,0.2998327018524609,259.99666719614237,1.0,0.055602919993301816,1.0,-55.94389106299909,4.417001381341333e-05
3500,0.29983020040467767,259.996537457957,1.0,0.0588910155083049,1.0,-55.92722613684658,4.6700241361231155e-05
3600,0.29983567011995743,259.9965006669144,1.0,0.062208387977634685,1.0,-55.82035512793488,4.639860553899828e-05
3700,0.29982820511052544,259.99648209099644,1.0,0.06061432628469208,1.0,-55.495738669550406,4.863968176544059e-05
3800,0.2998337398663025,259.99613031781126,1.0,0.06588713067824559,1.0,-55.461222541847455,5.406977513930416e-05
3900,0.29983373955758175,259.9962314258338,1.0,0.06618953220148906,1.0,-55.510799196229165,5.4534155988103765e-05
4000,0.2998314522943621,259.99596802607607,1.0,0.06668083824906922,1.0,-55.179482163476926,5.6840435763308864e-05
4100,0.2998353113679978,259.9960292319208,1.0,0.06752751121902874,1.0,-55.15108522097745,5.684712095834417e-05
4200,0.2998390465184106,259.9958187521599,1.0,0.06775436643573209,1.0,-54.84734147311623,6.195201395806874e-05
4300,0.2998411511779439,259.9957187823097,1.0,0.07075157745221428,1.0,-54.86881202676181,6.161821341894513e-05
4400,0.2998468480063738,259.9957684872756,1.0,0.07268983587011767,1.0,-54.67551707234178,6.31803633938852e-05
4500,0.29984573794631264,259.9955611240587,1.0,0.07241922377035839,1.0,-54.56317813788679,6.505488059091379e-05
4600,0.29984333031078086,259.99559168796327,1.0,0.07540662598761926,1.0,-54.58092883295973,6.747430710499168e-05
4700,0.29985507409675866,259.9954078570037,1.0,0.07936516603546226,1.0,-54.44220947558818,7.056682994594182e-05
4800,0.2998529353243575,259.9952380485452,1.0,0.07698936523794385,1.0,-54.27589177131859,7.493139213266812e-05
4900,0.2998550966389043,259.99520970970747,1.0,0.0786899740350081,1.0,-54.194535191715715,7.474775456021647e-05
5000,0.29986519223886876,259.995057127727,1.0,0.0840114818299531,1.0,-54.11878482010909,7.70741479791211e-05
