milliseconds,c,cer,cAMP,h,inh,V,n
0,0.2999967461981824,260.00007387960403,1.0,-0.0015021717283998312,1.0,-60.113190270554114,-2.2156375630464877e-06
100,0.2999961420132047,259.999890601373,1.0,0.0030454339389806937,1.0,-60.03801296325898,9.411347131445487e-07
200,0.29998508993861894,259.9997448870646,1.0,0.004899996242426369,1.0,-59.731156520920074,-2.2201374351580848e-07
300,0.29997831143062137,259.9998361489851,1.0,0.006482798856013505,1.0,-59.731668792102724,4.182529230388179e-06
400,0.2999640796217879,259.99973668785213,1.0,0.008909570365535559,1.0,-59.593481427615934,5.789054873689916e-06
500,0.2999591743854724,259.99955097208704,1.0,0.01136568913173548,1.0,-59.382382713548964,6.941623166394331e-06
600,0.2999541327459697,259.99936938164,1.0,0.012112937050383348,1.0,-59.2734938830481,5.311344153153191e-06
700,0.2999417457444116,259.9992503511117,1.0,0.01397783800246313,1.0,-59.1464173575611,4.722457572452477e-06
800,0.29994118914038453,259.9992106154252,1.0,0.015842744950976064,1.0,-59.20056838965297,7.8026045827321e-06
900,0.2999254682560153,259.9992030569152,1.0,0.01371586412249438,1.0,-58.84319910324261,9.41850389389051e-06
1000,0.29992284914585426,259.9990076214355,1.0,0.01748828656995369,1.0,-58.80712013300834,9.921001386484884e-06
1100,0.2999155302610921,259.9987823910587,1.0,0.021549375675647752,1.0,-58.7599593984111,1.3685362464671377e-05
1200,0.2999055159408123,259.99890743919394,1.0,0.019583345503805118,1.0,-58.55890538955887,1.4571917253543663e-05
1300,0.29990236269593984,259.9988507241073,1.0,0.023419828774079644,1.0,-58.385605107536804,1.1404410199299174e-05
1400,0.2998930395040009,259.9987304277212,1.0,0.02522303496248028,1.0,-58.44865074439355,1.618525547179991e-05
1500,0.2998898038157376,259.99854664435384,1.0,0.02863711524266625,1.0,-58.41712403152337,1.690242004402309e-05
1600,0.29988244690999044,259.99827819031157,1.0,0.025626234540913857,1.0,-58.35670230685386,1.9358937764177997e-05
1700,0.2998767788785044,259.9982570307108,1.0,0.030894551214170982,1.0,-57.96384577495317,2.0103777957758496e-05
1800,0.2998809614881754,259.9983647636799,1.0,0.030078226508781673,1.0,-57.779152275201625,2.1808585231500778e-05
1900,0.29987544706660363,259.9980561476293,1.0,0.034353889813152655,1.0,-57.7327087081897,2.082368489863013e-05
2000,0.2998705145155063,259.99814791511267,1.0,0.034009893113981934,1.0,-57.61089964193032,2.0773308921623446e-05
2100,0.29986059010460037,259.9979574002342,1.0,0.03768584652113174,1.0,-57.51053617815402,2.4187810067658623e-05
2200,0.2998621461807139,259.9977426727479,1.0,0.03727847798360738,1.0,-57.65439013473725,2.663706626148838e-05
2300,0.29985844792809385,259.99762473066244,1.0,0.042053530369630145,1.0,-57.33785435885718,2.581549482698073e-05
2400,0.299850965236059,259.99777197732175,1.0,0.04061187633868244,1.0,-57.233201958756595,2.8645178019235523e-05
2500,0.2998460422280919,259.9974959352305,1.0,0.04348601482145669,1.0,-57.036395083636165,2.9667932070904984e-05
2600,0.29984886944505645,259.9974278400056,1.0,0.044502808343466135,1.0,-57.01868972131695,2.9533290665299016e-05
2700,0.29984319091796474,259.9971937203177,1.0,0.04424008193264593,1.0,-56.91032560903541,3.129977875815959e-05
2800,0.29983891406225227,259.99734313331055,1.0,0.04764070397653785,1.0,-56.650746802031584,3.211311120265872e-05
2900,0.2998396339493832,259.99705438783747,1.0,0.05122362538274072,1.0,-56.68795761784292,3.75849339016499e-05
3000,0.299841948925747,259.9971620849748,1.0,0.05264840190301429,1.0,-56.40617147835311,3.943933582426727e-05
3100,0.2998340892000285,259.99686853357275,1.0,0.05283766975726058,1.0,-56.3940482810758,3.878821077298624e-05
3200,0.29983242406362814,259.9967984068286,1.0,0.05225932672873767,1.0,-56.38586536312044,4.111136345851036e-05
3300,0.2998309249964752,259.99685706243065,1.0,0.056239516446636766,1.0,-56.22311314134883,4.065144680778966e-05
3400,0.2998300477714788,259.99673546866046,1.0,0.05539763138833856,1.0,-55.870533005375364,4.497476401934028e-05
3500,0.2998299448924563,259.99656962638664,1.0,0.059714944449879195,1.0,-56.059781152882096,4.768261741675888e-05
3600,0.29983032780451857,259.9964517400687,1.0,0.05935227425287393,1.0,-55.72872830895158,4.726324746316293e-05
3700,0.2998355376360198,259.99642685451374,1.0,0.06224560557143923,1.0,-55.598592231722904,4.944199109208287e-05
3800,0.299832580400047,259.99634455239766,1.0,0.06224175254289666,1.0,-55.61656665102877,5.3044621811726535e-05
3900,0.2998357508947263,259.9961657667985,1.0,0.06586172284881688,1.0,-55.42649762024357,5.4656214744947546e-05
4000,0.29983959020945444,259.9959358940981,1.0,0.06892206652990053,1.0,-55.371711640869385,5.47035796582021e-05
4100,0.29983298336100955,259.99600759348726,1.0,0.06861974693752254,1.0,-55.31703712087028,5.6771375327653576e-05
4200,0.2998345147069545,259.9957967806847,1.0,0.06853721600737699,1.0,-55.035530426572265,6.156717923714156e-05
4300,0.2998398209799973,259.9956636431312,1.0,0.073639908341195,1.0,-54.75100438109783,6.096987811208535e-05
4400,0.2998392048686979,259.995598489307,1.0,0.07186930416951733,1.0,-54.61388060365549,6.533196149804306e-05
4500,0.29984046724006463,259.99568463660637,1.0,0.07401306676245879,1.0,-54.457430287081785,6.53864655754917e-05
4600,0.29984850620034925,259.99543843936215,1.0,0.07586363082722909,1.0,-54.64392399698118,6.957126162668896e-05
4700,0.2998497522338453,259.99522725708886,1.0,0.07978347633886787,1.0,-54.19951020633424,7.376457552301028e-05
