milliseconds,c,cer,cAMP,h,inh,V,n
0,0.2999971303452626,260.00012792514366,1.0,0.0017647725423841564,1.0,-59.834076523817274,-8.86945022973146e-07
100,0.2999942643228688,259.99981104393686,1.0,0.0029148821965144546,1.0,-59.873101463363824,2.600582129845849e-06
200,0.2999786329076409,259.9997846411596,1.0,0.0015016963450847683,1.0,-59.93397785824979,1.1224817886733381e-07
300,0.2999780060927548,259.9997592442221,1.0,0.004371811055217341,1.0,-59.838705773794395,1.3334950818709672e-06
400,0.2999626998212146,259.99948395943994,1.0,0.009137343514078081,1.0,-59.42497580668576,5.876281291399291e-06
500,0.29995798357141135,259.999550896491,1.0,0.011281169761060883,1.0,-59.500742973409125,3.5652774675181657e-06
600,0.29995306417869805,259.99934052601645,1.0,0.012713841834363773,1.0,-59.238811473809655,6.7085048148961855e-06
700,0.29994745069968887,259.99929380281134,1.0,0.013735701554731595,1.0,-59.25896597416884,6.70448100052638e-06
800,0.29993259971163366,259.99935725777584,1.0,0.015027885760500317,1.0,-59.227528009766814,6.885516475044651e-06
900,0.29992531689120666,259.99925174537395,1.0,0.013523066060921459,1.0,-59.03004973242293,1.0299690124763713e-05
1000,0.2999189450773686,259.9988818165709,1.0,0.016755101335134293,1.0,-58.84836580801922,1.109409395853667e-05
1100,0.2999122440548552,259.99888516510055,1.0,0.019909204230364023,1.0,-58.73118307150365,9.784389986500384e-06
1200,0.2999081559797232,259.9987986843486,1.0,0.02008386568646961,1.0,-58.78240807886786,1.12522314801891e-05
1300,0.2999037220081601,259.99857412934875,1.0,0.023258326212922995,1.0,-58.430135040812324,1.1761365139825881e-05
1400,0.2999014024693625,259.99865812412645,1.0,0.022266719241345493,1.0,-58.292583055427016,1.640631925880701e-05
1500,0.2998907562189461,259.99846254280305,1.0,0.02717113795397275,1.0,-58.13612956960757,1.6725308806166077e-05
1600,0.29988351393669965,259.99832696614556,1.0,0.026456500651192285,1.0,-58.11548700182942,1.714176269264234e-05
1700,0.2998863255550798,259.9984124548327,1.0,0.030981493075115673,1.0,-58.08613463686551,1.87401377147325e-05
1800,0.2998731562522168,259.9981725138253,1.0,0.03015434957158371,1.0,-57.8669451065765,1.8411434750171475e-05
1900,0.29987231695508276,259.99799547924516,1.0,0.03245595667881063,1.0,-57.79211996125758,2.2797023040648655e-05
2000,0.29986641112321333,259.99797785553477,1.0,0.03498806375980821,1.0,-57.88714874065105,2.200130706363981e-05
2100,0.2998638008985224,259.99804998290574,1.0,0.0365264373494276,1.0,-57.42468566417489,2.2975523505140797e-05
2200,0.2998571273945165,259.9979214812622,1.0,0.03909031041700982,1.0,-57.5815092860201,2.735681212327714e-05
2300,0.2998512822992766,259.9978459232844,1.0,0.03944557929371984,1.0,-57.20115697988338,2.7669326416600115e-05
2400,0.2998557808932455,259.99752720045956,1.0,0.04024349008854435,1.0,-57.32650804264834,2.9003842302761796e-05
2500,0.29985155238099154,259.9976380805356,1.0,0.04229721773591677,1.0,-57.257147824750696,2.967707105134856e-05
2600,0.2998424112751451,259.99742940645507,1.0,0.046623076634099314,1.0,-56.97775400047869,2.8929842839580284e-05
2700,0.29983981422948736,259.99727343870046,1.0,0.04595338258973226,1.0,-57.02662640813757,3.272409643720697e-05
2800,0.2998446999145539,259.9971440472075,1.0,0.04792515509510392,1.0,-56.86924874942765,3.402648175772096e-05
2900,0.2998408629590773,259.9971387421118,1.0,0.04955963312830858,1.0,-56.582234738792316,3.564088673228041e-05
3000,0.29983833133974735,259.9970186463589,1.0,0.050789278374677185,1.0,-56.68390962093253,3.753511058404644e-05
3100,0.2998386078800849,259.9970770294052,1.0,0.0533214026369559,1.0,-56.331468189151686,4.114740896030924e-05
3200,0.29983114562436547,259.9969540177296,1.0,0.05583145634906933,1.0,-56.17874199222005,3.959833983503144e-05
3300,0.2998375431845021,259.99673673642616,1.0,0.054938736808406455,1.0,-56.150638569191365,4.25689599339972e-05
3400,0.29982987798299776,259.9967247310325,1.0,0.057988458125716236,1.0,-55.948755150052754,4.569150227251697e-05
3500,0.2998287033720875,259.9965801332796,1.0,0.05960954244215828,1.0,-55.89557965131543,4.422474438003668e-05
3600,0.29983234330984176,259.9963781270243,1.0,0.05875155473406478,1.0,-55.76817958753165,4.943170128066487e-05
3700,0.29983289003576225,259.9964096013869,1.0,0.062172113097053,1.0,-55.54641814450256,4.967905357648842e-05
3800,0.2998355275106756,259.9962589734564,1.0,0.06486798724559063,1.0,-55.51679468484321,5.3122481077439404e-05
3900,0.2998304621703862,259.99611949665035,1.0,0.0644788783934055,1.0,-55.31686236558413,5.1577156390007136e-05
4000,0.29983498691463595,259.9960758428715,1.0,0.06826093056627437,1.0,-55.24479283279512,5.600170539578567e-05
4100,0.2998337892911714,259.99592272256956,1.0,0.06689974648764381,1.0,-55.01498664882152,5.680218282353336e-05
4200,0.2998419429555089,259.995838305349,1.0,0.07214989391409776,1.0,-54.91213699211696,5.8456490771672823e-05
4300,0.29984315155338553,259.9956860767191,1.0,0.07130174419519823,1.0,-54.94584240842379,6.23077682244676e-05
4400,0.29984311052851453,259.99562085649427,1.0,0.07338937856409308,1.0,-54.73550596710558,6.424469045667201e-05
4500,0.29984499544910886,259.995412217374,1.0,0.07669080031070968,1.0,-54.517591559831764,6.683887492313681e-05
4600,0.2998469089826969,259.99535514740836,1.0,0.07455751348513891,1.0,-54.45100918328127,6.718405085302084e-05
4700,0.299851108624653,259.99527535632114,1.0,0.07787800153634748,1.0,-54.250243894756004,7.175344704427557e-05
4800,0.2998523184288549,259.99526688256265,1.0,0.07879502165071735,1.0,-54.26707105683226,7.566905724300879e-05
4900,0.2998572232850048,259.99505719278613,1.0,0.08096106401788675,1.0,-53.92959686666041,7.495031817500942e-05
5000,0.29985899264097793,259.99495763816736,1.0,0.08031883290429563,1.0,-54.08599145354135,8.102600631731869e-05
