miliseconds,alpha2_macroglobulin,alpha1_antitrypsin,alpha2_antiplasmin,heparin_cofactor2,ProteinC_Inhibitor,C1_inhibitor,ProteinS_inhibitor,Phospholipid,VIIa_TF,VII_TF,TF,VIIa,VII,IXa,IX,Xa,X,IIa,II,fibrin,fibrinogen,VIIIa,VIII,Va,V,XIa,XI,AT_III,TFPI,Xa_TFPI,APC,PC
0,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.6205780678128904e-05,0.004635647703575285,0.00015269853837738471,0.09996255317248269,9.995143809944855,0.0002725060081388089,89.99972870449122,0.00168214868793273,169.98688068503606,0.008387318914953158,1399.9612158799252,83.2160279201461,7516.637013953455,0.002142266590513574,0.6959438636347836,0.0,0.0,2.5543727546523203e-07,29.999998954346626,3399.9742384998763,2.4987236738256784,0.0010192953175530621,1.581968140327146e-05,59.99998119112338
100,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.577208724593669e-05,0.004624063779966862,0.00010152778812441982,0.09996331280003988,9.995137745860566,0.0002765017271538534,89.99972220782878,0.0016699494201023704,169.9866995611541,0.00837888256358433,1399.9599423384905,85.60619926777878,7514.337902573593,0.0021864104306742456,0.6958966256881344,0.0,0.0,2.593036292131719e-07,29.999998903454404,3399.9728940072227,2.4987027537658264,0.0010416363865439152,1.6120831187092463e-05,59.999980695385254
200,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.6162261817497213e-05,0.004565604706812219,9.925479981081099e-05,0.09996539314757663,9.995155678730418,0.0002871913129903959,89.99971478973445,0.0016664672611022705,169.98614036121708,0.008524370801132605,1399.9600116568643,86.79209319779322,7512.690796067733,0.0022372664671750806,0.6957305372674928,0.0,0.0,2.578522759252682e-07,29.99999889889579,3399.9725946243134,2.498690377905338,0.0010603013457815595,1.6684868288064158e-05,59.999979877184
300,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.5926340611006203e-05,0.004607976189858615,0.00014106892785377794,0.09996747713618837,9.995122194737167,0.00028729061933007783,89.99971428836722,0.0016832207539622958,169.9859364801964,0.008354206725788066,1399.9591850154254,89.07157342995177,7509.719431506983,0.002284753449697164,0.6956210387216848,0.0,0.0,2.608214540916259e-07,29.999998846125376,3399.971500908571,2.4986609625091902,0.0010700627257358493,1.695348940984518e-05,59.99997992362355
400,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.5770446343463217e-05,0.004599674759479279,9.792383983199033e-05,0.09996895620173957,9.995141404200059,0.00029591361362414176,89.99970716708881,0.0016657903440450953,169.9858178298307,0.008535860376006283,1399.957546877707,92.59180250266509,7508.73235223955,0.0023061284482666896,0.6956065467280091,0.0,0.0,2.629764617211523e-07,29.999998822929925,3399.9711173514784,2.498644308068486,0.0010958970949783479,1.718396701819474e-05,59.99997919965795
500,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.59807396977776e-05,0.004576784294500079,8.576311609575269e-05,0.09996956341084452,9.995142083647236,0.00029686580721490196,89.99970261409693,0.001667756832075362,169.9854970110419,0.008308309302489903,1399.956793282213,93.24515257362974,7506.25424137835,0.002344549781743057,0.6953806957515104,0.0,0.0,2.63209794131761e-07,29.999998784712815,3399.9708732736767,2.498608895569455,0.001103277135349272,1.7724530184431366e-05,59.99997869273816
600,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.5881919795362853e-05,0.004586029942598411,9.239250336113146e-05,0.09997182392496018,9.995154418056382,0.00030761200966924877,89.99969652219247,0.0016825447034882863,169.98521199584448,0.00839734904814712,1399.9562320635648,97.0705443866261,7504.438990194721,0.002342874187120528,0.6953247419862345,0.0,0.0,2.570666380678118e-07,29.999998757630824,3399.9701361517596,2.4985831751445726,0.0011460626689197121,1.8167165323616502e-05,59.999977902351525
700,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.5903393019779742e-05,0.004583068130323993,0.00010506007511393108,0.09997386526662562,9.995121041053116,0.0003068657723706685,89.99969016652436,0.0016759662347364088,169.9849778557135,0.008473678313245534,1399.9554930732481,98.41120059409548,7503.040439025223,0.002337728865346698,0.6952871838686795,0.0,0.0,2.563861549414736e-07,29.999998732766965,3399.9695017829777,2.498547647189639,0.0011468017321999069,1.8585747152805312e-05,59.99997775532191
800,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.6021634815351634e-05,0.0045459282962012565,0.0001112953235769068,0.09997520312471293,9.99512301084387,0.0003155622213458208,89.99968903812919,0.001667265242340317,169.98484058874448,0.008352849578163166,1399.9551414600003,100.97234494785542,7498.670825760823,0.002368405841577238,0.6951900771963098,0.0,0.0,2.592553341714129e-07,29.999998727277674,3399.968288619437,2.4985124847777995,0.001170847631674936,1.8774677860321084e-05,59.99997719364494
900,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.5780109150597104e-05,0.00454221031218643,0.00012554155682001475,0.09997556921047838,9.995128517897049,0.0003184185344377478,89.99968083965682,0.0016706832438983165,169.9846852535714,0.008310002114664759,1399.9539681197791,103.06034120881138,7497.420992743579,0.00236212987644592,0.6950511837467239,0.0,0.0,2.574254281963356e-07,29.99999867512731,3399.9682769860788,2.4985199081230642,0.00119576430388979,1.9134139479111444e-05,59.99997640146987
