milliseconds,alpha2_macroglobulin,alpha1_antitrypsin,alpha2_antiplasmin,heparin_cofactor2,ProteinC_Inhibitor,C1_inhibitor,ProteinS_inhibitor,Phospholipid,VIIa_TF,VII_TF,TF,VIIa,VII,IXa,IX,Xa,X,IIa,II,fibrin,fibrinogen,VIIIa,VIII,Va,V,XIa,XI,AT_III,TFPI,Xa_TFPI,APC,PC
0,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0884152932866769e-05,0.003149371360259642,8.193305755487309e-05,0.10054520911407051,9.994535679048154,0.0018889669904134183,89.99811268277234,0.0012249704609100752,169.90883656640216,0.0062033303967755915,1399.6885256650212,794.8528758822358,6804.726098026854,0.002149016807024626,0.6605403584876565,0.0,0.0,1.9623056549757586e-07,29.99998934002497,3399.7451158968474,2.49274579057903,0.005506061758431299,4.441401395661492e-05,59.999810456127086
100,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.08681095299648e-05,0.0031454612665052233,8.1764079331428e-05,0.10054679701041733,9.994535107590004,0.0018894955489613568,89.99810818450754,0.0012236654891978932,169.90866418126558,0.006196467487021068,1399.6878511486882,796.3648420037247,6803.440597293703,0.002147528531886421,0.6605317170511961,0.0,0.0,1.9610145779576377e-07,29.99998934101604,3399.7443478127316,2.4927288639889857,0.005509137274487689,4.440419036819571e-05,59.99981026369457
200,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0866934137278227e-05,0.003146494574596883,8.16908970895513e-05,0.10054774862656318,9.994534151245574,0.0018946278634114156,89.99810682457729,0.001222442811526214,169.90871972817328,0.0061909107419121315,1399.6875731210644,797.3462616216975,6803.197282451791,0.002144661442720762,0.660477804706004,0.0,0.0,1.957969489540054e-07,29.99998931216733,3399.7443568199087,2.492722190291692,0.005516313348123885,4.43785625204585e-05,59.999810094731714
300,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.084562556854391e-05,0.003143588374041422,8.17041211524556e-05,0.10054938966628339,9.994532238511722,0.00189626073405615,89.99810250275351,0.0012228425032644208,169.90844056045904,0.006184971097481502,1399.6867951632119,799.1533726382116,6801.630566887133,0.002141387656332166,0.6603630691080322,0.0,0.0,1.9557529062819767e-07,29.999989279112437,3399.743383719059,2.4927099849825325,0.005517548659938471,4.436227298270074e-05,59.99980938636428
400,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.084885227454548e-05,0.0031389871033834374,8.157676876910325e-05,0.10055084363760819,9.994529994005086,0.0018981329963350928,89.99810110715474,0.00122072563138203,169.90836676762413,0.006181517834852038,1399.685917140805,800.4726804876016,6800.71391835074,0.002141800857575333,0.6603471318291149,0.0,0.0,1.9552911968657194e-07,29.999989256098633,3399.7432404988617,2.4927130305792997,0.005519062725915911,4.433089422287985e-05,59.9998089894413
500,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0835048708184666e-05,0.003133920314305109,8.151604359820328e-05,0.10055176489079189,9.99452893800099,0.0019046789091612725,89.99809603940079,0.001220224632204702,169.9082128177485,0.006174200364291771,1399.685521319151,802.4599402939263,6798.6769101402315,0.002138458991171533,0.6602077739978233,0.0,0.0,1.9548741653433182e-07,29.999989249303525,3399.7426924557844,2.4926974761574647,0.005530584581687526,4.429982977009032e-05,59.99980894758163
600,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0824213703143785e-05,0.00313169027281269,8.146658481614756e-05,0.10055360902589089,9.99452694358663,0.0019044229637971066,89.99809385697814,0.0012193414831810753,169.908066499547,0.006175300283235067,1399.6849113115466,802.2338772139974,6796.756127997223,0.0021371656435196086,0.66015846444437,0.0,0.0,1.9528194446571443e-07,29.999989231525834,3399.7420674320233,2.4926937192630265,0.005528772834610741,4.426913260823394e-05,59.99980860142177
700,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0815990520130026e-05,0.003128324438845597,8.133382405349653e-05,0.10055576988848507,9.994527343310533,0.0019114545844142765,89.99809053730161,0.001218215373051727,169.90770102460027,0.006164499906379531,1399.684273397028,805.4004296043962,6794.962632456209,0.002134237970152152,0.6600562700980103,0.0,0.0,1.9504153752534145e-07,29.999989215228947,3399.742003357566,2.492688235098176,0.005537647973022235,4.4265940501598656e-05,59.99980839427647
800,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0796473793851572e-05,0.003126731274408468,8.12608410480009e-05,0.10055552502716043,9.994524219859992,0.001911696407548125,89.99808772360272,0.0012178398335968726,169.90761329201754,0.0061648711290564874,1399.6843458411106,805.9167737465298,6794.10152203212,0.002133590107777905,0.659964013097143,0.0,0.0,1.9493601139255605e-07,29.999989183672444,3399.7410003713358,2.4926789209122906,0.005538972850507763,4.422689012588904e-05,59.99980761308847
900,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.078631758247589e-05,0.00312530432515682,8.12211326621512e-05,0.10055674135380756,9.994523962579677,0.0019164340569959673,89.9980812138527,0.001216708265731485,169.90748162494813,0.006157450612350235,1399.683334599266,807.0095708420706,6793.281996389608,0.0021298267926640317,0.659926058601991,0.0,0.0,1.9478946280723293e-07,29.999989173564977,3399.7407632762793,2.4926664558937905,0.0055442889802504855,4.418546677006603e-05,59.99980750079418
1000,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0779408463757453e-05,0.0031223831017783434,8.116343662222458e-05,0.10055876242526418,9.99452267599812,0.0019197714542118632,89.99808248185802,0.0012157194860928332,169.90730678805863,0.006156246741666014,1399.6830701884753,808.5307881249131,6791.975326444545,0.002130221922592618,0.6598793210527486,0.0,0.0,1.9451812896445997e-07,29.999989159031866,3399.740643551732,2.4926666797040578,0.005553276317795301,4.417961405625881e-05,59.9998069776236
1100,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0770354516554983e-05,0.0031190815847296346,8.104280866943465e-05,0.10056062348518666,9.994521337991394,0.001920446626427329,89.99807765854204,0.0012141139225434073,169.90714596001652,0.006148590088373904,1399.6825479856009,810.9623085952094,6788.86338287989,0.002128338902754745,0.6597771530693544,0.0,0.0,1.9449842510851393e-07,29.99998912074153,3399.7395279102575,2.4926552016088137,0.005558195534247324,4.415793393130026e-05,59.999806957504234
1200,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0754479000919523e-05,0.0031165126107757938,8.098732972441895e-05,0.1005616861268964,9.99452028046917,0.0019262117052452866,89.99807155716536,0.0012138181140500216,169.90700516231598,0.006142231984530522,1399.6817510140854,812.7336891941283,6787.875771753636,0.0021259317219975643,0.6597143210584067,0.0,0.0,1.9415432915933908e-07,29.99998910699057,3399.7397192958824,2.492642425055257,0.00556398128546668,4.412714225103462e-05,59.999806230932485
1300,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.075185794992954e-05,0.003114033034648158,8.093095744370463e-05,0.1005627784614411,9.994518864047544,0.0019278185801534459,89.99806985799121,0.001212132697417399,169.90696449817128,0.00613619354476776,1399.6809166720386,814.0542429167967,6787.542586735319,0.0021231450158107103,0.6596560479054325,0.0,0.0,1.940648731024289e-07,29.99998910018528,3399.739225056387,2.492644213404909,0.005562962592736416,4.41109053994945e-05,59.999806135328384
1400,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0739838529632547e-05,0.0031109321412797594,8.084963551105369e-05,0.10056503844608954,9.994516155723375,0.0019325117121995969,89.99806839468798,0.0012109929266490716,169.9067106188516,0.006132235895502692,1399.6806371016482,815.4482101447104,6784.378179475582,0.002120695927185589,0.6596020245537211,0.0,0.0,1.9399432713445598e-07,29.999989060216322,3399.7381114234204,2.4926371216892065,0.005569392022106301,4.408712195923971e-05,59.99980541844289
1500,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.07350922373169e-05,0.003107408842676604,8.079068403503587e-05,0.10056623955625046,9.994515761169167,0.0019362836666621743,89.99806248598853,0.00120994993632764,169.90653156097255,0.00612984287471313,1399.6801658395104,815.2826631978138,6785.063753994558,0.0021185255560774536,0.659455532730812,0.0,0.0,1.9368025857826186e-07,29.999989035079672,3399.738036743963,2.4926222831253018,0.005577188392199984,4.4038475417701904e-05,59.999805189440956
1600,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.0711311506960663e-05,0.0031035895612012082,8.0708251645313e-05,0.10056764414655989,9.994512916543847,0.0019376209507408941,89.9980610203424,0.0012099614145385108,169.90643437115529,0.0061243477867799385,1399.679124163011,817.9090142857119,6782.249567030157,0.0021157079817086624,0.6594558259501975,0.0,0.0,1.9361306825276928e-07,29.99998901706205,3399.737630578536,2.492620789776707,0.005577723372228661,4.401091590782518e-05,59.999805069283234
