milliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1200,19538458882923.234,103624602588185.25,77039095376613.33,26378172651.25956,169676107376.68765,58074626916.2465,34114262343535.69,84773595546865.9,61589440394777.586,79126506910.24844,154903420451.14548,263178573348.3291,9781398800871.072,10364011126.178396,4889428932.688419,12096384912213.164,11339338542.27015,-828775716.2870274,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
1300,18435789927282.586,105696788770538.5,79706524446026.61,32074375434.5198,183862852266.03363,156346828210.4405,34938957044177.54,89066412919308.38,90816062222997.81,112464786269.0473,187287635988.67844,109218630675.22865,9461049984452.521,11965621396.72451,6259215418.033894,12048865675493.617,8980665473.15139,383984809.9366646,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
1400,16654959260773.01,103233909321364.08,83824102740556.34,37847875929.32737,173962467457.05176,152599514972.45593,36777278498473.38,94456016512617.86,81016240357837.98,123158465872.9316,226963875845.65442,287577197489.87573,12264617431199.01,14740262457.667566,7920081497.229821,10841044810463.541,14434738790.106276,10065055082.59188,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1500,17277614989252.02,102467536371347.05,97059662655861.9,40136475766.67434,182234921169.95947,107733867795.36551,37069991920243.914,100571214486024.53,97032131654086.83,108698312622.38503,279848444643.94,243497521489.8892,12336728032274.562,17182980302.27681,11439253211.866924,16147127231026.074,16320667351.22798,13818599690.924244,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
1600,17139545744011.773,103423603295881.86,100236930151072.78,39934866021.75459,226773804237.24762,227206584252.61618,37107255145103.74,103218979604481.75,99769512454191.03,141319188384.9528,298951870057.9131,244003850014.9494,17149130806483.035,16653372252.273325,12367162028.914612,14846580642281.547,18290207211.78802,8482566099.613749,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.61,0.0
1700,16268301680147.945,100274183133735.8,104085895130080.55,44432690265.17473,237196730577.07462,213645871083.7052,37220583372752.97,102044185725218.89,138751186766995.44,144517715165.48447,327547757833.1484,462668700895.48987,18077436678988.977,19084200442.196453,8821618269.964737,19660687410198.98,20772654925.848965,9112577828.084118,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1800,15790927126890.27,99841625994353.38,108534351182503.33,45755886220.87824,273354069096.5057,267575309619.07382,37195508717149.39,108065802673305.84,136728389784486.67,147464406907.6065,330833297742.6193,352674930081.0472,16525912046922.02,17140419835.84925,10900742319.61502,21262075203569.9,16607891908.95421,15520406458.507881,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
1900,14433518300786.83,101374143599528.1,117134970829911.7,45897072750.881004,284786731965.4799,328614280574.11694,37499790422720.9,111715409743828.28,163136340663035.22,170600475990.85196,354322175651.8874,636688813240.328,20122834135885.004,20759068491.25047,24634377467.955173,21899879983238.445,23783773347.437225,11567375674.609629,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2000,15824762800183.889,98305824591092.98,123846185548095.22,48853489524.42768,307495767283.4296,314548402296.28033,38046051172804.47,113853137721681.95,153881150753829.34,175024213740.66776,427893689620.70215,517740857448.42474,21823933238990.465,20995165438.48465,28309910303.373737,24638087568034.156,20492978824.43692,27170957319.85383,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
2100,14704775911569.982,97334095986886.75,122130068491191.16,57043960783.041985,287250686741.47095,378427667799.75854,38095856262916.45,111068646865047.94,169951330487393.1,191289751420.3589,458666391594.9294,686943042480.4347,22799554319250.54,25355726288.15839,26842294018.59529,26532662423547.66,26291016783.933434,17139348297.245209,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
2200,15271135840884.014,97924749051223.89,124524752969722.89,58905381989.24305,343667150790.8344,389285295908.546,37844963020624.375,113490186632626.0,172972962155617.47,184050674741.80603,494797332717.3127,774153709449.1237,27074631102456.273,30048892255.84525,21771902981.91102,24301304173275.38,26277111369.659412,27545937327.62104,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.59,0.0
2300,14099665073934.562,96108972618508.08,135455088732056.22,59234470051.334785,356448062429.9342,471187570114.83704,37850256050755.62,117178789409314.19,206337306480821.47,187581265808.0898,530084329705.04034,724870124213.7289,28068640472862.16,27505156595.358444,28796996771.853348,30591855676142.867,29548415779.58664,29863921885.03119,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
2400,14222859906447.412,96036563834292.06,133396529836761.73,59041311610.24744,357959042534.06335,496192302593.0229,37051573088873.43,121126649057940.16,194443947667122.53,199946721271.35703,510114334700.53015,1079030285829.1724,30491685661808.277,31634736151.086212,31943769662.168518,27377003627285.098,29482976346.480877,40258224071.28555,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
2500,14704160694328.7,98016163017006.69,139795179057777.1,66011645572.66008,360111546249.82935,555539099679.4851,38002217724655.45,118418647492302.9,228664492428402.16,221241855738.6172,603456575006.4774,976139941273.3741,31165216329713.02,36622188457.82986,42019337690.75291,32448378666416.934,31237886051.56021,40152706228.11245,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2600,13982892430028.033,96999834214779.84,147212327465177.84,65896005198.6247,394472746860.2448,567020620183.922,38314349753493.555,117158559022386.53,225091252643333.12,235488305276.3584,636640777746.2537,1180825886044.063,37009282535932.91,38524276664.35,49509467073.44223,35127675415521.684,34876898271.8982,38884331665.60026,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
2700,13469745555889.559,95398202009940.84,143741799792818.03,73724519169.8802,434127141974.7965,596544789205.9155,38027884486018.82,121853551911388.56,233084279057561.16,230227087076.0857,680662623232.355,1374265066447.2053,36119581960577.42,40279253044.721054,48540107102.09466,37238214652680.82,36379749052.722206,45115659679.71469,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.61,0.0
2800,14474512851920.6,95030027486884.61,155552679276635.88,76665062099.31938,442381176850.0116,620226614282.0383,37830131605666.6,119431829497282.45,235632011892814.56,246031895760.5894,660955698358.007,1366801343921.9565,40556914931374.836,40181293801.60651,54623656296.06094,38622383899441.48,38731199245.61182,49457706242.56502,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2900,13806868829082.746,96177982905299.7,157884463497982.6,77586365728.43831,470908829640.26,695269395587.1869,36817755950814.05,122348892457781.97,258808134471647.1,261265971106.03818,725199618099.2421,1415440072654.6838,38070033042767.69,42427034474.718765,62192219343.098625,43344907046468.19,45684892146.31004,51587731165.71563,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.59,0.0
3000,13223090415361.281,94810441861766.02,162268376139722.94,80097285863.04567,455222195923.05054,700693699842.198,38303973865570.99,120869479822452.61,271483655963685.84,261069258682.33722,762060394214.3549,1606073622113.5269,42674893516747.945,45618807269.90593,60022872613.29723,43638874655819.73,45689009300.38502,64530758658.08576,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
3100,12561721116087.418,96021786745763.44,155496691917538.25,86622177746.72774,514177730198.7648,798147449110.2904,37254739459679.79,121078773195378.45,292637039464662.44,261812777374.12405,801958030909.2317,1589176995858.9387,42369545113959.54,48292541055.09767,74409591456.1561,46821775565879.24,50176146249.17427,64815187205.76064,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3200,13029100114884.664,94725996298095.83,162267195807891.6,84414784288.51825,515734451842.13995,923305729789.867,37977476596601.04,125514830945287.66,278555109242534.25,283786163727.2651,828810588636.6938,1767915467589.5793,49261175726163.84,51081807945.19682,69775195817.66971,46244032766239.086,52660519159.111206,76004377650.14513,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3300,12560723614933.898,95834623010420.9,163001575984333.0,85143167356.7716,552381613126.1674,867696776537.9266,37997622152486.47,122490269894809.12,300885253677346.1,284265057939.4511,779062009162.4637,1872766605125.875,50369495052257.45,54513981486.206665,78480425432.72781,47316304350228.14,56716972730.544235,76090937409.10576,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3400,14044073487819.895,96405745688012.08,169616250145450.06,95751956496.31644,566947886622.6804,970111365312.6093,37476506644771.95,124824237366445.38,304964949233618.7,301943626995.9498,867601085187.373,2217782044691.5127,53013881146502.37,54929708233.12996,88075986603.80925,52270784466448.84,58712284369.855194,93237005313.44337,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3500,13810496663334.926,96485769344014.92,172831560240423.34,91607985917.50185,589960906413.3219,1031917315315.4122,37454703753920.625,127381349512689.7,332489888739042.0,318079327699.295,886425627518.0415,2368854815598.061,55487335416699.96,57290263991.363846,95696595132.52232,54215681102763.086,57373453860.38917,88973778506.05049,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
3600,13472039818196.084,96421074417500.75,174129404156041.5,99707775458.85936,602409684603.1467,1102508366313.5981,37083391176554.89,120890897482781.78,330650206405821.56,304436202498.9223,875942881377.0814,2407133452302.8267,54318485081867.68,64944117006.75622,96745991800.76572,59229598319955.76,64525961261.12225,104193658054.61461,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3700,12823382250417.299,93025595579703.52,188528642390821.0,103270017436.4865,634136503325.798,1190021392443.53,37677503351140.984,121823783637026.48,328321292507130.9,318328788908.23303,935572458553.212,2560277437144.0103,60651553683560.12,67854714595.43972,104321349180.15128,58541762002022.95,67147069556.64245,109186393595.25224,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
3800,12254831407839.744,94190531838083.64,182114030771766.47,107309963142.75621,677304735391.1449,1235825834822.7134,36369117155046.78,124200062322069.31,362823195593583.25,318890678469.0218,982161553075.5548,2735239613917.4937,60425208006392.4,67199312223.04022,114627989608.5235,64490244239477.66,67863331856.76878,126480742332.74602,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
3900,14299363844459.693,93533091329788.17,186566651659700.06,103289221017.94893,658826674733.5885,1285669470578.333,36527775565865.67,121750121396797.03,349704360028221.7,338283099193.4072,974056951486.9473,2792800600625.0713,64962373625602.77,70199457068.60713,131424041131.33995,62744155351195.35,73692546696.43831,125131852495.12178,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4000,14118813798532.03,94058978543789.33,195401474503868.56,106677924105.33968,720662224328.4712,1384378874183.1816,36834037336771.01,128572176139331.03,380028389406290.1,355792885756.1485,1058322522692.7008,2966999204201.171,66257556775228.92,72217807849.5228,134310868729.91309,66795404233952.02,76122500637.89154,142306055061.136,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4100,12503956969585.135,94299138193014.11,198102096035626.7,114602773289.68304,705006757941.9612,1484321275282.702,36803371424579.81,126969448710418.19,390207068329654.6,352808388837.8565,1109886878992.215,3242504999160.8726,68270650624379.29,78483758623.93848,145178156923.90643,69868810050962.09,74149674517.85207,146058825542.9472,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
4200,13904203512169.09,95637195709513.16,194926025515122.38,115416206066.84032,759211227754.5731,1482883259068.901,37567573389790.445,122408682061945.2,387926726696397.56,358283809273.1921,1120882270318.024,3265112743925.5166,71375339801563.55,78866869187.46404,162341580420.2037,69089295428192.08,80554530750.94727,162413290505.0428,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
4300,13087686959260.373,95593638950500.6,204400284107335.4,121864692240.71086,739454211472.7479,1593939301362.1606,37499117513851.34,122732675325739.1,405493230464503.0,372995632939.6967,1139884654807.3213,3354826546265.7007,73535255056324.67,81472523961.3313,166467130293.54703,73463713124103.75,79936996186.85167,170509584051.20593,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4400,13066763746036.072,94712462731786.72,213116096705221.03,122816630594.71164,769079676486.188,1672394357328.2588,37243110711526.945,123831379685938.89,395078516708785.44,386487000785.8737,1134396444858.1465,3648573481029.296,75972217217184.4,88722026860.75713,182861072323.56943,79092931021347.05,85336499663.93568,181920146085.39575,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4500,12140195771501.54,94435017707626.36,209828567675663.22,129428597594.90446,783305813068.2142,1691327985546.3542,37295659740186.5,129805488044838.98,397313325042430.6,390115725329.5598,1232850399536.9807,3914594036359.22,77566642578515.92,85645758673.01404,191441030463.75943,82238946726248.81,91059008021.07921,188177500826.18585,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4600,14053891775901.648,94716911460918.7,211860642368347.62,127204531418.48361,814002990586.6903,1809348263968.8176,36734958610093.29,123319840051160.61,408348219869871.4,390305655825.807,1230704557037.243,3885317331579.6304,83160047295720.64,93397457085.73988,190636731586.83582,80617265693225.11,93470687710.72437,195537265505.4461,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4700,12164649815947.074,95100081789810.2,216712295564017.16,132280030700.17911,843021808609.344,1830470529950.8992,36399868364483.26,125168421342559.4,419142024601914.6,411944282815.3465,1234263542707.9082,4116611244526.216,87431446218493.97,92604331330.00926,208456317188.4646,83993443567414.08,94330545151.89679,204401479964.77386,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4800,13819692336589.783,93994313370739.67,222751039019088.56,137862675145.78812,871416011512.7692,1975553709081.0884,35662811747762.05,130339785700539.81,440513682782949.6,413338064189.3684,1252233990884.206,4305464914103.126,84960354322104.8,95341390612.47223,218664265002.29025,88777064372579.84,98473667694.13573,218443430759.20578,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4900,12107905762131.916,95964521427146.94,220425425606861.34,140414708598.24396,911201092200.4346,1980038068921.0361,35987197719900.125,127235440989368.31,444440871840305.6,434901452395.3228,1340806896343.8523,4504707046649.689,92583111539772.6,103171465157.35028,226535006659.76007,90488846706366.77,101575623538.07404,232680993151.9486,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
5000,12386913262332.525,93489113782578.7,223778303154429.03,141390074052.048,953122990176.6317,2069039033589.3652,36114786436721.72,128618731715077.11,461525293128692.9,439065969378.44635,1355419049925.6172,4818596265052.517,93469730954425.89,106752423240.48676,246954083250.02933,90769432524180.44,106193469324.65819,246360807283.8689,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
