milliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,20951904339891.707,104974370306751.69,69860642237603.26,29000123547.808475,144936031900.29468,48499489132.61569,33301382159112.45,73724989114620.45,38647366082599.83,75577120451.02888,123582172738.30542,-56868804938.92323,9890792129867.863,4349661327.974217,4370541303.728754,6938868183618.609,4233337325.4798536,227554567.32835007,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.61,0.0
1100,20308711298644.863,104356129212347.61,78135768433256.81,25334566089.738533,161389380318.34464,144298466167.4923,33397855951203.92,80317577877769.02,62614993274998.89,76436039737.34697,148191731668.13995,166722008885.82376,10210665293524.72,10090236310.876795,-1108834375.8902206,9866951656750.232,7746498621.022641,1695473525.5521197,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1200,19789380560751.254,103891918990569.05,76123753256373.28,28071736777.3609,172707574236.6209,136724616974.21407,35321316186906.164,86377498766885.03,55137336317841.15,94483371079.79495,146591008549.51743,23143142577.45468,12595029611793.729,9468915302.00734,8961484360.923805,11910379708555.305,9188718593.141718,194431193.88120174,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
1300,17917537641303.86,102393210936048.17,86275827186673.72,35104855522.47929,157858134668.7528,186227415065.26083,34742318456197.727,87265309266471.66,82030565945912.55,105668300068.28824,234721141413.27557,155980263158.1616,8891806031230.227,12621538013.866045,6583864130.541208,13469623030496.451,11854672834.190035,6286112872.980996,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1400,17573726339565.252,104516604661610.03,90563624153778.16,34255627675.059578,203541683747.68713,209101644083.8047,35991880257636.22,94068597051316.66,95068382082813.78,110537215135.77353,252099311931.28943,198195423150.2043,15391988297182.277,14586379454.976969,11311829675.992159,12345271857130.36,10606301894.587671,5492671272.684712,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
1500,16257380580411.94,102533022567445.94,96782240181953.11,37396438670.748276,208068378671.90808,125102198515.80576,35845402359434.13,96614292716664.02,100569495318771.94,124496683929.95996,231719348851.89297,316010068311.40686,14046230699381.732,13622759893.718306,13897096306.855173,15150254575225.738,16191456474.82464,4734271224.13925,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
1600,15609492769054.61,100639853102637.84,101165537528581.08,36585954825.62823,235313169687.34,206385643162.8271,36353196752961.94,105293923369427.1,103296991952379.55,125501564211.99791,289359324138.0085,229020751540.3993,13695896303205.098,17176883923.465527,15724627403.167797,14544065989272.998,13248391979.967709,18580262885.578068,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1700,16418993967388.586,102362432582943.88,98909249150300.23,40802945669.53763,241382910960.59567,216752615729.90472,37496249946843.21,106506881148549.16,115708164053670.39,140962163192.42365,374432371118.1699,449445183313.3095,15127265629116.924,20541971547.423306,7507643089.167223,17078540837716.963,17130958338.94133,10706250773.004482,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
1800,15466371611557.219,101178509276355.42,114332895503492.95,42018834821.61283,264721784707.8824,270029567754.78088,36458144646990.234,109999752069801.78,131403409139638.45,152031595473.6109,361243307622.36487,483268097083.78345,16881247997480.223,21694991767.450554,15015576145.935331,17655875300341.504,22532767020.038696,13859886914.247759,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
1900,14397535065643.225,100299983125500.08,106803570403751.67,51513673303.80625,247782785283.8414,331235295484.5963,37043036509229.39,107719930879941.22,136131362113845.97,149075175520.72134,407837658682.17596,530571141191.33685,22514011096223.742,19216719968.575462,13620250646.613003,23370807566486.023,18981658876.893867,12020789272.88221,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2000,14107294668086.746,100237397867143.39,111184978413530.47,46207124990.50396,298049826703.1944,305160613880.9019,37598746183079.21,112310082166729.27,160731382542847.88,173313909197.2522,394688499949.188,745517589483.1296,24585559574336.176,22107644222.55208,22428988266.53769,21841984010350.414,20681363544.726566,27119869978.841076,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2100,15115100227454.729,100257662599143.67,124774522481699.83,50747770727.94058,290321670484.20544,398582390226.8847,37264893601750.22,110702348754055.38,177817591705891.34,172333063010.0245,482395662224.97076,564485530678.8983,26636974778954.86,24120011495.878967,25331006800.196644,23518848673568.246,25888905127.597763,25052652280.520584,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
2200,15176969115046.06,97851347902395.52,119576344869558.52,57581848165.01943,327346689984.1761,429923291951.209,37367325777305.83,114131154127202.67,169806304412228.9,199127622307.84967,506095106069.70483,618083376211.3127,23877517039054.83,27237097761.50101,25728802690.910908,24524099061960.598,24071670279.743427,21213701334.525032,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2300,13985964020631.332,97459042812943.77,124369319998258.9,60462859940.42724,361361327562.8744,410831730530.479,37601027817442.12,116855774508968.33,189796709955812.03,193049471048.99637,476954623774.22754,923165855924.2412,30551334004333.71,30134772373.56808,31142176797.208958,30513714345890.75,28256984749.78784,37021648412.12599,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
2400,14047208914109.592,96106331254017.6,132145083921043.34,62813989315.792656,379203644780.45184,461860968867.4416,36950995147443.24,114576099117951.14,211672669560951.0,197735141291.97668,524905931187.0464,997078856036.2118,30205850786375.02,34478505302.336586,41993952197.872826,29542766248504.406,33039978546.160618,34736876646.65404,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.61,0.0
2500,13633059918342.178,95664947559673.27,134893036066459.0,61129204955.2107,361893115050.74664,539387359431.12335,37350024364885.63,119138080009520.14,210457685191980.03,218938384143.31458,562297661763.4438,901055297719.8556,32056396906222.117,33312404342.051983,42322015551.54946,34148996936024.46,33541983750.22606,44704794569.08751,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
2600,13381372549488.14,97247505922909.19,140966008833700.25,71736152884.89696,406594586447.95276,525926047564.3606,37464587777628.23,117273363281581.3,241120036661010.0,218487931167.50104,567842995094.3043,1226596995838.885,36784898817287.37,37236757518.00687,40907094919.7836,34967406099593.125,34077526929.496265,40053119897.39898,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
2700,12897016894866.854,94756516009424.83,139838098365949.4,68458173250.980675,445141755595.8898,568535575889.5814,38079239264617.68,117050192610757.19,241982444031742.38,239003258196.61578,665609479486.2915,1265510694580.1438,37926033017794.34,35441546781.572,41211645129.96465,37597918558466.266,40501847577.620186,54818233023.34495,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2800,12877875800804.371,94622257172953.78,148564877164110.34,77539151382.69872,427218835142.4781,619941298216.7471,37557415611634.7,122618294168367.97,262666624489440.38,254679944794.26697,668941717951.0272,1479902365227.4136,39173824147312.195,41581268003.928116,57893631091.177605,40204912680887.266,42318845829.39399,51019841011.70621,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2900,14145382498311.125,96890576431649.94,151573393641514.12,79115744577.23743,473482744995.9381,664015639564.8193,38229262513955.78,123572421780490.56,253523714427940.03,248052910996.71252,670511296695.9408,1465923971955.1157,41920678048016.16,46543523114.085236,61138814572.58477,38923088097127.0,41604925955.33332,63589474990.1353,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
3000,14488615681273.955,94148568122664.47,158498962508016.44,81399080164.41243,479305472913.4287,811858551380.5807,37639134170214.805,124793308230037.97,261617002685035.3,258622910606.0817,692449075862.5732,1674407792285.5872,42806737957789.89,44643830662.52966,61051488891.59984,44593915937694.0,45718284170.96698,68348843874.53131,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3100,13939172505630.732,96456683043282.94,163830736947912.75,82350979805.79805,486935069058.05927,793610612631.2478,38071677622322.21,120391134434480.39,284030625602037.3,263430703012.41995,772648310285.0969,1588808443852.0728,43572487260341.1,45785693443.60559,72731714486.45515,47684906199653.305,51945328099.16912,63685167311.75038,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
3200,13236411830822.94,95555783397467.05,163503729625039.7,87607960924.02281,505820997161.43536,869491525944.0171,37737602429683.63,119078199006719.34,304634526597613.9,273914893174.33875,783444500458.942,1698652532554.2595,46594952702699.266,52853084981.3765,73157243049.68283,46113766220499.16,48464423414.08947,77154561756.85818,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3300,13359745015926.268,93364655220524.02,167713095335762.25,90372414350.47716,566447724330.8507,857076333444.1738,37484277846466.63,121369789292381.78,286072496715088.8,296900658305.8203,783573500777.5724,1905782688885.5952,47289033634186.766,55712599406.48,75787434483.22949,50589444427215.71,51928813781.86546,81686717960.46965,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
3400,13296986242267.49,93831427627969.11,170973826138459.88,93558414645.17247,576934311904.6019,940852006290.9155,36979842952600.04,120065985343833.3,303472630937590.6,290374725303.3059,865508322141.0077,2059715612751.2144,53476981597510.62,55751140498.21267,94729179368.79288,51178606308886.42,56183480922.07311,82441711308.16556,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
3500,14339542091301.22,94756899845415.7,179049722972974.78,94267771336.16954,565190002992.4869,1053610021683.1821,37105010502224.586,121807817756015.12,321254633426470.4,302785816320.7482,874546911478.9734,2166896511869.7742,52508777222571.57,60380397066.56928,94522010224.23232,56030992445298.76,59478444802.388275,98913597760.5204,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
3600,13938108648540.08,95698248534684.27,178596766101603.38,102216040351.7593,629968064625.182,1114493762928.459,37573802523181.21,125645963915828.5,342914049085282.6,316853452951.4338,954391574783.4436,2332335101862.151,59252677849522.89,61612220859.90814,101116028873.26227,56860126601407.53,62007233351.72095,102502754168.18079,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.59,60606060606060.59,0.0
3700,13782640911589.12,96044556251687.14,185237344546760.3,97671760889.18225,642423251353.9479,1220499061696.1245,36866590178616.336,126715112092892.72,353927191898067.6,313500225394.76904,908145025916.7474,2580792982695.664,60382186546202.94,62404466097.83085,104744968857.51144,60456170237791.78,65100101857.08267,108978433586.44673,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3800,14066773665122.273,93482380217007.2,189245605448714.2,106288978542.76215,645943965962.8236,1285685951971.1765,36927308328113.555,124528930197193.78,359677895069686.25,327111139165.8539,955154083601.0361,2619093893321.3574,60683105544867.64,70264827071.53911,122256067695.59468,62698824473889.766,70131757428.54205,123267552284.74985,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
3900,14086977551129.506,95677432227274.03,190490906412296.72,109023748468.99254,659524454627.4811,1304132888535.324,36800370670774.484,125733824994518.75,357597312543352.9,342132469996.1814,966279374846.8633,2728597131362.787,62055799337412.36,71593076250.43297,129648604851.30759,63914738314584.72,71131520088.46419,134507979429.36856,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
4000,13589836312139.88,94069057359586.03,190949074015617.66,110212449388.75969,697935073572.8168,1416037765186.3748,37040820987754.016,127892185206147.6,377615817750381.5,341783084482.50867,1059684412588.9587,2868059858999.1367,68832480074365.85,76086728833.74065,132400550191.8655,67391401576600.83,75112232217.50935,130633878665.10718,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
4100,13192553544013.135,93059624927128.73,190840809391296.75,113444343392.84453,696298145659.3103,1387147042568.5588,36724664483969.4,128726080331805.52,364453435259371.44,362875585940.4674,1106268473915.7627,3064675155327.1875,70762978056478.23,79183061861.94336,149775400307.69284,67445941956165.55,76407524812.23244,143230048392.92307,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
4200,13355565878048.592,95964956386120.0,200343699967411.4,116314768325.40123,745900491577.0686,1539058751995.7131,36454324448990.195,126518148069911.38,370449166139674.9,356524205928.04175,1139940802441.9697,3275578703702.6445,70770238982707.69,79858266768.27449,158035400763.2682,71007994623635.56,79387389017.9108,153062693532.58453,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.61,0.0
4300,13203573261513.273,92748158310113.23,198576930438961.5,122349671391.38257,775293867142.9236,1521159310198.1743,36861180289352.99,122760987977335.95,387322797422259.4,377552483331.7129,1114443005094.7808,3487188666001.6597,75773759354203.95,82434076966.39076,169161688092.6485,76981519520050.55,85659561997.10854,165698068335.39435,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
4400,13339513680372.152,95849117605448.34,203174603364583.16,126034278527.91151,775782223175.8035,1609282326035.684,35979893738531.68,127384407893047.17,407938176362112.2,386435269675.7076,1145636397352.7947,3676572710059.762,76199571112233.27,86781150467.20195,175822036025.42487,74110432799991.03,85720650446.82925,180537281504.4957,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
4500,13669764675249.492,92733695660686.55,215323529176218.7,124407647607.63458,826733197594.0317,1751215950986.188,36118451342300.04,126908768427524.06,397490022317354.6,391880752900.7419,1171245941300.3796,3882690600240.946,78305866605734.16,90106177582.83534,193145495677.61182,78562371797411.23,85888793675.61311,182946515977.6112,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4600,13569616208997.643,93866834535715.75,212531517343413.5,126674447949.90439,824422332991.7878,1834717286291.9905,36871098035719.04,122879178338027.03,427600564567193.4,399779416959.0483,1246965206627.481,3876043103274.222,84710772461226.22,91720309731.46547,195288257021.67017,79850211184330.83,94780836964.84367,201528296470.59506,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.59,0.0
4700,12297260066576.402,95700225017099.0,214887273522411.3,131287265224.82822,880393193536.5396,1843745183982.7578,36711351439279.305,122712075706686.92,421117067046607.9,398230257628.8231,1219586888790.995,4305671637238.5156,83932592288597.0,92160549193.78064,214900382301.381,85046848770655.2,95116438383.73315,210365617787.45248,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
4800,13381200150312.197,93066161134732.42,225664476993030.94,135965811100.89006,903804921333.158,1942268606241.7466,36530292630870.625,125200980780706.34,427705269021222.1,428259486665.3087,1285004692513.0781,4225402959702.4756,88695010671399.95,99089896333.28691,220540618594.01553,90043835981785.5,95417356452.27258,214169946376.9141,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4900,12924575428101.71,94375223979289.14,220886759571422.2,141496568069.54303,886218193551.7654,2016871481806.4285,36442117308809.88,123255965179276.23,455347186948558.9,429737095504.6541,1308878384798.9705,4497942651594.965,91484387806102.42,103241864989.15762,234761990624.3779,88886553177384.02,102742182949.3088,231237663541.97934,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.59,0.0
5000,12447965527975.951,93659424936713.16,223753492699324.9,141318673625.87292,910005543763.9749,2134696707909.2126,36751260716416.17,126243049238274.98,454848767112172.9,426549283397.91565,1316562361075.1165,4619371822284.643,94815878381659.22,101879150187.58302,241023968594.14532,94507843353629.31,106785177896.09619,248478947832.30884,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.61,0.0
