milliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,61502731498535.805,-538566836500.67114,2904548887312.854,4070133057.755303,-27896227937.73227,33234311090.086895,-102050992542.60257,3694233590071.022,-14448697400.120878,-7775954707.534402,23537058084.37273,46497655419.1203,-1310982710195.7686,1789725791.8438067,-3149036270.6374454,-1367837582423.4226,1776813879.567528,2459418910.396309,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
100,52431474610453.4,32546635357926.43,4823943793780.917,5627633668.049224,25953888926.98295,19892358906.661545,6777299208994.645,-862327174655.7876,14609122812674.848,3579718181.3982654,42987679531.43557,90196286690.05089,621575090299.4044,-2294202609.35926,-1176116133.387373,-430523188384.66675,2832538367.732499,2618689380.5861893,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
200,45270970898756.305,54121548015382.35,9426883067758.287,7956123999.177855,-5207576512.780142,-42989955179.81722,11919286607274.787,7599431446095.241,-12477140146290.4,-2727985303.5454025,6806525635.675476,6476945371.7736635,3347599067070.9287,-774040551.4548618,-2095718707.6456435,-1088796800720.6792,960213734.6789155,2686200548.3786407,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
300,40618028852021.04,72715676633767.1,9166385730181.531,15697921486.175852,34206131159.169876,30606413384.50749,16447065554684.852,12361925366943.625,11768064692945.262,9909635854.982376,24109520386.357708,56679766654.73206,1199256943798.336,1691084583.581161,6775542314.864198,-662863683999.8152,-1721152834.515574,-6090538149.783265,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
400,35895239424428.49,82550097830283.98,18795374954508.055,17009898641.084349,33569518037.721863,-56049564938.64216,20335539383617.664,23637024086996.08,18500268438060.434,9738239486.417545,52409276124.602715,147604429645.52936,982414983868.3699,3562460367.3571234,7598660574.376281,2728551177043.844,836197873.5235162,614279977.4667993,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
500,32213632551074.62,90758257242715.2,27865897655040.52,14201552377.144428,71417203894.6682,45146081945.439415,23975571787568.457,32940718344478.465,4687399663940.201,15908502007.955133,69272703208.74168,-133245098269.77493,4574515967833.917,1585749474.4559956,2408746445.2298565,2725902431035.1143,289378288.94185257,-1206329146.6203365,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
600,29304345717387.547,96228108384390.2,43530581202760.49,18371380688.492542,71482148191.01263,20563824728.35986,27441724609281.22,41830562632908.69,22473051069536.855,38260504923.61617,26747542820.58373,50064958332.17504,2200396761238.467,3296488663.764049,4652145294.38829,4019317907348.062,839710680.0917459,-3725792912.4495964,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
700,26200448594248.355,102091804623194.45,41767937759285.72,24619829981.533463,54681222560.8199,-9108458863.404129,29326092615602.402,50021365953285.38,19446935124008.203,37493050115.5231,27875221165.551147,-69154898656.3109,7723651324967.589,6245696945.984707,5803993959.1401825,3670797996929.048,2603136361.8189793,1134460677.618615,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
800,25405098277187.16,102998903803615.84,57253297617716.58,21456145120.119152,76687657444.81291,49787869667.78995,29971620487061.78,56026809657474.19,17989417828570.08,43709076273.10453,120087573752.47302,117357709866.1571,8601809913353.932,7307869936.670122,-1176290859.757592,3506179725934.4155,7370167180.715558,1995131230.4514792,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
900,22699368617109.312,105933069678948.72,65341294516327.04,25908249966.753098,97421951576.79546,95514237346.82376,31434185204395.99,62770290496091.12,42634262245234.68,62036055087.31222,124486814014.41302,-29701991586.51523,9313501064189.951,4029439501.014045,8047017128.787077,8393193104112.948,3594475819.5918913,3704519322.824048,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.61,0.0
1000,21037344590098.906,103983773711963.77,62124178205179.84,30003324616.501648,136692975734.879,71117541303.14536,32900266707262.727,70973901915956.78,61585470614939.47,83329917619.0471,105658468045.21327,63762066363.973114,6430832491514.745,4414610875.33143,-1499483783.2417803,5402622490869.681,7085987145.655632,9405195159.853401,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
1100,19402887992506.496,106514054388045.92,66403929196566.39,26978969275.102135,153128382276.97733,137124562229.22766,34068665779134.977,82644518892043.94,63275235179309.37,93167147671.95451,156028117554.25473,43474986239.147964,11373949073070.426,10300613546.133837,3154368492.437435,6823304617431.75,9682611559.31611,7933955667.215479,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1200,19056490208209.16,103092907101048.42,78033610334284.62,32239843248.26023,144045866012.11722,61502651143.00267,35190783981578.53,85192648329489.02,61739211525168.625,99248826630.07388,214938461960.10632,118566780962.86945,12468904410483.785,12254524929.480843,8104066882.0056,8413283007072.053,9191452030.316444,11229955001.350965,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1300,17032132609149.586,102899013806700.28,82962603867439.34,35511654540.52586,175716818457.4083,119829633229.69734,35176031199366.67,93100683446666.84,88517667562616.02,110925510953.18129,253541271884.8463,95350783003.45825,12731426052796.088,11183938269.113054,5807729890.650082,14340924283450.688,12161688488.38826,10379180834.023516,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1400,16766137488763.242,102990732136777.25,83828907109227.56,35593117920.07455,151897088303.77652,175268143269.5788,35738206922855.68,98301967597956.52,81089478758494.47,117526180990.11517,249938078022.8022,131464581690.85071,14056605453131.143,11591750475.451305,1410791994.4334164,12118806927534.457,11770249433.40334,6845571821.900763,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
1500,15779927286289.86,104365613522924.66,91866111206738.1,40193763227.38642,209365931845.961,149631856391.3863,36992609199020.66,98671199451051.11,113984626559219.69,122081997641.15848,290011902980.1376,236488926849.37152,16728106450411.027,16048268265.207134,14201075754.869682,14443846408886.354,16417419869.780506,9152058066.37603,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1600,16321236649864.248,102908558247142.7,102487171916670.28,41372268257.58931,187329348565.31326,232510867959.36893,36450839545277.85,104782505313290.19,117044883490504.14,120683495355.44794,321248767746.11896,398978838133.1954,14943996087970.12,17930889493.57416,8425528830.807362,17489743962721.523,13460950851.63671,7650362360.687382,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
1700,16770525734453.928,101747684989845.75,105367745547359.6,45560515943.585526,242175204357.76102,249769782571.8177,36867743378590.76,107164797457228.53,136114267826914.81,126531622071.14589,325545481181.05585,541949496683.66235,17600727416970.836,20046360239.036804,7823080480.791536,19647509261239.01,19674252420.221718,10882261148.019396,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1800,16152142386844.457,101823486243476.5,107729319410464.77,44708793568.31482,238058243806.7109,281200166882.3766,37986631668280.98,111282563017968.47,138445886159992.03,147887108940.21173,378913353676.767,369179356219.5262,16695348167937.645,18126456623.612556,11073676984.896519,20691628928702.035,22089413433.365643,12888452450.222961,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1900,15331123559800.953,99240901163013.33,108450785655811.42,50662945830.28451,282855351707.10236,314184474027.0908,37127246732658.02,111852585034135.03,158399402830260.44,165544507556.68726,436544731178.36884,664740379239.096,20711432614784.594,20208832001.077248,16191020954.574575,21065628452791.25,22942038400.62117,15975991000.686888,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.61,60606060606060.61,0.0
2000,15366809524443.03,97477111220606.9,111555935336562.84,53710866087.65491,276061824829.2942,279089645268.3002,37467513264990.1,113534697383794.05,166624924555976.75,157860959353.64294,390260559658.43713,656154997106.3776,20681690939043.703,24352671149.07367,16779935180.52095,22315182993306.297,23037920835.76903,19549195918.954445,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2100,14325005881511.215,99363827857085.19,121569854278541.19,53357999311.69145,313434373325.9684,301167588545.47253,36967438761394.78,114608866072521.97,180641750092914.9,181284625464.07565,484074262587.76855,577430510296.7712,24328769033794.195,25027122000.059998,22470884170.596886,24541199670036.797,26430126821.949963,20598091156.647804,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
2200,15322240476141.457,99598534077350.78,126763136290687.72,52691455423.62735,310683584468.837,438471881089.9817,37958079430610.33,113660589445007.98,196856927523788.56,200050422438.9237,470659151391.9381,805586887634.0542,24740039996865.094,30310354624.359573,29727200672.865643,27173100748247.88,28740934072.142784,22360281669.88811,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2300,13408199285514.527,97843382702031.03,123659814019529.1,58351613255.17986,340433643225.9609,363668196064.2257,37540605126222.78,113673223628820.0,185215890523577.6,190790493908.16873,535812276386.03894,944028617300.7968,29916426495089.727,26464132012.022457,27575010313.003,28395958424407.426,31380203778.547844,35814354681.56654,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2400,13236366801005.979,98861603832761.0,130160874934100.27,60454631290.17682,372066206583.5257,469251015694.20667,38169770306353.945,116591039594443.98,199442551504485.0,219137246587.22308,570752666411.6216,917878060222.1132,29558627986733.043,29680819356.165535,40658954487.53355,27985254972287.33,28677510723.73742,32878156215.054802,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
2500,13908703989002.48,97784945157967.75,143705539251243.66,64441713093.57316,352479151350.98376,534083008033.78424,37061901699448.125,118911005229045.55,208916073334441.0,209142737323.2133,582895583194.7495,967181469501.7974,32106329931965.516,31870399982.004288,39606179593.68889,30536351703354.68,32790359766.835976,32023035924.503166,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2600,12971910170976.357,96812926909749.64,138936026217602.05,64073499233.17343,409711900566.6484,538342272684.0846,37024732087786.73,122100275934585.5,223763095992809.16,216211358819.00952,623184280013.9689,1075510308681.99,33249919175069.96,35349736901.209984,40093509555.68406,33528750120774.047,37477006171.28192,37128645026.69174,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2700,14381329179350.387,95048523746372.56,150192805428837.75,68917094368.3722,407569060426.0607,633455105356.4275,37689146845350.414,116870157930344.27,250979179987667.22,240483525453.9506,654724114173.6589,1337496739612.3794,38277374794759.82,36878070862.26127,45475353590.65188,37968980147856.164,41285773266.63981,52941574223.29825,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2800,12919760126319.5,94431978854942.7,145558826344099.94,74072266585.66547,416778812348.84766,649543400707.3947,38262893026759.5,123433104907251.62,243641756638968.75,235717569986.63864,700505586161.8214,1322745966214.4993,41112905312212.805,41387734613.0206,46999594268.40053,40621321794997.24,40060495413.874275,52689503825.52563,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
2900,14063898853668.262,95965187444063.02,147840196151491.78,76415789673.91356,439971610458.6068,669979995005.5316,37885778971717.016,123011178706429.58,272465104355879.2,255781632795.98907,718883662170.5023,1620411621537.1636,39339577246431.03,46687573957.157104,57550879718.79233,38391039013621.65,46865711395.91648,65182439220.644066,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3000,12884080628936.04,94638169873092.78,153081001273383.88,81223100660.33846,505001987317.1366,794501444736.8795,37708790488444.43,124036518364899.95,280709697656737.9,252799881972.07236,771916263499.9832,1734197032047.1929,44022313444905.46,47415200630.18299,63281481207.6288,45489719867641.14,44783821137.55733,66465532236.49012,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3100,13930552575401.99,96281243689489.77,164658326987602.0,86720408806.90599,484967277039.85516,763292626853.6597,37857193574008.44,125243837984230.11,278580357896146.78,272901662753.1868,725427256626.1763,1573941289063.4678,46755460638812.14,51636326943.37317,74617492442.2693,45621703800550.0,47138516975.59543,75222231966.94838,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
3200,14143691610358.72,95462248158932.02,163334450659400.06,88243154587.76288,499809146167.19214,804155700212.1704,37612932461692.59,124089632309984.14,281764744707556.1,265108759199.2128,750119151456.8303,1820116315426.0298,45895849993286.875,53750001484.37779,73519110048.62346,48497452831977.16,49444364412.42335,77067625977.9033,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3300,13919820822926.223,94958669997848.11,162394473848803.0,86562896735.53699,552917517391.4277,953875085821.0247,37803609568615.55,124838040682871.55,297034447715327.3,300072740743.5001,816425394442.7698,1976314122120.7458,51935681604850.67,54895174532.35634,80168376927.73077,49418671280135.03,52857245061.05287,83546673739.78658,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
