milliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
3400,13858791075985.64,95988714452834.9,167214192419863.06,93423944886.52554,562556211276.4796,1013688101760.1642,37365630309966.29,121258464321239.22,297208933027955.2,286526411988.7716,859760505270.034,2240216072281.6436,49652436112708.49,59873333755.69841,86592038912.98798,51187089682661.29,54044724778.01526,88338883865.05293,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
3500,13046607884590.021,95691000158103.98,172141731735538.16,95846544798.35043,601801787936.888,1017847911605.0793,36862264350160.1,124966479409845.52,329047373315802.9,312562137573.40784,891184818064.9976,2368240378115.6436,51932776084499.586,60138537475.64005,90035485888.46414,54560052713938.53,61228319577.68426,97552263493.18588,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
3600,12822894524196.621,93139091121365.4,174885839165643.0,95444987127.88736,629627481333.4469,1107400596045.6396,36851074165575.39,124238576980246.72,336277762706531.5,307164198985.6302,940742934012.0325,2500068048452.487,55002827204498.7,62328633301.61935,97955294447.94434,53986994840550.76,59616614087.22786,97669843932.06055,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3700,14181493381542.115,93438596808983.1,184910720390305.94,101811669977.73862,614276823540.946,1166264619925.9194,37033917802571.47,126866201410400.3,337278486382695.4,326830166002.0646,938720497601.8672,2665411199058.404,59512921889026.52,62117506142.56071,106101431269.6009,59726178737963.61,68248731660.20537,109521893675.13692,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3800,13696258383391.068,93555326616076.9,192006232558059.28,103016836284.52087,651963260190.0277,1192715533352.6897,37202908120705.11,120937672797894.81,352415099986249.7,336482411533.5297,973250626275.8557,2805443810965.9546,61432733550955.56,66098313623.86888,123586998444.99254,63745920719789.54,65214661418.32192,118693927420.55446,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3900,13018303117699.197,96187080694480.8,194758613483873.6,108306633662.83578,696860593507.2478,1308328608712.156,37523709509095.4,122977434668620.75,346776757027307.2,339802319928.7214,966418641752.896,2798111141750.139,62122009549550.445,68252983269.80444,127490040882.33379,63337088956117.13,69928248159.84032,131070966690.04337,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.59,0.0
4000,13994048752409.533,94507153959472.62,195877723844740.16,106407224498.5333,709730887545.2457,1408231368406.457,36881421275682.85,122876953977714.2,355225367423602.44,351901568131.94116,1041299128463.8665,3060805725587.5317,68655091741620.46,71397993376.38052,130425637309.75003,65060959160914.21,75664521336.38873,139665177324.04758,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4100,13089588516977.37,93379211576438.62,201828551437179.2,112011237393.55373,711644123432.5846,1398028613118.5789,37063247663860.914,124029727490635.23,385285753557106.4,353746575979.71466,1041696485107.1976,3170711683223.5474,69170796410927.67,76481271600.11407,143534580115.41638,69407944529325.305,75876511563.87419,148916735946.11478,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
4200,13592345557402.707,93063943819368.23,197984296841988.28,117806100267.84537,736104464745.234,1494490974745.728,37228465692326.24,124511707509455.58,393322069565096.6,363404457331.91425,1132049003457.9014,3374493377654.4536,74601654121650.11,78399851855.90341,161787739955.49622,69420920454000.055,77125802567.2265,157655600347.3545,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
4300,13493584908833.63,95181413934704.47,203776875981890.3,118111842191.78093,786723296045.943,1550632371825.1472,37385633219747.15,126959643286164.5,408184525792672.4,369861477520.49884,1112038207558.2656,3449412358819.7666,72783433449640.84,79943226510.87607,167495325202.33203,76473283008890.44,80938520252.86705,167834437383.65338,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
4400,14102920160587.605,93021318755661.1,205022715816199.62,121696901862.17883,761519621985.1079,1714382188662.3447,37293964904053.516,128310317530485.44,389715985967781.4,382543136569.8699,1151700098265.854,3542385869475.1216,75781006676803.44,88763969937.74077,178390688726.55133,77380040126466.77,84862620822.2953,173024683352.46365,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4500,12614201490745.057,94096532101522.47,216936257273139.97,127378298009.2291,792003976224.7289,1742053784174.4136,37094609152797.68,127283324531833.16,418439328091692.7,397178240059.62946,1198014864146.9355,3847863565362.7124,81107786041515.03,86981157049.72923,189489508098.93073,81104399817352.5,91825332265.68768,189878694208.94138,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4600,12113845150735.895,93141306816142.02,216161356413614.22,125866139174.84114,816973411055.7551,1865614023738.6982,36279979665099.78,122650506342138.23,411403712291237.56,403690732994.53546,1262083366348.119,4072923439882.8633,81212758939400.58,91230986720.34349,191959468364.8727,82184438609683.12,95023790650.67293,192398730541.8699,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
4700,12355516315820.443,95176691662157.19,212603937443775.44,130063324394.21442,868257837314.1006,1935807944738.6184,36929652635765.84,126916397081196.28,414572211559689.25,398760516635.7526,1258864765772.6917,4048850217307.65,86047025470320.98,97037450119.21725,212471158215.28027,85417265706026.62,92691202081.71388,215837522597.8083,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
4800,12143451026487.514,93193878839563.56,221732507161099.47,130392804286.06514,889294054179.422,1955127545753.0864,36305466100692.09,126898350355125.4,445630173760392.3,407154088131.65594,1311070123407.905,4424179961000.851,87904672798844.66,95287553942.29912,226215845852.27356,89810972216859.56,96737698094.50482,216917771467.4493,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4900,13875611249189.44,94298044114987.7,218820452149035.56,133662012731.95837,918254710639.6061,1979890681110.6375,35930339425700.016,127217599307784.31,435089532564698.75,416588044435.4346,1342220678629.3313,4665622062065.95,92855569778686.34,101716419428.74937,235680609306.32297,89445949351747.06,98293060746.84087,225927744976.1032,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
5000,12509169688829.451,94258190793936.92,221848610595193.94,143591821369.90976,944369267005.2955,2112081985649.6333,36269738998058.78,130321734935187.33,449376256830709.2,419476518252.9634,1342879128977.8142,4607241935068.007,93589349429525.44,103952067608.01915,249106563052.4296,92728693332049.17,101592902996.1912,240130333179.62024,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
